DLiP-ID,C001KD
DLiP-Mol-ID,32501
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H11ClO/c14-12-6-7-13(15)11(9-12)8-10-4-2-1-3-5-10/h1-7,9,15H,8H2"
Standard Inchi Key(RDKit),NCKMMSIFQUPKCK-UHFFFAOYSA-N
Canonical SMILES(RDKit),Oc1ccc(Cl)cc1Cc1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),218.683
MW Monoisotopic(RDKit),218.049842652
MolLogP(RDKit),3.6364
XLogP(SDF),
XLogP(CDK),3.993
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),1
HBA Lipinski(RDKit),1
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),20.23
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.816231000088792
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,3330.1529519629185
qed,0.816231000088792
Chi0,10.673362107437434
Chi1,7.2540201954234895
TPSA,20.23
Chi0n,8.15108700321274
Chi0v,8.907015949231196
Chi1n,4.768413289676685
Chi1v,5.146377762685912
Chi2n,3.435409531355477
Chi2v,3.8718453118274616
Chi3n,2.278941349237473
Chi3v,2.5140384520252104
Chi4n,1.5114469190812563
Chi4v,1.7061471454561716
