DLiP-ID,T007VU
JGI7,0.01015946502057613
JGI8,0.008916932312377446
JGI9,0.006805555555555556
MIC0,17.41956367875446
MIC1,30.450332623182966
MIC2,36.5888890970452
MIC3,40.6251219220119
MIC4,41.42596986253023
MIC5,41.468863479551516
MPC2,37
MPC3,48
MPC4,59
MPC5,71
MPC6,62
MPC7,66
MPC8,65
MPC9,69
Mare,0.9785531914893622
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.1809968159340694
RPCG,0.1255904673426175
SIC0,0.2891711821698633
SIC1,0.573872755326795
SIC2,0.7309534059553436
SIC3,0.8869641714176709
SIC4,0.9463736473788577
SIC5,0.9540345548961637
SaaN,0
SaaO,0
SaaS,0
Sare,45.99200000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,75.49267016123682
TIC1,149.818478823928
TIC2,190.82684507132146
TIC3,231.55590102452211
TIC4,247.065676028849
TIC5,249.06567602884903
Vabc,326.72881524783816
WPol,39
apol,53.90544599999998
bpol,31.874553999999993
nRot,5
ABCGG,15.67805749499197
ATS0Z,1252.0
ATS0d,150.0
ATS0i,7563.444900471079
ATS0m,4951.511408000003
ATS0p,75.53019590667797
ATS0s,240.71613511659808
ATS0v,10463.241424820815
ATS1Z,1461.0
ATS1d,194.0
ATS1i,7052.886185637194
ATS1m,5590.2313390000045
ATS1p,95.69004281000007
ATS1s,128.6141975308642
ATS1v,13309.018014871728
ATS2Z,2012.0
ATS2d,300.0
ATS2i,13261.41975482324
ATS2m,7499.714589
ATS2p,143.9120224242451
ATS2s,299.3811728395061
ATS2v,19400.018659550457
ATS3Z,2324.0
ATS3d,359.0
ATS3i,19081.178281421326
ATS3m,8430.694878
ATS3p,171.64414394837596
ATS3s,340.4290123456789
ATS3v,22019.834181043476
ATS4Z,2330.0
ATS4d,338.0
ATS4i,20664.351477362514
ATS4m,8291.374689000002
ATS4p,158.621038485225
ATS4s,429.2407407407406
ATS4v,21089.85489019793
ATS5Z,2040.0
ATS5d,299.0
ATS5i,19005.657486239095
ATS5m,7232.483395
ATS5p,143.91812497298005
ATS5s,511.8657407407407
ATS5v,19835.075126467746
ATS6Z,1680.0
ATS6d,288.0
ATS6i,17614.011098147843
ATS6m,5829.768401000001
ATS6p,144.547170669282
ATS6s,339.27160493827154
ATS6v,18977.058116369597
ATS7Z,1583.0
ATS7d,276.0
ATS7i,18298.070915709322
ATS7m,5506.209620999999
ATS7p,141.01980839892303
ATS7s,308.40740740740733
ATS7v,17930.027395060886
ATS8Z,1389.0
ATS8d,238.0
ATS8i,16307.391439952931
ATS8m,4804.667785
ATS8p,127.39384631892301
ATS8s,259.61111111111114
ATS8v,15729.618885860164
C1SP1,0
C1SP2,1
C1SP3,2
C2SP1,0
C2SP2,11
C2SP3,4
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.3157894736842105
GGI10,0.03305785123966942
JGI10,0.0025429116338207248
JGT10,0.41377975610936435
Kier1,19.753086419753085
Kier2,9.273922571219869
Kier3,5.041666666666667
MAXdO,12.922255483613709
MID_C,38.972960897117986
MID_N,4.241783160910348
MID_O,5.2895109148333415
MID_X,0.0
MID_h,11.787718147380827
MINdO,12.642599993701182
MPC10,66
MWC01,27.0
MWC02,4.859812404361672
MWC03,5.700443573390687
MWC04,6.5722825426940075
MWC05,7.436617265234227
MWC06,8.317033476492403
MWC07,9.191870855692521
MWC08,10.077650921628619
MWC09,10.958757311691734
MWC10,11.84836145058306
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.5462000000000007
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.313205979041787
SRW05,0.0
SRW06,6.836259277277067
SRW07,0.0
SRW08,8.453401058328458
SRW09,0.0
SRW10,10.12121647114884
SaaCH,17.912756331220887
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.2239678975993016
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.2332785336356764
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.8771597064751826
SssPH,0
SssSe,0
SsssB,0
SsssN,1.3533333333333333
SsssP,0
VE1_A,3.975318619642289
VE1_D,4.923661409127505
VE2_A,0.15901274478569158
VE2_D,0.19694645636510022
VE3_A,2.2963956326529917
VE3_D,2.5103431744542104
VR1_A,409.6326270290013
VR1_D,144.92171084107247
VR2_A,16.385305081160052
VR2_D,5.796868433642898
VR3_A,6.9315514582596185
VR3_D,5.89248440324863
WPath,1540
Xc-3d,1.748781469133525
Xc-4d,0.16666666666666666
Xc-5d,0.7092756949471918
Xc-6d,0.15137471507731048
Xp-0d,17.70045984493289
Xp-1d,12.087353528756825
Xp-2d,10.76977580240146
Xp-3d,8.918343228747872
Xp-4d,7.102241014566765
Xp-5d,5.720806757665309
Xp-6d,3.0841458146309204
Xp-7d,2.1345550149112875
ZMIC0,82.18084183296092
ZMIC1,55.17185925600492
ZMIC2,38.49440329117292
ZMIC3,26.89415475972061
ZMIC4,24.572348290760104
ZMIC5,24.421089190688715
nAcid,0
nAtom,47
nBase,0
nRing,3
piPC1,3.6109179126442243
piPC2,4.1588830833596715
piPC3,4.600157644164547
piPC4,5.012300573415317
piPC5,5.439708415989988
piPC6,5.248995811215326
piPC7,5.474369310328396
piPC8,5.409691017019236
piPC9,5.6507332535663855
AATS0Z,26.638297872340427
AATS0d,3.1914893617021276
AATS0i,160.92435958449104
AATS0m,105.35130655319155
AATS0p,1.6070254448229355
AATS0s,5.121619896097831
AATS0v,222.62215797491095
AATS1Z,29.816326530612244
AATS1d,3.9591836734693877
AATS1i,143.936452768106
AATS1m,114.08635385714295
AATS1p,1.9528580165306135
AATS1s,2.624779541446208
AATS1v,271.61261254840264
AATS2Z,23.126436781609197
AATS2d,3.4482758620689653
AATS2i,152.43011212440507
AATS2m,86.20361596551724
AATS2p,1.6541611772901734
AATS2s,3.4411629062012197
AATS2v,222.9887202247179
AATS3Z,19.206611570247933
AATS3d,2.9669421487603307
AATS3i,157.6956882762093
AATS3m,69.67516428099174
AATS3p,1.4185466442014543
AATS3s,2.81346291194776
AATS3v,181.9821006697808
AATS4Z,18.346456692913385
AATS4d,2.661417322834646
AATS4i,162.71142895561036
AATS4m,65.28641487401576
AATS4p,1.2489845550017717
AATS4s,3.379848352289296
AATS4v,166.06184952911755
AATS5Z,17.586206896551722
AATS5d,2.5775862068965516
AATS5i,163.84187488137152
AATS5m,62.34899478448276
AATS5p,1.2406734911463797
AATS5s,4.412635696040868
AATS5v,170.99202695230815
AATS6Z,15.135135135135135
AATS6d,2.5945945945945947
AATS6i,158.68478466799857
AATS6m,52.52043604504505
AATS6p,1.3022267627863242
AATS6s,3.0565009453898337
AATS6v,170.96448753486123
AATS7Z,13.885964912280702
AATS7d,2.4210526315789473
AATS7i,160.5093939974502
AATS7m,48.300084394736835
AATS7p,1.2370158631484476
AATS7s,2.705328135152696
AATS7v,157.2809420619376
AATS8Z,13.617647058823529
AATS8d,2.3333333333333335
AATS8i,159.8763866662052
AATS8m,47.10458612745098
AATS8p,1.2489592776365002
AATS8s,2.54520697167756
AATS8v,154.21194986137417
AMID_C,1.5589184358847195
AMID_N,0.16967132643641392
AMID_O,0.21158043659333367
AMID_X,0.0
AMID_h,0.47150872589523307
ATS0dv,316.44444444444446
ATS0pe,290.66789999999986
ATS0se,360.2782809999998
ATS1dv,245.0
ATS1pe,313.4956000000001
ATS1se,377.76952399999965
ATS2dv,449.33333333333337
ATS2pe,554.4403999999998
ATS2se,674.0721879999995
ATS3dv,427.33333333333337
ATS3pe,742.0422000000002
ATS3se,923.3970659999999
ATS4dv,422.0
ATS4pe,805.8688999999998
ATS4se,1003.641248
ATS5dv,468.33333333333337
ATS5pe,752.9143999999998
ATS5se,930.9026700000001
ATS6dv,297.6666666666667
ATS6pe,682.2564999999998
ATS6se,850.0002139999999
ATS7dv,277.0
ATS7pe,679.3219999999999
ATS7se,854.070016
ATS8dv,229.0
ATS8pe,596.2750000000003
ATS8se,753.832624
ATSC0Z,483.9148936170213
ATSC0c,0.5754129785618903
ATSC0d,27.10638297872341
ATSC0i,71.6106664462772
ATSC0m,2217.666643404255
ATSC0p,13.704725513935102
ATSC0s,98.8452375740595
ATSC0v,2457.094454816919
ATSC1Z,119.21638750565849
ATSC1c,-0.3514029981327268
ATSC1d,6.803983703033052
ATSC1i,-10.000378836463488
ATSC1m,515.1155512806706
ATSC1p,-0.9797991877556174
ATSC1s,-15.584859582727105
ATSC1v,60.66393095451008
ATSC2Z,42.072430964237185
ATSC2c,0.041143260513531274
ATSC2d,-2.899049343594382
ATSC2i,-2.5010694170947327
ATSC2m,168.38894882616626
ATSC2p,-0.16139992968389616
ATSC2s,33.311416392038794
ATSC2v,-423.0604950418383
ATSC3Z,8.219103666817531
ATSC3c,0.21091989999365401
ATSC3d,-6.997283838841102
ATSC3i,-16.54980002314966
ATSC3m,58.16587553372594
ATSC3p,-2.755122048432037
ATSC3s,7.979668339893973
ATSC3v,-207.1910917665802
ATSC4Z,-130.28066998641924
ATSC4c,-0.3032672127762663
ATSC4d,-9.074694431869624
ATSC4i,-19.153830925566684
ATSC4m,-578.0556270923493
ATSC4p,-3.620359618298883
ATSC4s,-48.99137021916203
ATSC4v,-231.70687690928273
ATSC5Z,-183.66229062924407
ATSC5c,0.1735254128237467
ATSC5d,-2.4540516070620186
ATSC5i,22.823795250793456
ATSC5m,-816.5247065083745
ATSC5p,1.1305448991582039
ATSC5s,13.95893579917795
ATSC5v,15.810329196282787
ATSC6Z,-188.7777274784971
ATSC6c,-0.0321602593246108
ATSC6d,-2.2725215029425088
ATSC6i,-8.173595961060915
ATSC6m,-870.138049933454
ATSC6p,-1.823204955285251
ATSC6s,-32.74173391866792
ATSC6v,-607.6490302337261
ATSC7Z,1.75961973743778
ATSC7c,-0.020594908374925183
ATSC7d,-1.5771842462652805
ATSC7i,-4.235051280250264
ATSC7m,-5.085942661385442
ATSC7p,0.795660788782528
ATSC7s,-16.34381297112883
ATSC7v,-150.56090209152092
ATSC8Z,-0.2621095518334027
ATSC8c,-0.009604334054493577
ATSC8d,-1.422363060208241
ATSC8i,-5.34750822091188
ATSC8m,-0.7492133666819143
ATSC8p,-0.9581986613342957
ATSC8s,6.67755521898506
ATSC8v,-128.96130895734117
AXp-0d,0.7080183937973156
AXp-1d,0.4476797603243269
AXp-2d,0.29107502168652594
AXp-3d,0.18579881726558067
AXp-4d,0.12037696634858924
AXp-5d,0.08057474306570857
AXp-6d,0.04974428733275678
AXp-7d,0.03234174265017102
GATS1Z,0.8516424156718614
GATS1c,1.6459908186401726
GATS1d,0.9870406561368658
GATS1i,1.334369397427717
GATS1m,0.8438788434731197
GATS1p,1.264913519494866
GATS1s,0.6650707375217249
GATS1v,1.0016921732368458
GATS2Z,0.8746432051297601
GATS2c,1.034281324970482
GATS2d,1.2678864649307995
GATS2i,1.143688839480323
GATS2m,0.8796356200585311
GATS2p,0.997750427259048
GATS2s,0.5399407070043878
GATS2v,1.0567069464521064
GATS3Z,1.217685601579056
GATS3c,0.9776896374324321
GATS3d,1.3884686741829595
GATS3i,1.1495671735862885
GATS3m,1.1898001445454625
GATS3p,1.2391810270639882
GATS3s,0.8297309955121981
GATS3v,1.0343620375119218
GATS4Z,1.371230900041821
GATS4c,1.6617506891253626
GATS4d,1.376321091731665
GATS4i,1.12430638872643
GATS4m,1.3419886894634208
GATS4p,1.2003570069701053
GATS4s,1.7709288753519812
GATS4v,0.968008767490338
GATS5Z,1.2017466523948719
GATS5c,1.4696625414037945
GATS5d,1.0972094408054995
GATS5i,0.8729134586564813
GATS5m,1.1919225708469525
GATS5p,0.891979452102476
GATS5s,1.762624558865337
GATS5v,0.8821223332843302
GATS6Z,1.0426410846301806
GATS6c,1.1393311955037424
GATS6d,0.9708161851018992
GATS6i,1.0055804273554145
GATS6m,1.0523003133362872
GATS6p,0.9610888851411354
GATS6s,1.32623351966829
GATS6v,1.0596628245555522
GATS7Z,0.8171655836742753
GATS7c,0.8652766766918016
GATS7d,0.8782808670026714
GATS7i,0.9528480943314641
GATS7m,0.8355494380287724
GATS7p,0.8435107822132561
GATS7s,0.952532758140212
GATS7v,0.9998387351933612
GATS8Z,0.9496484313035801
GATS8c,0.7252874164770743
GATS8d,0.840189922122695
GATS8i,0.9774193107809352
GATS8m,0.953321407282025
GATS8p,1.011870003978363
GATS8s,0.6402772307358013
GATS8v,1.0365645070597693
MATS1Z,0.23630273424881704
MATS1c,-0.585770622448433
MATS1d,0.24076506583795226
MATS1i,-0.13394932046388236
MATS1m,0.22279742909427683
MATS1p,-0.06857542555070875
MATS1s,-0.15123381997908067
MATS1v,0.023681569109387745
MATS2Z,0.046968557578403874
MATS2c,0.038627593965060214
MATS2d,-0.05777801836915128
MATS2i,-0.018868033363877264
MATS2m,0.041020025593055585
MATS2p,-0.006362262810207792
MATS2s,0.18206059381555298
MATS2v,-0.09301633568085142
MATS3Z,0.0065973261861088164
MATS3c,0.14238045979620353
MATS3d,-0.1002698600101197
MATS3i,-0.08976923465107638
MATS3m,0.010187895768496349
MATS3p,-0.078087764187337
MATS3s,0.03135751069961795
MATS3v,-0.03275380164870266
MATS4Z,-0.09963344144064303
MATS4c,-0.19504730031604525
MATS4d,-0.12389522738229147
MATS4i,-0.09898561163986495
MATS4m,-0.09646449742639819
MATS4p,-0.09776322226189255
MATS4s,-0.18342476597025564
MATS4v,-0.034898857438836646
MATS5Z,-0.1537768202602885
MATS5c,0.12218652165955626
MATS5d,-0.03668191414496832
MATS5i,0.12913679864467045
MATS5m,-0.14918080101969428
MATS5p,0.03342391682545152
MATS5s,0.05721849479595131
MATS5v,0.002607107443819772
MATS6Z,-0.16517968901014982
MATS6c,-0.023665450048494373
MATS6d,-0.03549860692717836
MATS6i,-0.0483292804726048
MATS6m,-0.16613715729079623
MATS6p,-0.05633003616048098
MATS6s,-0.14025579183088024
MATS6v,-0.10471426204926208
MATS7Z,0.0014991422453425373
MATS7c,-0.014756155307102049
MATS7d,-0.023988542785535295
MATS7i,-0.0243822603591781
MATS7m,-0.0009455145189449154
MATS7p,0.02393594735072651
MATS7s,-0.0681695835475212
MATS7v,-0.025262909307119333
MATS8Z,-0.00024958101425585476
MATS8c,-0.0076910438953788325
MATS8d,-0.024178902330162864
MATS8i,-0.03440895090067125
MATS8m,-0.00015567072175940163
MATS8p,-0.03221683733298138
MATS8s,0.03112858823004729
MATS8v,-0.024184397196678815
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,-3.66667314919795
SdssSe,0
SdsssP,0
SpAD_A,32.851805253032204
SpAD_D,255.3238357601727
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.945930520547674
SssNH2,0
SsssAs,0
SsssCH,-0.6503070672713536
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,595
TMWC10,126.9628298017689
TSRW10,59.731415971028625
VE1_Dt,4.917984607784208
VE2_Dt,0.19671938431136834
VE3_Dt,2.5091895458918487
VR1_Dt,144.27916219614542
VR2_Dt,5.771166487845817
VR3_Dt,5.888040781101293
Xc-3dv,1.1127506944795473
Xc-4dv,0.04564354645876384
Xc-5dv,0.3348020239812135
Xc-6dv,0.03384841529875286
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2874574785652648
Xch-7d,0.21297900905582157
Xp-0dv,14.783090205301763
Xp-1dv,9.914043205488037
Xp-2dv,8.034345566163083
Xp-3dv,6.338099183300066
Xp-4dv,4.762918053266392
Xp-5dv,3.4934138859118575
Xp-6dv,1.9944489902786569
Xp-7dv,1.2543382266537442
Xpc-4d,4.188408355529349
Xpc-5d,6.467790678487142
Xpc-6d,10.30865784882343
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,49
nFRing,0
nHBAcc,3
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,5.693942554374228
AATS0dv,6.732860520094563
AATS0pe,6.184423404255316
AATS0se,7.665495340425528
AATS1dv,5.0
AATS1pe,6.397869387755104
AATS1se,7.709582122448972
AATS2dv,5.164750957854406
AATS2pe,6.372878160919538
AATS2se,7.74795618390804
AATS3dv,3.5316804407713502
AATS3pe,6.132580165289258
AATS3se,7.631380710743801
AATS4dv,3.322834645669291
AATS4pe,6.3454244094488175
AATS4se,7.902686992125984
AATS5dv,4.037356321839081
AATS5pe,6.490641379310343
AATS5se,8.025023017241379
AATS6dv,2.681681681681682
AATS6pe,6.146454954954954
AATS6se,7.657659585585585
AATS7dv,2.4298245614035086
AATS7pe,5.958964912280701
AATS7se,7.491842245614035
AATS8dv,2.2450980392156863
AATS8pe,5.845833333333337
AATS8se,7.390515921568627
AATSC0Z,10.296061566319601
AATSC0c,0.012242829331104049
AATSC0d,0.576731552738796
AATSC0i,1.5236312009846211
AATSC0m,47.18439666817564
AATSC0p,0.29158990455181066
AATSC0s,2.103090161150202
AATSC0v,52.27860542163658
AATSC1Z,2.4329875001154795
AATSC1c,-0.007171489757810751
AATSC1d,0.13885681026598065
AATSC1i,-0.20408936400945896
AATSC1m,10.512562271034094
AATSC1p,-0.019995901790930967
AATSC1s,-0.3180583588311654
AATSC1v,1.2380394072348995
AATSC2Z,0.4835911605084734
AATSC2c,0.0004729110403854169
AATSC2d,-0.03332240624821129
AATSC2i,-0.028747924334422217
AATSC2m,1.9355051589214511
AATSC2p,-0.0018551716055620249
AATSC2s,0.3828898435866528
AATSC2v,-4.862764310825727
AATSC3Z,0.06792647658526886
AATSC3c,0.0017431396693690414
AATSC3d,-0.057828792056538035
AATSC3i,-0.13677520680288976
AATSC3m,0.4807097151547598
AATSC3p,-0.022769603706049895
AATSC3s,0.0659476722305287
AATSC3v,-1.712323072451076
AATSC4Z,-1.0258320471371594
AATSC4c,-0.002387930809261939
AATSC4d,-0.07145428686511515
AATSC4i,-0.15081756634304475
AATSC4m,-4.55161911096338
AATSC4p,-0.0285067686480227
AATSC4s,-0.38575882062332306
AATSC4v,-1.8244635977108876
AATSC5Z,-1.5832956088727936
AATSC5c,0.0014959087312391957
AATSC5d,-0.021155617302258782
