DLiP-ID,J00061
DLiP-Mol-ID,26931
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H27F4N5O/c1-32-17-30-14-23(32)16-33-9-7-22(8-10-33)34(15-18-5-3-2-4-6-18)24(35)31-21-12-19(25(27,28)29)11-20(26)13-21/h2-6,11-14,17,22H,7-10,15-16H2,1H3,(H,31,35)"
Standard Inchi Key(RDKit),NJDUFBKRVVTSLB-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cn1cncc1CN1CCC(N(Cc2ccccc2)C(=O)Nc2cc(F)cc(C(F)(F)F)c2)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),489.517
MW Monoisotopic(RDKit),489.215173364
MolLogP(RDKit),5.27670000000001
XLogP(SDF),
XLogP(CDK),4.214
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),53.4
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),35
QED Weighted(RDKit),0.479865391187671
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,DCN1/UBE2M
Common Target Pref Name,DCN1/UBE2M
RDKit Descriptors
Ipc,69648282.02051648
qed,0.47986539118767063
Chi0,25.001424753254113
Chi1,16.685691751440952
TPSA,53.400000000000006
Chi0n,19.30245421270578
Chi0v,19.30245421270578
Chi1n,11.357199812107222
Chi1v,11.357199812107222
Chi2n,8.773197401056924
Chi2v,8.773197401056924
Chi3n,6.232929847411017
Chi3v,6.232929847411017
Chi4n,4.322768331082574
Chi4v,4.322768331082574
MolMR,123.91270000000006
MolWt,489.51700000000017
fr_SH,0
Kappa1,24.715974472919243
Kappa2,10.47137746254433
Kappa3,6.387116332717493
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,4
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1140.2589828732366
MolLogP,5.276700000000004
NOCount,6
fr_Ar_N,2
fr_COO2,0
fr_urea,1
BalabanJ,1.4848610991080884
SMR_VSA1,22.3561973747711
SMR_VSA2,0.0
SMR_VSA3,19.35089763043952
SMR_VSA4,7.04767198267719
