DLiP-ID,T004GP
nRot,8
ABCGG,16.859494362465863
ATS0Z,1172.0
ATS0d,176.0
ATS0i,9241.689843216474
ATS0m,4610.684532
ATS0p,77.785673335772
ATS0s,211.72916666666669
ATS0v,11386.628804581775
ATS1Z,1385.0
ATS1d,226.0
ATS1i,8703.463138797853
ATS1m,5208.569255000002
ATS1p,103.75761234600003
ATS1s,168.61111111111111
ATS1v,15007.188973239725
ATS2Z,2068.0
ATS2d,375.0
ATS2i,16918.59813388479
ATS2m,7588.230431000003
ATS2p,164.16731188818812
ATS2s,303.8055555555556
ATS2v,22671.90589093368
ATS3Z,2049.0
ATS3d,413.0
ATS3i,24836.403955811773
ATS3m,7050.232993999997
ATS3p,189.53102801231898
ATS3s,343.48611111111114
ATS3v,24636.8232119893
ATS4Z,2042.0
ATS4d,408.0
ATS4i,26768.424852098153
ATS4m,7077.758861000001
ATS4p,179.02032649475188
ATS4s,366.80555555555566
ATS4v,23254.15232002353
ATS5Z,1944.0
ATS5d,341.0
ATS5i,22973.278247997925
ATS5m,6685.892305999998
ATS5p,149.40516534092302
ATS5s,412.4583333333334
ATS5v,20599.32218047468
ATS6Z,1629.0
ATS6d,298.0
ATS6i,19045.767017314032
ATS6m,5606.798687999999
ATS6p,128.719166495829
ATS6s,366.54166666666663
ATS6v,17279.142680427376
ATS7Z,1353.0
ATS7d,246.0
ATS7i,15534.88448128653
ATS7m,4759.269229
ATS7p,113.17450637267802
ATS7s,249.48611111111114
ATS7v,14936.887318877456
ATS8Z,1189.0
ATS8d,242.0
ATS8i,15778.816732011426
ATS8m,4126.552545999999
ATS8p,111.27294874147002
ATS8s,198.69444444444446
ATS8v,14145.922980330619
C1SP1,0
C1SP2,4
C1SP3,1
C2SP1,0
C2SP2,3
C2SP3,11
C3SP2,1
C3SP3,0
C4SP3,1
FCSP3,0.6190476190476191
GGI10,0.0983593510866238
JGI10,0.0046837786231725635
JGT10,0.4064650099120052
Kier1,21.240374609781476
Kier2,9.871281773931855
Kier3,5.795610425240055
MAXdO,11.244600756019285
MID_C,43.99049543706189
MID_N,8.226375731719495
MID_O,5.445247463625298
MID_X,0.0
MID_h,13.671623195344793
MINdO,11.244600756019285
MPC10,85
MWC01,31.0
MWC02,5.003946305945459
MWC03,5.8377304471659395
MWC04,6.717804695023691
MWC05,7.566828479208331
MWC06,8.450839690866216
MWC07,9.305559638557117
MWC08,10.190131586412237
MWC09,11.047821811212685
MWC10,11.93211594769687
NaaCH,2
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.5756000000000023
SRW02,4.143134726391533
SRW03,0.0
SRW04,5.459585514144159
SRW05,3.044522437723423
SRW06,6.953684210870537
SRW07,5.2832037287379885
SRW08,8.535229553902337
SRW09,7.260522598089852
SRW10,10.16558254998528
SaaCH,4.294662631746971
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.706434961879449
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.7419647427123202
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.373105967925003
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.048390643343896
VE1_D,5.2232024585785
VE2_A,0.14458538011942484
VE2_D,0.18654294494923215
VE3_A,2.4279388473125727
VE3_D,2.68273012877483
VR1_A,491.30802862167906
VR1_D,172.95195855398944
VR2_A,17.546715307917108
VR2_D,6.17685566264248
VR3_A,7.22669069780921
VR3_D,6.182633276894488
WPath,2455
Xc-3d,2.0610608406795388
Xc-4d,0.125
Xc-5d,0.08333333333333333
Xc-6d,0.0
Xp-0d,19.39913045768216
Xp-1d,13.61772350057976
Xp-2d,12.468903213222127
Xp-3d,9.750022290313668
Xp-4d,8.649044979360117
Xp-5d,6.255244481068765
Xp-6d,4.275372603378104
Xp-7d,3.0720249756465243
ZMIC0,93.90402194104459
ZMIC1,48.27157018839817
ZMIC2,31.13797205117294
ZMIC3,25.428318374206306
ZMIC4,24.612456605193962
ZMIC5,24.211405902042877
nAcid,1
nAtom,56
nBase,0
nRing,4
piPC1,3.6506582412937387
piPC2,4.1705337005796475
piPC3,4.6064194053885235
piPC4,5.120610147304827
piPC5,5.416378141409094
piPC6,5.546153530452618
piPC7,5.751877953142954
piPC8,5.908931762598132
piPC9,6.148802107717655
AATS0Z,20.928571428571427
AATS0d,3.142857142857143
AATS0i,165.03017577172275
AATS0m,82.33365235714287
AATS0p,1.3890298809959287
AATS0s,3.7808779761904767
AATS0v,203.33265722467453
AATS1Z,23.47457627118644
AATS1d,3.830508474576271
AATS1i,147.5163243864043
AATS1m,88.28083483050851
AATS1p,1.7586035990847462
AATS1s,2.8578154425612055
AATS1v,254.35913513965636
AATS2Z,18.8
AATS2d,3.409090909090909
AATS2i,153.8054375807708
AATS2m,68.98391300909093
AATS2p,1.4924301080744375
AATS2s,2.7618686868686875
AATS2v,206.10823537212437
AATS3Z,13.305194805194805
AATS3d,2.6818181818181817
AATS3i,161.27535036241412
AATS3m,45.78073372727271
AATS3p,1.2307209611189545
AATS3s,2.2304292929292933
AATS3v,159.97937150642403
AATS4Z,12.604938271604938
AATS4d,2.5185185185185186
AATS4i,165.23719044505032
AATS4m,43.68986951234569
AATS4p,1.1050637437947648
AATS4s,2.2642318244170103
AATS4v,143.54415012360204
AATS5Z,14.18978102189781
AATS5d,2.489051094890511
AATS5i,167.68816239414545
AATS5m,48.80213362043794
AATS5p,1.0905486521235257
AATS5s,3.0106447688564484
AATS5v,150.36001591587356
AATS6Z,14.289473684210526
AATS6d,2.6140350877192984
AATS6i,167.06813173082483
AATS6m,49.18244463157894
AATS6p,1.1291154955774474
AATS6s,3.2152777777777772
AATS6v,151.57142702129278
AATS7Z,14.242105263157894
AATS7d,2.5894736842105264
AATS7i,163.5250998030161
AATS7m,50.09757083157895
AATS7p,1.1913105933966108
AATS7s,2.626169590643275
AATS7v,157.23039283028902
AATS8Z,12.257731958762887
AATS8d,2.4948453608247423
AATS8i,162.66821373207657
AATS8m,42.54177882474226
AATS8p,1.1471438014584538
AATS8s,2.048396334478809
AATS8v,145.83425752918163
AMID_C,1.5710891227522104
AMID_N,0.29379913327569623
AMID_O,0.1944731237009035
AMID_X,0.0
AMID_h,0.48827225697659976
ATS0dv,366.0
ATS0pe,344.53970000000004
ATS0se,427.32951999999995
ATS1dv,371.0
ATS1pe,381.20360000000005
ATS1se,456.7863639999998
ATS2dv,490.0
ATS2pe,683.4813999999999
ATS2se,834.9650919999998
ATS3dv,383.0
ATS3pe,923.4494999999995
ATS3se,1153.7258160000001
ATS4dv,372.0
ATS4pe,961.2365000000003
ATS4se,1210.0653160000006
ATS5dv,386.0
ATS5pe,870.8009999999999
ATS5se,1082.7632560000002
ATS6dv,393.0
ATS6pe,722.5251000000001
ATS6se,896.8323439999999
ATS7dv,337.0
ATS7pe,576.1532999999997
ATS7se,718.0223559999997
ATS8dv,252.0
ATS8pe,564.2016999999997
ATS8se,712.562232
ATSC0Z,414.2142857142858
ATSC0c,1.0067391959267884
ATSC0d,31.357142857142854
ATSC0i,81.66439312239129
ATSC0m,1970.954703428571
ATSC0p,12.324194428457428
ATSC0s,69.48697916666667
ATSC0v,2766.0791844671758
ATSC1Z,24.05994897959187
ATSC1c,-0.6448844948743759
ATSC1d,7.141581632653056
ATSC1i,-4.3411550000990475
ATSC1m,113.92874153061221
ATSC1p,0.27717245503470567
ATSC1s,2.1140407986111125
ATSC1v,92.93306157300736
ATSC2Z,43.47193877551024
ATSC2c,0.31901143874460963
ATSC2d,-4.630102040816331
ATSC2i,-14.945449813537957
ATSC2m,188.31943712244902
ATSC2p,-2.3570251723367384
ATSC2s,34.42860243055556
ATSC2v,-363.13944006514504
ATSC3Z,-126.875
ATSC3c,-0.18951987963402195
ATSC3d,-7.267857142857146
ATSC3i,-20.360514243599038
ATSC3m,-600.9396031428571
ATSC3p,-2.6258759711817157
ATSC3s,-18.66037326388889
ATSC3v,-711.5302859003814
ATSC4Z,81.05867346938773
ATSC4c,0.17163308329201915
ATSC4d,-4.4617346938775535
ATSC4i,-17.24884797491309
ATSC4m,379.9024622244898
ATSC4p,-1.6859499553122026
ATSC4s,-4.63780381944445
ATSC4v,150.35644389632824
ATSC5Z,-178.6670918367347
ATSC5c,-0.4973484529152725
ATSC5d,-4.24872448979592
ATSC5i,0.2096350197619441
ATSC5m,-822.131129102041
ATSC5p,0.6224627268468633
ATSC5s,-51.97037760416667
ATSC5v,-218.54400743488304
ATSC6Z,-135.40051020408166
ATSC6c,0.48726024738253404
ATSC6d,-3.7984693877551017
ATSC6i,19.969933406793903
ATSC6m,-642.0144952653061
ATSC6p,0.8649599776550203
ATSC6s,5.1920572916666625
ATSC6v,-456.4240700111005
ATSC7Z,19.38647959183674
ATSC7c,-0.24672757067111398
ATSC7d,-3.623724489795918
ATSC7i,-4.310774114133832
ATSC7m,80.86754818367356
ATSC7p,-1.3839343817530667
ATSC7s,21.032009548611107
ATSC7v,-203.52299166394423
ATSC8Z,77.41454081632656
ATSC8c,0.1452842771048195
ATSC8d,3.9706632653061233
ATSC8i,-2.76701252483511
ATSC8m,359.0281219183673
ATSC8p,-0.8765581111469026
ATSC8s,11.445421006944443
ATSC8v,72.09586179417131
AXp-0d,0.6928260877743628
AXp-1d,0.43928140324450843
AXp-2d,0.28997449333074715
AXp-3d,0.180555968339142
AXp-4d,0.12012562471333495
AXp-5d,0.07918030988694638
AXp-6d,0.052782377819482765
AXp-7d,0.035310631903983036
GATS1Z,0.8495766365328913
GATS1c,1.6012781265867329
GATS1d,0.9661789120111194
GATS1i,1.344442339365741
GATS1m,0.8563104326090507
GATS1p,1.1722838723235043
GATS1s,0.652515588439369
GATS1v,1.0641226551684146
GATS2Z,0.8588549749956887
GATS2c,0.6431410127398368
GATS2d,1.4749430523918
GATS2i,1.2582970699591687
GATS2m,0.869868705134417
GATS2p,1.2118930785598763
GATS2s,0.3472872865369961
GATS2v,1.129266356062514
GATS3Z,1.0570788066908086
GATS3c,0.803941739169364
GATS3d,1.1104783599088839
GATS3i,1.1183746067142848
GATS3m,1.0599101962988624
GATS3p,1.0923864526604987
GATS3s,0.8278500846802761
GATS3v,1.1012774195248347
GATS4Z,0.9011930537193512
GATS4c,0.8655796694282708
GATS4d,1.023158694001519
GATS4i,1.0379271123871412
GATS4m,0.9038909599365232
GATS4p,1.008275656821327
GATS4s,0.7011091508919922
GATS4v,0.960400049691835
GATS5Z,1.2682088404368737
GATS5c,1.6379499611627784
GATS5d,0.9410072660159953
GATS5i,0.9607468462491605
GATS5m,1.2514200228865786
GATS5p,0.8728416344257417
GATS5s,1.9717466847176541
GATS5v,0.9252048640383259
GATS6Z,1.225899504754298
GATS6c,1.1010606816290733
GATS6d,1.038544539024098
GATS6i,0.8721798515390773
GATS6m,1.2169664097384587
GATS6p,0.8737417639647391
GATS6s,1.381270200072631
GATS6v,0.9888416262052424
GATS7Z,0.9392544994145994
GATS7c,0.9818263919951117
GATS7d,0.9785397434360389
GATS7i,1.06029417211295
GATS7m,0.9443029463011374
GATS7p,1.0435240131776113
GATS7s,0.5507915875210644
GATS7v,1.0252741134628334
GATS8Z,0.8220133937063445
GATS8c,0.5201704670313527
GATS8d,0.8317873329732524
GATS8i,0.9760697154840592
GATS8m,0.8300990228391526
GATS8p,1.0543418320026012
GATS8s,0.3774827093662863
GATS8v,1.0072337746248934
MATS1Z,0.055132240801307124
MATS1c,-0.6079963513125972
MATS1d,0.216169259874136
MATS1i,-0.05045550634293507
MATS1m,0.05486465746017201
MATS1p,0.02134654251838614
MATS1s,0.028876592747958837
MATS1v,0.031889055149918535
MATS2Z,0.05342927463982821
MATS2c,0.1613186652689964
MATS2d,-0.07517084282460144
MATS2i,-0.09316903415841857
MATS2m,0.048642271320280664
MATS2p,-0.0973645859533278
MATS2s,0.25223845848962967
MATS2v,-0.06683503086522799
MATS3Z,-0.11138284030161938
MATS3c,-0.06845498828867369
MATS3d,-0.0842824601366743
MATS3i,-0.09066158552372454
MATS3m,-0.11087189962905583
MATS3p,-0.07747881576062904
MATS3s,-0.09765268772876612
MATS3v,-0.09353972483321987
MATS4Z,0.06764682714559125
MATS4c,0.05893279506576737
MATS4d,-0.049185860119800924
MATS4i,-0.07301302935212613
MATS4m,0.0666297950434925
MATS4p,-0.04728889330655508
MATS4s,-0.023071825297128992
MATS4v,0.0187901587625385
MATS5Z,-0.17631406371347688
MATS5c,-0.20193483953191524
MATS5d,-0.05538466654473508
MATS5i,0.0010492972981205198
MATS5m,-0.17050295454903713
MATS5p,0.020645350937955328
MATS5s,-0.30571721900627835
MATS5v,-0.032295480749544275
MATS6Z,-0.16057517478815164
MATS6c,0.23775364261503862
MATS6d,-0.059505255165247975
MATS6i,0.1201232443403988
MATS6m,-0.1600115624094372
MATS6p,0.034476299693987245
MATS6s,0.036704492182748565
MATS6v,-0.08105636178176186
MATS7Z,0.027589148764306008
MATS7c,-0.14446582656983498
MATS7d,-0.06812132837789234
MATS7i,-0.031116228281394098
MATS7m,0.02418588893898945
MATS7p,-0.06619441972076279
MATS7s,0.1784192708281966
MATS7v,-0.04337238369436026
MATS8Z,0.10789809121018024
MATS8c,0.0833139896474358
MATS8d,0.07310429044454363
MATS8i,-0.019561163301704782
MATS8m,0.10516424701821657
MATS8p,-0.041061845477831226
MATS8s,0.09509214266055853
MATS8v,0.015047419262068712
MAXaaN,4.7238370939310625
MAXaaO,5.4306807306383424
MAXsOH,9.243613178894673
MINaaN,4.103642495004327
MINaaO,5.4306807306383424
MINsOH,9.243613178894673
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,12
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,36.432587784091695
SpAD_D,361.2045698866797
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,10.559981902444461
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-0.212611620435446
SssssN,0
TMPC10,742
TMWC10,135.05277860208852
TSRW10,78.84546531984509
VE1_Dt,5.2125846457597556
VE2_Dt,0.1861637373485627
VE3_Dt,2.6806952431689046
VR1_Dt,174.097782998847
VR2_Dt,6.217777964244536
VR3_Dt,6.189236529806716
Xc-3dv,1.156167769149771
Xc-4dv,0.125
Xc-5dv,0.02282177322938192
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.24285113019775792
Xch-6d,0.49481807704061403
Xch-7d,0.5862685669755547
Xp-0dv,16.245332875545383
Xp-1dv,10.378680771254487
Xp-2dv,8.252945496334801
Xp-3dv,6.011930877496263
Xp-4dv,4.581819568395521
Xp-5dv,2.82060593572701
Xp-6dv,1.591785248390526
Xp-7dv,0.978841759679391
Xpc-4d,3.6649828368732407
Xpc-5d,6.585333660090907
Xpc-6d,8.316283967203109
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,59
nFRing,1
nHBAcc,6
nHBDon,2
nHRing,3
nSpiro,0
naRing,2
piPC10,6.202029316215332
AATS0dv,6.535714285714286
AATS0pe,6.152494642857143
AATS0se,7.630884285714285
AATS1dv,6.288135593220339
AATS1pe,6.461077966101696
AATS1se,7.742141762711861
AATS2dv,4.454545454545454
AATS2pe,6.2134672727272715
AATS2se,7.590591745454543
AATS3dv,2.487012987012987
AATS3pe,5.996425324675322
AATS3se,7.4917260779220785
AATS4dv,2.2962962962962963
AATS4pe,5.933558641975311
AATS4se,7.469538987654325
AATS5dv,2.8175182481751824
AATS5pe,6.356211678832116
AATS5se,7.903381430656935
AATS6dv,3.4473684210526314
AATS6pe,6.337939473684211
AATS6se,7.866950385964912
AATS7dv,3.5473684210526315
AATS7pe,6.064771578947365
AATS7se,7.558130063157892
AATS8dv,2.597938144329897
AATS8pe,5.816512371134018
AATS8se,7.346002391752577
AATSC0Z,7.396683673469389
AATSC0c,0.017977485641549794
AATSC0d,0.5599489795918366
AATSC0i,1.4582927343284158
AATSC0m,35.19561970408163
AATSC0p,0.22007490050816836
AATSC0s,1.2408389136904763
AATSC0v,49.39427115119957
AATSC1Z,0.40779574541681135
AATSC1c,-0.01093024567583688
AATSC1d,0.12104375648564501
AATSC1i,-0.07357889830676352
AATSC1m,1.930995619162919
AATSC1p,0.004697838220927215
AATSC1s,0.03583119997645953
AATSC1v,1.5751366368306332
AATSC2Z,0.3951994434137294
AATSC2c,0.00290010398858736
AATSC2d,-0.04209183673469392
AATSC2i,-0.13586772557761778
AATSC2m,1.7119948829313547
AATSC2p,-0.02142750156669762
AATSC2s,0.31298729482323234
AATSC2v,-3.301267636955864
AATSC3Z,-0.8238636363636364
AATSC3c,-0.0012306485690520906
AATSC3d,-0.047193877551020426
AATSC3i,-0.1322111314519418
AATSC3m,-3.9022052152133577
AATSC3p,-0.017051142670011142
AATSC3s,-0.12117125496031746
AATSC3v,-4.620326531820658
AATSC4Z,0.5003621819098008
AATSC4c,0.0010594634771112293
AATSC4d,-0.027541572184429344
AATSC4i,-0.1064743702155129
AATSC4m,2.3450769273116654
