DLiP-ID,T0078J
DLiP-Mol-ID,25192
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H27N5O6S/c28-20(26-15-19(21(29)30)27-34(31,32)18-5-2-1-3-6-18)16-7-9-17(10-8-16)33-14-13-25-22-23-11-4-12-24-22/h1-3,5-10,19,27H,4,11-15H2,(H,26,28)(H,29,30)(H2,23,24,25)/t19-/m0/s1"
Standard Inchi Key(RDKit),XAHWDFRDQNVXQX-IBGZPJMESA-N
Canonical SMILES(RDKit),O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1ccc(OCCNC2=NCCCN2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),489.554
MW Monoisotopic(RDKit),489.168204584
MolLogP(RDKit),0.165800000000003
XLogP(SDF),
XLogP(CDK),1.508
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),11
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),158.22
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),11
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.279447774490812
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,36564947.03377126
qed,0.27944777449081243
Chi0,24.390694289244866
Chi1,16.34817377545385
TPSA,158.22
Chi0n,18.36006031279864
Chi0v,19.176556893726364
Chi1n,10.684380094606789
Chi1v,12.167543342201178
Chi2n,7.345462326201404
Chi2v,9.059442682774504
Chi3n,4.792749180593358
Chi3v,6.280336164216591
Chi4n,3.0230410648168156
Chi4v,4.233280844499007
MolMR,125.38190000000004
MolWt,489.5540000000003
fr_SH,0
Kappa1,24.99176012749033
Kappa2,12.000115588418716
Kappa3,7.456014961035223
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,4
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1106.3648808453513
MolLogP,0.16580000000000222
NOCount,11
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.4682015525697159
SMR_VSA1,27.850261701113332
SMR_VSA2,0.0
SMR_VSA3,20.67246067647108
SMR_VSA4,4.992404732635669
SMR_VSA5,17.358145927591746
SMR_VSA6,32.78590758816322
