DLiP-ID,C001XX
AATSC6m,-4.039244286030357
AATSC6p,-0.011503485544050784
AATSC6s,0.013191340816456952
AATSC6v,-3.6834875952091033
AATSC7Z,-2.8153015620160184
AATSC7c,-0.0014804622919315094
AATSC7d,-0.1012434178503474
AATSC7i,-0.13511771007908221
AATSC7m,-13.464460706579931
AATSC7p,-0.06267164012104005
AATSC7s,-0.20796888751223017
AATSC7v,-17.14330548404856
AATSC8Z,0.13511659807956186
AATSC8c,0.000656864409279485
AATSC8d,-0.1020968058005095
AATSC8i,0.06708438558211276
AATSC8m,0.676539989613957
AATSC8p,0.01102567432969089
AATSC8s,0.050792562109434565
AATSC8v,2.181882835868707
ATS0are,162.7647
ATS1are,182.97500000000002
ATS2are,295.68170000000003
ATS3are,332.94700000000006
ATS4are,325.228
ATS5are,252.385
ATS6are,188.236
ATS7are,184.29999999999998
ATS8are,156.24699999999999
ATSC0dv,95.85185185185188
ATSC0pe,1.8580074074074062
ATSC0se,0.8584509629629626
ATSC1dv,35.97393689986284
ATSC1pe,0.1883105624142652
ATSC1se,0.023565706447189153
ATSC2dv,15.443072702331968
ATSC2pe,0.7718945130315498
ATSC2se,0.5055781015089184
ATSC3dv,-16.290809327846365
ATSC3pe,-0.22035212620027445
ATSC3se,-0.1070439615912202
ATSC4dv,-9.401920438957479
ATSC4pe,-0.49838175582990385
ATSC4se,-0.258864109739369
ATSC5dv,-1.4677640603566526
ATSC5pe,-0.008885871056241702
ATSC5se,-0.10063242249657109
ATSC6dv,-35.23731138545954
ATSC6pe,-0.41082702331961596
ATSC6se,-0.197070068587105
ATSC7dv,-42.681755829903985
ATSC7pe,-0.840575171467763
ATSC7se,-0.3015743648834016
ATSC8dv,-11.401920438957482
ATSC8pe,-0.03977805212619987
ATSC8se,-0.031475072702333406
AXp-0dv,0.5600276837510552
AXp-1dv,0.28865182591937766
AXp-2dv,0.1527652271371824
AXp-3dv,0.07826771819225481
AXp-4dv,0.03938071265754206
AXp-5dv,0.021427362418098617
AXp-6dv,0.011367420580261965
AXp-7dv,0.005628647056667473
BertzCT,589.9776791230807
ECIndex,249
ETA_eta,8.146815864768943
GATS1dv,0.49105953205777314
GATS1pe,0.7306047113188865
GATS1se,0.869868817620685
GATS2dv,0.8858972672564042
GATS2pe,0.785615125959608
GATS2se,0.7959027583864218
GATS3dv,0.9987002950681464
GATS3pe,0.9493562307979185
GATS3se,0.9664793483474987
GATS4dv,1.0356891948854852
GATS4pe,1.1544371237280007
GATS4se,1.173709271718675
GATS5dv,1.0660831745803527
GATS5pe,1.0484537768550364
GATS5se,1.1084956011868616
GATS6dv,1.2818841302288473
GATS6pe,1.1855642168014167
GATS6se,1.2393407850000655
GATS7dv,1.2600089744228946
GATS7pe,1.3470309851344449
GATS7se,1.2666284954238154
GATS8dv,1.1286017884742765
GATS8pe,0.956279825858845
GATS8se,0.8504772334112917
LogEE_A,3.7308170365613895
LogEE_D,56.94243199203398
MATS1dv,0.34942439908330236
MATS1pe,0.09436110231658891
MATS1se,0.025558227854008308
MATS2dv,0.09255483573941925
MATS2pe,0.2386582319518856
MATS2se,0.33832856665812794
MATS3dv,-0.08343403119291834
MATS3pe,-0.058219822763679055
MATS3se,-0.06121357670877323
MATS4dv,-0.04815231136714908
MATS4pe,-0.13167877248752424
MATS4se,-0.14803261952497518
MATS5dv,-0.009615038999317057
MATS5pe,-0.0030029484319703654
MATS5se,-0.07360676718699397
MATS6dv,-0.32018746572269036
MATS6pe,-0.19258108627567141
MATS6se,-0.19994347964612527
MATS7dv,-0.38783217829186817
MATS7pe,-0.3940317224256247
MATS7se,-0.3059715172332521
MATS8dv,-0.11470523294325462
MATS8pe,-0.020644378087237823
MATS8se,-0.03535549993235179
MAXaaCH,2.090054799697657
MAXaaaC,0.734328703703704
MAXaasC,1.2552214558662973
MAXaasN,1.9257842025699168
MAXsCH3,2.0783804169816076
MDEC-12,1.8190154690951545
MDEC-13,1.1628614739364387
MDEC-22,8.261248342155298
MDEC-23,11.622500487596984
MDEC-33,2.1822472719434427
MDEN-22,0.4999999999999999
MDEN-23,0.9999999999999998
MINaaCH,1.7512448559670781
MINaaaC,0.734328703703704
MINaasC,0.9571296296296298
MINaasN,1.9257842025699168
MINsCH3,2.0783804169816076
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.4285714285714287
SM1_Dzi,0.6757487563729435
SM1_Dzm,0.42750053544656264
SM1_Dzp,-1.5545454545454542
SM1_Dzv,-0.9579738847302863
SddssSe,0
SpAD_Dt,258.218269613147
SpAbs_A,21.352964209210395
SpAbs_D,113.88486398406799
SpMAD_A,1.3345602630756497
SpMAD_D,7.11780399900425
SpMax_A,2.4212921054294587
SpMax_D,56.94243199203398
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,30.19
TpiPC10,8.723479835039003
VAdjMat,5.169925001442312
VE1_DzZ,3.9401245601834045
VE1_Dzi,3.9384650804885912
VE1_Dzm,3.9401310217389303
VE1_Dzp,3.9455974420884052
VE1_Dzv,3.944840216395243
VE2_DzZ,0.24625778501146278
VE2_Dzi,0.24615406753053695
VE2_Dzm,0.24625818885868314
VE2_Dzp,0.24659984013052533
VE2_Dzv,0.2465525135247027
VE3_DzZ,1.8412159663156051
VE3_Dzi,1.8407947031720628
VE3_Dzm,1.8412176062511274
VE3_Dzp,1.8426040149387068
VE3_Dzv,1.842412079908418
VR1_DzZ,76.73778302387272
VR1_Dzi,76.80704962276515
VR1_Dzm,76.73750932159116
VR1_Dzp,76.44069961776039
VR1_Dzv,76.49967961434564
VR2_DzZ,4.796111438992045
VR2_Dzi,4.800440601422822
VR2_Dzm,4.796094332599448
VR2_Dzp,4.777543726110024
VR2_Dzv,4.781229975896602
VR3_DzZ,4.810397824200696
VR3_Dzi,4.8113000571498254
VR3_Dzm,4.810394257473083
VR3_Dzp,4.806518901084563
VR3_Dzv,4.807290182021687
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.028867513459481287
Xch-6dv,0.09103315463453066
Xch-7dv,0.11736900401618787
Xpc-4dv,0.7565213918621505
Xpc-5dv,0.8792019622887421
Xpc-6dv,1.0294694564826705
Zagreb1,86.0
Zagreb2,101.0
fragCpx,84.03
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,0
nBondsM,16
nBondsO,18
nBondsS,13
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,3
naHRing,2
AATS0are,6.028322222222222
AATS1are,6.309482758620691
AATS2are,6.291100000000001
AATS3are,6.0535818181818195
AATS4are,5.913236363636364
AATS5are,5.8694186046511625
AATS6are,6.072129032258064
AATS7are,5.94516129032258
AATS8are,5.5802499999999995
AATSC0dv,3.550068587105625
AATSC0pe,0.06881508916323727
AATSC0se,0.031794480109739356
AATSC1dv,1.2404805827538912
AATSC1pe,0.00649346766945742
AATSC1se,0.0008126105671444535
AATSC2dv,0.32857601494323335
AATSC2pe,0.01642328751130957
AATSC2se,0.010756980883168475
AATSC3dv,-0.29619653323357026
AATSC3pe,-0.004006402294550445
AATSC3se,-0.0019462538471130947
AATSC4dv,-0.17094400798104506
AATSC4pe,-0.009061486469634615
AATSC4se,-0.004706620177079437
AATSC5dv,-0.03413404791527099
AATSC5pe,-0.00020664816409864424
AATSC5se,-0.0023402888952690952
AATSC6dv,-1.136687464047082
AATSC6pe,-0.013252484623213419
AATSC6se,-0.006357098986680806
AATSC7dv,-1.3768308332227093
AATSC7pe,-0.02711532811186332
AATSC7se,-0.009728205318819407
AATSC8dv,-0.4072114442484815
AATSC8pe,-0.0014206447187928525
AATSC8se,-0.0011241097393690502
AETA_eta,0.5091759915480589
ATSC0are,1.8710666666666653
ATSC1are,0.1412024691358003
ATSC2are,0.9229580246913537
ATSC3are,-0.21313209876543304
ATSC4are,-0.5355654320987646
ATSC5are,-0.10454691358024615
ATSC6are,-0.4266283950617288
ATSC7are,-0.7741950617283943
ATSC8are,-0.054632098765429876
BCUTZ-1h,7.096717654342501
BCUTZ-1l,5.68635411496396
BCUTc-1h,0.40291342812140385
BCUTc-1l,-0.4323768782277742
BCUTd-1h,3.1979956012167836
BCUTd-1l,0.9938484806330257
BCUTi-1h,14.56661200770193
BCUTi-1l,10.947132119674876
BCUTm-1h,14.058668082456466
BCUTm-1l,11.697688396656906
BCUTp-1h,1.9918250372690156
BCUTp-1l,0.9624419160072675
BCUTs-1h,3.054027579428775
BCUTs-1l,1.4814003822720425
BCUTv-1h,20.898768440991073
BCUTv-1l,15.580496322684535
BalabanJ,1.5602931439317178
Diameter,9
ETA_beta,24.75
GATS1are,0.7820709558995176
GATS2are,0.7886910943960359
GATS3are,0.9518381995685493
GATS4are,1.1656948232413205
GATS5are,1.0775721347852816
GATS6are,1.2118945435068949
GATS7are,1.3165838357971873
GATS8are,0.9120618745609836
HybRatio,0.07692307692307693
Lipinski,True
LogEE_Dt,129.1091348065735
MATS1are,0.07026172298301683
MATS2are,0.28337308259709904
MATS3are,-0.05591916456663867
MATS4are,-0.1405155380499212
MATS5are,-0.03508465925003996
MATS6are,-0.1985923732768156
MATS7are,-0.3603820947398182
MATS8are,-0.028155572069915705
NsssssAs,0
RotRatio,0.05555555555555555
SM1_Dzpe,0.48355263157894746
SM1_Dzse,0.42078897933625536
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,14.36865164815621
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,0.0
SMR_VSA7,54.48581754884428
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
SpAD_DzZ,78.7149065392644
SpAD_Dzi,76.41428219667995
SpAD_Dzm,78.72490978767902
SpAD_Dzp,97.41205762018933
SpAD_Dzv,91.77799778738327
SpAbs_Dt,258.2182696131471
SpDiam_A,4.6814539611202655
SpDiam_D,86.98235299386562
SpMAD_Dt,16.13864185082169
SpMax_Dt,129.1091348065735
SsssssAs,0
VE1_Dzpe,3.939784742187152
VE1_Dzse,3.9401713830553273
VE2_Dzpe,0.246236546386697
VE2_Dzse,0.24626071144095796
VE3_Dzpe,1.841129717100437
VE3_Dzse,1.8412278498469499
VMcGowan,161.28999999999976
VR1_Dzpe,76.75212542001942
VR1_Dzse,76.73579879552241
VR2_Dzpe,4.797007838751214
VR2_Dzse,4.795987424720151
VR3_Dzpe,4.810584708098587
VR3_Dzse,4.810371966612349
mZagreb1,4.055555555555555
mZagreb2,3.4722222222222214
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,7
nBondsKS,22
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.06929876543209872
AATSC1are,0.004869050659855183
AATSC2are,0.0196374047806671
AATSC3are,-0.003875129068462419
AATSC4are,-0.00973755331088663
AATSC5are,-0.0024313235716336315
AATSC6are,-0.013762206292313832
AATSC7are,-0.02497403424930304
AATSC8are,-0.0019511463844796384
AETA_beta,1.546875
BCUTdv-1h,5.084419779129543
BCUTdv-1l,0.9959470942978905
BCUTpe-1h,3.2068838707691567
BCUTpe-1l,2.235778548359717
BCUTse-1h,3.370577373896411
BCUTse-1l,2.431687305124039
ETA_alpha,7.700000000000001
ETA_dBeta,3.25
ETA_eta_B,0.08771372187817228
ETA_eta_F,13.76203221255318
ETA_eta_L,2.893333000984798
ETA_eta_R,21.908848077322123
ETA_psi_1,0.6209677419354841
LabuteASA,93.41089579706299
LogEE_DzZ,39.384238983917925
LogEE_Dzi,38.249375395613285
LogEE_Dzm,39.389173677304925
LogEE_Dzp,48.41455153736739
LogEE_Dzv,45.70937879030471
PEOE_VSA1,0.0
PEOE_VSA2,4.400694606261793
PEOE_VSA3,9.967957041894417
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,29.828919765543436
PEOE_VSA7,12.990104268152233
PEOE_VSA8,24.153982206536224
PEOE_VSA9,5.693927994848461
SM1_Dzare,0.5570032573289901
SpAD_Dzpe,78.20172995447442
SpAD_Dzse,78.78760945933155
SpAbs_DzZ,78.34485636664705
SpAbs_Dzi,75.8772944320628
SpAbs_Dzm,78.35568610114146
SpAbs_Dzp,98.38364852928026
SpAbs_Dzv,92.3767314653397
SpDiam_Dt,181.3854078158962
SpMAD_DzZ,4.919681658704025
SpMAD_Dzi,4.775892637292497
SpMAD_Dzm,4.920306861729939
SpMAD_Dzp,6.088253601261833
SpMAD_Dzv,5.736124861711454
SpMax_DzZ,39.384238983917925
SpMax_Dzi,38.249375395613285
SpMax_Dzm,39.389173677304925
SpMax_Dzp,48.41455153736739
SpMax_Dzv,45.70937879030471
VE1_Dzare,3.9393053198806225
VE2_Dzare,0.2462065824925389
VE3_Dzare,1.841008022259194
VR1_Dzare,76.77220554906866
VR2_Dzare,4.798262846816791
VR3_Dzare,4.810846296982082
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48125000000000007
AETA_dBeta,0.203125
AETA_eta_B,0.0054821076173857675
AETA_eta_F,0.8601270132845737
AETA_eta_L,0.18083331256154989
AETA_eta_R,1.3693030048326327
BCUTare-1h,3.2206908480343626
BCUTare-1l,2.1859228698712343
ETA_beta_s,10.75
ETA_dPsi_A,0.09303225806451587
ETA_dPsi_B,0.0
ETA_eta_BR,0.3457137218781723
ETA_eta_FL,4.9331668395101245
ETA_eta_RL,7.826499840494923
LogEE_Dzpe,39.131087016710886
LogEE_Dzse,39.42010404087429
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,5.777653723919194
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,14.36865164815621
SlogP_VSA3,0.0
SlogP_VSA4,6.923737199690624
SlogP_VSA5,5.563451491696996
SlogP_VSA6,48.92236605714728
SlogP_VSA7,0.0
SlogP_VSA8,17.03503321046465
SlogP_VSA9,0.0
SpAD_Dzare,77.51742591656838
SpAbs_Dzpe,77.79035197694887
SpAbs_Dzse,78.42358364783504
SpDiam_DzZ,60.91901343735013
SpDiam_Dzi,59.30889878676836
SpDiam_Dzm,60.92606323720872
SpDiam_Dzp,74.81506619302021
SpDiam_Dzv,70.51193891247948
SpMAD_Dzpe,4.887608122154651
SpMAD_Dzse,4.924225591208222
SpMax_Dzpe,39.131087016710886
SpMax_Dzse,39.42010404087429
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,16
AETA_beta_s,0.671875
AETA_eta_BR,0.021607107617385768
AETA_eta_FL,0.3083229274693828
AETA_eta_RL,0.48915624003093267
DetourIndex,1018
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,0.0
EState_VSA4,17.03503321046465
EState_VSA5,5.563451491696996
EState_VSA6,6.196843571613076
EState_VSA7,22.860748817949556
EState_VSA8,41.15716251543148
EState_VSA9,0.0
ETA_beta_ns,14.0
ETA_shape_p,0.06493506493506493
ETA_shape_x,0.0
ETA_shape_y,0.3116883116883116
GhoseFilter,True
LogEE_Dzare,38.79352566186725
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,77.05441502419299
SpDiam_Dzpe,60.55791537158695
SpDiam_Dzse,60.970260440111915
SpMAD_Dzare,4.844839119785524
SpMax_Dzare,38.79352566186725
TopoPSA(NO),30.19
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.9257842025699168
VSA_EState9,30.740882464096746
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.875
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.018749999999999933
FilterItLogS,-3.4128323891953265
SpDiam_Dzare,60.07813321487187
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5814814814814816
ETA_epsilon_2,0.7749999999999998
ETA_epsilon_3,0.4454545454545458
ETA_epsilon_4,0.5054054054054057
ETA_epsilon_5,0.7749999999999998
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.13602693602693577
ETA_dEpsilon_B,0.07607607607607592
ETA_dEpsilon_C,-0.05995085995085986
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.9375
MDEDescriptor,"0.0,1.8190154690951545,1.1628614739364387,0.0,8.261248342155298,11.622500487596984,0.0,2.1822472719434427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.9999999999999998,0.0"
APolDescriptor,33.514723000000004
BCUTDescriptor,"11.849999999999998,14.005093810696334,-0.22570004805007646,0.2122121877079726,5.966420447940608,9.572462572423998"
BPolDescriptor,16.645276999999997
TPSADescriptor,30.19
ALOGPDescriptor,"2.6881000000000004,7.225881610000002,61.52129999999999"
XLogPDescriptor,3.7330000000000005
VAdjMaDescriptor,5.169925001442312
WeightDescriptor,209.09529744
ChiPathDescriptor,"10.957819157813608,7.8264998404949235,7.056052446612375,6.004674484996896,4.921189593915157,4.073631338169267,2.723931511566938,1.8004643746278177,8.960442940016883,5.195732866548798,3.8191306784295604,2.5828347003444088,1.693370644274308,1.1570775705773257,0.6252081319144078,0.32083288223004597"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.35830498571017655,0.5507693935246438,0.0,0.0,0.028867513459481284,0.09103315463453067,0.11736900401618787"
AtomCountDescriptor,27
BondCountDescriptor,18
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"0.9553418012614795,0.0,0.16666666666666666,0.0,0.43380668123677907,0.0,0.03642369399559536,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,6,2,1,0,0,0"
ZagrebIndexDescriptor,86.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.5599999999999996
WeightedPathDescriptor,"33.231038694431,2.0769399184019375,9.738954316317216,0.0,9.738954316317216"
FractionalPSADescriptor,0.14438392622704985
WienerNumbersDescriptor,"441.0,22.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.2073620322967082,3.2686452403502453,4.297766710574366,0.7565213918621505,0.879201962288742,0.9501905536405292"
FractionalCSP3Descriptor,0.07692307692307693
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"11.11111111111111,4.704,2.3397612488521577"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,601.03
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.07692307692307693
AutocorrelationDescriptorMass,"17.079940903829446,19.163273532263123,26.910850569731668,23.495637398624016,16.997091599082676"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,1
AutocorrelationDescriptorCharge,"0.20124518223867058,-0.18197149587288117,0.15461532772395212,-0.08804918584690902,0.010533865221742315"
EccentricConnectivityIndexDescriptor,249
AutocorrelationDescriptorPolarizability,"999.022628238869,1167.8477523328436,1617.9603478576512,1396.4297630690767,1030.2119520211793"
