DLiP-ID,C0002J
DLiP-Mol-ID,30192
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H26ClN3OS/c22-17-6-7-21-19(16-17)25(18-4-1-2-5-20(18)27-21)9-3-8-23-10-12-24(13-11-23)14-15-26/h1-2,4-7,16,26H,3,8-15H2"
Standard Inchi Key(RDKit),RGCVKNLCSQQDEP-UHFFFAOYSA-N
Canonical SMILES(RDKit),OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),403.979
MW Monoisotopic(RDKit),403.148511132
MolLogP(RDKit),3.9427
XLogP(SDF),
XLogP(CDK),3.857
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),29.95
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.788661093377196
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,2100937.375768987
qed,0.7886610933771963
Chi0,18.63961743368832
Chi1,13.241514740667455
TPSA,29.950000000000003
Chi0n,15.480480060479234
Chi0v,17.052905587425414
Chi1n,9.639650391505347
Chi1v,10.8341114454423
Chi2n,7.093913129241469
Chi2v,8.614125866200277
Chi3n,5.324947942519045
Chi3v,6.690313424140709
Chi4n,3.8737179026751773
Chi4v,5.116168279079214
MolMR,113.60580000000004
MolWt,403.9790000000002
fr_SH,0
Kappa1,19.092789127226233
Kappa2,8.842005109125582
Kappa3,4.437891045741215
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,779.772078576297
MolLogP,3.942700000000003
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.4100209962913943
SMR_VSA1,5.106527394840706
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,0.0
SMR_VSA5,16.21178857396156
SMR_VSA6,57.32008653675142
SMR_VSA7,47.487202792972596
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,1
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,170.26142506312507
NHOHCount,1
PEOE_VSA1,14.906346856541662
PEOE_VSA2,4.899909730850478
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,35.49555897654685
PEOE_VSA7,43.29741337114663
PEOE_VSA8,54.082138700252315
PEOE_VSA9,17.98165451388004
RingCount,4
SMR_VSA10,34.73759738899076
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,403.14851113199995
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,4.899909730850478
SlogP_VSA2,67.3265236624426
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,6.4208216229260096
SlogP_VSA6,52.25553643026682
SlogP_VSA7,5.022633313741326
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,1
