DLiP-ID,C0027U
DLiP-Mol-ID,29110
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H14N4O8S2/c19-17(20)11-3-1-5-13(9-11)27(23,24)15-7-8-16-28(25,26)14-6-2-4-12(10-14)18(21)22/h1-6,9-10,15-16H,7-8H2"
Standard Inchi Key(RDKit),MMDWBZHWHFGVHF-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=[N+]([O-])c1cccc(S(=O)(=O)NCCNS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),430.42
MW Monoisotopic(RDKit),430.025305408
MolLogP(RDKit),0.7598
XLogP(SDF),
XLogP(CDK),1.316
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),12
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),178.62
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.332249039400656
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,982140.315256801
qed,0.3322490394006562
Chi0,20.949382989376325
Chi1,13.02651111751225
TPSA,178.61999999999998
Chi0n,14.009925811528651
Chi0v,15.642918973384104
Chi1n,7.510514777712959
Chi1v,10.476841272901742
Chi2n,5.304479227824714
Chi2v,8.838385689369506
Chi3n,3.3866416634480196
Chi3v,6.3040422763796835
Chi4n,2.0659236876727958
Chi4v,4.208071709531711
MolMR,96.56980000000004
MolWt,430.42000000000013
fr_SH,0
Kappa1,21.361093939306485
Kappa2,8.385901386106529
Kappa3,5.28959537192987
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1026.1661367382667
MolLogP,0.7597999999999994
NOCount,12
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.0110504308692536
SMR_VSA1,26.682216066293215
SMR_VSA2,0.0
SMR_VSA3,9.444189728904176
SMR_VSA4,0.0
SMR_VSA5,9.79096695103555
SMR_VSA6,13.08951281182515
SMR_VSA7,68.75957308522402
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,2
fr_oxime,0
fr_quatN,0
LabuteASA,159.14560915140007
NHOHCount,2
PEOE_VSA1,0.0
PEOE_VSA2,20.228636537531145
PEOE_VSA3,26.279783697562053
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,12.13273413692322
PEOE_VSA8,37.35498108567159
PEOE_VSA9,19.63758904867089
RingCount,2
SMR_VSA10,31.42135485618229
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,430.02530540799995
NumHDonors,2
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,20.046582306815168
PEOE_VSA13,11.374772549367124
PEOE_VSA14,0.0
SlogP_VSA1,9.444189728904176
SlogP_VSA2,39.771728878118374
SlogP_VSA3,20.046582306815168
SlogP_VSA4,20.228636537531145
SlogP_VSA5,0.0
SlogP_VSA6,58.32190349872843
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,41.26797695381764
EState_VSA2,22.880479762860702
EState_VSA3,0.0
EState_VSA4,36.39820241076966
EState_VSA5,12.13273413692322
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,9.444189728904176
EState_VSA9,0.0
