DLiP-ID,T000D3
DLiP-Mol-ID,15809
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H23NO5/c1-26-19-5-3-2-4-17(19)15-8-6-14(7-9-15)12-18(21(24)25)22-20(23)16-10-11-27-13-16/h2-9,16,18H,10-13H2,1H3,(H,22,23)(H,24,25)/t16?,18-/m0/s1"
Standard Inchi Key(RDKit),AZMGEVGFKCUYDO-DAFXYXGESA-N
Canonical SMILES(RDKit),COc1ccccc1-c1ccc(C[C@H](NC(=O)C2CCOC2)C(=O)O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),369.417
MW Monoisotopic(RDKit),369.157622836
MolLogP(RDKit),2.5106
XLogP(SDF),
XLogP(CDK),2.576
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),84.86
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.783355515262304
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,1865587.5679281373
qed,0.7833555152623042
Chi0,19.225403871315223
Chi1,13.07971869811898
TPSA,84.86
Chi0n,15.182136573997862
Chi0v,15.182136573997862
Chi1n,8.91461893310411
Chi1v,8.91461893310411
Chi2n,6.561256512964258
Chi2v,6.561256512964258
Chi3n,4.72680320070307
Chi3v,4.72680320070307
Chi4n,3.1701669913111594
Chi4v,3.1701669913111594
MolMR,100.62650000000005
MolWt,369.41700000000014
fr_SH,0
Kappa1,18.91702372429312
Kappa2,8.684449443212447
Kappa3,4.6536547918989095
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,796.4741952703736
MolLogP,2.5106
