DLiP-ID,T0057J
DLiP-Mol-ID,22051
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H21N5O4/c1-26(2)21(29)30-16-7-5-14(6-8-16)10-18(20(27)28)25-19-17(12-23-13-24-19)15-4-3-9-22-11-15/h3-9,11-13,18H,10H2,1-2H3,(H,27,28)(H,23,24,25)/t18-/m0/s1"
Standard Inchi Key(RDKit),QINKEVJNMKMHCK-SFHVURJKSA-N
Canonical SMILES(RDKit),CN(C)C(=O)Oc1ccc(C[C@H](Nc2ncncc2-c2cccnc2)C(=O)O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),407.43
MW Monoisotopic(RDKit),407.159354152
MolLogP(RDKit),2.7068
XLogP(SDF),
XLogP(CDK),-0.455
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),117.54
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.613845157132301
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,5455701.49220295
qed,0.6138451571323007
Chi0,21.50986092169139
Chi1,14.435560745775549
TPSA,117.54
Chi0n,16.518772591163817
Chi0v,16.518772591163817
Chi1n,9.115949839657175
Chi1v,9.115949839657175
Chi2n,6.672355045884563
Chi2v,6.672355045884563
Chi3n,4.227330626001933
Chi3v,4.227330626001933
Chi4n,2.6644731024690897
Chi4v,2.6644731024690897
MolMR,110.16650000000003
MolWt,407.4300000000001
fr_SH,0
Kappa1,20.717292360960336
Kappa2,9.460634877147067
Kappa3,5.28315450316437
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,4
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1009.4200126837316
MolLogP,2.7068000000000003
NOCount,9
fr_Ar_N,3
fr_COO2,1
fr_urea,0
BalabanJ,1.7530388136244381
SMR_VSA1,19.432464716784395
SMR_VSA2,0.0
SMR_VSA3,19.8518452936921
SMR_VSA4,0.0
SMR_VSA5,12.462662452073971
SMR_VSA6,19.41213256936071
SMR_VSA7,66.87950469207043
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
