DLiP-ID,C002I2
DLiP-Mol-ID,31365
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C4H3NO2/c6-3-1-2-4(7)5-3/h1-2H,(H,5,6,7)"
Standard Inchi Key(RDKit),PEEHTFAAVSWFBL-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C1C=CC(=O)N1
SMILES(SDF),
MW(SDF),
MW(RDKit),97.073
MW Monoisotopic(RDKit),97.016378336
MolLogP(RDKit),-0.801
XLogP(SDF),
XLogP(CDK),-0.676
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),46.17
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),7
QED Weighted(RDKit),0.402027993413371
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Importin subunit beta-1/Snurportin-1
Common Target Pref Name,Importin subunit beta-1/Snurportin-1
RDKit Descriptors
Ipc,46.670482779147534
qed,0.40202799341337114
Chi0,5.276020881938894
Chi1,3.287693700234704
TPSA,46.17
Chi0n,3.4711971193069777
Chi0v,3.4711971193069777
Chi1n,1.8189318929868223
Chi1v,1.8189318929868223
Chi2n,1.1868348735555938
Chi2v,1.1868348735555938
Chi3n,0.6324824034013267
Chi3v,0.6324824034013267
Chi4n,0.35613361350952294
Chi4v,0.35613361350952294
MolMR,22.2897
MolWt,97.07300000000001
fr_SH,0
Kappa1,4.050068027210885
Kappa2,1.1831255636579145
Kappa3,0.6518570434692983
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,131.76878450632645
MolLogP,-0.8010000000000002
NOCount,3
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.759543614305127
SMR_VSA1,9.589074368143644
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,12.152040213667762
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,1
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,40.01154956900146
NHOHCount,1
PEOE_VSA1,0.0
PEOE_VSA2,14.905862972149976
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,0.0
PEOE_VSA8,12.152040213667762
PEOE_VSA9,0.0
RingCount,1
SMR_VSA10,11.814359458703011
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,97.016378336
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,11.814359458703011
PEOE_VSA14,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,11.814359458703011
SlogP_VSA3,9.589074368143644
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,12.152040213667762
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,11.814359458703011
EState_VSA3,0.0
EState_VSA4,0.0
EState_VSA5,12.152040213667762
EState_VSA6,0.0
EState_VSA7,5.316788604006331
EState_VSA8,0.0
