DLiP-ID,P0001H
AATSC5Z,-0.7550516917293233
AATSC5c,-0.00580791034519193
AATSC5d,0.014267439431913104
AATSC5i,0.06771109311987254
AATSC5m,-3.382816440903692
AATSC5p,0.018848653385532623
AATSC5s,-0.18592845638059352
AATSC5v,1.5575372502961136
AATSC6Z,0.398755081300813
AATSC6c,0.0008399222332915071
AATSC6d,-0.10226117886178861
AATSC6i,0.04304881174501577
AATSC6m,1.8883072901528624
AATSC6p,0.014048770418945292
AATSC6s,-0.12424269533642787
AATSC6v,1.2026005334926693
AATSC7Z,-0.12723214285714285
AATSC7c,0.001940307086783918
AATSC7d,-0.20064484126984125
AATSC7i,-0.21273125292922285
AATSC7m,-0.653706916790674
AATSC7p,-0.01813930539337995
AATSC7s,0.0858850456445979
AATSC7v,-5.017569965468813
AATSC8Z,-1.9253472222222223
AATSC8c,-0.0010837619293505834
AATSC8d,-0.1232638888888889
AATSC8i,-0.13424421388257393
AATSC8m,-9.170987847366897
AATSC8p,-0.02585838741689506
AATSC8s,-0.5813857761844682
AATSC8v,-12.166806799115411
ATS0are,306.73380000000003
ATS1are,330.45000000000005
ATS2are,560.018
ATS3are,777.703
ATS4are,884.0500000000001
ATS5are,854.542
ATS6are,786.0550000000001
ATS7are,713.928
ATS8are,695.521
ATSC0dv,194.19650205761315
ATSC0pe,6.978897916666664
ATSC0se,5.183914812499999
ATSC1dv,46.06487911522634
ATSC1pe,-0.794616536458332
ATSC1se,-0.6591986132812504
ATSC2dv,28.649519890260628
ATSC2pe,-0.6846128472222217
ATSC2se,-0.75887578125
ATSC3dv,66.93370627572017
ATSC3pe,-0.835927994791666
ATSC3se,-1.0314116445312502
ATSC4dv,120.44075788751712
ATSC4pe,5.642885243055553
ATSC4se,3.902511484374998
ATSC5dv,-50.16638803155007
ATSC5pe,-2.643004644097219
ATSC5se,-1.912120480468752
ATSC6dv,-69.33841306584364
ATSC6pe,-0.3609217447916643
ATSC6se,-0.1596013320312513
ATSC7dv,-123.42506858710564
ATSC7pe,-0.21202222222222078
ATSC7se,-0.12042212500000116
ATSC8dv,-183.39274691358025
ATSC8pe,-3.61392447916666
ATSC8se,-1.5616135781250016
AXp-0dv,0.5706916742511391
AXp-1dv,0.3027405359488754
AXp-2dv,0.16563748737252446
AXp-3dv,0.08785219876817117
AXp-4dv,0.04587686510855964
AXp-5dv,0.024479848148195753
AXp-6dv,0.012462873575111338
AXp-7dv,0.006350896556905281
BertzCT,1109.8816324905745
ECIndex,553
ETA_eta,25.1728864215462
GATS1dv,0.5822376058110825
GATS1pe,0.8279779412752453
GATS1se,0.8770548668591327
GATS2dv,0.8131432866054793
GATS2pe,0.7896457125445346
GATS2se,0.8080822127268948
GATS3dv,0.8154638790280911
GATS3pe,0.9456127655327041
GATS3se,0.9913811159936994
GATS4dv,0.8214585794584631
GATS4pe,0.759945306209446
GATS4se,0.7907522792787846
GATS5dv,1.1837060639881058
GATS5pe,1.3262504555696695
GATS5se,1.3658189725523229
GATS6dv,1.216053920349332
GATS6pe,1.1223518902012906
GATS6se,1.1380453192593578
GATS7dv,1.299472475484613
GATS7pe,1.0389334182036947
GATS7se,1.0527125744575907
GATS8dv,1.4136261935413237
GATS8pe,1.4278136547812004
GATS8se,1.3855327722191635
LogEE_A,4.27764879610127
LogEE_D,136.1948673865649
MATS1dv,0.22325417751798673
MATS1pe,-0.10716224770516608
MATS1se,-0.11968217972422678
MATS2dv,0.08047009438201382
MATS2pe,-0.05350775922687495
MATS2se,-0.07984935310280657
MATS3dv,0.1345053616567984
MATS3pe,-0.04674316872675204
MATS3se,-0.07764442891931242
MATS4dv,0.21264015414969806
MATS4pe,0.2772219245798676
MATS4se,0.2581068528120222
MATS5dv,-0.09323114683333132
MATS5pe,-0.1366786488510342
MATS5se,-0.13312112938099868
MATS6dv,-0.1393376946394028
MATS6pe,-0.02018191293875148
MATS6se,-0.012014751186913333
MATS7dv,-0.2723862551870754
MATS7pe,-0.01302020286751332
MATS7se,-0.009955696420475784
MATS8dv,-0.41971861827338924
MATS8pe,-0.23014932681155614
MATS8se,-0.13388539439211075
MAXaaCH,1.7708135970437557
MAXaaaC,0.07733591584782062
MAXaasC,0.5285882254136227
MAXsCH3,1.9066033186690654
MAXsssN,1.9922212205716896
MDEC-12,1.485819381866978
MDEC-13,1.727737470998619
MDEC-22,7.685771027283506
MDEC-23,25.01545141080289
MDEC-33,19.67412829158369
MDEO-11,1.1209296685767722
MDEO-12,0.9457416090031758
MINaaCH,1.1337257320623724
MINaaaC,-0.01876700680272103
MINaasC,-0.362846382380112
MINsCH3,1.9066033186690654
MINsssN,1.9922212205716896
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.0399159663865545
SM1_Dzi,1.2225814274445934
SM1_Dzm,2.0500128412535124
SM1_Dzp,-5.6957081857491385
SM1_Dzv,-2.2310083887959475
SddssSe,0
SpAD_Dt,603.4518470677251
SpAbs_A,35.5157043722205
SpAbs_D,272.38973477313004
SpMAD_A,1.2684180132935892
SpMAD_D,9.728204813326068
SpMax_A,2.5348713124554134
SpMax_D,136.1948673865649
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,94.14
TpiPC10,9.549591945784044
VAdjMat,5.954196310386875
VE1_DzZ,5.198080431379715
VE1_Dzi,5.199866164210939
VE1_Dzm,5.198098521828206
VE1_Dzp,5.173770779934163
VE1_Dzv,5.1834608024473585
VE2_DzZ,0.1856457296921327
VE2_Dzi,0.1857095058646764
VE2_Dzm,0.1856463757795788
VE2_Dzp,0.18477752785479154
VE2_Dzv,0.18512360008740567
VE3_DzZ,2.6779088268051208
VE3_Dzi,2.6782523047855786
VE3_Dzm,2.6779123070161814
VE3_Dzp,2.6732211976702613
VE3_Dzv,2.6750923589479414
VR1_DzZ,179.0251654815784
VR1_Dzi,179.2759373907247
VR1_Dzm,179.01445880426996
VR1_Dzp,182.72486417640516
VR1_Dzv,181.23501340069052
VR2_DzZ,6.393755910056371
VR2_Dzi,6.402712049668739
VR2_Dzm,6.393373528723927
VR2_Dzp,6.5258880063001845
VR2_Dzv,6.472679050024661
VR3_DzZ,6.217145802422727
VR3_Dzi,6.218545585722766
VR3_Dzm,6.217085995202602
VR3_Dzp,6.237600964224886
VR3_Dzv,6.22941402281153
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.11325599263414632
Xch-7dv,0.21906513893553575
Xpc-4dv,2.2614762901054535
Xpc-5dv,3.1677448609839804
Xpc-6dv,4.268194732538908
Zagreb1,154.0
Zagreb2,187.0
fragCpx,205.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,31
nBondsS,33
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,1
AATS0are,6.3902875
AATS1are,6.479411764705883
AATS2are,6.36384090909091
AATS3are,6.322788617886179
AATS4are,6.314642857142857
AATS5are,6.425127819548872
AATS6are,6.39069105691057
AATS7are,6.374357142857143
AATS8are,6.440009259259259
AATSC0dv,4.045760459533607
AATSC0pe,0.14539370659722217
AATSC0se,0.10799822526041665
AATSC1dv,0.9032329238279675
AATSC1pe,-0.015580716401143764
AATSC1se,-0.012925463005514714
AATSC2dv,0.325562726025689
AATSC2pe,-0.007779691445707065
AATSC2se,-0.008623588423295454
AATSC3dv,0.5441764737863428
AATSC3pe,-0.0067961625592818375
AATSC3se,-0.008385460524644311
AATSC4dv,0.8602911277679794
AATSC4pe,0.04030632316468252
AATSC4se,0.027875082031249984
AATSC5dv,-0.3771908874552637
AATSC5pe,-0.019872215369152024
AATSC5se,-0.014376845717810165
AATSC6dv,-0.5637269354946637
AATSC6pe,-0.0029343231283875146
AATSC6se,-0.0012975718051321243
AATSC7dv,-1.1020095409563004
AATSC7pe,-0.0018930555555555426
AATSC7se,-0.0010751975446428674
AATSC8dv,-1.698080989940558
AATSC8pe,-0.03346226369598759
AATSC8se,-0.014459384982638903
AETA_eta,0.8990316579123643
ATSC0are,7.233591666666664
ATSC1are,-0.889278645833331
ATSC2are,-0.94747222222222
ATSC3are,-0.9631953124999985
ATSC4are,5.903232638888888
ATSC5are,-2.585839409722217
ATSC6are,-0.6045286458333302
ATSC7are,-0.15976388888888615
ATSC8are,-3.858197916666661
BCUTZ-1h,17.001103449606248
BCUTZ-1l,5.667990525012128
BCUTc-1h,0.48319450570377626
BCUTc-1l,-0.5297654838330903
BCUTd-1h,3.311463389937292
BCUTd-1l,0.9776762621439612
BCUTi-1h,14.543907299247959
BCUTi-1l,10.929020577113953
BCUTm-1h,35.450517568623134
BCUTm-1l,11.681586749605788
BCUTp-1h,2.208057908491551
BCUTp-1l,0.7496348971661749
BCUTs-1h,7.008282734305673
BCUTs-1l,1.1842413171825805
BCUTv-1h,22.455867297607682
BCUTv-1l,14.701726654033092
BalabanJ,1.5771899154978055
Diameter,12
ETA_beta,35.5
GATS1are,0.8716538789919877
GATS2are,0.8260602286826582
GATS3are,0.9657476265810558
GATS4are,0.7715552620981113
GATS5are,1.3662114541264565
GATS6are,1.1778977433957554
GATS7are,1.0690416421928315
GATS8are,1.4547400316860162
HybRatio,0.2857142857142857
Lipinski,True
LogEE_Dt,301.7259235338625
MATS1are,-0.11570574837832752
MATS2are,-0.07144487194162825
MATS3are,-0.051963272863891984
MATS4are,0.27980090243649963
MATS5are,-0.1290140940619708
MATS6are,-0.03261362111069919
MATS7are,-0.009465593476993833
MATS8are,-0.23705438579446508
MAXssCH2,0.7202110120652687
MAXsssCH,-0.4269025048290924
MINssCH2,0.43146101206526866
MINsssCH,-0.7438293825760758
NsssssAs,0
RotRatio,0.06451612903225806
SM1_Dzpe,1.6478268363726511
SM1_Dzse,1.592521166868646
SMR_VSA1,19.736733121575462
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,18.442694056835705
SMR_VSA6,20.13718479450234
SMR_VSA7,57.20761479218034
SMR_VSA8,0.0
SMR_VSA9,22.822722577139245
SpAD_DzZ,203.84271371678366
SpAD_Dzi,208.0232719648208
SpAD_Dzm,203.8221440634099
SpAD_Dzp,266.18147087415184
SpAD_Dzv,239.3331247180565
SpAbs_Dt,603.4518470677251
SpDiam_A,5.069742624910827
SpDiam_D,191.81749676068867
SpMAD_Dt,21.551851680990183
SpMax_Dt,301.7259235338625
SsssssAs,0
VE1_Dzpe,5.197055482246283
VE1_Dzse,5.196560685480806
VE2_Dzpe,0.18560912436593865
VE2_Dzse,0.18559145305288594
VE3_Dzpe,2.6777116289723515
VE3_Dzse,2.677616417304369
VMcGowan,280.4800000000004
VR1_Dzpe,179.38324609162026
VR1_Dzse,179.42660060560286
VR2_Dzpe,6.406544503272152
VR2_Dzse,6.408092878771531
VR3_Dzpe,6.219143973880881
VR3_Dzse,6.219385631207694
mZagreb1,9.833333333333332
mZagreb2,5.999999999999999
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,43
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.15069982638888882
AATSC1are,-0.017436836192810414
AATSC2are,-0.010766729797979773
AATSC3are,-0.00783085619918698
AATSC4are,0.04216594742063491
AATSC5are,-0.019442401576858774
AATSC6are,-0.004914867039295368
AATSC7are,-0.0014264632936507693
AATSC8are,-0.03572405478395056
AETA_beta,1.2678571428571428
BCUTdv-1h,6.023758898691396
BCUTdv-1l,0.7740019475663376
BCUTpe-1h,3.49450650233287
BCUTpe-1l,2.2125629102477986
BCUTse-1h,3.707391568997372
BCUTse-1l,2.408739371805375
ETA_alpha,13.28095238095238
ETA_dBeta,-0.5
ETA_eta_B,0.551132461668983
ETA_eta_F,29.593699983380173
ETA_eta_L,6.475312627637452
ETA_eta_R,54.76658640492637
ETA_psi_1,0.5416585744804818
LabuteASA,165.7661234678725
LogEE_DzZ,101.9942110000485
LogEE_Dzi,104.05529960481913
LogEE_Dzm,101.98428677603543
LogEE_Dzp,132.0736446896207
LogEE_Dzv,119.26816800388613
PEOE_VSA1,24.636642852425943
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,23.733674027155736
PEOE_VSA7,32.14598414843899
PEOE_VSA8,35.72229957239118
PEOE_VSA9,11.126599701489628
SM1_Dzare,1.7308469548660153
SpAD_Dzpe,205.12831649842525
SpAD_Dzse,205.83179802990122
SpAbs_DzZ,202.10731209995635
SpAbs_Dzi,207.03839507367337
SpAbs_Dzm,202.07659333767123
SpAbs_Dzp,269.8429975649907
SpAbs_Dzv,240.76734439656815
SpDiam_Dt,406.25953526407295
SpMAD_DzZ,7.280096918456559
SpMAD_Dzi,7.429402570172171
SpMAD_Dzm,7.279362287978925
SpMAD_Dzp,9.50648110264828
SpMAD_Dzv,8.547611597073447
SpMax_DzZ,101.9942110000485
SpMax_Dzi,104.05529960481913
SpMax_Dzm,101.98428677603543
SpMax_Dzp,132.0736446896207
SpMax_Dzv,119.26816800388613
VE1_Dzare,5.197092465399368
VE2_Dzare,0.1856104451928346
VE3_Dzare,2.677718745121414
VR1_Dzare,179.38860274762143
VR2_Dzare,6.406735812415051
VR3_Dzare,6.219173834952863
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47431972789115645
AETA_dBeta,-0.017857142857142856
AETA_eta_B,0.019683302202463678
AETA_eta_F,1.0569178565492918
AETA_eta_L,0.23126116527276613
AETA_eta_R,1.955949514461656
BCUTare-1h,3.5483055405323456
BCUTare-1l,2.16347248489349
ETA_beta_s,18.0
ETA_dPsi_A,0.17234142551951814
ETA_dPsi_B,0.0
ETA_eta_BR,0.895132461668983
ETA_eta_FL,6.887768473066661
ETA_eta_RL,13.363081100704113
LogEE_Dzpe,102.61364083130125
LogEE_Dzse,102.96589217939128
PEOE_VSA10,28.22851544154929
PEOE_VSA11,5.428790391900541
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.428790391900541
SlogP_VSA2,46.46064309762323
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,17.9021791607844
SlogP_VSA6,45.609890531894834
SlogP_VSA7,5.022633313741326
SlogP_VSA8,22.292943266678478
SlogP_VSA9,0.0
SpAD_Dzare,203.93065770347096
SpAbs_Dzpe,203.75451125110322
SpAbs_Dzse,204.4956189011312
SpDiam_DzZ,143.66100765400142
SpDiam_Dzi,146.51277300491336
SpDiam_Dzm,143.65855325017375
SpDiam_Dzp,188.4337449000042
SpDiam_Dzv,168.56163621220233
SpMAD_Dzpe,7.3260113035151875
SpMAD_Dzse,7.351135643925043
SpMax_Dzpe,102.61364083130125
SpMax_Dzse,102.96589217939128
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6428571428571429
AETA_eta_BR,0.031969016488177966
AETA_eta_FL,0.24599173118095216
AETA_eta_RL,0.4772528964537183
DetourIndex,4165
EState_VSA1,17.450662825810234
EState_VSA2,28.22851544154929
EState_VSA3,29.115114325973902
EState_VSA4,12.611123474374185
EState_VSA5,6.06636706846161
EState_VSA6,24.26546827384644
EState_VSA7,11.947581713527669
EState_VSA8,0.0
EState_VSA9,16.018090827285864
ETA_beta_ns,17.5
ETA_shape_p,0.1918250268913589
ETA_shape_x,0.0
ETA_shape_y,0.4442452491932593
GhoseFilter,True
LogEE_Dzare,102.00812311430876
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,202.49914570477188
SpDiam_Dzpe,144.19396170098184
SpDiam_Dzse,144.66915876773146
SpMAD_Dzare,7.283237775123963
SpMax_Dzare,102.00812311430876
TopoPSA(NO),94.14
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,6.001549744897959
VSA_EState9,58.53002812162429
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.625
EState_VSA10,20.11411936859394
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.025680272108843574
FilterItLogS,-4.682389785170778
SpDiam_Dzare,143.29149615456083
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.6358134920634921
ETA_epsilon_2,0.8756802721088431
ETA_epsilon_3,0.4435897435897435
ETA_epsilon_4,0.5599846390168968
ETA_epsilon_5,0.8199692780337939
AETA_beta_ns_d,0.07142857142857142
ETA_dEpsilon_A,0.19222374847374862
ETA_dEpsilon_B,0.07582885304659537
ETA_dEpsilon_C,-0.11639489542715326
ETA_dEpsilon_D,0.0557109940750492
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7857142857142857
MDEDescriptor,"0.0,1.485819381866978,1.727737470998619,0.0,7.685771027283506,25.01545141080289,0.0,19.67412829158369,0.0,0.0,1.1209296685767722,0.9457416090031758,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,57.58585999999997
BCUTDescriptor,"11.994290694912234,34.968853907359275,-0.39068174187897187,0.19357947950678756,5.565699260727892,11.430822015010099"
BPolDescriptor,27.13814
TPSADescriptor,94.14
ALOGPDescriptor,"3.055200000000001,9.334247040000006,98.70870000000001"
XLogPDescriptor,3.951000000000001
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,401.10300057999996
ChiPathDescriptor,"19.99927104214099,13.363081100704115,12.702551522961787,10.728558902537266,9.773819949190127,7.629641983211031,5.751796601829555,4.0555836645381005,15.979366879031893,9.384956614415138,7.619324419136124,5.622540721162953,4.12891785977037,2.8886220814871018,1.7323394269404762,1.028845242218655"
ChiChainDescriptor,"0.0,0.0,0.0,0.2522911917955175,0.6337680671083434,0.0,0.0,0.0,0.1132559926341463,0.21906513893553572"
AtomCountDescriptor,48
BondCountDescriptor,31
SmallRingDescriptor,"4,3,3,2,0,0,0,4,0,0,0"
ChiClusterDescriptor,"2.264323615925144,0.0,0.6322764953573226,0.0,1.115349779640405,0.0,0.2079783587847147,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,12,3,2,2,1,0"
ZagrebIndexDescriptor,154.0
LargestChainDescriptor,13
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"57.327853291989854,2.0474233318567805,19.257064652420652,13.490432661951436,3.21353075861288"
FractionalPSADescriptor,0.23470280667028764
WienerNumbersDescriptor,"1843.0,52.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.306985919489268,9.630042602077985,14.200441929243432,2.261476290105453,3.167744860983984,3.9147834411502425"
FractionalCSP3Descriptor,0.2857142857142857
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,3,0,0,6,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,19
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.240374609781476,8.625708884688091,4.1259765625"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1845.07
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.2857142857142857
AutocorrelationDescriptorMass,"39.94527538682999,35.44286830177481,54.22100887082784,64.22051905981493,68.51966198814588"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.5709411707774653,-0.17077775290466346,-0.04088887251821469,-0.23441178295866025,0.23715408363823706"
EccentricConnectivityIndexDescriptor,553
AutocorrelationDescriptorPolarizability,"2131.247997399142,2582.832003361198,3802.3121806603463,4185.266371103583,3905.2361847498255"
