DLiP-ID,C002I7
DLiP-Mol-ID,31360
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H19NO/c1-2-6-14(16)15-13-10-5-8-11-7-3-4-9-12(11)13/h5,8,10H,2-4,6-7,9H2,1H3,(H,15,16)"
Standard Inchi Key(RDKit),PEHCVQFCZRTAQG-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCCC(=O)Nc1cccc2c1CCCC2
SMILES(SDF),
MW(SDF),
MW(RDKit),217.312
MW Monoisotopic(RDKit),217.146664228
MolLogP(RDKit),3.304
XLogP(SDF),
XLogP(CDK),3.349
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),1
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),29.1
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),16
QED Weighted(RDKit),0.826539457354552
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Importin subunit beta-1/Snurportin-1
Common Target Pref Name,Importin subunit beta-1/Snurportin-1
RDKit Descriptors
Ipc,5693.383949560939
qed,0.8265394573545516
Chi0,11.380468888623982
Chi1,7.808861750289881
TPSA,29.1
Chi0n,9.882939785152027
Chi0v,9.882939785152027
Chi1n,6.215908034054594
Chi1v,6.215908034054594
Chi2n,4.4485334724738275
Chi2v,4.4485334724738275
Chi3n,3.147080825865259
Chi3v,3.147080825865259
Chi4n,2.338203339058766
Chi4v,2.338203339058766
MolMR,66.62170000000003
MolWt,217.31199999999993
fr_SH,0
Kappa1,11.183630372729114
Kappa2,5.149981998527831
Kappa3,2.4344087304088493
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,384.32177325765275
MolLogP,3.304000000000002
NOCount,2
