DLiP-ID,T000ZP
SaaN,3.858674446906921
SaaO,0
SaaS,1.1023892747772615
Sare,59.876000000000005
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,10.531957493449397
SssS,0
StCH,0
StsC,0
TIC0,104.7046966192033
TIC1,230.58339750231923
TIC2,297.65854823434756
TIC3,317.6585482343476
TIC4,321.6585482343476
TIC5,321.6585482343476
Vabc,414.1945887200671
WPol,49
apol,67.15341099999999
bpol,40.18258900000003
nRot,7
ABCGG,18.80182141405353
ATS0Z,1640.0
ATS0d,199.0
ATS0i,9873.038988897324
ATS0m,6489.908240000001
ATS0p,91.03636843092298
ATS0s,300.9200960219479
ATS0v,13051.934925817219
ATS1Z,1731.0
ATS1d,252.0
ATS1i,9403.532762409506
ATS1m,6607.065306000002
ATS1p,112.81626034000001
ATS1s,198.6604938271605
ATS1v,16446.543954704983
ATS2Z,2665.0
ATS2d,395.0
ATS2i,17650.285735582995
ATS2m,10005.209414000003
ATS2p,171.07317270133902
ATS2s,356.44135802469134
ATS2v,24168.33098422113
ATS3Z,2670.0
ATS3d,439.0
ATS3i,23670.460446648667
ATS3m,9635.950815000002
ATS3p,192.11830465607397
ATS3s,408.4351851851851
ATS3v,26468.54035001448
ATS4Z,2514.0
ATS4d,416.0
ATS4i,24359.560407060206
ATS4m,8866.235012000003
ATS4p,190.06058593413104
ATS4s,492.2314814814814
ATS4v,26130.114866705895
ATS5Z,2309.0
ATS5d,393.0
ATS5i,24557.04434475779
ATS5m,8056.752831000002
ATS5p,184.90688889862102
ATS5s,484.32716049382714
ATS5v,24466.822682029488
ATS6Z,2076.0
ATS6d,368.0
ATS6i,23063.415146088788
ATS6m,7287.310044999998
ATS6p,167.07733041371498
ATS6s,366.8888888888888
ATS6v,21710.58641442807
ATS7Z,2038.0
ATS7d,334.0
ATS7i,20975.26563130063
ATS7m,7369.069625999999
ATS7p,146.52704542511097
ATS7s,365.5061728395061
ATS7v,19439.014596306195
ATS8Z,2009.0
ATS8d,317.0
ATS8i,17967.345606547977
ATS8m,7377.343798999998
ATS8p,134.785000350074
ATS8s,335.67283950617286
ATS8v,18933.607173758035
C1SP1,0
C1SP2,3
C1SP3,6
C2SP1,0
C2SP2,7
C2SP3,3
C3SP2,0
C3SP3,1
C4SP3,0
FCSP3,0.45454545454545453
GGI10,0.1601897765534129
JGI10,0.005932954687163441
JGT10,0.44720355917807686
Kier1,26.074074074074073
Kier2,12.3008
Kier3,6.816568047337278
MAXdO,12.355257056753409
MID_C,45.72787422325483
MID_N,10.244859859432683
MID_O,9.281922220694954
MID_X,0.0
MID_h,21.524286566166417
MINdO,11.926750536509818
MPC10,164
MWC01,36.0
MWC02,5.153291594497779
MWC03,5.998936561946683
MWC04,6.8679744089702925
MWC05,7.7279755421055585
MWC06,8.599141774063405
MWC07,9.464905067965136
MWC08,10.33724852979914
MWC09,11.206278014631144
MWC10,12.079630351477787
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,1
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,2.26
SRW02,4.290459441148391
SRW03,0.0
SRW04,5.60947179518496
SRW05,3.044522437723423
SRW06,7.105786129481271
SRW07,5.351858133476067
SRW08,8.67812085552252
SRW09,7.3796321526095525
SRW10,10.291569105033412
SaaCH,9.125553560710484
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.510626102757735
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.8508915547132347
SdssS,0
SsCH3,1.8218725830471376
SsNH2,5.552550489758545
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.7507063770872766
SssPH,0
SssSe,0
SsssB,0
SsssN,3.7823503632348956
SsssP,0
VE1_A,4.6418961443077285
VE1_D,5.643541663372101
VE2_A,0.14066351952447662
VE2_D,0.17101641404157883
VE3_A,2.7290454030256552
VE3_D,2.9244342914000763
VR1_A,458.9415793613815
VR1_D,222.23045086146294
VR2_A,13.907320586708531
VR2_D,6.734256086710999
VR3_A,7.322845392352659
VR3_D,6.5976373788693286
WPath,3969
Xc-3d,2.16932215783458
Xc-4d,0.0
Xc-5d,0.48330202033776404
Xc-6d,0.0
Xp-0d,23.37166824125719
Xp-1d,15.939892043425118
Xp-2d,14.327185190254367
Xp-3d,12.065802204743264
Xp-4d,9.730021279433142
Xp-5d,7.207781409566013
Xp-6d,4.8428843231604795
Xp-7d,3.63727620173783
ZMIC0,108.03503852576729
ZMIC1,47.28208348305848
ZMIC2,31.960148143160243
ZMIC3,28.605212761763354
ZMIC4,28.344753388722786
ZMIC5,28.344753388722786
nAcid,0
nAtom,60
nBase,0
nRing,4
piPC1,3.817712325956905
piPC2,4.314149212270796
piPC3,4.771743385813907
piPC4,5.206407648614333
piPC5,5.508122353423066
piPC6,5.648534000425722
piPC7,5.900582050630809
piPC8,6.131226489483141
piPC9,6.309804635405779
AATS0Z,27.333333333333332
AATS0d,3.316666666666667
AATS0i,164.5506498149554
AATS0m,108.16513733333335
AATS0p,1.5172728071820496
AATS0s,5.015334933699132
AATS0v,217.53224876362032
AATS1Z,27.476190476190474
AATS1d,4.0
AATS1i,149.26242480015088
AATS1m,104.87405247619051
AATS1p,1.7907342911111113
AATS1s,3.1533411718596907
AATS1v,261.0562532492854
AATS2Z,23.794642857142858
AATS2d,3.5267857142857144
AATS2i,157.59183692484817
AATS2m,89.33222691071431
AATS2p,1.5274390419762411
AATS2s,3.1825121252204585
AATS2v,215.7886695019744
AATS3Z,18.163265306122447
AATS3d,2.9863945578231292
AATS3i,161.0235404533923
AATS3m,65.55068581632655
AATS3p,1.3069272425583263
AATS3s,2.778470647518266
AATS3v,180.0580976191461
AATS4Z,16.649006622516556
AATS4d,2.7549668874172184
AATS4i,161.32159209973645
AATS4m,58.71678815894042
AATS4p,1.2586793770472255
AATS4s,3.25981113563895
AATS4v,173.0471183225556
AATS5Z,15.19078947368421
AATS5d,2.585526315789474
AATS5i,161.55950226814335
AATS5m,53.004952835526325
AATS5p,1.2164926901225066
AATS5s,3.186362897985705
AATS5v,160.96593869756242
AATS6Z,14.619718309859154
AATS6d,2.591549295774648
AATS6i,162.41841652175202
AATS6m,51.31908482394365
AATS6p,1.1766009184064434
AATS6s,2.583724569640062
AATS6v,152.89145362273288
AATS7Z,16.174603174603174
AATS7d,2.6507936507936507
AATS7i,166.4703621531796
AATS7m,58.48467957142856
AATS7p,1.162913058929452
AATS7s,2.900842641583382
AATS7v,154.27789362147774
AATS8Z,18.431192660550458
AATS8d,2.908256880733945
AATS8i,164.83803308759613
AATS8m,67.68205320183485
AATS8p,1.236559636239211
AATS8s,3.079567334919017
AATS8v,173.70281810787188
AMID_C,1.3856931582804495
AMID_N,0.31045029877068736
AMID_O,0.2812703703240895
AMID_X,0.0
AMID_h,0.652251108065649
ATS0dv,484.44444444444446
ATS0pe,385.76739999999995
ATS0se,473.80048899999986
ATS1dv,456.33333333333337
ATS1pe,418.578
ATS1se,499.26296399999984
ATS2dv,636.0
ATS2pe,734.2639999999999
ATS2se,890.3436719999996
ATS3dv,544.6666666666666
ATS3pe,927.4740000000002
ATS3se,1146.0037399999999
ATS4dv,538.3333333333334
ATS4pe,964.3628000000001
ATS4se,1189.3654579999998
ATS5dv,512.0
ATS5pe,947.6937
ATS5se,1179.8845740000002
ATS6dv,458.33333333333326
ATS6pe,858.7713000000001
ATS6se,1076.7984040000001
ATS7dv,510.0
ATS7pe,770.8096000000002
ATS7se,964.2323479999998
ATS8dv,454.66666666666663
ATS8pe,689.0214000000002
ATS8se,852.2049400000001
ATSC0Z,598.3333333333335
ATSC0c,1.71291967573659
ATSC0d,35.64999999999999
ATSC0i,93.6364588921056
ATSC0m,2752.4464349333334
ATSC0p,15.876691615340984
ATSC0s,113.71885573845452
ATSC0v,2931.297064683289
ATSC1Z,37.24999999999996
ATSC1c,-1.1825674647984652
ATSC1d,11.017500000000007
ATSC1i,-20.36188441451262
ATSC1m,174.40821592000026
ATSC1p,-0.47862808628755865
ATSC1s,-4.792875800182898
ATSC1v,-3.111455449535427
ATSC2Z,121.9444444444444
ATSC2c,0.5510950389827597
ATSC2d,-2.979999999999995
ATSC2i,2.076198138102078
ATSC2m,540.6523091244449
ATSC2p,1.2815312436024544
ATSC2s,23.317138012498084
ATSC2v,116.9129621001573
ATSC3Z,-48.75000000000003
ATSC3c,-0.06623262630013893
ATSC3d,-15.492499999999993
ATSC3i,-15.913902208619684
ATSC3m,-218.0968890533332
ATSC3p,-2.6181651429242576
ATSC3s,-13.876485768175588
ATSC3v,-31.430223135417496
ATSC4Z,-243.63888888888883
ATSC4c,-0.5968050223376437
ATSC4d,-11.102500000000001
ATSC4i,-4.664709864577729
ATSC4m,-1140.0120715822222
ATSC4p,-3.5073013972771743
ATSC4s,-42.226478528425545
ATSC4v,-1072.7661392236641
ATSC5Z,-143.77777777777774
ATSC5c,0.8413801443259219
ATSC5d,4.919999999999998
ATSC5i,8.443117579479088
ATSC5m,-672.3237209644442
ATSC5p,-1.271285412906942
ATSC5s,-7.529405959457397
ATSC5v,-692.4788480014313
ATSC6Z,57.94444444444448
ATSC6c,-0.6182755979194112
ATSC6d,8.795
ATSC6i,-33.96469893619819
ATSC6m,248.53413999111092
ATSC6p,-2.8665383133586597
ATSC6s,-15.153635307117822
ATSC6v,-315.7161720621026
ATSC7Z,229.66666666666666
ATSC7c,0.19443605518568285
ATSC7d,7.135000000000001
ATSC7i,2.3812883350894647
ATSC7m,1079.7981348399996
ATSC7p,1.9008327374154492
ATSC7s,49.56687185642433
ATSC7v,949.2602397887256
ATSC8Z,172.19444444444443
ATSC8c,0.16402958149713714
ATSC8d,-3.3474999999999984
ATSC8i,18.747452070504437
ATSC8m,797.9694367377778
ATSC8p,2.3312200006404287
ATSC8s,2.249319939795763
ATSC8v,833.6953414020371
AXp-0d,0.7082323709471876
AXp-1d,0.44277477898403106
AXp-2d,0.2865437038050873
AXp-3d,0.18562772622681945
AXp-4d,0.1201237194991746
AXp-5d,0.07750302590931196
AXp-6d,0.0484288432316048
AXp-7d,0.03135582932532612
GATS1Z,0.7411195118716009
GATS1c,1.7522139934664036
GATS1d,0.8406242347336318
GATS1i,1.4615318961067534
GATS1m,0.7437062627513765
GATS1p,1.079180336955247
GATS1s,0.604572355532373
GATS1v,0.9980971298807808
GATS2Z,0.8121891165937125
GATS2c,0.9361808422902764
GATS2d,1.211681025846524
GATS2i,1.1268767230856969
GATS2m,0.8152606560060194
GATS2p,0.9711095342571971
GATS2s,0.5144301027579803
GATS2v,0.9504235161237373
GATS3Z,0.9971405832527995
GATS3c,1.0861841944575088
GATS3d,1.2609363521004477
GATS3i,1.0862472674850028
GATS3m,0.9962666670195783
GATS3p,1.0654245471395412
GATS3s,0.82712150861271
GATS3v,0.9935445950724934
GATS4Z,1.0001125274400928
GATS4c,1.1556077259443038
GATS4d,1.0740923065491397
GATS4i,0.9919386945149317
GATS4m,1.0151166548892587
GATS4p,0.9730940661369488
GATS4s,1.3568806045969521
GATS4v,1.1029450117055535
GATS5Z,0.9925597419733175
GATS5c,0.633092808062825
GATS5d,0.8166014615782093
GATS5i,0.8827334520724763
GATS5m,1.00279818289505
GATS5p,0.9710133238224098
GATS5s,1.1560609127873014
GATS5v,1.0888625340968654
GATS6Z,0.8589940758758678
GATS6c,0.8120613683009074
GATS6d,0.8391442624893825
GATS6i,1.075683915158266
GATS6m,0.8715698810728463
GATS6p,1.0204014319660928
GATS6s,0.8907061768557215
GATS6v,1.0659401520664311
GATS7Z,0.8072489720122031
GATS7c,0.8308300734337296
GATS7d,0.9062980030721969
GATS7i,0.9497001494164771
GATS7m,0.8058818995756447
GATS7p,0.8976928513413169
GATS7s,0.4493409216592995
GATS7v,0.8418039655321163
GATS8Z,0.7305077815542663
GATS8c,1.1023373509487433
GATS8d,1.1539302855231162
GATS8i,0.8759247538210608
GATS8m,0.7391444275510625
GATS8p,0.8032440865373024
GATS8s,0.8990692344986652
GATS8v,0.8015713585244132
MATS1Z,0.059291683247114924
MATS1c,-0.6575058622612752
MATS1d,0.2943297936285316
MATS1i,-0.2071017112395239
MATS1m,0.060347427900073115
MATS1p,-0.028711036511810947
MATS1s,-0.040139725198432986
MATS1v,-0.0010109145674867387
MATS2Z,0.10918225228810179
MATS2c,0.17235454140158726
MATS2d,-0.04478060508916042
MATS2i,0.011878375322119931
MATS2m,0.10522826599871557
MATS2p,0.043241665922619514
MATS2s,0.10984391158486513
MATS2v,0.0213666314263492
MATS3Z,-0.033255642089704975
MATS3c,-0.015782249105662133
MATS3d,-0.17737642041388782
MATS3i,-0.06936902960754907
MATS3m,-0.03234182408031919
MATS3p,-0.06730865974710089
MATS3s,-0.04980591569738441
MATS3v,-0.004376445723913045
MATS4Z,-0.16179970115663445
MATS4c,-0.13844260874437
MATS4d,-0.12374724835830328
MATS4i,-0.01979492945844384
MATS4m,-0.16457538404975006
MATS4p,-0.08777834375366432
MATS4s,-0.14754574411734134
MATS4v,-0.1454184552694956
MATS5Z,-0.09485412696085613
MATS5c,0.19389335407012884
MATS5d,0.054477005979183576
MATS5i,0.03559307571303291
MATS5m,-0.09642002079230028
MATS5p,-0.03160754151201633
MATS5s,-0.02613580581746675
MATS5v,-0.09325118118463682
MATS6Z,0.04091961238181178
MATS6c,-0.15251340392020646
MATS6d,0.10424115520613163
MATS6i,-0.15326595442042143
MATS6m,0.03815312226081532
MATS6p,-0.0762887760993822
MATS6s,-0.056305038020182024
MATS6v,-0.04550927337597343
MATS7Z,0.18278286244860054
MATS7c,0.05405308784701364
MATS7d,0.09530488212115144
MATS7i,0.012110099416934276
MATS7m,0.18681184181936733
MATS7p,0.057011779803904
MATS7s,0.20755812357863418
MATS7v,0.1542077365886211
MATS8Z,0.15841660064910168
MATS8c,0.052712053010828146
MATS8d,-0.05168753297219397
MATS8i,0.11021025901166025
MATS8m,0.15958502431036165
MATS8p,0.08082542625474094
MATS8s,0.010887884484811098
MATS8v,0.15655692913416563
MAXaaN,3.858674446906921
MAXaaS,1.1023892747772615
MAXssO,5.401620958826357
MINaaN,3.858674446906921
MINaaS,1.1023892747772615
MINssO,5.130336534623039
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,11
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,42.94620879186808
SpAD_D,501.5010609888563
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.040838002683862
SssNH2,0
SsssAs,0
SsssCH,-0.48703400232209915
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1011
TMWC10,146.4353818454569
TSRW10,84.75142005017959
VE1_Dt,5.676858445998725
VE2_Dt,0.17202601351511287
VE3_Dt,2.9303204577013435
VR1_Dt,219.966007652986
VR2_Dt,6.66563659554503
VR3_Dt,6.587395492218548
Xc-3dv,1.0734221730448534
Xc-4dv,0.0
Xc-5dv,0.13693692341768726
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.5723811607728722
Xch-7d,0.6662059655800578
Xp-0dv,19.17617673203362
Xp-1dv,11.7520983138048
Xp-2dv,8.981141779965215
Xp-3dv,6.578415018908268
Xp-4dv,4.602799811106764
Xp-5dv,2.9420656681639556
Xp-6dv,1.6728580819329757
Xp-7dv,1.0581826310139513
Xpc-4d,5.1043896576760375
Xpc-5d,7.453861119663537
Xpc-6d,9.871979926954241
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,63
nFRing,0
nHBAcc,9
nHBDon,2
nHRing,3
nSpiro,0
naRing,2
piPC10,6.580639137284949
AATS0dv,8.074074074074074
AATS0pe,6.429456666666666
AATS0se,7.896674816666664
AATS1dv,7.243386243386244
AATS1pe,6.644095238095238
AATS1se,7.92480895238095
AATS2dv,5.678571428571429
AATS2pe,6.555928571428571
AATS2se,7.949497071428568
AATS3dv,3.7052154195011333
AATS3pe,6.309346938775511
AATS3se,7.795943809523808
AATS4dv,3.5651214128035322
AATS4pe,6.386508609271524
AATS4se,7.876592437086091
AATS5dv,3.3684210526315788
AATS5pe,6.234826973684211
AATS5se,7.762398513157896
AATS6dv,3.2276995305164315
AATS6pe,6.0476852112676065
AATS6se,7.583087352112677
AATS7dv,4.0476190476190474
AATS7pe,6.117536507936509
AATS7se,7.652637682539681
AATS8dv,4.171253822629969
AATS8pe,6.321297247706424
AATS8se,7.8183939449541295
AATSC0Z,9.972222222222225
AATSC0c,0.028548661262276502
AATSC0d,0.5941666666666665
AATSC0i,1.56060764820176
AATSC0m,45.87410724888889
AATSC0p,0.26461152692234974
AATSC0s,1.8953142623075754
AATSC0v,48.85495107805482
AATSC1Z,0.5912698412698406
AATSC1c,-0.018770912139658178
AATSC1d,0.1748809523809525
AATSC1i,-0.32320451451607335
AATSC1m,2.768384379682544
AATSC1p,-0.0075972712109136295
AATSC1s,-0.0760773936536968
AATSC1v,-0.04938818173865757
AATSC2Z,1.0887896825396821
AATSC2c,0.004920491419488926
AATSC2d,-0.026607142857142812
AATSC2i,0.01853748337591141
AATSC2m,4.827252760039686
AATSC2p,0.011442243246450486
AATSC2s,0.20818873225444717
AATSC2v,1.0438657330371188
AATSC3Z,-0.3316326530612247
AATSC3c,-0.0004505620836744145
AATSC3d,-0.10539115646258498
AATSC3i,-0.1082578381538754
AATSC3m,-1.4836523064852598
AATSC3p,-0.017810647230777264
AATSC3s,-0.09439786236854142
AATSC3v,-0.21381104173753399
AATSC4Z,-1.613502575423105
