DLiP-ID,T001QX
DLiP-Mol-ID,17591
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C27H42N4O2/c1-19(28-2)26(32)30-25(22-11-7-4-8-12-22)27(33)29-23-17-21-13-14-24(23)31(18-21)16-15-20-9-5-3-6-10-20/h3,5-6,9-10,19,21-25,28H,4,7-8,11-18H2,1-2H3,(H,29,33)(H,30,32)/t19-,21-,23-,24+,25-/m0/s1"
Standard Inchi Key(RDKit),GBQXNBCXOOCMBG-GILAWRQCSA-N
Canonical SMILES(RDKit),CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1C[C@@H]2CC[C@H]1N(CCc1ccccc1)C2)C1CCCCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),454.659
MW Monoisotopic(RDKit),454.330776584
MolLogP(RDKit),2.8712
XLogP(SDF),
XLogP(CDK),3.923
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),73.47
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.536509230434113
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,XIAP/Caspase9 or SMAC (BIR3 domanin)
Common Target Pref Name,XIAP/SMAC
RDKit Descriptors
Ipc,37227116.39058986
qed,0.5365092304341129
Chi0,23.208531534440652
Chi1,16.046045193307766
TPSA,73.47
Chi0n,20.39273773056559
Chi0v,20.39273773056559
Chi1n,13.108270347438333
Chi1v,13.108270347438333
Chi2n,10.486754005937817
Chi2v,10.486754005937817
Chi3n,8.27006702776493
Chi3v,8.27006702776493
Chi4n,6.188063050966141
Chi4v,6.188063050966141
MolMR,131.80610000000004
MolWt,454.6590000000004
fr_SH,0
Kappa1,24.21238114130795
Kappa2,11.476084251466624
Kappa3,6.154157721330643
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,779.585849824096
MolLogP,2.8712000000000026
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.397675019964845
SMR_VSA1,9.589074368143644
SMR_VSA2,0.0
SMR_VSA3,20.850275542869472
SMR_VSA4,11.835812092322787
SMR_VSA5,88.87849512261657
SMR_VSA6,20.13718479450234
SMR_VSA7,35.89528683400505
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,198.81015848235307
NHOHCount,3
PEOE_VSA1,15.950365812018994
PEOE_VSA2,14.488984098994122
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,49.59430021108608
PEOE_VSA7,69.89560250394366
PEOE_VSA8,25.17319447012107
PEOE_VSA9,6.041840829147961
RingCount,5
SMR_VSA10,11.814359458703011
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,454.330776584
NumHDonors,3
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,11.814359458703011
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,15.950365812018994
SlogP_VSA2,61.01881730064767
SlogP_VSA3,16.009895991069655
SlogP_VSA4,11.835812092322787
SlogP_VSA5,63.853761674795706
SlogP_VSA6,30.33183534230805
