DLiP-ID,C001DT
AATS4s,2.7339506172839503
AATS4v,171.04254910687348
AATS5Z,14.473118279569892
AATS5d,2.2688172043010755
AATS5i,159.42610133082124
AATS5m,51.51043760215053
AATS5p,1.1755967240470537
AATS5s,3.2455197132616487
AATS5v,157.76710548518224
AATS6Z,11.395604395604396
AATS6d,1.978021978021978
AATS6i,167.64432991409473
AATS6m,38.01019065934066
AATS6p,1.0220232239628682
AATS6s,3.3663003663003668
AATS6v,134.91744201247909
AATS7Z,11.728813559322035
AATS7d,2.0508474576271185
AATS7i,157.52375603877184
AATS7m,38.84902786440678
AATS7p,1.2347599967345593
AATS7s,2.7796610169491527
AATS7v,155.159407038538
AATS8Z,6.666666666666667
AATS8d,1.6470588235294117
AATS8i,163.53671573406046
AATS8m,18.715509725490197
AATS8p,0.9861542084172941
AATS8s,1.9673202614379086
AATS8v,108.14688058841176
AMID_C,1.6823118644429118
AMID_N,0.12221431431003676
AMID_O,0.19044090580440615
AMID_X,0.0
AMID_h,0.31265522011444286
ATS0dv,228.0
ATS0pe,212.7263
ATS0se,264.226696
ATS1dv,226.0
ATS1pe,229.163
ATS1se,275.30044399999997
ATS2dv,295.0
ATS2pe,378.47010000000006
ATS2se,461.71676
ATS3dv,259.0
ATS3pe,479.24519999999995
ATS3se,588.9860199999999
ATS4dv,291.0
ATS4pe,539.7959999999999
ATS4se,672.7445600000001
ATS5dv,297.0
ATS5pe,557.4515000000001
ATS5se,697.6351080000001
ATS6dv,189.0
ATS6pe,555.8885
ATS6se,704.337384
ATS7dv,105.0
ATS7pe,346.679
ATS7se,436.18614399999996
ATS8dv,24.0
ATS8pe,279.736
ATS8se,362.21281600000003
ATSC0Z,251.14285714285714
ATSC0c,0.6824803490509842
ATSC0d,20.571428571428573
ATSC0i,49.662081953536934
ATSC0m,1198.0009644
ATSC0p,8.231540958165542
ATSC0s,55.98888888888889
ATSC0v,1810.28014347009
ATSC1Z,4.3673469387755
ATSC1c,-0.3910054565973678
ATSC1d,8.755102040816327
ATSC1i,-4.773244268771621
ATSC1m,22.091576359999756
ATSC1p,0.0660264683505033
ATSC1s,-5.171111111111109
ATSC1v,25.42953070215119
ATSC2Z,46.97959183673468
ATSC2c,0.0472344725140273
ATSC2d,-1.5102040816326525
ATSC2i,-13.099744541046439
ATSC2m,216.17065015999975
ATSC2p,-0.3995815470247416
ATSC2s,22.08444444444444
ATSC2v,16.832156037947957
ATSC3Z,-111.2857142857143
ATSC3c,0.015813837266955167
ATSC3d,-9.999999999999995
ATSC3i,21.32052039491575
ATSC3m,-528.7945214800003
ATSC3p,-0.27500796454136356
ATSC3s,-12.036666666666667
ATSC3v,-407.0564481034298
ATSC4Z,-72.93877551020408
ATSC4c,-0.13271747291368483
ATSC4d,-12.755102040816324
ATSC4i,-24.73099457239161
ATSC4m,-354.80443159999993
ATSC4p,-4.006937769407908
ATSC4s,-8.944444444444445
ATSC4v,-778.4019382965021
ATSC5Z,88.44897959183673
ATSC5c,0.3398002251394409
ATSC5d,-2.4897959183673475
ATSC5i,-30.32095447428984
ATSC5m,403.23807908000003
ATSC5p,-4.322305553765784
ATSC5s,26.886666666666667
ATSC5v,-260.37130492878686
ATSC6Z,-58.71428571428573
ATSC6c,-0.25064607014450985
ATSC6d,3.999999999999999
ATSC6i,37.53278225293458
ATSC6m,-244.88791063999997
ATSC6p,6.5178153422830665
ATSC6s,-47.77666666666667
ATSC6v,832.5417283827547
ATSC7Z,-94.89795918367348
ATSC7c,0.014758972753698717
ATSC7d,-3.591836734693877
ATSC7i,-9.126028612476667
ATSC7m,-453.11922175999996
ATSC7p,-2.2035296100134008
ATSC7s,-10.023333333333333
ATSC7v,-608.7742195934522
ATSC8Z,-37.26530612244897
ATSC8c,-0.032824564939957085
ATSC8d,0.9387755102040807
ATSC8i,-9.4153236268536
ATSC8m,-181.2016282399997
ATSC8p,-1.568480631418136
ATSC8s,-2.743333333333334
ATSC8v,-360.7832900139389
AXp-0d,0.7289419924794521
AXp-1d,0.45222232383552713
AXp-2d,0.29834145993427985
AXp-3d,0.18401266252153595
AXp-4d,0.11897580621912243
AXp-5d,0.08442851298745457
AXp-6d,0.050497622790485946
AXp-7d,0.03385313308812608
GATS1Z,0.8649349007710784
GATS1c,1.549071105086265
GATS1d,0.8034336419753085
GATS1i,1.2431899078837374
GATS1m,0.8693716693054776
GATS1p,1.0671840685878033
GATS1s,0.7365879473440496
GATS1v,0.9987686926657221
GATS2Z,0.804518920531901
GATS2c,0.8637878391083973
GATS2d,1.4224726775956282
GATS2i,1.2564962193405298
GATS2m,0.812678492397501
GATS2p,1.0433584643381195
GATS2s,0.369584454370663
GATS2v,0.9847520701902063
GATS3Z,1.1586513600165478
GATS3c,1.124904488894467
GATS3d,1.4488636363636362
GATS3i,0.9211830465869805
GATS3m,1.1576655960599054
GATS3p,0.9694888337629298
GATS3s,0.894245663048997
GATS3v,1.0432777802698567
GATS4Z,1.0589811654658072
GATS4c,0.9635854362456377
GATS4d,1.3864969135802467
GATS4i,1.1682186024289765
GATS4m,1.0627472598106924
GATS4p,1.1869697407908653
GATS4s,0.9993605433176777
GATS4v,1.1526103156986465
GATS5Z,0.8530465949820789
GATS5c,0.9670658611792354
GATS5d,0.9952210274790919
GATS5i,1.1760293443204162
GATS5m,0.8577563990927063
GATS5p,1.1622129921193423
GATS5s,0.9004656155108435
GATS5v,1.0218099042453204
GATS6Z,1.2042968408156123
GATS6c,1.507163648483816
GATS6d,0.7900641025641025
GATS6i,0.5830026707482664
GATS6m,1.1794486919142804
GATS6p,0.5950777882834792
GATS6s,2.3619504131510483
GATS6v,0.7208515503597306
GATS7Z,1.1645070476851584
GATS7c,1.0033671229598984
GATS7d,0.7563559322033897
GATS7i,1.052870710390697
GATS7m,1.1671523832587682
GATS7p,1.1539645453329983
GATS7s,0.9903767562167636
GATS7v,1.1908984590100762
GATS8Z,1.0259764884338263
GATS8c,0.43347260667608783
GATS8d,0.5023148148148148
GATS8i,0.9907452235229823
GATS8m,1.0345685619883798
GATS8p,1.1018600160410688
GATS8s,0.5172984057683403
GATS8v,1.149975729019149
MATS1Z,0.01690683857919349
MATS1c,-0.5570038674999405
MATS1d,0.41377314814814814
MATS1i,-0.09344461544194532
MATS1m,0.017928133698847024
MATS1p,0.007798345426628025
MATS1s,-0.08979405084783132
MATS1v,0.013657087793009942
MATS2Z,0.10733135642216375
MATS2c,0.039710662090312106
MATS2d,-0.04212204007285973
MATS2i,-0.1513478004173408
MATS2m,0.10353275493217755
MATS2p,-0.02785239141943053
MATS2s,0.22631995028938212
MATS2v,0.005334972315108142
MATS3Z,-0.20141689936911786
MATS3c,0.010532329404958445
MATS3d,-0.22095959595959583
MATS3i,0.19514175106713202
MATS3m,-0.20063518583864745
MATS3p,-0.015185931878535204
MATS3s,-0.09771960526078408
MATS3v,-0.10220830123792869
MATS4Z,-0.11294400202250031
MATS4c,-0.07562466911950375
MATS4d,-0.24112654320987648
MATS4i,-0.19366101101787475
MATS4m,-0.11517478305777709
MATS4p,-0.18930277877633644
MATS4s,-0.062126524222178126
MATS4v,-0.16721824298023938
MATS5Z,0.13254309026630945
MATS5c,0.18737800339281463
MATS5d,-0.04554958183990443
MATS5i,-0.229775141316112
MATS5m,0.1266745777591547
MATS5p,-0.19761477728225707
MATS5s,0.1807258224558124
MATS5v,-0.05412930210448942
MATS6Z,-0.08991861380939882
MATS6c,-0.1412529090471492
MATS6d,0.07478632478632476
MATS6i,0.29067821794913307
MATS6m,-0.07862068624096137
MATS6p,0.3045422561176111
MATS6s,-0.3282015662448288
MATS6v,0.17688331732816184
MATS7Z,-0.22415688089315675
MATS7c,0.012828681195239375
MATS7d,-0.10357815442561202
MATS7i,-0.1090116558570268
MATS7m,-0.22437339060643197
MATS7p,-0.15880120002496514
MATS7s,-0.1062004500489403
MATS7v,-0.19949246541428287
MATS8Z,-0.10183140377880388
MATS8c,-0.033007048840336936
MATS8d,0.031318082788670994
MATS8i,-0.13010925745540652
MATS8m,-0.10380130090993626
MATS8p,-0.13076631482901738
MATS8s,-0.03362595286179565
MATS8v,-0.1367724086202202
MAXsOH,9.434422713529857
MINsOH,9.434422713529857
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,22.582172683858346
SpAD_D,135.32989099280584
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.5064814814814815
SssNH2,0
SsssAs,0
SsssCH,-0.5394444444444446
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,337
TMWC10,108.55846238098353
TSRW10,64.65661316249077
VE1_Dt,4.1736785298398535
VE2_Dt,0.2318710294355474
VE3_Dt,2.0165844533031363
VR1_Dt,87.53922773810528
VR2_Dt,4.863290429894738
VR3_Dt,5.0598736748085615
Xc-3dv,0.5845914629687101
Xc-4dv,0.0
Xc-5dv,0.11402403914604158
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.35006771790139657
Xch-7d,0.3508636646456505
Xp-0dv,10.628584416167335
Xp-1dv,6.004987448926898
Xp-2dv,4.529856525207083
Xp-3dv,3.1943239955917897
Xp-4dv,2.2979839712519228
Xp-5dv,1.3822334089654391
Xp-6dv,0.6126951613947615
Xp-7dv,0.3545953849606564
Xpc-4d,2.7422853021022338
Xpc-5d,4.396116327747923
Xpc-6d,6.719658217168483
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,36
nFRing,0
nHBAcc,2
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,5.694258094739718
AATS0dv,6.514285714285714
AATS0pe,6.077894285714286
AATS0se,7.549334171428572
AATS1dv,6.277777777777778
AATS1pe,6.365638888888889
AATS1se,7.6472345555555545
AATS2dv,4.836065573770492
AATS2pe,6.20442786885246
AATS2se,7.569127213114754
AATS3dv,3.3636363636363638
AATS3pe,6.223963636363636
AATS3se,7.64916909090909
AATS4dv,3.2333333333333334
AATS4pe,5.997733333333333
AATS4se,7.474939555555556
AATS5dv,3.193548387096774
AATS5pe,5.9941021505376355
AATS5se,7.501452774193549
AATS6dv,2.076923076923077
AATS6pe,6.108664835164835
AATS6se,7.739971252747253
AATS7dv,1.7796610169491525
AATS7pe,5.875915254237288
AATS7se,7.392985491525423
AATS8dv,0.47058823529411764
AATS8pe,5.485019607843137
AATS8se,7.102212078431373
AATSC0Z,7.1755102040816325
AATSC0c,0.019499438544313834
AATSC0d,0.5877551020408164
AATSC0i,1.4189166272439124
AATSC0m,34.22859898285714
AATSC0p,0.23518688451901548
AATSC0s,1.5996825396825396
AATSC0v,51.722289813431146
AATSC1Z,0.1213151927437639
AATSC1c,-0.010861262683260216
AATSC1d,0.24319727891156465
AATSC1i,-0.13259011857698946
AATSC1m,0.6136548988888821
AATSC1p,0.0018340685652917582
AATSC1s,-0.14364197530864192
AATSC1v,0.706375852837533
AATSC2Z,0.7701572432251587
AATSC2c,0.000774335614984054
AATSC2d,-0.024757443961191027
AATSC2i,-0.21474991050895803
AATSC2m,3.5437811501639302
AATSC2p,-0.006550517164340026
AATSC2s,0.36204007285974493
AATSC2v,0.27593698422865504
AATSC3Z,-1.4452690166975883
AATSC3c,0.0002053745099604567
AATSC3d,-0.1298701298701298
AATSC3i,0.2768898752586461
AATSC3m,-6.867461317922082
AATSC3p,-0.0035715320070306956
AATSC3s,-0.15632034632034633
AATSC3v,-5.286447377966621
AATSC4Z,-0.8104308390022675
AATSC4c,-0.0014746385879298315
AATSC4d,-0.14172335600907027
AATSC4i,-0.274788828582129
AATSC4m,-3.9422714622222212
AATSC4p,-0.044521530771198976
AATSC4s,-0.09938271604938272
AATSC4v,-8.64891042551669
AATSC5Z,0.9510642966864165
AATSC5c,0.0036537658617144184
AATSC5d,-0.026771999122229544
AATSC5i,-0.326031768540751
AATSC5m,4.33589332344086
AATSC5p,-0.04647640380393316
AATSC5s,0.28910394265232975
AATSC5v,-2.7996914508471704
