DLiP-ID,T0032K
DLiP-Mol-ID,19639
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H25NO6S/c1-30-21-5-4-6-22(31-2)23(21)17-9-7-16(8-10-17)15-20(24(26)27)25-18-11-13-19(14-12-18)32(3,28)29/h4-14,20,25H,15H2,1-3H3,(H,26,27)"
Standard Inchi Key(RDKit),JZMUHLIVNLLPHT-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cccc(OC)c1-c1ccc(CC(Nc2ccc(S(C)(=O)=O)cc2)C(=O)O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),455.532
MW Monoisotopic(RDKit),455.14025852
MolLogP(RDKit),3.8821
XLogP(SDF),
XLogP(CDK),3.811
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),101.93
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.50476425368227
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,11027298.071310062
qed,0.5047642536822704
Chi0,23.302754140504845
Chi1,15.222895216102303
TPSA,101.92999999999999
Chi0n,18.032013349745196
Chi0v,18.848509930672922
Chi1n,9.824084879597521
Chi1v,11.715496417655778
Chi2n,7.270284839053722
Chi2v,9.286020413796571
Chi3n,5.031724381873844
Chi3v,6.160194609100537
Chi4n,3.378537471815956
Chi4v,4.009007984502042
MolMR,123.28430000000004
MolWt,455.53200000000015
fr_SH,0
Kappa1,23.14960133920268
Kappa2,9.739196599554885
Kappa3,5.389239099904501
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1165.9140203745253
MolLogP,3.882100000000002
NOCount,7
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.7910687499442346
SMR_VSA1,27.79258747084156
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,17.358145927591746
SMR_VSA6,25.7921528700728
SMR_VSA7,72.29348924477472
SMR_VSA8,0.0
SMR_VSA9,22.6259266499618
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,187.09335109465283
NHOHCount,2
PEOE_VSA1,19.897041906447136
PEOE_VSA2,0.0
PEOE_VSA3,13.212334168400758
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,47.52510539416365
PEOE_VSA8,18.363977081120975
PEOE_VSA9,24.678530049769837
RingCount,3
SMR_VSA10,21.49394469905291
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,455.14025852
NumHDonors,2
PEOE_VSA10,17.54086449571577
PEOE_VSA11,9.837253136417502
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,14.790514511606428
SlogP_VSA2,46.01083476233592
SlogP_VSA3,21.052611943415332
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,71.6255212285955
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,3
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,2
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,1
EState_VSA1,21.848399253517314
EState_VSA2,11.316305098443785
EState_VSA3,17.186409941251373
EState_VSA4,22.946123658602392
EState_VSA5,12.13273413692322
EState_VSA6,26.352329219478285
EState_VSA7,42.46456947923127
EState_VSA8,5.316788604006331
EState_VSA9,9.473725907600098
SlogP_VSA10,5.687386274683562
SlogP_VSA11,11.49902366656781
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
