DLiP-ID,C001KF
SssO,5.310436330728088
SssS,0
StCH,0
StsC,0
TIC0,61.47775014231992
TIC1,122.12569701907279
TIC2,143.63547202339973
TIC3,155.24511249783654
TIC4,155.24511249783654
TIC5,155.24511249783654
Vabc,235.16828995133147
WPol,30
apol,41.851929999999996
bpol,21.274070000000002
nRot,4
ABCGG,14.42190467960876
ATS0Z,1350.0
ATS0d,130.0
ATS0i,5054.81994274769
ATS0m,5382.265732
ATS0p,66.43713704849
ATS0s,116.0346364883402
ATS0v,8839.666789148654
ATS1Z,1298.0
ATS1d,160.0
ATS1i,5116.878236984401
ATS1m,5080.2951649999995
ATS1p,75.60573108999999
ATS1s,121.2037037037037
ATS1v,10746.010212321964
ATS2Z,1985.0
ATS2d,238.0
ATS2i,8322.705242470329
ATS2m,7710.960176
ATS2p,110.046038402547
ATS2s,185.0679012345679
ATS2v,15283.8654196739
ATS3Z,1745.0
ATS3d,217.0
ATS3i,8617.592103415716
ATS3m,6626.265745
ATS3p,99.555711331396
ATS3s,173.98456790123456
ATS3v,13669.981009211173
ATS4Z,1793.0
ATS4d,201.0
ATS4i,8448.05516195083
ATS4m,6868.127923
ATS4p,91.654419641698
ATS4s,180.78395061728395
ATS4v,12993.265003819492
ATS5Z,1382.0
ATS5d,175.0
ATS5i,8270.048361646728
ATS5m,5182.739883
ATS5p,80.27087680254701
ATS5s,161.2283950617284
ATS5v,11041.317953892445
ATS6Z,1041.0
ATS6d,157.0
ATS6i,7103.755695691067
ATS6m,3791.3070999999995
ATS6p,70.53597593539601
ATS6s,124.97530864197532
ATS6v,9276.881644921592
ATS7Z,1234.0
ATS7d,132.0
ATS7i,6169.748473618444
ATS7m,4756.994123999999
ATS7p,63.638929075094
ATS7s,127.0775034293553
ATS7v,8580.28266322471
ATS8Z,1063.0
ATS8d,126.0
ATS8i,5695.434434317575
ATS8m,4054.261258
ATS8p,63.692735256245
ATS8s,112.17901234567901
ATS8v,8483.950284527858
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,9
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.07142857142857142
GGI10,0.04000000000000001
JGI10,0.003636363636363637
JGT10,0.3600591088820494
Kier1,15.5232
Kier2,6.857142857142857
Kier3,3.298611111111111
MID_C,29.498800932855588
MID_N,8.261346509073114
MID_O,3.9726000508772215
MID_X,0.0
MID_h,16.33006724996294
MPC10,115
MWC01,25.0
MWC02,4.795790545596741
MWC03,5.659482215759621
MWC04,6.543911845564792
MWC05,7.421177528595393
MWC06,8.309676895987726
MWC07,9.191667106710561
MWC08,10.08125709796202
MWC09,10.965729727894512
MWC10,11.855756016028092
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.160000000000001
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.25227342804663
SRW05,3.4339872044851463
SRW06,6.75110146893676
SRW07,5.68697535633982
SRW08,8.334951631422454
SRW09,7.69484807238461
SRW10,9.966509298952284
SaaCH,11.650630539444121
SaaNH,0
SaaSe,0
SaaaC,1.8429084782060976
SaasC,3.177423157917387
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.6314782084397885
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.043204837490552
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.124055898426738
VE1_D,4.625199283444428
VE2_A,0.18745708629212443
VE2_D,0.21023633106565584
VE3_A,2.205294480846798
VE3_D,2.319976818712693
VR1_A,174.7318294820123
VR1_D,124.50528381935857
VR2_A,7.9423558855460135
VR2_D,5.659331082698117
VR3_A,5.951709755997565
VR3_D,5.612805515684601
WPath,1140
Xc-3d,1.2109977206184839
Xc-4d,0.0
Xc-5d,0.21941609682128765
Xc-6d,0.0
Xp-0d,14.940946820939052
Xp-1d,10.830831138144495
Xp-2d,9.579992351027792
Xp-3d,8.441738433778546
Xp-4d,7.397486778625844
Xp-5d,5.1699599232406594
Xp-6d,3.8031829715458985
Xp-7d,2.7995161478075006
ZMIC0,71.57368131786004
ZMIC1,42.13710853857636
ZMIC2,28.365222972541424
ZMIC3,27.054229296672176
ZMIC4,27.054229296672176
ZMIC5,27.054229296672176
nAcid,0
nAtom,32
nBase,0
nRing,4
piPC1,3.58351893845611
piPC2,4.244917420701475
piPC3,4.904348423578298
piPC4,5.5575517380066
piPC5,5.916538933083924
piPC6,6.314255449993583
piPC7,6.727740434680102
piPC8,7.133311542364368
piPC9,7.350368139843764
AATS0Z,42.1875
AATS0d,4.0625
AATS0i,157.96312321086532
AATS0m,168.195804125
AATS0p,2.0761605327653125
AATS0s,3.626082390260631
AATS0v,276.23958716089544
AATS1Z,37.08571428571429
AATS1d,4.571428571428571
AATS1i,146.19652105669718
AATS1m,145.15129042857143
AATS1p,2.160163745428571
AATS1s,3.462962962962963
AATS1v,307.02886320919896
AATS2Z,36.09090909090909
AATS2d,4.327272727272727
AATS2i,151.32191349946052
AATS2m,140.1992759272727
AATS2p,2.000837061864491
AATS2s,3.364870931537598
AATS2v,277.8884621758891
AATS3Z,31.160714285714285
AATS3d,3.875
AATS3i,153.88557327528065
AATS3m,118.32617401785714
AATS3p,1.7777805594892142
AATS3s,3.106867283950617
AATS3v,244.10680373591381
AATS4Z,33.2037037037037
AATS4d,3.7222222222222223
AATS4i,156.4454659620524
AATS4m,127.18755412962963
AATS4p,1.6973040674388518
AATS4s,3.3478509373571104
AATS4v,240.61601858924985
AATS5Z,27.098039215686274
AATS5d,3.4313725490196076
AATS5i,162.15781101268095
AATS5m,101.62235064705882
AATS5p,1.573938760834255
AATS5s,3.1613410796417334
AATS5v,216.4964304684793
AATS6Z,23.133333333333333
AATS6d,3.488888888888889
AATS6i,157.8612376820237
AATS6m,84.25126888888887
AATS6p,1.567466131897689
AATS6s,2.7772290809327846
AATS6v,206.15292544270204
AATS7Z,32.473684210526315
AATS7d,3.473684210526316
AATS7i,162.36180193732747
AATS7m,125.18405589473682
AATS7p,1.6747086598708947
AATS7s,3.3441448270882974
AATS7v,225.79691219012398
AATS8Z,29.52777777777778
AATS8d,3.5
AATS8i,158.20651206437708
AATS8m,112.61836827777778
AATS8p,1.7692426460068056
AATS8s,3.1160836762688615
AATS8v,235.6652856813294
AMID_C,1.3408545878570721
AMID_N,0.37551575041241425
AMID_O,0.18057272958532825
AMID_X,0.0
AMID_h,0.7422757840892246
ATS0dv,330.8888888888889
ATS0pe,213.3814
ATS0se,257.749538
ATS1dv,345.0
ATS1pe,239.36059999999998
ATS1se,283.1839
ATS2dv,493.3333333333333
ATS2pe,376.8809
ATS2se,450.730494
ATS3dv,412.66666666666663
ATS3pe,375.1516
ATS3se,453.637938
ATS4dv,372.33333333333337
ATS4pe,370.174
ATS4se,445.04892
ATS5dv,307.3333333333333
ATS5pe,342.9551
ATS5se,415.01228399999997
ATS6dv,262.33333333333337
ATS6pe,290.0045
ATS6se,355.136524
ATS7dv,275.77777777777777
ATS7pe,255.5873
ATS7se,310.19685300000003
ATS8dv,210.33333333333331
ATS8pe,237.51659999999998
ATS8se,289.33543199999997
ATSC0Z,446.875
ATSC0c,0.9221819406381146
ATSC0d,17.5
ATSC0i,61.788762831361836
ATSC0m,1971.2987195000003
ATSC0p,11.700135650836874
ATSC0s,19.905253343621396
ATSC0v,1502.859233985355
ATSC1Z,17.35546875
ATSC1c,-0.6411784417260077
ATSC1d,7.421875
ATSC1i,-0.8198762115066773
ATSC1m,88.47146742187496
ATSC1p,0.5202538891549789
ATSC1s,-0.8667712218149853
ATSC1v,30.860163358763614
ATSC2Z,46.93359375
ATSC2c,0.2529720272873252
ATSC2d,3.859375
ATSC2i,12.999781615989441
ATSC2m,230.65753435937495
ATSC2p,1.8310275725361196
ATSC2s,1.881445781357168
ATSC2v,231.55380359237924
ATSC3Z,-90.46875
ATSC3c,-0.17139031219152728
ATSC3d,-4.25
ATSC3i,-22.034139247022253
ATSC3m,-386.68986625000014
ATSC3p,-4.131022931920407
ATSC3s,1.6337314600480113
ATSC3v,-257.6750653812311
ATSC4Z,28.5859375
ATSC4c,0.20004610441216847
ATSC4d,-6.65625
ATSC4i,-28.01858772031047
ATSC4m,108.20467534375001
ATSC4p,-4.063925073925788
ATSC4s,-4.572035884987997
ATSC4v,-396.3565879435639
ATSC5Z,-47.39453125
ATSC5c,0.022861288066858075
ATSC5d,-3.828125
ATSC5i,-3.8334370749204174
ATSC5m,-222.84346707812503
ATSC5p,-0.1777787460430188
ATSC5s,-7.7833896631730095
ATSC5v,-181.46560202645784
ATSC6Z,-164.60546875
ATSC6c,-0.36577623867934383
ATSC6d,0.203125
ATSC6i,-21.15171088806477
ATSC6m,-725.5463067968751
ATSC6p,-3.8091469996289797
ATSC6s,0.36719453285751036
ATSC6v,-421.61504092318114
ATSC7Z,202.7109375
ATSC7c,0.35791260835020505
ATSC7d,4.96875
ATSC7i,15.63853320401328
ATSC7m,880.1216219687501
ATSC7p,5.513584798174273
ATSC7s,4.775331013160152
ATSC7v,570.5948042679595
ATSC8Z,23.078125
ATSC8c,-0.054952051163349044
ATSC8d,-0.5625
ATSC8i,13.67440382040193
ATSC8m,129.0319645625
ATSC8p,3.278404788252577
ATSC8s,1.2330260309499312
ATSC8v,434.35088261163946
AXp-0d,0.6791339464063205
AXp-1d,0.4332332455257798
AXp-2d,0.27371406717222263
AXp-3d,0.1758695507037197
AXp-4d,0.11380748890193605
AXp-5d,0.07281633694705154
AXp-6d,0.047539787144323734
AXp-7d,0.031105734975638896
GATS1Z,0.6768591408591409
GATS1c,1.640151590320095
GATS1d,0.5820408163265306
GATS1i,1.0024317321720697
GATS1m,0.6636095729478305
GATS1p,0.7668600575806955
GATS1s,0.8311126934569718
GATS1v,0.7286001808101651
GATS2Z,0.8696554354736173
GATS2c,1.0125193213988504
GATS2d,0.8374025974025973
GATS2i,0.8813681473237683
GATS2m,0.8511085301526543
GATS2p,0.8748608250839822
GATS2s,0.9395781363665487
GATS2v,0.7486367867510998
GATS3Z,1.1712487512487513
GATS3c,1.1926915615811007
GATS3d,1.154591836734694
GATS3i,1.2105648660408508
GATS3m,1.1558978850398354
GATS3p,1.2457009807390098
GATS3s,0.9722882067111822
GATS3v,1.016675805859855
GATS4Z,0.8883294483294483
GATS4c,1.0614039526498114
GATS4d,1.1809523809523808
GATS4i,1.2946534048824234
GATS4m,0.8884623529547744
GATS4p,1.1337302865585814
GATS4s,1.259929770768853
GATS4v,1.0051321200905954
GATS5Z,0.9276621417797888
GATS5c,1.042490566520406
GATS5d,1.0941176470588234
GATS5i,1.0955386679656691
GATS5m,0.9385239148125952
GATS5p,0.8657136797837179
GATS5s,1.3093394601383814
GATS5v,0.9686658753551547
GATS6Z,1.2902937062937063
GATS6c,1.3309856713743633
GATS6d,1.0234920634920632
GATS6i,1.2344137303899645
GATS6m,1.2901821950435812
GATS6p,1.2327513194947806
GATS6s,0.8894927440648637
GATS6v,1.2068722018840519
GATS7Z,0.5567905778432094
GATS7c,0.864215534761384
GATS7d,0.6759398496240602
GATS7i,0.804280250462051
GATS7m,0.5687189366060165
GATS7p,0.5283705526148967
GATS7s,0.9050058994494878
GATS7v,0.6306375662082206
GATS8Z,0.9933488733488733
GATS8c,1.0956496454856661
GATS8d,1.0087301587301587
GATS8i,0.8053797173964938
GATS8m,0.9783825955444079
GATS8p,0.7759016585316674
GATS8s,1.0477021301771399
GATS8v,0.724248382923143
MATS1Z,0.03550849150849151
MATS1c,-0.6356883210838222
MATS1d,0.3877551020408163
MATS1i,-0.012131673678418048
MATS1m,0.04103294847481599
MATS1p,0.04065428921945518
MATS1s,-0.03981243202379853
MATS1v,0.018774217745343384
MATS2Z,0.06110616656071202
MATS2c,0.1596037815111902
MATS2d,0.12831168831168832
MATS2i,0.12240913974101172
MATS2m,0.06807732685874975
MATS2p,0.09105237451120704
MATS2s,0.05499349065303394
MATS2v,0.08964393334559988
MATS3Z,-0.11568431568431568
MATS3c,-0.10620173410090032
MATS3d,-0.13877551020408163
MATS3i,-0.20377389246242394
MATS3m,-0.11209140231836025
MATS3p,-0.20175702256555478
MATS3s,0.04690022368453337
MATS3v,-0.09797517370478855
MATS4Z,0.0379072779072779
MATS4c,0.12854929643235716
MATS4d,-0.2253968253968254
MATS4i,-0.2687156495312501
MATS4m,0.03252743405061224
MATS4p,-0.20583110893141413
MATS4s,-0.13611254032994327
MATS4v,-0.1562874105100114
MATS5Z,-0.06654600301659125
MATS5c,0.015554780438068308
MATS5d,-0.1372549019607843
MATS5i,-0.03892769074362522
MATS5m,-0.07092956055266025
MATS5p,-0.009533859420647127
MATS5s,-0.24534706444703733
MATS5v,-0.07576276428565597
MATS6Z,-0.26193628593628593
MATS6c,-0.28205664852352963
MATS6d,0.008253968253968253
MATS6i,-0.24342964549337642
MATS6m,-0.26172798434108097
MATS6p,-0.2315124231143399
MATS6s,0.013117949706372554
MATS6v,-0.19949648871436587
MATS7Z,0.38199484725800514
MATS7c,0.3268336517560956
MATS7d,0.23909774436090225
MATS7i,0.21313407998007045
MATS7m,0.37597297799033413
MATS7p,0.39683461080879123
MATS7s,0.20202362211038696
MATS7v,0.31972448046939295
MATS8Z,0.04590520590520591
MATS8c,-0.05296814603304306
MATS8d,-0.02857142857142857
MATS8i,0.1967190320885593
MATS8m,0.058182495872671366
MATS8p,0.24906870112650423
MATS8s,0.055062003969589254
MATS8v,0.25690341763327834
MAXaaN,4.508024927563618
MAXaaO,5.597031840513983
MAXaaS,1.5508140501507202
MAXssO,5.310436330728088
MINaaN,3.9945133377425046
MINaaO,5.597031840513983
MINaaS,1.5009875230956577
MINssO,5.310436330728088
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.548802350253784
SpAD_D,214.007892111642
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,754
TMWC10,121.82444898009946
TSRW10,73.05247209329204
VE1_Dt,4.643409999141593
VE2_Dt,0.21106409087007239
VE3_Dt,2.323906370293766
VR1_Dt,123.17977645405522
VR2_Dt,5.599080747911601
VR3_Dt,5.602102245830607
Xc-3dv,0.6965983874234667
Xc-4dv,0.0
Xc-5dv,0.08497948888786813
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.358413742360102
Xch-6d,0.49438774919813083
Xch-7d,0.7472823824195737
Xp-0dv,13.071728725348535
Xp-1dv,8.108630742551277
Xp-2dv,6.3190456387183715
Xp-3dv,4.766602183865116
Xp-4dv,3.5237738391911244
Xp-5dv,1.9796482932105244
Xp-6dv,1.211071335904036
Xp-7dv,0.7282299960393505
Xpc-4d,3.0449900961795384
Xpc-5d,5.201295725454414
Xpc-6d,7.030247235614219
n3Ring,0
n4Ring,0
n5Ring,3
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,35
nFRing,1
nHBAcc,8
nHBDon,1
nHRing,3
nSpiro,0
naRing,4
piPC10,7.721080195059059
AATS0dv,10.340277777777779
AATS0pe,6.66816875
AATS0se,8.0546730625
AATS1dv,9.857142857142858
AATS1pe,6.838874285714285
AATS1se,8.09096857142857
AATS2dv,8.969696969696969
AATS2pe,6.85238
AATS2se,8.195099890909091
AATS3dv,7.369047619047619
AATS3pe,6.699135714285714
AATS3se,8.100677464285715
AATS4dv,6.895061728395063
AATS4pe,6.855074074074074
AATS4se,8.241646666666666
AATS5dv,6.026143790849673
AATS5pe,6.724609803921569
AATS5se,8.137495764705882
AATS6dv,5.829629629629631
AATS6pe,6.444544444444444
AATS6se,7.891922755555556
AATS7dv,7.257309941520468
AATS7pe,6.725981578947368
AATS7se,8.163075078947369
AATS8dv,5.842592592592592
AATS8pe,6.5976833333333325
AATS8se,8.037095333333333
AATSC0Z,13.96484375
AATSC0c,0.028818185644941083
AATSC0d,0.546875
AATSC0i,1.9308988384800574
AATSC0m,61.60308498437501
AATSC0p,0.3656292390886523
AATSC0s,0.6220391669881686
AATSC0v,46.96435106204235
AATSC1Z,0.4958705357142857
AATSC1c,-0.018319384049314505
AATSC1d,0.21205357142857142
AATSC1i,-0.023425034614476495
AATSC1m,2.5277562120535704
AATSC1p,0.014864396832999399
AATSC1s,-0.024764892051856724
AATSC1v,0.8817189531075318
AATSC2Z,0.8533380681818182
AATSC2c,0.0045994914052240946
AATSC2d,0.07017045454545455
AATSC2i,0.23635966574526257
AATSC2m,4.193773351988636
AATSC2p,0.03329141040974763
AATSC2s,0.03420810511558487
AATSC2v,4.210069156225077
AATSC3Z,-1.6155133928571428
AATSC3c,-0.0030605412891344156
AATSC3d,-0.07589285714285714
AATSC3i,-0.3934667722682545
AATSC3m,-6.905176183035716
AATSC3p,-0.07376826664143585
AATSC3s,0.029173776072285915
AATSC3v,-4.601340453236269
AATSC4Z,0.5293692129629629
AATSC4c,0.0037045574891142307
AATSC4d,-0.1232638888888889
AATSC4i,-0.518862735561305
AATSC4m,2.003790284143519
AATSC4p,-0.07525787173936645
AATSC4s,-0.08466733120348142
AATSC4v,-7.339936813769702
AATSC5Z,-0.9293045343137255
AATSC5c,0.00044826055033055047
AATSC5d,-0.07506127450980392
AATSC5i,-0.07516543284157681
AATSC5m,-4.369479746629903
AATSC5p,-0.0034858577655493884
AATSC5s,-0.15261548359162763
