DLiP-ID,C1023P
DLiP-Mol-ID,40811
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H18F3N7S/c1-2-3-10-8-11-12(20-9-21-13(11)27-10)25-4-6-26(7-5-25)15-22-14(23-24-15)16(17,18)19/h8-9H,2-7H2,1H3,(H,22,23,24)"
Standard Inchi Key(RDKit),ABGFHJNENGIZAM-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCCc1cc2c(N3CCN(c4nnc(C(F)(F)F)[nH]4)CC3)ncnc2s1
SMILES(SDF),
MW(SDF),
MW(RDKit),397.43
MW Monoisotopic(RDKit),397.129649236
MolLogP(RDKit),3.1073
XLogP(SDF),
XLogP(CDK),4.708
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),73.83
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.729332572203571
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,2052898.0470020862
qed,0.7293325722035713
Chi0,19.018297090128673
Chi1,12.95283960607264
TPSA,73.83000000000001
Chi0n,14.622764507989832
Chi0v,15.439261088917558
Chi1n,8.686155071008699
Chi1v,9.502651651936425
Chi2n,6.347884906054969
Chi2v,7.463084777344218
Chi3n,4.477989676244918
Chi3v,5.580825272855935
Chi4n,3.1677416178920863
Chi4v,4.259067569062309
MolMR,97.22070000000002
MolWt,397.43000000000006
fr_SH,0
Kappa1,17.957703197282374
Kappa2,6.948045465769256
Kappa3,3.551232275685342
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,6
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,927.6318230901354
MolLogP,3.1073000000000013
NOCount,7
fr_Ar_N,5
fr_COO2,0
fr_urea,0
BalabanJ,1.4927175795202572
SMR_VSA1,13.171245143024459
SMR_VSA2,0.0
SMR_VSA3,25.149299179443698
SMR_VSA4,0.0
SMR_VSA5,25.941678962986117
SMR_VSA6,35.97884508535126
