DLiP-ID,I000M3
MW,327.0177465720003
MZ,0.875
Mi,1.1277410543013953
Mm,0.853772063108817
Mp,0.7318623315868265
Mv,0.7056266474150215
SZ,28.0
Si,36.08771373764465
Sm,27.320706019482145
Sp,23.419594610778447
Sv,22.580052717280687
nB,0
nC,13
nF,0
nH,11
nI,0
nN,3
nO,3
nP,0
nS,0
nX,2
ABC,15.941537726730417
AMW,10.21930458037501
IC0,1.9478362767133934
IC1,4.090018266288633
IC2,4.726409765557392
IC3,4.9375
IC4,4.9375
IC5,4.9375
MID,41.675561996195164
Mpe,1.0185049019607844
Mse,1.0436088856518573
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,77.64370000000002
SdO,23.401839175485012
SdS,0
Spe,32.5921568627451
SsF,0
SsI,0
Sse,33.39548434085943
StN,0
fMF,0.46875
nBr,0
nCl,2
AMID,1.9845505712473888
BIC0,0.3660019906290408
BIC1,0.7685218953292147
BIC2,0.8881010192711792
BIC3,0.9277652595012186
BIC4,0.9277652595012186
BIC5,0.9277652595012186
CIC0,3.052163723286607
CIC1,0.9099817337113674
CIC2,0.273590234442608
CIC3,0.0625
CIC4,0.0625
CIC5,0.0625
GGI1,4.5
GGI2,2.4444444444444455
GGI3,2.0347222222222223
GGI4,1.0083333333333335
GGI5,0.7083333333333333
GGI6,0.5461678004535147
GGI7,0.296875
GGI8,0.1307476694381456
GGI9,0.07001543209876541
JGI1,0.20454545454545453
JGI2,0.08148148148148152
JGI3,0.07016283524904214
JGI4,0.03477011494252874
JGI5,0.02724358974358974
JGI6,0.021846712018140587
JGI7,0.01349431818181818
JGI8,0.008716511295876375
JGI9,0.007001543209876541
MIC0,25.344934653529002
MIC1,44.944581312846914
MIC2,48.84562729368184
MIC3,51.21121875
MIC4,51.21121875
MIC5,51.21121875
MPC2,30
MPC3,37
MPC4,45
MPC5,44
MPC6,43
MPC7,42
MPC8,38
MPC9,32
Mare,1.025875
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,2
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.21404428941366677
RPCG,0.14551331246037322
SIC0,0.38956725534267866
SIC1,0.8180036532577265
SIC2,0.9452819531114784
SIC3,0.9875
SIC4,0.9875
SIC5,0.9875
SaaN,3.9312606729934774
SaaO,0
SaaS,0
Sare,32.828
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,11.840215804428766
SsLi,0
SsOH,9.18778691106072
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,62.33076085482859
TIC1,130.88058452123624
TIC2,151.24511249783654
TIC3,158.0
TIC4,158.0
TIC5,158.0
Vabc,258.21923503565404
WPol,29
apol,39.11072299999999
bpol,16.071277
nRot,5
ABCGG,14.508263310529113
ATS0Z,1396.0
ATS0d,115.0
ATS0i,5208.813702908039
ATS0m,5756.5074270000005
ATS0p,56.210853953339
ATS0s,210.81614845297975
ATS0v,8234.697678865821
ATS1Z,1066.0
ATS1d,141.0
ATS1i,4934.203587004951
ATS1m,4165.627468
ATS1p,63.909187065999994
ATS1s,124.70781893004116
ATS1v,9590.767439371913
ATS2Z,1614.0
ATS2d,205.0
ATS2i,8127.484025840149
ATS2m,6260.459838
ATS2p,94.804723684849
ATS2s,217.89609053497944
ATS2v,13744.841470778178
ATS3Z,1811.0
ATS3d,214.0
ATS3i,11040.974925922223
ATS3m,6873.902147
ATS3p,106.11144406794301
ATS3s,241.90637860082305
ATS3v,14735.505603137797
ATS4Z,2167.0
ATS4d,192.0
ATS4i,10951.127772104273
ATS4m,8430.391513999999
ATS4p,96.48781049594301
ATS4s,275.28616064624293
ATS4v,13902.24838540157
ATS5Z,1500.0
ATS5d,178.0
ATS5i,10043.234076414052
ATS5m,5587.88666
ATS5p,82.793539982792
ATS5s,336.05452674897117
ATS5v,12089.58649934619
ATS6Z,1516.0
ATS6d,163.0
ATS6i,9022.773463477026
ATS6m,5748.712033
ATS6p,82.998360098245
ATS6s,255.76954732510285
ATS6v,11998.812415632092
ATS7Z,1639.0
ATS7d,137.0
ATS7i,8729.979856003305
ATS7m,6257.217324000001
ATS7p,76.59297357909401
ATS7s,235.02263374485597
ATS7v,10935.650872178057
ATS8Z,1047.0
ATS8d,104.0
ATS8i,6859.955164445623
ATS8m,3943.9037469999994
ATS8p,58.639027449943
ATS8s,148.64814814814815
ATS8v,7968.2586041165705
C1SP1,0
C1SP2,3
C1SP3,0
C2SP1,0
C2SP2,6
C2SP3,2
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.15384615384615385
GGI10,0.004691358024691353
JGI10,0.0023456790123456764
JGT10,0.4716082396801541
Kier1,17.355371900826448
Kier2,8.022222222222222
Kier3,4.733382030679328
MAXdO,12.158129487906276
MID_C,26.933804374109403
MID_N,6.009303927220493
MID_O,5.196128005113847
MID_X,3.5363256897514184
MID_h,14.741757622085759
MINdO,11.243709687578736
MPC10,30
MWC01,22.0
MWC02,4.653960350157523
MWC03,5.476463551931511
MWC04,6.336825731146441
MWC05,7.175489713624222
MWC06,8.038834757787749
MWC07,8.883085524404578
MWC08,9.747359919824648
MWC09,10.594156665220533
MWC10,11.458986568799268
NaaCH,5
NaaNH,1
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.1422
SRW02,3.8066624897703196
SRW03,0.0
SRW04,5.10594547390058
SRW05,2.3978952727983707
SRW06,6.583409222158765
SRW07,4.442651256490317
SRW08,8.149312843635345
SRW09,6.259581464064923
SRW10,9.763363044441961
SaaCH,7.600281864994919
SaaNH,2.718287822653804
SaaSe,0
SaaaC,0
SaasC,0.8841510508524417
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.816609504913076
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.3914351851851854
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.9935225081871235
VE1_D,4.522744113392121
VE2_A,0.19016773848510113
VE2_D,0.2153687673043867
VE3_A,2.1266110202944155
VE3_D,2.251056259092763
VR1_A,139.92067052392383
VR1_D,108.51365917649699
VR2_A,6.662889072567801
VR2_D,5.167317103642714
VR3_A,5.683012967623237
VR3_D,5.428813400813903
WPath,949
Xc-3d,1.5223420375295902
Xc-4d,0.0
Xc-5d,0.40236892706218247
Xc-6d,0.0
Xp-0d,15.405412915006313
Xp-1d,9.986071002992368
Xp-2d,9.066089147744444
Xp-3d,7.0183001427935
Xp-4d,5.778674261063636
Xp-5d,3.5466993147672445
Xp-6d,2.2845714845501037
Xp-7d,1.4427857529330874
ZMIC0,69.9122800735145
ZMIC1,37.00309875257447
ZMIC2,30.116729296672176
ZMIC3,26.4375
ZMIC4,26.4375
ZMIC5,26.4375
nAcid,1
nAtom,32
nBase,0
nRing,2
piPC1,3.417726683613366
piPC2,3.965563772356176
piPC3,4.432303787964892
piPC4,4.904811708275026
piPC5,5.0786832748701025
piPC6,5.114244276715276
piPC7,5.221031272587963
piPC8,5.326661839557179
piPC9,5.2558664418744705
AATS0Z,43.625
AATS0d,3.59375
AATS0i,162.77542821587622
AATS0m,179.89085709375001
AATS0p,1.7565891860418437
AATS0s,6.588004639155617
AATS0v,257.3343024645569
AATS1Z,32.303030303030305
AATS1d,4.2727272727272725
AATS1i,149.52132081833184
AATS1m,126.23113539393938
AATS1p,1.9366420323030302
AATS1s,3.7790248160618534
AATS1v,290.62931634460347
AATS2Z,30.452830188679247
AATS2d,3.8679245283018866
AATS2i,153.3487552045311
AATS2m,118.12188373584905
AATS2p,1.788768371412245
AATS2s,4.111246991226027
AATS2v,259.33663152411657
AATS3Z,26.246376811594203
AATS3d,3.101449275362319
AATS3i,160.01412936119164
AATS3m,99.62177024637681
AATS3p,1.5378470154774349
AATS3s,3.5058895449394645
AATS3v,213.55805221938837
AATS4Z,32.343283582089555
AATS4d,2.8656716417910446
AATS4i,163.44966824036229
AATS4m,125.82673901492535
AATS4p,1.4401165745663136
AATS4s,4.1087486663618344
AATS4v,207.49624455823238
AATS5Z,24.59016393442623
AATS5d,2.918032786885246
AATS5i,164.64318158055823
AATS5m,91.6046993442623
AATS5p,1.3572711472588852
AATS5s,5.50909060244215
AATS5v,198.1899426122326
AATS6Z,27.071428571428573
AATS6d,2.9107142857142856
AATS6i,161.12095470494688
AATS6m,102.65557201785714
AATS6p,1.4821135731829465
AATS6s,4.567313345091122
AATS6v,214.26450742200163
AATS7Z,30.35185185185185
AATS7d,2.537037037037037
AATS7i,161.66629362969084
AATS7m,115.87439488888892
AATS7p,1.418388399612852
AATS7s,4.35227099527511
AATS7v,202.51205318848255
AATS8Z,24.928571428571427
AATS8d,2.4761904761904763
AATS8i,163.3322658201339
AATS8m,93.90247016666665
AATS8p,1.3961673202367382
AATS8s,3.539241622574956
AATS8v,189.72044295515644
AMID_C,1.2825621130528286
AMID_N,0.28615732986764253
AMID_O,0.24743466691018318
AMID_X,0.1683964614167342
AMID_h,0.7019884581945599
ATS0dv,309.2098765432099
ATS0pe,220.9693
ATS0se,266.74111800000003
ATS1dv,289.22222222222223
ATS1pe,226.29549999999998
ATS1se,267.726292
ATS2dv,386.8888888888889
ATS2pe,360.1998
ATS2se,429.63808
ATS3dv,347.1111111111111
ATS3pe,459.40470000000005
ATS3se,559.636248
ATS4dv,365.8271604938272
ATS4pe,465.74479999999994
ATS4se,565.978973
ATS5dv,426.66666666666663
ATS5pe,420.88250000000005
ATS5se,511.184636
ATS6dv,359.3333333333333
ATS6pe,385.0013
ATS6se,466.47542
ATS7dv,265.33333333333337
ATS7pe,373.8247
ATS7se,456.66776400000003
ATS8dv,161.44444444444446
ATS8pe,276.9053
ATS8se,341.41848400000003
ATSC0Z,514.0
ATSC0c,1.0753673917370792
ATSC0d,20.46875
ATSC0i,48.58818084362369
ATSC0m,2391.4522332187507
ATSC0p,8.409333528878719
ATSC0s,80.7087798639689
ATSC0v,1486.7660807976422
ATSC1Z,-14.1875
ATSC1c,-0.6904965831236041
ATSC1d,3.0166015625
ATSC1i,-4.045621985751115
ATSC1m,-60.186587131836006
ATSC1p,0.5500725847018836
ATSC1s,-7.3330966348855915
ATSC1v,87.80418093066922
ATSC2Z,3.5625
ATSC2c,0.17742059231334545
ATSC2d,-4.5263671875
ATSC2i,-2.367784675673088
ATSC2m,13.023622262695312
ATSC2p,-0.023987219580409613
ATSC2s,19.253408405552218
ATSC2v,-184.15557677794314
ATSC3Z,-46.1875
ATSC3c,0.08917618905046826
ATSC3d,-6.6982421875
ATSC3i,-3.8096827950538303
ATSC3m,-203.1819053154297
ATSC3p,0.8806527763438252
ATSC3s,-16.46271778043314
ATSC3v,-53.69007857131438
ATSC4Z,149.6875
ATSC4c,-0.31092007160224466
ATSC4d,-0.2314453125
ATSC4i,-7.827311360359211
ATSC4m,683.9110610732423
ATSC4p,-0.8998559663512542
ATSC4s,-36.96942355425287
ATSC4v,-91.99974715122869
ATSC5Z,-115.6875
ATSC5c,0.3266060789872975
ATSC5d,0.7001953125
ATSC5i,8.677752154459046
ATSC5m,-534.8503720732423
ATSC5p,-0.08365049350487042
ATSC5s,41.84771478272413
ATSC5v,3.8481755233258923
ATSC6Z,-69.5
ATSC6c,-0.19817997865231063
ATSC6d,-6.7265625
ATSC6i,4.283357344591618
ATSC6m,-314.7559700703126
ATSC6p,0.2684465875441171
ATSC6s,-7.684493658074226
ATSC6v,-65.48290146431768
ATSC7Z,-38.375
ATSC7c,0.10344233123653407
ATSC7d,0.896484375
ATSC7i,-7.241114030728707
ATSC7m,-198.21760949414062
ATSC7p,-3.423641085906838
ATSC7s,-20.867586177435797
ATSC7v,-304.2768314924414
ATSC8Z,-10.875
ATSC8c,-0.02580921740841625
ATSC8d,1.197265625
ATSC8i,-7.062973125228373
ATSC8m,-41.470344412109455
ATSC8p,0.542324112249432
ATSC8s,-18.48172461741255
ATSC8v,82.92056267030463
AXp-0d,0.7335910911907768
AXp-1d,0.4539123183178349
AXp-2d,0.30220297159148146
AXp-3d,0.18968378764306756
AXp-4d,0.12841498357919193
AXp-5d,0.08060680260834646
AXp-6d,0.053129569408141945
AXp-7d,0.03435204173650208
GATS1Z,0.530922061077703
GATS1c,1.6073116446716094
GATS1d,0.9408281286143881
GATS1i,1.2789315146006797
GATS1m,0.5306112727786623
GATS1p,0.7358731801683789
GATS1s,0.6798352578226279
GATS1v,0.7407018800043929
GATS2Z,0.6241648924454886
GATS2c,0.7960035581993953
GATS2d,1.243036151519516
GATS2i,1.1760477719854148
GATS2m,0.6271340725472767
GATS2p,0.8417879048346222
GATS2s,0.48256152776938643
GATS2v,0.928666492145017
GATS3Z,0.9623583150059212
GATS3c,0.8548645388798978
GATS3d,1.2181878526385663
GATS3i,1.023631588561967
GATS3m,0.9610674299693106
GATS3p,0.9093995884594583
GATS3s,0.9635875789516589
GATS3v,0.9900378412105367
GATS4Z,0.9406759974446831
GATS4c,1.2358008509690817
GATS4d,1.0285063233451064
GATS4i,1.0110598920374791
GATS4m,0.9405708490038638
GATS4p,1.0419946200020753
GATS4s,1.4744661352789665
GATS4v,0.9690929453584431
GATS5Z,0.9995853798558398
GATS5c,1.0051010980130626
GATS5d,1.0179451883368789
GATS5i,0.8693768718498763
GATS5m,0.9989660244814154
GATS5p,0.9300114286010869
GATS5s,1.0611832284278957
GATS5v,0.9299607370586309
GATS6Z,0.9585186214563646
GATS6c,1.2638091050316749
GATS6d,1.2034896401308615
GATS6i,0.9211579897691629
GATS6m,0.9561284225375849
GATS6p,0.9188960872508519
GATS6s,1.2622936879036246
GATS6v,0.9475129930980402
GATS7Z,1.2816147859922178
GATS7c,0.9734157847648278
GATS7d,0.8974837432852699
GATS7i,0.9348647589338205
GATS7m,1.2821522862107333
GATS7p,1.3136962813193358
GATS7s,1.4593588667723563
GATS7v,1.1106236660280118
GATS8Z,1.1200667037242913
GATS8c,0.8625568756269317
GATS8d,0.7933115230825155
GATS8i,0.9959702982716384
GATS8m,1.1172416637555882
GATS8p,0.9841676420312847
GATS8s,1.1552729977579335
GATS8v,1.002983049930027
MATS1Z,-0.026765711590614315
MATS1c,-0.6226452925632109
MATS1d,0.14291001619245894
MATS1i,-0.08074036343834674
MATS1m,-0.024404732131986285
MATS1p,0.06342996346464558
MATS1s,-0.08810542790175595
MATS1v,0.05726754818721408
MATS2Z,0.004184714778650613
MATS2c,0.09961420429912467
MATS2d,-0.13351577128042633
MATS2i,-0.029422913496532695
MATS2m,0.0032880937334973078
MATS2p,-0.0017222351222302241
MATS2s,0.1440326496604949
MATS2v,-0.07478531707687089
MATS3Z,-0.04167371567134721
MATS3c,0.03845855239856242
MATS3d,-0.15176457572740348
MATS3i,-0.03636294632814472
MATS3m,-0.039402538805812404
MATS3p,0.048567306491237534
MATS3s,-0.0945979312434791
MATS3v,-0.016747588544957517
MATS4Z,0.13909053952029735
MATS4c,-0.13809153952104034
MATS4d,-0.005400478523413467
MATS4i,-0.07694087947382602
MATS4m,0.13658817196242262
MATS4p,-0.05110773078535715
MATS4s,-0.21877468777528566
MATS4v,-0.02955419706662715
MATS5Z,-0.11807105951393762
MATS5c,0.15932632682972103
MATS5d,0.017945188336878987
MATS5i,0.09369075660480079
MATS5m,-0.11732504645875823
MATS5p,-0.0052182763295353304
MATS5s,0.2720013807066717
MATS5v,0.0013577892680649174
MATS6Z,-0.07726514730405781
MATS6c,-0.10530884882431188
MATS6d,-0.18778625954198475
MATS6i,0.050375065002238595
MATS6m,-0.07520976243117826
MATS6p,0.018241403970769073
MATS6s,-0.05440720626165262
MATS6v,-0.025167913984611465
MATS7Z,-0.04424268626603257
MATS7c,0.057002992393381705
MATS7d,0.025954198473282442
MATS7i,-0.08831428677147607
MATS7m,-0.04911755521436517
MATS7p,-0.24125863723169166
MATS7s,-0.15321724618905574
MATS7v,-0.12127812086164133
MATS8Z,-0.016120066703724293
MATS8c,-0.018285997693070637
MATS8d,0.0445656125045438
MATS8i,-0.11075353643381061
MATS8m,-0.013212245031082977
MATS8p,0.04913579919260378
MATS8s,-0.1744706588050584
MATS8v,0.04249328281987231
MAXaaN,3.9312606729934774
MAXsCl,5.920107902214383
MAXsOH,9.18778691106072
MINaaN,3.9312606729934774
MINsCl,5.920107902214383
MINsOH,9.18778691106072
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,25.7223549559519
SpAD_D,186.06169800692876
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.048258928571428994
SssNH2,0
SsssAs,0
SsssCH,-1.1313523557571183
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,384
TMWC10,115.36516278289648
TSRW10,67.50882106726057
VE1_Dt,4.499902245050514
VE2_Dt,0.2142810592881197
VE3_Dt,2.2459930179475887
VR1_Dt,109.39255384030744
VR2_Dt,5.209169230490831
VR3_Dt,5.436880168783891
Xc-3dv,0.6869116648649378
Xc-4dv,0.0
Xc-5dv,0.1132233677279911
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.17010345435994292
Xch-7d,0.2342920386527526
Xp-0dv,12.14991900630731
Xp-1dv,6.696748484626158
Xp-2dv,5.040008918216412
Xp-3dv,3.3913015755167804
Xp-4dv,2.32599411262028
Xp-5dv,1.1512205454830928
Xp-6dv,0.6821832376817067
Xp-7dv,0.311375950550228
Xpc-4d,3.2586624801246735
Xpc-5d,5.098965373789405
Xpc-6d,6.896746716393647
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,33
nFRing,0
nHBAcc,3
nHBDon,3
nHRing,1
nSpiro,0
naRing,2
piPC10,5.454786784594254
AATS0dv,9.662808641975309
AATS0pe,6.905290625
AATS0se,8.335659937500001
AATS1dv,8.764309764309765
AATS1pe,6.857439393939393
AATS1se,8.11291793939394
AATS2dv,7.299790356394131
AATS2pe,6.796222641509433
AATS2se,8.106378867924528
AATS3dv,5.030595813204508
AATS3pe,6.6580391304347835
AATS3se,8.110670260869565
AATS4dv,5.460106873042197
AATS4pe,6.951414925373133
AATS4se,8.447447358208954
AATS5dv,6.994535519125683
AATS5pe,6.899713114754099
AATS5se,8.380076
AATS6dv,6.416666666666666
AATS6pe,6.875023214285714
AATS6se,8.329918214285714
AATS7dv,4.913580246913581
AATS7pe,6.92267962962963
AATS7se,8.456810444444445
AATS8dv,3.843915343915344
AATS8pe,6.592983333333334
AATS8se,8.129011523809524
AATSC0Z,16.0625
AATSC0c,0.033605230991783724
AATSC0d,0.6396484375
AATSC0i,1.5183806513632403
AATSC0m,74.73288228808596
AATSC0p,0.26279167277745996
AATSC0s,2.522149370749028
AATSC0v,46.46144002492632
AATSC1Z,-0.42992424242424243
AATSC1c,-0.020924138882533458
AATSC1d,0.09141216856060606
AATSC1i,-0.12259460562882167
AATSC1m,-1.8238359736920002
AATSC1p,0.01666886620308738
AATSC1s,-0.22221504954198762
AATSC1v,2.660732755474825
AATSC2Z,0.06721698113207547
AATSC2c,0.00334755834553482
AATSC2d,-0.08540315448113207
AATSC2i,-0.04467518255986959
AATSC2m,0.2457287219376474
AATSC2p,-0.0004525890486869738
AATSC2s,0.3632718567085324
AATSC2v,-3.474633524112135
AATSC3Z,-0.6693840579710145
AATSC3c,0.0012924085369633081
AATSC3d,-0.09707597373188406
AATSC3i,-0.05521279413121493
AATSC3m,-2.9446652944265175
AATSC3p,0.012763083715127901
AATSC3s,-0.2385901127599006
AATSC3v,-0.7781170807436867
AATSC4Z,2.234141791044776
AATSC4c,-0.004640598083615592
AATSC4d,-0.0034544076492537316
AATSC4i,-0.11682554269192852
AATSC4m,10.207627777212572
AATSC4p,-0.013430686064944092
AATSC4s,-0.5517824411082518
AATSC4v,-1.3731305544959507
AATSC5Z,-1.896516393442623
AATSC5c,0.005354198016185204
AATSC5d,0.011478611680327868
AATSC5i,0.14225823204031224
AATSC5m,-8.768038886446595
