DLiP-ID,P000CF
AATSC4p,-0.010428160171199265
AATSC4s,-0.09604357189497299
AATSC4v,-0.871164608392372
AATSC5Z,0.6198830409356725
AATSC5c,0.002299767279637979
AATSC5d,0.04417475651863689
AATSC5i,0.02226603302266901
AATSC5m,3.0332991974618992
AATSC5p,0.003122252445154109
AATSC5s,0.040011436067250127
AATSC5v,2.1209765420406166
AATSC6Z,-0.12574850299401197
AATSC6c,-0.003482886224412326
AATSC6d,0.05340622168723558
AATSC6i,0.12315499133284291
AATSC6m,-0.6139758597943428
AATSC6p,0.01684240109477554
AATSC6s,-0.23865794121691217
AATSC6v,2.54903774264781
AATSC7Z,1.3190184049079754
AATSC7c,0.0023708037349458927
AATSC7d,-0.0018795659851316524
AATSC7i,0.3124878123195763
AATSC7m,6.298395532010391
AATSC7p,0.0116394605421172
AATSC7s,0.7720683098579937
AATSC7v,2.600337655956592
AATSC8Z,0.012121212121212121
AATSC8c,0.00033873377349112225
AATSC8d,-0.08751313185605043
AATSC8i,-0.2424915372774211
AATSC8m,0.12936494702811163
AATSC8p,-0.021210672368167215
AATSC8s,-0.00882002638586896
AATSC8v,-2.9683078378774317
ATS0are,400.9746999999999
ATS1are,416.15400000000005
ATS2are,772.3208999999999
ATS3are,937.077
ATS4are,1073.5459
ATS5are,1054.358
ATS6are,1031.1138999999998
ATS7are,1001.744
ATS8are,1011.4630000000001
ATSC0dv,294.0
ATSC0pe,12.630531147540978
ATSC0se,8.254209442622953
ATSC1dv,84.0
ATSC1pe,-0.063980220370865
ATSC1se,-0.3187690545552274
ATSC2dv,109.0
ATSC2pe,6.818214539102398
ATSC2se,4.875860666487498
ATSC3dv,16.0
ATSC3pe,-0.36643171190540835
ATSC3se,-0.6676559226014425
ATSC4dv,11.0
ATSC4pe,-2.639426041386729
ATSC4se,-2.0765919602257403
ATSC5dv,65.0
ATSC5pe,1.887824160171988
ATSC5se,0.6972129395323916
ATSC6dv,23.0
ATSC6pe,-2.105708223595812
ATSC6se,-1.369935424885777
ATSC7dv,143.0
ATSC7pe,9.365769228701954
ATSC7se,6.579611423810814
ATSC8dv,-52.0
ATSC8pe,0.9753321418973314
ATSC8se,0.4721084912657984
AXp-0dv,0.5614764207402599
AXp-1dv,0.3108317776508279
AXp-2dv,0.16464795779981747
AXp-3dv,0.09421308072909564
AXp-4dv,0.05360644131850411
AXp-5dv,0.03048548103482405
AXp-6dv,0.01657096097570976
AXp-7dv,0.009203516882909317
BertzCT,974.9121821836848
ECIndex,773
ETA_eta,33.411224648827
GATS1dv,0.4496173469387755
GATS1pe,0.594879228532113
GATS1se,0.6501362319799244
GATS2dv,0.7521111893033074
GATS2pe,0.5951752323423369
GATS2se,0.588715415886444
GATS3dv,0.7814178302900107
GATS3pe,0.6518243818667583
GATS3se,0.6445407018504027
GATS4dv,0.8947740946089418
GATS4pe,0.9126866185077335
GATS4se,0.9042793297824383
GATS5dv,0.816923260532283
GATS5pe,0.7393613306284096
GATS5se,0.7455318626365482
GATS6dv,0.8749847244286935
GATS6pe,0.8584616292574808
GATS6se,0.8455648611285983
GATS7dv,0.6617002629272568
GATS7pe,0.39559853608172474
GATS7se,0.3586598768676918
GATS8dv,0.9029066171923313
GATS8pe,0.6493241650020228
GATS8se,0.6568142254572339
LogEE_A,4.425066105202633
LogEE_D,209.15729767264608
MATS1dv,0.27232142857142855
MATS1pe,-0.004828074673079211
MATS1se,-0.036808704362898216
MATS2dv,0.194962467745719
MATS2pe,0.28387091265605263
MATS2se,0.3106330407399895
MATS3dv,0.02184031507339778
MATS3pe,-0.011642806627347773
MATS3se,-0.03246111763193095
MATS4dv,0.013192560261098657
MATS4pe,-0.07368373211555208
MATS4se,-0.08870731121492696
MATS5dv,0.0788678044317142
MATS5pe,0.053317975441289876
MATS5se,0.030131703043795633
MATS6dv,0.028575502057110274
MATS6pe,-0.06089616493838204
MATS6se,-0.06062307696913296
MATS7dv,0.18202495722215267
MATS7pe,0.27750069109960146
MATS7se,0.2983094367501947
MATS8dv,-0.06538857967429396
MATS8pe,0.028548073956311697
MATS8se,0.021145220484459992
MAXaaCH,1.8792478788781097
MAXaasC,0.8698426083396322
MAXdssC,-0.4158029153019227
MAXsCH3,2.139423333765103
MAXssNH,2.67819814499874
MAXsssN,2.3749634152457024
MDEC-12,2.292254639346473
MDEC-13,0.738984512412725
MDEC-14,0.07692307692307693
MDEC-22,20.282883521217787
MDEC-23,23.859201513698377
MDEC-24,2.253244370138918
MDEC-33,5.150088830519577
MDEC-34,1.3668357514538012
MDEN-23,0.5773502691896258
MDEN-33,0.25
MDEO-12,0.2672612419124244
MDEO-22,0.4999999999999999
MINaaCH,0.9588373978047497
MINaasC,-0.795838191531318
MINdssC,-0.4158029153019227
MINsCH3,2.139423333765103
MINssNH,2.67819814499874
MINsssN,1.723296485260771
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.178571428571429
SM1_Dzi,2.256260894557472
SM1_Dzm,2.2786641914950576
SM1_Dzp,-10.796042251153574
SM1_Dzv,-3.7949363148064856
SddssSe,0
SpAD_Dt,658.4445149398563
SpAbs_A,42.088614843480904
SpAbs_D,418.3145953452922
SpMAD_A,1.275412571014573
SpMAD_D,12.67619985894825
SpMax_A,2.406938986826042
SpMax_D,209.15729767264608
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,54.040000000000006
TpiPC10,8.07751506071657
VAdjMat,6.169925001442312
VE1_DzZ,5.641752485830501
VE1_Dzi,5.638276131088108
VE1_Dzm,5.642121997483623
VE1_Dzp,5.624232650631604
VE1_Dzv,5.641289581598079
VE2_DzZ,0.1709621965403182
VE2_Dzi,0.17085685245721538
VE2_Dzm,0.1709733938631401
VE2_Dzp,0.17043129244338193
VE2_Dzv,0.17094816913933572
VE3_DzZ,2.9241172101555937
VE3_Dzi,2.9235008367454696
VE3_Dzm,2.924182703910208
VE3_Dzp,2.9210069895916897
VE3_Dzv,2.924035157065671
VR1_DzZ,222.9594045349341
VR1_Dzi,223.51748861942372
VR1_Dzm,222.88162858704874
VR1_Dzp,225.94939829179933
VR1_Dzv,223.41265164438627
VR2_DzZ,6.7563455919677
VR2_Dzi,6.773257230891628
VR2_Dzm,6.753988745062083
VR2_Dzp,6.8469514633878585
VR2_Dzv,6.77008035286019
VR3_DzZ,6.600912180916574
VR3_Dzi,6.603412128321258
VR3_Dzm,6.600563285490195
VR3_Dzp,6.614233541311348
VR3_Dzv,6.60294298575281
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02946278254943948
Xch-6dv,0.15040445230279104
Xch-7dv,0.16708806591593364
Xpc-4dv,1.8950008469000899
Xpc-5dv,2.490349323603916
Xpc-6dv,3.0580038182541656
Zagreb1,174.0
Zagreb2,202.0
fragCpx,240.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,12
nBondsD,1
nBondsM,13
nBondsO,36
nBondsS,51
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,9
naHRing,0
AATS0are,6.573355737704917
AATS1are,6.502406250000001
AATS2are,6.6579387931034475
AATS3are,6.1649802631578945
AATS4are,6.205467630057804
AATS5are,6.165836257309941
AATS6are,6.174334730538921
AATS7are,6.145668711656442
AATS8are,6.130078787878788
AATSC0dv,4.819672131147541
AATSC0pe,0.2070578876646062
AATSC0se,0.13531490889545825
AATSC1dv,1.3125
AATSC1pe,-0.0009996909432947656
AATSC1se,-0.004980766477425428
AATSC2dv,0.9396551724137931
AATSC2pe,0.058777711543986186
AATSC2se,0.042033281607650845
AATSC3dv,0.10526315789473684
AATSC3pe,-0.0024107349467461076
AATSC3se,-0.00439247317500949
AATSC4dv,0.06358381502890173
AATSC4pe,-0.015256797927090919
AATSC4se,-0.012003421735408904
AATSC5dv,0.38011695906432746
AATSC5pe,0.011039907369426831
AATSC5se,0.004077268652236208
AATSC6dv,0.1377245508982036
AATSC6pe,-0.012609031279016839
AATSC6se,-0.00820320613704058
AATSC7dv,0.8773006134969326
AATSC7pe,0.057458706924551864
AATSC7se,0.04036571425650806
AATSC8dv,-0.3151515151515151
AATSC8pe,0.005911103890286857
AATSC8se,0.0028612635834290813
AETA_eta,1.0124613529947577
ATSC0are,14.154501639344252
ATSC1are,-0.26863286750873117
ATSC2are,8.150987046492887
ATSC3are,-0.7349614619725965
ATSC4are,-3.2399718624025855
ATSC5are,1.9321724536414824
ATSC6are,-2.356924160172004
ATSC7are,10.773318570276786
ATSC8are,0.9672119591507536
BCUTZ-1h,9.014108759632299
BCUTZ-1l,5.693575638651023
BCUTc-1h,0.5035411947345959
BCUTc-1l,-0.48690740520622183
BCUTd-1h,4.022115103278102
BCUTd-1l,0.9778218409087149
BCUTi-1h,17.430704527212946
BCUTi-1l,10.954177061483438
BCUTm-1h,19.005611242311083
BCUTm-1l,11.705247671226285
BCUTp-1h,1.991397303260776
BCUTp-1l,0.5269588042461184
BCUTs-1h,8.007393121692283
BCUTs-1l,1.2189499961045374
BCUTv-1h,20.897219590780388
BCUTv-1l,13.30278190400302
BalabanJ,1.3798167183165688
Diameter,14
ETA_beta,36.0
GATS1are,0.6115357923262785
GATS2are,0.5830562530520507
GATS3are,0.6460693358687452
GATS4are,0.9097867493184779
GATS5are,0.7286975649162325
GATS6are,0.8447408840103001
GATS7are,0.36974037877807375
GATS8are,0.6361304212845622
HybRatio,0.4583333333333333
Lipinski,False
LogEE_Dt,329.22225746992814
MATS1are,-0.01808899446749587
MATS2are,0.3028220294570862
MATS3are,-0.02083800947992473
MATS4are,-0.08071056497954443
MATS5are,0.04869507373475725
MATS6are,-0.06082251708490832
MATS7are,0.2848374898115263
MATS8are,0.025262304492499853
MAXssCH2,1.0710411963641722
MAXsssCH,-0.019140880889393364
MAXssssC,-4.473195911036543
MINssCH2,0.1611322043048644
MINsssCH,-0.019140880889393364
MINssssC,-4.473195911036543
NsssssAs,0
RotRatio,0.16666666666666666
SM1_Dzpe,2.337604869512803
SM1_Dzse,2.1067733799930695
SMR_VSA1,27.439508234696383
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,0.0
SMR_VSA5,44.94909782097267
SMR_VSA6,31.744000127843883
SMR_VSA7,53.59147246262526
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,346.135149173442
SpAD_Dzi,333.2512689780302
SpAD_Dzm,345.7433347239112
SpAD_Dzp,519.9588639101473
SpAD_Dzv,450.067968384864
SpAbs_Dt,658.4445149398559
SpDiam_A,4.7945871506793285
SpDiam_D,287.22108246004746
SpMAD_Dt,19.952864089086553
SpMax_Dt,329.22225746992814
SsssssAs,0
VE1_Dzpe,5.641438711472826
VE1_Dzse,5.641621116056268
VE2_Dzpe,0.1709526882264493
VE2_Dzse,0.17095821563806873
VE3_Dzpe,2.9240615921389765
VE3_Dzse,2.9240939246066304
VMcGowan,328.31000000000137
VR1_Dzpe,222.99063094571568
VR1_Dzse,222.9915848016975
VR2_Dzpe,6.757291846839869
VR2_Dzse,6.757320751566591
VR3_Dzpe,6.6010522253536115
VR3_Dzse,6.601056502905263
mZagreb1,10.5625
mZagreb2,7.166666666666669
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,57
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.2320410104810533
AATSC1are,-0.0041973885548239245
AATSC2are,0.07026712971114557
AATSC3are,-0.004835272776135503
AATSC4are,-0.018728161054350205
AATSC5are,0.01129925411486247
AATSC6are,-0.014113318324383256
AATSC7are,0.06609397895875328
AATSC8are,0.005861890661519719
AETA_beta,1.0909090909090908
BCUTdv-1h,7.014100495922338
BCUTdv-1l,0.9879363181839269
BCUTpe-1h,4.007182155523138
BCUTpe-1l,2.242252565543814
BCUTse-1h,4.030634652707163
BCUTse-1l,2.438255059372752
ETA_alpha,15.05714285714286
ETA_dBeta,-8.0
ETA_eta_B,0.584363858588711
ETA_eta_F,31.5093247564794
ETA_eta_L,8.643002142326088
ETA_eta_R,64.9205494053064
ETA_psi_1,0.5028625954198477
LabuteASA,190.81088868311286
LogEE_DzZ,173.13359190273832
LogEE_Dzi,166.69400603127443
LogEE_Dzm,172.94071779200087
LogEE_Dzp,258.2320877713154
LogEE_Dzv,224.45899384170374
PEOE_VSA1,24.590333973307384
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,13.171245143024459
PEOE_VSA5,0.0
PEOE_VSA6,19.056471336613843
PEOE_VSA7,61.70250810869565
PEOE_VSA8,31.363496321569247
PEOE_VSA9,5.563451491696996
SM1_Dzare,2.58487782178892
SpAD_Dzpe,342.4972036185683
SpAD_Dzse,346.8743883866231
SpAbs_DzZ,344.11857133627484
SpAbs_Dzi,331.2103381806328
SpAbs_Dzm,343.6325737047425
SpAbs_Dzp,527.2602177937842
SpAbs_Dzv,452.71292399821414
SpDiam_Dt,435.41392518376654
SpMAD_DzZ,10.488943914346727
SpMAD_Dzi,10.098523302364553
SpMAD_Dzm,10.47707074920943
SpMAD_Dzp,15.756329209398404
SpMAD_Dzv,13.638423284389818
SpMax_DzZ,173.13359190273832
SpMax_Dzi,166.69400603127443
SpMax_Dzm,172.94071779200087
SpMax_Dzp,258.2320877713154
SpMax_Dzv,224.45899384170374
VE1_Dzare,5.64106376891624
VE2_Dzare,0.17094132633079515
VE3_Dzare,2.9239951277074594
VR1_Dzare,223.01992198381348
VR2_Dzare,6.758179454054954
VR3_Dzare,6.601183572192593
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4562770562770564
AETA_dBeta,-0.24242424242424243
AETA_eta_B,0.017707995714809424
AETA_eta_F,0.9548280229236182
AETA_eta_L,0.2619091558280633
AETA_eta_R,1.9672893759183758
BCUTare-1h,4.124557350360037
BCUTare-1l,2.192498658509246
ETA_beta_s,22.0
ETA_dPsi_A,0.2111374045801523
ETA_dPsi_B,0.0
ETA_eta_BR,0.928363858588711
ETA_eta_FL,7.186847561458297
ETA_eta_RL,15.829849703784385
LogEE_Dzpe,171.31943832048148
LogEE_Dzse,173.5010358108871
PEOE_VSA10,0.0
PEOE_VSA11,11.49902366656781
PEOE_VSA12,6.792942306099827
PEOE_VSA13,0.0
SlogP_VSA1,14.790514511606428
SlogP_VSA2,48.29998632702454
SlogP_VSA3,12.72105492335605
SlogP_VSA4,0.0
SlogP_VSA5,37.31310505186264
SlogP_VSA6,42.46456947923127
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,337.40631757908125
SpAbs_Dzpe,340.33987888907996
SpAbs_Dzse,344.92412895257314
SpDiam_DzZ,237.22270860949766
SpDiam_Dzi,227.02910833629716
SpDiam_Dzm,237.02371419482674
SpDiam_Dzp,355.89701447286035
SpDiam_Dzv,311.1831856443651
SpMAD_Dzpe,10.378703139956615
SpMAD_Dzse,10.511345102624942
SpMax_Dzpe,171.31943832048148
SpMax_Dzse,173.5010358108871
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6666666666666666
AETA_eta_BR,0.028132238139051847
AETA_eta_FL,0.2177832594381302
AETA_eta_RL,0.4796924152661935
DetourIndex,5234
EState_VSA1,17.770864521478543
EState_VSA2,18.52216940993135
EState_VSA3,18.043780072480384
EState_VSA4,56.59291971513597
EState_VSA5,12.13273413692322
EState_VSA6,4.899909730850478
EState_VSA7,18.19910120538483
EState_VSA8,17.140435534547432
EState_VSA9,9.473725907600098
ETA_beta_ns,14.0
ETA_shape_p,0.11227071473750787
ETA_shape_x,0.03320683111954458
ETA_shape_y,0.28557874762808344
GhoseFilter,True
LogEE_Dzare,168.78148842050393
SlogP_VSA10,23.653168601779846
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,335.0301571446158
SpDiam_Dzpe,234.5387053151528
SpDiam_Dzse,237.72451083488752
SpMAD_Dzare,10.224433866032765
SpMax_Dzare,168.78148842050393
TopoPSA(NO),54.040000000000006
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,39.30280747321062
VSA_EState9,45.78052586012272
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.42424242424242425
EState_VSA10,17.96578232709628
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04372294372294362
FilterItLogS,-5.787807209183642
SpDiam_Dzare,230.8330354990688
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6285714285714273
ETA_epsilon_2,0.9073593073593069
ETA_epsilon_3,0.4419354838709669
ETA_epsilon_4,0.5745596868884526
ETA_epsilon_5,0.8894957983193273
AETA_beta_ns_d,0.015151515151515152
ETA_dEpsilon_A,0.1866359447004604
ETA_dEpsilon_B,0.054011741682974734
ETA_dEpsilon_C,-0.13262420301748568
ETA_dEpsilon_D,0.017863509039979575
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7575757575757576
MDEDescriptor,"0.0,2.292254639346473,0.738984512412725,0.07692307692307693,20.282883521217787,23.859201513698377,2.253244370138918,5.150088830519577,1.3668357514538012,0.0,0.0,0.2672612419124244,0.4999999999999999,0.0,0.0,0.0,0.0,0.5773502691896258,0.25"
APolDescriptor,68.28720399999997
BCUTDescriptor,"11.99427256849588,19.000418391340748,-0.3328731740015728,0.41678052003157384,3.6049209594726586,11.29047291718182"
BPolDescriptor,43.628795999999994
TPSADescriptor,54.040000000000006
ALOGPDescriptor,"2.7597000000000014,7.615944090000007,112.45770000000002"
XLogPDescriptor,4.358999999999999
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,463.20827664
ChiPathDescriptor,"23.424074484064487,15.829849703784387,14.907744804379142,11.641192229723446,9.593628907159152,7.605797619438965,5.037147461918637,4.003202303197817,18.528721884428577,11.189943995429807,8.397045847790691,6.029637166662121,4.342121746798835,3.0180626224475833,1.7233799414738156,1.1504396103636647"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.4013747150773105,0.5179315392245266,0.0,0.0,0.029462782549439483,0.15040445230279106,0.16708806591593367"
AtomCountDescriptor,61
BondCountDescriptor,36
SmallRingDescriptor,"4,2,3,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"2.99452043066111,0.2886751345948129,0.6806124618344674,0.14433756729740646,0.9606532138211328,0.01349873117890097,0.11388062087443669,0.004499577059633658"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,10,2,6,4,0,0"
ZagrebIndexDescriptor,174.0
LargestChainDescriptor,15
MannholdLogPDescriptor,3.1099999999999994
WeightedPathDescriptor,"67.29688663106174,2.0392995948806587,25.894756840441516,8.740285830143332,10.011991213055882"
FractionalPSADescriptor,0.116664582057974
WienerNumbersDescriptor,"3321.0,50.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.349364240075809,7.650753990293417,9.97127874883241,1.8950008469000899,2.4903493236039163,2.766793533981023"
FractionalCSP3Descriptor,0.4583333333333333
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,8,0,0,7,1,0,0,1,5,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.074074074074073,11.82314494425221,7.03125"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,3040.09
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.4583333333333333
AutocorrelationDescriptorMass,"40.909480427580235,40.735270685681826,62.15068365662786,57.64335577406373,55.00306418611187"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.8887112301015981,-0.6730283771305079,0.31669743846906784,-0.07614130694500179,-2.657528923792774E-4"
EccentricConnectivityIndexDescriptor,773
AutocorrelationDescriptorPolarizability,"2062.568816657082,2408.703696095477,3319.3005334210006,3371.0191149687544,3152.0992675274247"
