DLiP-ID,C0011U
DLiP-Mol-ID,31703
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H16ClN5O/c15-11-8-10(18-14(21)13-16-9-17-19-13)4-5-12(11)20-6-2-1-3-7-20/h4-5,8-9H,1-3,6-7H2,(H,18,21)(H,16,17,19)"
Standard Inchi Key(RDKit),CRSIWSIMUCOGCU-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1ccc(N2CCCCC2)c(Cl)c1)c1nc[nH]n1
SMILES(SDF),
MW(SDF),
MW(RDKit),305.769
MW Monoisotopic(RDKit),305.104337812
MolLogP(RDKit),2.7007
XLogP(SDF),
XLogP(CDK),3.474
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),73.91
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.914105961994409
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,113503.45798702388
qed,0.9141059619944085
Chi0,14.656489770562878
Chi1,10.23718344301788
TPSA,73.91
Chi0n,11.472788532664207
Chi0v,12.228717478682663
Chi1n,6.954897000824697
Chi1v,7.332861473833924
Chi2n,4.990731751130142
Chi2v,5.397931877870749
Chi3n,3.5204116729810426
Chi3v,3.8231449886898865
Chi4n,2.481204991309505
Chi4v,2.7812704824716845
MolMR,81.85190000000003
MolWt,305.76899999999995
fr_SH,0
Kappa1,13.882694997605373
Kappa2,6.133977032075896
Kappa3,3.158547953497482
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,622.2995340025205
MolLogP,2.7006999999999994
NOCount,6
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,1.7291288362166377
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,15.181342137549283
SMR_VSA4,0.0
SMR_VSA5,19.26246486877803
SMR_VSA6,23.30621114668196
SMR_VSA7,35.37345909189062
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,127.0637129904603
NHOHCount,2
PEOE_VSA1,10.216698334856808
