DLiP-ID,C000MT
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,423.1616626600007
MZ,0.6787878787878786
Mi,1.1202098361661605
Mm,0.6411259375875147
Mp,0.6933677191072403
Mv,0.6432398238439765
SZ,37.33333333333332
Si,61.61154098913883
Sm,35.26192656731331
Sp,38.135224550898215
Sv,35.378190311418706
nB,0
nC,23
nF,0
nH,25
nI,0
nN,3
nO,3
nP,0
nS,1
nX,0
ABC,23.351102806039012
AMW,7.693848412000012
IC0,1.60593962737909
IC1,3.354325744410918
IC2,4.212911304315743
IC3,4.722002213406652
IC4,4.867456758861197
IC5,4.976547667952106
MID,61.54567639445132
Mpe,0.9673440285204988
Mse,1.0028404952658416
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,119.49050000000001
SdO,13.150785952530178
SdS,0
Spe,53.203921568627436
SsF,0
SsI,0
Sse,55.15622723962129
StN,0
fMF,0.43636363636363634
nBr,0
nCl,0
AMID,2.051522546481711
BIC0,0.26474052341751
BIC1,0.5529634726913382
BIC2,0.6945020378109243
BIC3,0.7784261103240242
BIC4,0.8024044167563382
BIC5,0.820388146580574
CIC0,4.17542008614557
CIC1,2.427033969113742
CIC2,1.5684484092089166
CIC3,1.0593575001180078
CIC4,0.9139029546634632
CIC5,0.8048120455725538
GGI1,6.0
GGI2,3.7777777777777795
GGI3,1.7222222222222223
GGI4,1.8166666666666669
GGI5,1.3133333333333332
GGI6,0.809795918367347
GGI7,0.5442885487528344
GGI8,0.3965970647518266
GGI9,0.28500000000000003
JGI1,0.18181818181818182
JGI2,0.08212560386473432
JGI3,0.03587962962962963
JGI4,0.0412878787878788
JGI5,0.030542635658914727
JGI6,0.018404452690166974
JGI7,0.012370194289837147
JGI8,0.009914926618795665
JGI9,0.008636363636363638
MIC0,17.07777525323544
MIC1,33.926813947257116
MIC2,39.19346819164118
MIC3,40.506850009823
MIC4,41.45368637345936
MIC5,41.963759100732084
MPC2,46
MPC3,62
MPC4,79
MPC5,104
MPC6,121
MPC7,140
MPC8,160
MPC9,188
Mare,0.9792727272727276
NaaN,1
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,2
NssS,0
NtCH,0
NtsC,0
RNCG,0.19639549472045822
RPCG,0.11166996067794537
SIC0,0.27777888022124364
SIC1,0.5801966856627093
SIC2,0.7287059641800601
SIC3,0.8167632611339175
SIC4,0.8419224888350194
SIC5,0.8607919096108461
SaaN,4.790698144998741
SaaO,0
SaaS,1.4454102628705798
Sare,53.86000000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,10.566461904052264
SssS,0
StCH,0
StsC,0
TIC0,88.32667950584995
TIC1,184.4879159426005
TIC2,231.71012173736588
TIC3,259.71012173736585
TIC4,267.7101217373658
TIC5,273.71012173736585
Vabc,378.3801398977619
WPol,48
apol,63.68582499999999
bpol,36.44017500000001
nRot,5
ABCGG,17.731002231622423
ATS0Z,1448.0
ATS0d,183.0
ATS0i,8836.615343713825
ATS0m,5727.812133000002
ATS0p,89.22963462122497
ATS0s,191.1423182441701
ATS0v,12493.874438332608
ATS1Z,1566.0
ATS1d,228.0
ATS1i,8419.6589955635
ATS1m,5976.301259000002
ATS1p,109.11750775000002
ATS1s,173.10493827160494
ATS1v,15578.925702324486
ATS2Z,2322.0
ATS2d,363.0
ATS2i,15688.723922161034
ATS2m,8730.350854000002
ATS2p,161.86493441903698
ATS2s,275.7962962962962
ATS2v,22665.409071307608
ATS3Z,2600.0
ATS3d,402.0
ATS3i,18494.453495970683
ATS3m,9634.379755
ATS3p,190.142272082188
ATS3s,328.7839506172839
ATS3v,25777.291476143884
ATS4Z,2558.0
ATS4d,396.0
ATS4i,21523.707891628837
ATS4m,9268.094974000003
ATS4p,201.68860758437603
ATS4s,359.20370370370364
ATS4v,25863.45147085421
ATS5Z,2429.0
ATS5d,388.0
ATS5i,21472.495613925097
ATS5m,8772.979434
ATS5p,192.189407338564
ATS5s,330.0246913580247
ATS5v,24274.92842532649
ATS6Z,2331.0
ATS6d,365.0
ATS6i,16048.294988817172
ATS6m,8587.596877
ATS6p,168.851206328188
ATS6s,308.47839506172835
ATS6v,22832.2866803739
ATS7Z,2318.0
ATS7d,352.0
ATS7i,15868.440372887251
ATS7m,8570.975069000002
ATS7p,163.80353067139606
ATS7s,346.24999999999994
ATS7v,22958.05746532516
ATS8Z,2132.0
ATS8d,346.0
ATS8i,18156.24538288618
ATS8m,7527.522423
ATS8p,177.56423188279197
ATS8s,320.8518518518518
ATS8v,23541.474038925848
C1SP1,0
C1SP2,2
C1SP3,4
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.30434782608695654
GGI10,0.22263034384246505
JGI10,0.008562705532402503
JGT10,0.4295425725269052
Kier1,23.168044077134986
Kier2,10.744801512287335
Kier3,5.506763787721124
MAXdO,13.150785952530178
MID_C,47.4593773693059
MID_N,6.4071057115598915
MID_O,5.583596551805829
MID_X,0.0
MID_h,14.086299025145435
MINdO,13.150785952530178
MPC10,204
MWC01,33.0
MWC02,5.0689042022202315
MWC03,5.926926025970411
MWC04,6.803505257608338
MWC05,7.682021510826875
MWC06,8.56845648535378
MWC07,9.456809748593889
MWC08,10.349998630080293
MWC09,11.244640708929097
MWC10,12.142509648414281
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,3.8819000000000035
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.5254529391317835
SRW05,2.3978952727983707
SRW06,7.044905117129371
SRW07,4.727387818712341
SRW08,8.645234541297121
SRW09,6.86171134048073
SRW10,10.28762687392954
SaaCH,15.634459141681363
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,5.852164563682353
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.0024290333417318344
SdssS,0
SsCH3,5.374537316798736
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,4.130591512227654
SsssP,0
VE1_A,4.494085929710492
VE1_D,5.366621633652981
VE2_A,0.14980286432368306
VE2_D,0.1788873877884327
VE3_A,2.601374583234312
VE3_D,2.7788108807104246
VR1_A,316.68051125948
VR1_D,197.9157767073015
VR2_A,10.556017041982667
VR2_D,6.597192556910049
VR3_A,6.856505703405684
VR3_D,6.386453858701949
WPath,2509
Xc-3d,1.8282057084311265
Xc-4d,0.0
Xc-5d,0.3840884087733852
Xc-6d,0.0
Xp-0d,21.087211190881018
Xp-1d,14.58404999576855
Xp-2d,12.816369838929667
Xp-3d,11.395948166446889
Xp-4d,8.904162214705037
Xp-5d,7.330794731579981
Xp-6d,5.491881458491813
Xp-7d,3.9358071887835906
ZMIC0,97.49463933983432
ZMIC1,55.08107761755649
ZMIC2,37.87008706933606
ZMIC3,33.3380614292167
ZMIC4,31.413005575058694
ZMIC5,30.312973658396977
nAcid,0
nAtom,55
nBase,1
nRing,4
piPC1,3.7727609380946383
piPC2,4.347046915777855
piPC3,4.944317413058608
piPC4,5.5066010549552225
piPC5,6.053264948013429
piPC6,6.445620608115097
piPC7,6.868754541632405
piPC8,7.2826752652621405
piPC9,7.710597318348713
AATS0Z,26.327272727272728
AATS0d,3.327272727272727
AATS0i,160.66573352206956
AATS0m,104.14203878181821
AATS0p,1.6223569931131814
AATS0s,3.475314877166729
AATS0v,227.16135342422925
AATS1Z,27.0
AATS1d,3.9310344827586206
AATS1i,145.16653440626726
AATS1m,103.03967687931038
AATS1p,1.8813363405172416
AATS1s,2.984567901234568
AATS1v,268.6021672814567
AATS2Z,23.22
AATS2d,3.63
AATS2i,156.88723922161034
AATS2m,87.30350854000002
AATS2p,1.6186493441903698
AATS2s,2.757962962962962
AATS2v,226.65409071307607
AATS3Z,21.666666666666668
AATS3d,3.35
AATS3i,154.1204457997557
AATS3m,80.28649795833333
AATS3p,1.5845189340182333
AATS3s,2.7398662551440323
AATS3v,214.81076230119905
AATS4Z,18.536231884057973
AATS4d,2.869565217391304
AATS4i,155.96889776542636
AATS4m,67.1601085072464
AATS4p,1.4615116491621452
AATS4s,2.6029253891572726
AATS4v,187.4163150061899
AATS5Z,18.12686567164179
AATS5d,2.8955223880597014
AATS5i,160.24250458153057
AATS5m,65.4699957761194
AATS5p,1.4342493084967463
AATS5s,2.462870831030035
AATS5v,181.1561822785559
AATS6Z,22.2
AATS6d,3.4761904761904763
AATS6i,152.84090465540163
AATS6m,81.78663692380952
AATS6p,1.608106726935124
AATS6s,2.9378894767783654
AATS6v,217.4503493368943
AATS7Z,22.28846153846154
AATS7d,3.3846153846153846
AATS7i,152.58115743160818
AATS7m,82.41322181730771
AATS7p,1.5750339487634237
AATS7s,3.3293269230769225
AATS7v,220.75055255120347
AATS8Z,18.06779661016949
AATS8d,2.9322033898305087
AATS8i,153.8664862956456
AATS8m,63.792562906779665
AATS8p,1.5047816261253557
AATS8s,2.7190834902699303
AATS8v,199.5040172790326
AMID_C,1.58197924564353
AMID_N,0.2135701903853297
AMID_O,0.18611988506019428
AMID_X,0.0
AMID_h,0.46954330083818113
ATS0dv,402.44444444444446
ATS0pe,340.4394999999999
ATS0se,420.7973729999998
ATS1dv,398.33333333333337
ATS1pe,376.329
ATS1se,450.24514399999987
ATS2dv,537.3333333333334
ATS2pe,642.5198000000001
ATS2se,783.002496
ATS3dv,540.0
ATS3pe,753.9976999999998
ATS3se,923.3382819999998
ATS4dv,511.6666666666667
ATS4pe,839.4930000000002
ATS4se,1044.2433479999997
ATS5dv,521.3333333333334
ATS5pe,806.0271
ATS5se,1010.981994
ATS6dv,531.0
ATS6pe,658.5620999999998
ATS6se,807.5610140000001
ATS7dv,517.3333333333334
ATS7pe,672.2807999999997
ATS7se,816.70571
ATS8dv,421.6666666666667
ATS8pe,735.008
ATS8se,904.5877579999999
ATSC0Z,535.7090909090908
ATSC0c,1.0952504156741376
ATSC0d,32.43636363636363
ATSC0i,85.54095697074807
ATSC0m,2466.384715527272
ATSC0p,15.48628360430454
ATSC0s,50.401571268237944
ATSC0v,2856.043918180041
ATSC1Z,47.761322314049636
ATSC1c,-0.4068110796212919
ATSC1d,16.158016528925614
ATSC1i,-21.82463352018411
ATSC1m,219.55771893487653
ATSC1p,-0.9318615408952412
ATSC1s,-0.4838442789284585
ATSC1v,-79.05971742952612
ATSC2Z,111.61983471074382
ATSC2c,-0.36913171423061863
ATSC2d,1.4066115702479345
ATSC2i,37.810248816901414
ATSC2m,529.9387316413229
ATSC2p,7.251126340381923
ATSC2s,-1.4140427847498598
ATSC2v,1124.8478207352423
ATSC3Z,65.6528925619835
ATSC3c,0.3881374656000303
ATSC3d,-4.115702479338841
ATSC3i,19.45230399361058
ATSC3m,267.7732740132238
ATSC3p,0.6784235868344517
ATSC3s,1.4696793977938718
ATSC3v,-93.68853365356115
ATSC4Z,16.76628099173553
ATSC4c,-0.22671007696729883
ATSC4d,9.37785123966942
ATSC4i,-22.312377129962048
ATSC4m,72.23421060429776
ATSC4p,0.6775598343118716
ATSC4s,-14.208339511841197
ATSC4v,-234.64767029220747
ATSC5Z,4.690578512396694
ATSC5c,-0.17458187527394298
ATSC5d,10.282314049586777
ATSC5i,36.00583638424869
ATSC5m,101.06306027900807
ATSC5p,4.873320763941562
ATSC5s,-2.8189210851500404
ATSC5v,1327.0814968823036
ATSC6Z,-73.39008264462802
ATSC6c,0.42218408415061737
ATSC6d,-9.378512396694216
ATSC6i,-10.613525164101171
ATSC6m,-320.4522402611565
ATSC6p,-5.5227356290261245
ATSC6s,13.817183620718966
ATSC6v,-248.11235425580804
ATSC7Z,-50.03173553719
ATSC7c,-0.03865859833123336
ATSC7d,-15.188760330578512
ATSC7i,-23.5377191533892
ATSC7m,-262.5600342697514
ATSC7p,-3.2323997891616805
ATSC7s,-15.667627566348125
ATSC7v,-744.8693603527394
ATSC8Z,-370.3576859504133
ATSC8c,-0.5512460717158569
ATSC8d,-19.26347107438016
ATSC8i,-22.514657044982897
ATSC8m,-1696.293486549421
ATSC8p,-8.691511706239565
ATSC8s,-14.720344522667762
ATSC8v,-1426.829796240699
AXp-0d,0.702907039696034
AXp-1d,0.44194090896268334
AXp-2d,0.2786167356289058
AXp-3d,0.18380561558785305
AXp-4d,0.11271091411019034
AXp-5d,0.07048841088057674
AXp-6d,0.045387450070180274
AXp-7d,0.028112908491311362
GATS1Z,0.7412347739380379
GATS1c,1.3803086732481777
GATS1d,0.6314751816916654
GATS1i,1.3704737296792573
GATS1m,0.7440258606952802
GATS1p,1.0386539871408405
GATS1s,0.6123298832504481
GATS1v,0.9826155828898763
GATS2Z,0.8568083084442032
GATS2c,1.5445973175339425
GATS2d,1.165358744394619
GATS2i,0.8682230541190882
GATS2m,0.8494847331804402
GATS2p,0.7071904468670779
GATS2s,0.7590775989917118
GATS2v,0.7092884720492543
GATS3Z,0.905948784957915
GATS3c,0.9096753118110252
GATS3d,1.1931053811659196
GATS3i,0.9633089536897231
GATS3m,0.9088891799046719
GATS3p,0.9828450552481683
GATS3s,0.879086289018834
GATS3v,0.9802183861451487
GATS4Z,1.0949323566563178
GATS4c,0.8839183834608223
GATS4d,0.8444628582569703
GATS4i,1.1097762188043694
GATS4m,1.0814807575881118
GATS4p,1.0829219447157317
GATS4s,1.3934090465934355
GATS4v,1.039936527201849
GATS5Z,1.3980493777379734
GATS5c,0.8107821322741625
GATS5d,0.919366173616224
GATS5i,0.8982550692435215
GATS5m,1.344285516787937
GATS5p,1.1385558925305603
GATS5s,1.2322851387117335
GATS5v,0.839388105898556
GATS6Z,1.3296128932159343
GATS6c,0.7870845977615979
GATS6d,1.379404228058937
GATS6i,1.180314092191147
GATS6m,1.2927798224714786
GATS6p,1.4019021292719045
GATS6s,0.9814981234567584
GATS6v,1.0460693720257748
GATS7Z,0.9290167009544895
GATS7c,1.128223838080028
GATS7d,1.4406907554329083
GATS7i,1.1921554611612897
GATS7m,0.939135931525641
GATS7p,1.0445871515368554
GATS7s,2.1395524552527614
GATS7v,1.064959381077905
GATS8Z,1.406515333851825
GATS8c,1.085382157767099
GATS8d,1.2133275062704265
GATS8i,1.1873820667705293
GATS8m,1.3894068318759996
GATS8p,1.3498525547171085
GATS8s,1.306271178514834
GATS8v,1.2131143937474607
MATS1Z,0.08454385012218309
MATS1c,-0.35222002357300397
MATS1d,0.4723790010824183
MATS1i,-0.24193993028122235
MATS1m,0.08441557551266113
MATS1p,-0.057060933959373464
MATS1s,-0.00910324498151427
MATS1v,-0.026249743998399765
MATS2Z,0.11459747488460498
MATS2c,-0.18536623216150794
MATS2d,0.02385089686098656
MATS2i,0.24310736734459423
MATS2m,0.11817552248348932
MATS2p,0.25752592352767756
MATS2s,-0.01543054139073098
MATS2v,0.216616522409297
MATS3Z,0.056170241650828165
MATS3c,0.16242526444558975
MATS3d,-0.058155829596412544
MATS3i,0.10422655586438759
MATS3m,0.04976085704854175
MATS3p,0.02007868071584075
MATS3s,0.013364723368191547
MATS3v,-0.015034985159441076
MATS4Z,0.012473586041624853
MATS4c,-0.08249754043906637
MATS4d,0.11522713979333203
MATS4i,-0.10395738355576911
MATS4m,0.01167254921696964
MATS4p,0.01743749306485148
MATS4s,-0.11235252921392658
MATS4v,-0.03274424403427807
MATS5Z,0.0035938114207674644
MATS5c,-0.0654249830228458
MATS5d,0.13011177297369655
MATS5i,0.1727653682771767
MATS5m,0.01681858737194946
MATS5p,0.12916227341879555
MATS5s,-0.022956027347338075
MATS5v,0.1907175256830299
MATS6Z,-0.07175988777264905
MATS6c,0.20191185587706756
MATS6d,-0.15145206064488578
MATS6i,-0.06499185605381255
MATS6m,-0.06805748280799197
MATS6p,-0.18680153314265602
MATS6s,0.14359814963384934
MATS6v,-0.045504767383553225
MATS7Z,-0.04939078197121904
MATS7c,-0.018666462708413895
MATS7d,-0.2476392721628148
MATS7i,-0.1455189734297401
MATS7m,-0.05629854231706415
MATS7p,-0.110384275522122
MATS7s,-0.16439496567002276
MATS7v,-0.1379255038176758
MATS8Z,-0.322235235645223
MATS8c,-0.23459176519370648
MATS8d,-0.2768108231359732
MATS8i,-0.12267947636698534
MATS8m,-0.32056850830157874
MATS8p,-0.2615946111517672
MATS8s,-0.13613023084611053
MATS8v,-0.23285628843101458
MAXaaN,4.790698144998741
MAXaaS,1.4454102628705798
MAXssO,5.286021130597561
MINaaN,4.790698144998741
MINaaS,1.4454102628705798
MINssO,5.280440773454703
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.74389417068964
SpAD_D,350.1314337421318
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.2191288344830635
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1167
TMWC10,140.2437722179972
TSRW10,79.69490652287023
VE1_Dt,5.400900195262981
VE2_Dt,0.18003000650876602
VE3_Dt,2.785177931171444
VR1_Dt,195.09914952724543
VR2_Dt,6.503304984241514
VR3_Dt,6.372120177124401
Xc-3dv,1.0297286209760883
Xc-4dv,0.0
Xc-5dv,0.15171936919393592
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.41666666666666663
Xch-7d,0.6865124864676472
Xp-0dv,18.238359807546253
Xp-1dv,10.679293350924194
Xp-2dv,8.248299475047524
Xp-3dv,6.408699633990089
Xp-4dv,4.4997905634482045
Xp-5dv,3.2381790405922515
Xp-6dv,2.031162047859659
Xp-7dv,1.3329753335790815
Xpc-4d,4.683290497891171
Xpc-5d,6.827420741841803
Xpc-6d,10.230582433333957
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,58
nFRing,0
nHBAcc,6
nHBDon,0
nHRing,2
nSpiro,0
naRing,3
piPC10,7.985133291033059
AATS0dv,7.317171717171718
AATS0pe,6.189809090909089
AATS0se,7.650861327272724
AATS1dv,6.867816091954023
AATS1pe,6.488431034482759
AATS1se,7.762847310344825
AATS2dv,5.373333333333334
AATS2pe,6.425198000000002
AATS2se,7.830024959999999
AATS3dv,4.5
AATS3pe,6.283314166666665
AATS3se,7.6944856833333315
AATS4dv,3.707729468599034
AATS4pe,6.0832826086956535
AATS4se,7.5669807826086934
AATS5dv,3.8905472636815923
AATS5pe,6.015127611940299
AATS5se,7.544641746268657
AATS6dv,5.057142857142857
AATS6pe,6.272019999999998
AATS6se,7.691057276190477
AATS7dv,4.9743589743589745
AATS7pe,6.464238461538458
AATS7se,7.852939519230769
AATS8dv,3.573446327683616
AATS8pe,6.228881355932204
AATS8se,7.665997949152541
AATSC0Z,9.740165289256197
AATSC0c,0.019913643921347958
AATSC0d,0.5897520661157024
AATSC0i,1.555290126740874
AATSC0m,44.843358464132216
AATSC0p,0.2815687928055371
AATSC0s,0.9163922048770535
AATSC0v,51.92807123963711
AATSC1Z,0.8234710743801661
AATSC1c,-0.007013984131401585
AATSC1d,0.2785864918780278
AATSC1i,-0.37628678483076056
AATSC1m,3.785477912670285
AATSC1p,-0.016066578291297262
AATSC1s,-0.008342142740145836
AATSC1v,-1.3630985763711398
AATSC2Z,1.1161983471074381
AATSC2c,-0.0036913171423061863
AATSC2d,0.014066115702479344
AATSC2i,0.37810248816901415
AATSC2m,5.299387316413228
AATSC2p,0.07251126340381923
AATSC2s,-0.014140427847498598
AATSC2v,11.248478207352424
AATSC3Z,0.5471074380165292
AATSC3c,0.0032344788800002526
AATSC3d,-0.03429752066115701
AATSC3i,0.16210253328008817
AATSC3m,2.231443950110198
AATSC3p,0.0056535298902870975
AATSC3s,0.012247328314948932
AATSC3v,-0.7807377804463429
AATSC4Z,0.12149478979518501
AATSC4c,-0.0016428266446905713
AATSC4d,0.06795544376572044
AATSC4i,-0.1616838922461018
AATSC4m,0.5234363087267954
AATSC4p,0.004909853871825157
