DLiP-ID,T006HG
DLiP-Mol-ID,24023
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H28N6O5/c1-18-15-31(16-20(23(32)33)27-25(35)36-17-19-7-3-2-4-8-19)24(34)28-22(18)30-13-11-29(12-14-30)21-9-5-6-10-26-21/h2-10,15,20H,11-14,16-17H2,1H3,(H,27,35)(H,32,33)/t20-/m0/s1"
Standard Inchi Key(RDKit),UUVNZZLFXSXOAH-FQEVSTJZSA-N
Canonical SMILES(RDKit),Cc1cn(C[C@H](NC(=O)OCc2ccccc2)C(=O)O)c(=O)nc1N1CCN(c2ccccn2)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),492.536
MW Monoisotopic(RDKit),492.212117996
MolLogP(RDKit),1.65292
XLogP(SDF),
XLogP(CDK),2.373
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),9
HBA Lipinski(RDKit),11
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),129.89
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),36
QED Weighted(RDKit),0.482028130787494
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,131532054.04933903
qed,0.4820281307874938
Chi0,25.49298858481683
Chi1,17.40188724096433
TPSA,129.89
Chi0n,19.90976838306037
Chi0v,19.90976838306037
Chi1n,11.595141731310253
Chi1v,11.595141731310253
Chi2n,8.441383192419737
Chi2v,8.441383192419737
Chi3n,5.884120007138408
Chi3v,5.884120007138408
Chi4n,4.017981421583211
Chi4v,4.017981421583211
MolMR,133.08349999999996
MolWt,492.53600000000034
fr_SH,0
Kappa1,24.70628550731941
Kappa2,11.344245309410917
Kappa3,6.173953763873519
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,5
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1242.7995590691821
MolLogP,1.6529199999999995
NOCount,11
fr_Ar_N,3
fr_COO2,1
fr_urea,0
BalabanJ,1.376680400197916
SMR_VSA1,19.432464716784395
SMR_VSA2,0.0
SMR_VSA3,19.8518452936921
SMR_VSA4,0.0
SMR_VSA5,26.11721639926408
SMR_VSA6,35.97884508535126
SMR_VSA7,82.53580725658833
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,207.51997175734573
NHOHCount,2
PEOE_VSA1,24.95999841434804
PEOE_VSA2,4.567099647791355
PEOE_VSA3,19.367590073162674
PEOE_VSA4,4.9839785209472085
PEOE_VSA5,0.0
PEOE_VSA6,36.39820241076966
PEOE_VSA7,24.619922828310838
PEOE_VSA8,44.136164258573444
PEOE_VSA9,6.544756405912575
RingCount,4
SMR_VSA10,23.69827091456032
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,492.2121179960001
NumHDonors,2
PEOE_VSA10,24.284448349330933
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,17.752288757093737
SlogP_VSA1,20.80635146391076
SlogP_VSA2,63.924995896214995
SlogP_VSA3,22.683038508297365
SlogP_VSA4,6.923737199690624
SlogP_VSA5,11.126902983393991
SlogP_VSA6,65.71916087499085
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
