DLiP-ID,P0001A
DLiP-Mol-ID,22463
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H18N2O2S/c1-9-10(6-4-8-13-9)14-11-5-3-7-12(11)17(2,15)16/h4,6,8,11-12,14H,3,5,7H2,1-2H3/t11?,12-/m0/s1"
Standard Inchi Key(RDKit),BFFKQDIRHHTNOE-KIYNQFGBSA-N
Canonical SMILES(RDKit),Cc1ncccc1NC1CCC[C@@H]1S(C)(=O)=O
SMILES(SDF),
MW(SDF),
MW(RDKit),254.355
MW Monoisotopic(RDKit),254.108898816
MolLogP(RDKit),1.76762
XLogP(SDF),
XLogP(CDK),2.179
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),59.06
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.892746583770823
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BAZ2B/H4
Common Target Pref Name,BAZ2B/H4
RDKit Descriptors
Ipc,8016.225494066515
qed,0.8927465837708227
Chi0,12.466255326250886
Chi1,7.982181813234283
TPSA,59.06
Chi0n,10.18003015639932
Chi0v,10.996526737327047
Chi1n,5.852936421807205
Chi1v,7.8075041901926285
Chi2n,4.686085786117149
Chi2v,6.950638776831794
Chi3n,3.350327136296769
Chi3v,5.014448859417486
Chi4n,2.4401368809235753
Chi4v,3.8358588475401816
MolMR,68.86750000000004
MolWt,254.35499999999993
fr_SH,0
Kappa1,12.35936766919926
Kappa2,4.643197690359834
Kappa3,2.7734689768570826
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,498.9820221416752
MolLogP,1.7676199999999997
NOCount,4
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.1663051077096784
SMR_VSA1,8.417796984328938
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,37.47798092759879
SMR_VSA6,11.572557787517734
SMR_VSA7,24.023505703384757
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
