DLiP-ID,P0008S
DLiP-Mol-ID,24069
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H26N2O3/c1-26(2)16-17-6-4-7-19(14-17)25-21-11-10-18(15-23(21)27-3)20-8-5-9-22-24(20)29-13-12-28-22/h4-11,14-15,25H,12-13,16H2,1-3H3"
Standard Inchi Key(RDKit),LEFMIEUBWDMNAT-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cc(-c2cccc3c2OCCO3)ccc1Nc1cccc(CN(C)C)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),390.483
MW Monoisotopic(RDKit),390.194342692
MolLogP(RDKit),4.9386
XLogP(SDF),
XLogP(CDK),4.192
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),42.96
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.645845874352166
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,KRAS/SOS1
Common Target Pref Name,KRAS/SOS1
RDKit Descriptors
Ipc,5036439.884608415
qed,0.6458458743521664
Chi0,20.216967702877945
Chi1,14.135361590784807
TPSA,42.96
Chi0n,17.06678150234745
Chi0v,17.06678150234745
Chi1n,9.715597355574108
Chi1v,9.715597355574108
Chi2n,7.307980409184533
Chi2v,7.307980409184533
Chi3n,4.783527538911124
Chi3v,4.783527538911124
Chi4n,3.5311604132257486
Chi4v,3.5311604132257486
MolMR,116.53570000000005
MolWt,390.4830000000001
fr_SH,0
Kappa1,19.150134973544183
Kappa2,8.451606932936055
Kappa3,4.300856921414797
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1001.1659869199597
MolLogP,4.938600000000004
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.6301720722999122
SMR_VSA1,14.210588861400147
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,39.735694039664075
SMR_VSA7,66.2271221763131
SMR_VSA8,0.0
SMR_VSA9,28.375438483245706
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,3
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,171.37974460680752
NHOHCount,1
PEOE_VSA1,24.427287196256955
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,55.55408229105642
PEOE_VSA8,17.795594172293132
PEOE_VSA9,12.797183815961095
RingCount,4
SMR_VSA10,11.374772549367124
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,390.194342692
NumHDonors,1
PEOE_VSA10,18.963275762309742
PEOE_VSA11,11.49902366656781
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,19.527377465406477
SlogP_VSA2,39.31881516650822
SlogP_VSA3,6.544756405912575
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,60.6636706846161
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,3
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,13.213763929025836
EState_VSA4,46.294967438525404
EState_VSA5,5.563451491696996
EState_VSA6,7.109797541277533
EState_VSA7,30.33183534230805
EState_VSA8,54.643877642519236
EState_VSA9,14.210588861400147
