DLiP-ID,C002IV
AATSC3i,0.1864626274569994
AATSC3m,4.611326280763416
AATSC3p,0.045421055635707044
AATSC3s,-0.24994914289446923
AATSC3v,6.252592060096485
AATSC4Z,-2.4050783103939253
AATSC4c,-0.0043084449368588655
AATSC4d,0.0025048779201603034
AATSC4i,0.02124440664091952
AATSC4m,-10.397788840320626
AATSC4p,-0.029421930108659237
AATSC4s,-0.3355880308972198
AATSC4v,-1.2268411335051097
AATSC5Z,-4.7735532569192065
AATSC5c,0.008288488827111825
AATSC5d,0.005622340260305021
AATSC5i,0.0955063863297708
AATSC5m,-20.870214020446983
AATSC5p,-0.04899314626859939
AATSC5s,-0.059743378594900295
AATSC5v,-7.01020248358491
AATSC6Z,-3.423543330375628
AATSC6c,-0.00763412196655495
AATSC6d,-0.09484373459528737
AATSC6i,-0.15152179668061744
AATSC6m,-14.916839541826876
AATSC6p,-0.06470123344586452
AATSC6s,-0.19523627625639234
AATSC6v,-5.215357058725399
AATSC7Z,3.0178963893249615
AATSC7c,0.0016698730713028804
AATSC7d,-0.039909297052154194
AATSC7i,-0.17325285741082935
AATSC7m,12.353492881414617
AATSC7p,-0.012529769842623857
AATSC7s,0.33527037771599805
AATSC7v,-4.024141521158409
AATSC8Z,0.0888965755793839
AATSC8c,0.002234443713301479
AATSC8d,0.03385987163226872
AATSC8i,-0.07271435222694697
AATSC8m,0.4906132247684378
AATSC8p,-0.03000033179913144
AATSC8s,0.0415471815969031
AATSC8v,-2.5051799590698303
ATS0are,272.2206
ATS1are,291.82500000000005
ATS2are,478.3240000000001
ATS3are,568.1780000000001
ATS4are,544.215
ATS5are,472.94700000000006
ATS6are,447.145
ATS7are,424.7364000000001
ATS8are,362.1997000000001
ATSC0dv,174.6666666666667
ATSC0pe,5.364564285714284
ATSC0se,3.9498504047619036
ATSC1dv,35.88888888888887
ATSC1pe,-0.2900974489795922
ATSC1se,-0.3807583860544216
ATSC2dv,18.1111111111111
ATSC2pe,1.3203010204081636
ATSC2se,1.0817280487528347
ATSC3dv,-46.000000000000014
ATSC3pe,-1.0758520408163261
ATSC3se,-0.7462633911564627
ATSC4dv,-50.666666666666664
ATSC4pe,-2.127017346938776
ATSC4se,-1.5668682573696133
ATSC5dv,5.999999999999995
ATSC5pe,0.3169596938775517
ATSC5se,0.27506303458050035
ATSC6dv,-17.333333333333343
ATSC6pe,-1.5904413265306132
ATSC6se,-1.4446401173469365
ATSC7dv,-45.44444444444445
ATSC7pe,0.48627193877551117
ATSC7se,1.201298278344672
ATSC8dv,-6.111111111111111
ATSC8pe,0.6982954081632659
ATSC8se,0.5373278123582753
AXp-0dv,0.6036925892840449
AXp-1dv,0.3381147756667392
AXp-2dv,0.1983139248671493
AXp-3dv,0.11171538974311827
AXp-4dv,0.06427825863385032
AXp-5dv,0.036532572737171705
AXp-6dv,0.020031414256615157
AXp-7dv,0.011034423077432751
BertzCT,1082.2891410127456
ECIndex,755
ETA_eta,24.571181001021934
GATS1dv,0.5413344642352275
GATS1pe,0.7044573362146751
GATS1se,0.7825007377062588
GATS2dv,0.7875532975723812
GATS2pe,0.6206219254529662
GATS2se,0.6098464078986512
GATS3dv,1.118893129770992
GATS3pe,1.077134594726624
GATS3se,1.0644835829838368
GATS4dv,1.177000118350198
GATS4pe,1.1913262981388542
GATS4se,1.1803170238543836
GATS5dv,1.0003834222175743
GATS5pe,0.9969909265606056
GATS5se,1.0262069417168023
GATS6dv,1.0750082973780282
GATS6pe,1.2261123821683086
GATS6se,1.3151276273759216
GATS7dv,1.1688490898414559
GATS7pe,1.0686204455018058
GATS7se,0.9990923831162242
GATS8dv,0.9707594772933105
GATS8pe,0.7430432701581023
GATS8se,0.6958843186347977
LogEE_A,4.274772215747981
LogEE_D,174.054154341939
MATS1dv,0.19177268871925346
MATS1pe,-0.05047150236760905
MATS1se,-0.08997163366550723
MATS2dv,0.05885083556839277
MATS2pe,0.13968702744518655
MATS2se,0.15543721773869726
MATS3dv,-0.12290076335877864
MATS3pe,-0.09358901468498972
MATS3se,-0.08816947821276844
MATS4dv,-0.14166518728918867
MATS4pe,-0.1936365859921746
MATS4se,-0.1937325852697519
MATS5dv,0.019763672487713036
MATS5pe,0.03399351039665661
MATS5se,0.040066186902261734
MATS6dv,-0.06040491204779291
MATS6pe,-0.1804610158321543
MATS6se,-0.22262771200776618
MATS7dv,-0.16811509101585434
MATS7pe,0.05857073692885162
MATS7se,0.19651972185949004
MATS8dv,-0.024906197438219684
MATS8pe,0.09266207281975325
MATS8se,0.09684026107153137
MAXaaCH,2.009972323121275
MAXaaaC,1.0811873068481739
MAXaasC,0.7796940199486959
MAXdsCH,1.6600363756613756
MAXdssC,0.4634489690938104
MAXsssN,1.436676692281851
MDEC-22,8.613723888522141
MDEC-23,19.38589838217658
MDEC-33,8.337613212337612
MDEN-23,0.12499999999999997
MDEO-11,0.6506976368304991
MDEO-12,0.37797631496846196
MINaaCH,1.790054909666652
MINaaaC,0.9191502698111369
MINaasC,0.5419371220710507
MINdsCH,1.6600363756613756
MINdssC,-0.8898653961825171
MINsssN,1.436676692281851
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.1607142857142856
SM1_Dzi,0.8823344286191237
SM1_Dzm,3.158138780657965
SM1_Dzp,-4.093126900616797
SM1_Dzv,-1.7618905432045566
SddssSe,0
SpAD_Dt,578.3950880608027
SpAbs_A,36.23913069190907
SpAbs_D,348.10830868387814
SpMAD_A,1.294254667568181
SpMAD_D,12.432439595852786
SpMax_A,2.4538250059250024
SpMax_D,174.054154341939
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,169.27
TpiPC10,9.136004429127578
VAdjMat,5.954196310386875
VE1_DzZ,5.18118567184772
VE1_Dzi,5.198212983574992
VE1_Dzm,5.18117508712108
VE1_Dzp,5.177281703678402
VE1_Dzv,5.1902116390399
VE2_DzZ,0.18504234542313286
VE2_Dzi,0.18565046369910684
VE2_Dzm,0.18504196739718143
VE2_Dzp,0.18490291798851435
VE2_Dzv,0.18536470139428213
VE3_DzZ,2.6746533414393707
VE3_Dzi,2.67793432670013
VE3_Dzm,2.674651298521374
VE3_Dzp,2.6738995680841757
VE3_Dzv,2.676393891762594
VR1_DzZ,177.45381816483578
VR1_Dzi,176.2776197193731
VR1_Dzm,177.4546371423636
VR1_Dzp,177.95250388525108
VR1_Dzv,176.76936059806695
VR2_DzZ,6.33763636302985
VR2_Dzi,6.295629275691896
VR2_Dzm,6.337665612227271
VR2_Dzp,6.355446567330396
VR2_Dzv,6.3131914499309625
VR3_DzZ,6.208329812891071
VR3_Dzi,6.201679554223827
VR3_Dzm,6.208334428039094
VR3_Dzp,6.211136099761892
VR3_Dzv,6.204465252581869
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.17095133024828013
Xch-6dv,0.37746374104970104
Xch-7dv,0.4960462562560296
Xpc-4dv,2.503587613874102
Xpc-5dv,3.557522092227986
Xpc-6dv,4.241766899491479
Zagreb1,150.0
Zagreb2,177.0
fragCpx,205.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,3
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,15
nBondsD,4
nBondsM,19
nBondsO,31
nBondsS,26
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,9
naHRing,2
AATS0are,6.481442857142857
AATS1are,6.485000000000001
AATS2are,6.46383783783784
AATS3are,6.31308888888889
AATS4are,6.328081395348837
AATS5are,6.478726027397261
AATS6are,6.480362318840579
AATS7are,6.534406153846156
AATS8are,6.138977966101697
AATSC0dv,4.15873015873016
AATSC0pe,0.12772772108843533
AATSC0se,0.0940440572562358
AATSC1dv,0.7975308641975305
AATSC1pe,-0.006446609977324272
AATSC1se,-0.008461297467876034
AATSC2dv,0.24474474474474459
AATSC2pe,0.0178419056811914
AATSC2se,0.014617946604768036
AATSC3dv,-0.5111111111111113
AATSC3pe,-0.011953911564625845
AATSC3se,-0.00829181545729403
AATSC4dv,-0.5891472868217054
AATSC4pe,-0.0247327598481253
AATSC4se,-0.018219398341507133
AATSC5dv,0.08219178082191773
AATSC5pe,0.004341913614760982
AATSC5se,0.0037679867750753473
AATSC6dv,-0.25120772946859915
AATSC6pe,-0.02304987429754512
AATSC6se,-0.020936813294883137
AATSC7dv,-0.6991452991452992
AATSC7pe,0.0074811067503924794
AATSC7se,0.018481511974533415
AATSC8dv,-0.10357815442561205
AATSC8pe,0.011835515392597726
AATSC8se,0.00910725105691992
AETA_eta,0.8775421786079262
ATSC0are,5.9068476190476185
ATSC1are,-0.3639795918367356
ATSC2are,1.318820861678003
ATSC3are,-1.368378231292517
ATSC4are,-2.3471641723356003
ATSC5are,0.9828077097505662
ATSC6are,-1.7090734693877552
ATSC7are,0.3270358276643979
ATSC8are,0.7463140589569168
BCUTZ-1h,16.007311966729723
BCUTZ-1l,5.697441268675847
BCUTc-1h,0.43243924707552545
BCUTc-1l,-0.5261901798421622
BCUTd-1h,3.2008689187377954
BCUTd-1l,0.9725745731031553
BCUTi-1h,14.548178161848362
BCUTi-1l,10.301790947088312
BCUTm-1h,32.0646148715338
BCUTm-1l,11.710096304222974
BCUTp-1h,2.945911210500419
BCUTp-1l,0.7414853529076836
BCUTs-1h,7.009374491420451
BCUTs-1l,0.6047602971244656
BCUTv-1h,24.44508569187542
BCUTv-1l,14.700461070728423
BalabanJ,1.2288178798247626
Diameter,16
ETA_beta,35.0
GATS1are,0.7328641173520964
GATS2are,0.6463614824719934
GATS3are,1.089031065370995
GATS4are,1.1929606250860298
GATS5are,0.9532455195289279
GATS6are,1.2429894503603458
GATS7are,1.1151886176185657
GATS8are,0.7216093448784805
HybRatio,0.15789473684210525
Lipinski,True
LogEE_Dt,289.1975440304014
MATS1are,-0.05751194336194165
MATS2are,0.12672071412613048
MATS3are,-0.10810783502816479
MATS4are,-0.19406112252097596
MATS5are,0.0957280511631916
MATS6are,-0.17611857578778103
MATS7are,0.03577465875267124
MATS8are,0.08994212295870023
MAXssCH2,0.3586905266052851
MINssCH2,-0.00017983925815645563
NsssssAs,0
RotRatio,0.1935483870967742
SM1_Dzpe,1.392135862913097
SM1_Dzse,1.488573499578786
SMR_VSA1,19.112752700037696
SMR_VSA2,0.0
SMR_VSA3,9.883888251797686
SMR_VSA4,0.0
SMR_VSA5,12.841643245852019
SMR_VSA6,6.544756405912575
SMR_VSA7,47.06358634353415
SMR_VSA8,0.0
SMR_VSA9,10.767871115727207
SpAD_DzZ,247.3352424021965
SpAD_Dzi,268.5648128477674
SpAD_Dzm,247.36759512272076
SpAD_Dzp,328.61855267892304
SpAD_Dzv,317.37553058389
SpAbs_Dt,578.3950880608024
SpDiam_A,4.6597631836718225
SpDiam_D,266.7788793003125
SpMAD_Dt,20.656967430742952
SpMax_Dt,289.1975440304014
SsssssAs,0
VE1_Dzpe,5.1965704120502
VE1_Dzse,5.195499551125334
VE2_Dzpe,0.18559180043036427
VE2_Dzse,0.18555355539733334
VE3_Dzpe,2.6776182890347076
VE3_Dzse,2.677412197094901
VMcGowan,284.6200000000004
VR1_Dzpe,176.39007277886628
VR1_Dzse,176.44930304286106
VR2_Dzpe,6.299645456388082
VR2_Dzse,6.301760822959324
VR3_Dzpe,6.202317282406456
VR3_Dzse,6.20265301741003
mZagreb1,8.61111111111111
mZagreb2,6.055555555555555
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,35
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1406392290249433
AATSC1are,-0.00808843537414968
AATSC2are,0.017821903536189232
AATSC3are,-0.015204202569916855
AATSC4are,-0.02729260665506512
AATSC5are,0.013463119311651593
AATSC6are,-0.024769180715764567
AATSC7are,0.005031320425606122
AATSC8are,0.012649390829778251
AETA_beta,1.25
BCUTdv-1h,6.024745540778071
BCUTdv-1l,0.6502238558053051
BCUTpe-1h,3.5017856943219963
BCUTpe-1l,2.2303021139486896
BCUTse-1h,3.7146942109834473
BCUTse-1l,2.4330711496989936
ETA_alpha,14.133333333333336
ETA_dBeta,-1.0
ETA_eta_B,0.406173171526115
ETA_eta_F,24.674383568909676
ETA_eta_L,6.862802627729128
ETA_eta_R,49.24556456993161
ETA_psi_1,0.5824175824175829
LabuteASA,173.40760699724748
LogEE_DzZ,123.49530957527838
LogEE_Dzi,134.31391836776297
LogEE_Dzm,123.50962297218932
LogEE_Dzp,163.58870553750816
LogEE_Dzv,158.4989913051731
PEOE_VSA1,9.523678331894054
PEOE_VSA2,14.48898409899412
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,36.112492529361035
PEOE_VSA7,30.686289896772447
PEOE_VSA8,19.041598135672466
PEOE_VSA9,15.12175714797541
SM1_Dzare,1.4404221559398578
SpAD_Dzpe,266.0960524081427
SpAD_Dzse,266.07975527856036
SpAbs_DzZ,245.07758934097205
SpAbs_Dzi,267.7455023069068
SpAbs_Dzm,245.11178170796506
SpAbs_Dzp,331.3296984825448
SpAbs_Dzv,318.7598731535507
SpDiam_Dt,421.07697275468024
SpMAD_DzZ,8.83340151436416
SpMAD_Dzi,9.591600458848836
SpMAD_Dzm,8.834556968668599
SpMAD_Dzp,11.73637688139011
SpMAD_Dzv,11.334840377996072
SpMax_DzZ,123.49530957527838
SpMax_Dzi,134.31391836776297
SpMax_Dzm,123.50962297218932
SpMax_Dzp,163.58870553750816
SpMax_Dzv,158.4989913051731
VE1_Dzare,5.197146171461595
VE2_Dzare,0.18561236326648553
VE3_Dzare,2.6777290789350014
VR1_Dzare,176.36359003456738
VR2_Dzare,6.298699644091692
VR3_Dzare,6.20216713374953
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,14
nAromBond,15
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5047619047619049
AETA_dBeta,-0.03571428571428571
AETA_eta_B,0.014506184697361249
AETA_eta_F,0.8812279846039169
AETA_eta_L,0.24510009384746884
AETA_eta_R,1.758770163211843
BCUTare-1h,3.555697023412258
BCUTare-1l,2.1709299092623295
ETA_beta_s,18.0
ETA_dPsi_A,0.13158241758241707
ETA_dPsi_B,0.0
ETA_eta_BR,0.750173171526115
ETA_eta_FL,6.645237763117853
ETA_eta_RL,13.50804039084698
LogEE_Dzpe,133.09774534203257
LogEE_Dzse,133.09304097855085
PEOE_VSA10,10.080781504433414
PEOE_VSA11,10.767871115727207
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,0.0
SlogP_VSA2,37.73219115541329
SlogP_VSA3,9.589074368143644
SlogP_VSA4,0.0
SlogP_VSA5,18.60189066472646
SlogP_VSA6,45.720489861713055
SlogP_VSA7,0.0
SlogP_VSA8,27.06051185664645
SlogP_VSA9,0.0
SpAD_Dzare,264.59163309896473
SpAbs_Dzpe,264.803354821152
SpAbs_Dzse,264.697508457523
SpDiam_DzZ,189.62582181247234
SpDiam_Dzi,205.98146503262905
SpDiam_Dzm,189.6476552050843
SpDiam_Dzp,252.63805315230033
SpDiam_Dzv,244.79357347540693
SpMAD_Dzpe,9.503430443147954
SpMAD_Dzse,9.502848402805727
SpMax_Dzpe,133.09774534203257
SpMax_Dzse,133.09304097855085
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6428571428571429
AETA_eta_BR,0.026791898983075536
AETA_eta_FL,0.2373299201113519
AETA_eta_RL,0.48243001395882074
DetourIndex,3918
EState_VSA1,5.969305287951849
EState_VSA2,12.328001352277514
EState_VSA3,33.71174346603649
EState_VSA4,15.224244330938129
EState_VSA5,16.66179468024159
EState_VSA6,23.479173053230227
EState_VSA7,30.33183534230805
EState_VSA8,4.9839785209472085
EState_VSA9,21.74155177494075
ETA_beta_ns,17.0
ETA_shape_p,0.12971698113207544
ETA_shape_x,0.0
ETA_shape_y,0.3466981132075471
GhoseFilter,True
LogEE_Dzare,132.3472601979088
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,263.25409823987775
SpDiam_Dzpe,203.99756976065095
SpDiam_Dzse,204.10993572520715
SpMAD_Dzare,9.449701182105883
SpMax_Dzare,132.3472601979088
TopoPSA(NO),83.64
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,6.289245355013753
VSA_EState9,55.05746927635712
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6071428571428571
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.004761904761904872
ETA_dAlpha_B,0.0
FilterItLogS,-4.563171292746777
SpDiam_Dzare,202.73181147921548
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6777777777777777
ETA_epsilon_2,0.8666666666666661
ETA_epsilon_3,0.4435897435897435
ETA_epsilon_4,0.5938271604938272
ETA_epsilon_5,0.8471264367816087
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.2341880341880342
ETA_dEpsilon_B,0.08395061728395048
ETA_dEpsilon_C,-0.1502374169040837
ETA_dEpsilon_D,0.019540229885057436
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7142857142857143
MDEDescriptor,"0.0,0.0,0.0,0.0,8.613723888522141,19.38589838217658,0.0,8.337613212337612,0.0,0.0,0.6506976368304991,0.37797631496846196,0.0,0.0,0.0,0.0,0.0,0.12499999999999997,0.0"
APolDescriptor,56.88310199999998
BCUTDescriptor,"11.99691475974002,31.975229659496833,-0.3316557649304278,0.2615563706992577,3.854432989783083,12.917264420883146"
BPolDescriptor,28.136897999999995
TPSADescriptor,169.27
ALOGPDescriptor,"4.1292,17.05029264,113.45570000000002"
XLogPDescriptor,1.957
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,430.0115700399999
ChiPathDescriptor,"19.672997628507925,13.50804039084698,12.531748063267461,10.305316664014233,8.702803192127867,6.432418773155191,4.552945687357079,3.5410499622143834,16.903392499953256,10.481558045668917,8.72581269415457,6.479492605100857,4.9494259148064765,3.2148664008711085,1.9630785971482854,1.2689586539047664"
ChiChainDescriptor,"0.0,0.0,0.29264359519453415,0.694592318828942,1.0232057049295953,0.0,0.0,0.17095133024828013,0.3774637410497011,0.4960462562560296"
AtomCountDescriptor,42
BondCountDescriptor,31
SmallRingDescriptor,"4,3,3,2,0,0,3,1,0,0,0"
ChiClusterDescriptor,"2.0099408826424736,0.0,0.43768417652838054,0.0,1.2066611062739439,0.0,0.24491611176106592,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,12,0,1,2,0,0"
ZagrebIndexDescriptor,150.0
LargestChainDescriptor,17
MannholdLogPDescriptor,2.5599999999999996
WeightedPathDescriptor,"57.43142769281545,2.051122417600552,25.851359942770184,10.495196248191736,6.569648365606862"
FractionalPSADescriptor,0.3936405710763885
WienerNumbersDescriptor,"2344.0,40.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.402919052104411,6.88286645243548,8.558560646620396,2.503587613874102,3.5575220922279853,3.9217276541682415"
FractionalCSP3Descriptor,0.15789473684210525
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,3,0,1,6,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"21.240374609781476,9.427685950413224,5.023781212841855"
AromaticAtomsCountDescriptor,14
AromaticBondsCountDescriptor,15
FragmentComplexityDescriptor,1269.09
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.15789473684210525
AutocorrelationDescriptorMass,"50.20109586006677,41.84029557432995,69.30052901271908,61.84800366549257,55.956848841005545"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.6047796295101444,-0.3291452665793735,0.0384164148499382,0.06370505605134766,-0.19490627848185518"
EccentricConnectivityIndexDescriptor,755
AutocorrelationDescriptorPolarizability,"2418.906914984704,2874.8547846189244,4069.594863859889,3560.3174211265427,3128.982632940441"
