DLiP-ID,T0086I
DLiP-Mol-ID,21797
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H23Cl2N3OS/c1-24-10-12-25(13-11-24)9-8-20(26)23-17-4-2-3-5-19(17)27-18-7-6-15(21)14-16(18)22/h2-7,14H,8-13H2,1H3,(H,23,26)"
Standard Inchi Key(RDKit),ZXMPAZXJAWNPKV-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN1CCN(CCC(=O)Nc2ccccc2Sc2ccc(Cl)cc2Cl)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),424.397
MW Monoisotopic(RDKit),423.093888716
MolLogP(RDKit),4.7206
XLogP(SDF),
XLogP(CDK),4.041
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),35.58
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.728103390681793
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,1258474.1782313115
qed,0.7281033906817934
Chi0,19.225403871315223
Chi1,13.00804039084698
TPSA,35.58
Chi0n,15.250945289392766
Chi0v,17.579299762357397
Chi1n,8.937626865784653
Chi1v,10.510052392730833
Chi2n,6.616058395420729
Chi2v,8.543471259120144
Chi3n,4.5259802451430735
Chi3v,6.337658203705823
Chi4n,2.879192877063842
Chi4v,4.308485419128079
MolMR,114.21070000000006
MolWt,424.39700000000016
fr_SH,0
Kappa1,20.493126261325983
Kappa2,9.803463623958637
Kappa3,6.125240201232337
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,794.5463332771562
MolLogP,4.720600000000003
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.5893930199621695
