DLiP-ID,C000LO
AATSC4s,-0.07493113364807871
AATSC4v,-6.083891188015068
AATSC5Z,-0.6736111111111112
AATSC5c,0.0003731658217977094
AATSC5d,-0.0056836970899470885
AATSC5i,-0.08440693311246356
AATSC5m,-2.9420943438120033
AATSC5p,-0.007912702615337363
AATSC5s,-0.11776662897097571
AATSC5v,-1.9900142148786637
AATSC6Z,0.453804347826087
AATSC6c,-2.9581121844147717e-05
AATSC6d,0.013568085748792275
AATSC6i,0.02845852338511901
AATSC6m,2.2159491510680853
AATSC6p,0.0052218818810628505
AATSC6s,-0.16265124057341476
AATSC6v,2.1871302568254456
AATSC7Z,0.4678398058252427
AATSC7c,-0.0003586618784401049
AATSC7d,-0.021714030474649402
AATSC7i,-0.006005528598594608
AATSC7m,2.0231913915141253
AATSC7p,-0.010163741083273125
AATSC7s,-0.03430315394327766
AATSC7v,-1.4069885843794812
AATSC8Z,-0.005208333333333333
AATSC8c,0.0004773436987017743
AATSC8d,-0.047526041666666664
AATSC8i,-0.14891149339275134
AATSC8m,0.09270768728298802
AATSC8p,-0.030577608270342425
AATSC8s,0.14249529356710108
AATSC8v,-1.6316426038884646
ATS0are,318.1419000000001
ATS1are,334.5455
ATS2are,606.7708
ATS3are,732.635
ATS4are,714.983
ATS5are,783.86
ATS6are,725.1009
ATS7are,660.3967
ATS8are,609.7696
ATSC0dv,229.74074074074076
ATSC0pe,7.801191666666664
ATSC0se,5.705480666666665
ATSC1dv,24.44675925925925
ATSC1pe,0.18465052083333552
ATSC1se,0.6356293333333327
ATSC2dv,67.99537037037035
ATSC2pe,3.577844791666668
ATSC2se,2.307998
ATSC3dv,-185.19212962962962
ATSC3pe,-5.782251562499994
ATSC3se,-3.540785999999998
ATSC4dv,-29.338734567901238
ATSC4pe,-1.905588715277779
ATSC4se,-1.5881337777777778
ATSC5dv,-13.624999999999993
ATSC5pe,-1.3049572916666707
ATSC5se,-1.2782080000000002
ATSC6dv,14.894290123456793
ATSC6pe,-0.11234253472222491
ATSC6se,-0.5627962222222225
ATSC7dv,19.903549382716044
ATSC7pe,0.8973595486111103
ATSC7se,0.743424444444444
ATSC8dv,25.222222222222232
ATSC8pe,1.9243249999999974
ATSC8se,1.241330666666666
AXp-0dv,0.5974628411191855
AXp-1dv,0.38708958986078823
AXp-2dv,0.21336846457823455
AXp-3dv,0.1022893667312084
AXp-4dv,0.05794795980626657
AXp-5dv,0.0319185806285251
AXp-6dv,0.01729877701104287
AXp-7dv,0.00970797239786548
BertzCT,1190.6022986780702
ECIndex,686
ETA_eta,23.95148720572276
GATS1dv,0.627552133218272
GATS1pe,0.6014502183584195
GATS1se,0.5519154382806482
GATS2dv,0.7847224461282174
GATS2pe,0.6704342534562918
GATS2se,0.7276058871736701
GATS3dv,1.3116364792972883
GATS3pe,1.2663039958869764
GATS3se,1.2132692173519
GATS4dv,0.8840926243225159
GATS4pe,0.85248996496725
GATS4se,0.8430648168482102
GATS5dv,0.9362981046037631
GATS5pe,0.8967916124739388
GATS5se,0.8859004018030207
GATS6dv,0.9374040611485326
GATS6pe,0.9273459475649599
GATS6se,0.9502152029432082
GATS7dv,0.9164098486638943
GATS7pe,0.898218572511052
GATS7se,0.8913078206618442
GATS8dv,0.928179912945349
GATS8pe,0.8505524796959439
GATS8se,0.8511736925597622
LogEE_A,4.316366124338147
LogEE_D,167.15714670541448
MATS1dv,0.1001507809314278
MATS1pe,0.022277202370603405
MATS1se,0.10485345714062873
MATS2dv,0.15784835294749847
MATS2pe,0.24460159042653398
MATS2se,0.2157455854435169
MATS3dv,-0.3485802423413257
MATS3pe,-0.3205193789548955
MATS3se,-0.2683648919622494
MATS4dv,-0.054245804556459276
MATS4pe,-0.10376025204303047
MATS4se,-0.11823815344189068
MATS5dv,-0.02259275465788442
MATS5pe,-0.06372444218051161
MATS5se,-0.08534537393093398
MATS6dv,0.02705983780639102
MATS6pe,-0.0060107223492287505
MATS6se,-0.04117203492560472
MATS7dv,0.040373511720761465
MATS7pe,0.053605524896521
MATS7se,0.06072235570988704
MATS8dv,0.05489279380944705
MATS8pe,0.12333532376997945
MATS8se,0.10878405687350207
MAXaaCH,1.799549875863007
MAXaasC,0.7442483269963431
MAXdssC,0.5870346749811042
MAXsCH3,1.109666640161319
MAXssNH,2.3907578303997856
MAXsssN,1.099734321197615
MDEC-11,0.09090909090909091
MDEC-12,2.7310454305677543
MDEC-13,2.235595188513238
MDEC-22,8.657128609189627
MDEC-23,19.261820362454085
MDEC-33,5.969630593605459
MDEN-22,0.16666666666666669
MDEN-23,0.7559289460184545
MDEO-11,0.9628222732707447
MDEO-12,0.7962054266332667
MDEO-22,0.4999999999999999
MINaaCH,1.6087206614867149
MINaasC,0.4186454241488966
MINdssC,0.5870346749811042
MINsCH3,1.07134398730948
MINssNH,2.3907578303997856
MINsssN,1.099734321197615
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.178571428571429
SM1_Dzi,1.5407528811031663
SM1_Dzm,3.173811414904602
SM1_Dzp,-7.200035178511401
SM1_Dzv,-3.0367830027355045
SddssSe,0
SpAD_Dt,564.9898603978286
SpAbs_A,35.96806509522797
SpAbs_D,334.314293410829
SpMAD_A,1.240278106731999
SpMAD_D,11.528079083132035
SpMax_A,2.502590148974497
SpMax_D,167.15714670541448
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,131.13
TpiPC10,8.76809295040038
VAdjMat,6.0
VE1_DzZ,5.305780020850074
VE1_Dzi,5.294282775129403
VE1_Dzm,5.305776055152176
VE1_Dzp,5.280573060956371
VE1_Dzv,5.290075493026811
VE2_DzZ,0.18295793175345082
VE2_Dzi,0.18256147500446218
VE2_Dzm,0.18295779500524745
VE2_Dzp,0.18208872623987488
VE2_Dzv,0.18241639631126935
VE3_DzZ,2.7335075332827854
VE3_Dzi,2.731338253637829
VE3_Dzm,2.7335067858527444
VE3_Dzp,2.728745363093221
VE3_Dzv,2.7305432536543455
VR1_DzZ,182.7026616137766
VR1_Dzi,185.9513310895632
VR1_Dzm,182.7024466359437
VR1_Dzp,187.04920760216046
VR1_Dzv,186.54221259987452
VR2_DzZ,6.3000917797854
VR2_Dzi,6.412114865157352
VR2_Dzm,6.300084366756679
VR2_Dzp,6.449972675936568
VR2_Dzv,6.4324900896508455
VR3_DzZ,6.272570768490179
VR3_Dzi,6.290195715657667
VR3_Dzm,6.272569591835403
VR3_Dzp,6.296082461488706
VR3_Dzv,6.293368291483129
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.07028761159582578
Xch-6dv,0.17667955891238707
Xch-7dv,0.28762703783766924
Xpc-4dv,2.6954580032623703
Xpc-5dv,3.9181360492554
Xpc-6dv,5.068285607916863
Zagreb1,162.0
Zagreb2,190.0
fragCpx,212.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,2
n5FRing,0
n5HRing,2
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,12
nBondsD,5
nBondsM,17
nBondsO,32
nBondsS,34
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,11
naHRing,0
AATS0are,6.627956250000001
AATS1are,6.55971568627451
AATS2are,6.741897777777778
AATS3are,6.600315315315315
AATS4are,6.327283185840708
AATS5are,6.221111111111111
AATS6are,6.305225217391304
AATS7are,6.411618446601942
AATS8are,6.351766666666666
AATSC0dv,4.786265432098766
AATSC0pe,0.16252482638888885
AATSC0se,0.11886418055555552
AATSC1dv,0.47934822076978917
AATSC1pe,0.0036205984477124613
AATSC1se,0.012463320261437896
AATSC2dv,0.7555041152263372
AATSC2pe,0.03975383101851853
AATSC2se,0.025644422222222223
AATSC3dv,-1.6683975642308975
AATSC3pe,-0.052092356418918864
AATSC3se,-0.03189897297297296
AATSC4dv,-0.2596348191849667
AATSC4pe,-0.016863616949360876
AATSC4se,-0.01405428121927237
AATSC5dv,-0.10813492063492058
AATSC5pe,-0.010356803902116435
AATSC5se,-0.010144507936507938
AATSC6dv,0.12951556629092864
AATSC6pe,-0.0009768916062802167
AATSC6se,-0.004893880193236717
AATSC7dv,0.19323834352151498
AATSC7pe,0.008712228627292333
AATSC7se,0.00721771305285868
AATSC8dv,0.26273148148148157
AATSC8pe,0.020045052083333306
AATSC8se,0.01293052777777777
AETA_eta,0.8259133519214745
ATSC0are,8.617481249999997
ATSC1are,-0.3266425781249997
ATSC2are,4.237422656250001
ATSC3are,-5.940631640624994
ATSC4are,-2.0619058593750004
ATSC5are,-1.4385445312500031
ATSC6are,-0.30172382812500287
ATSC7are,0.9352964843749991
ATSC8are,2.097162499999998
BCUTZ-1h,16.014487302964774
BCUTZ-1l,5.691431958526584
BCUTc-1h,0.49254555566602176
BCUTc-1l,-0.4869004775474419
BCUTd-1h,4.0432890363174785
BCUTd-1l,0.9661988907261645
BCUTi-1h,14.642956621384807
BCUTi-1l,10.317584433802654
BCUTm-1h,32.06772517971962
BCUTm-1l,11.703263113521302
BCUTp-1h,2.957697769541033
BCUTp-1l,0.7593017963792137
BCUTs-1h,7.01634850965707
BCUTs-1l,0.2976365722861657
BCUTv-1h,24.443540082346534
BCUTv-1l,14.700234241469731
BalabanJ,1.3755817734184652
Diameter,14
ETA_beta,38.75
GATS1are,0.6762462309606158
GATS2are,0.6727485224035479
GATS3are,1.2561269513003526
GATS4are,0.8454856385290239
GATS5are,0.8825118091500307
GATS6are,0.9267321534957492
GATS7are,0.8984772859295217
GATS8are,0.8435282109452418
HybRatio,0.2777777777777778
Lipinski,True
LogEE_Dt,282.4949301989143
MATS1are,-0.035674961152196205
MATS2are,0.2622528189428902
MATS3are,-0.2981058752568262
MATS4are,-0.1016368694009844
MATS5are,-0.06359363581855378
MATS6are,-0.01461411966215932
MATS7are,0.050579317804205694
MATS8are,0.12168071151880942
MAXddssS,-3.376930252564619
MAXssCH2,0.36663237748803224
MAXsssCH,-0.5108137807592179
MINddssS,-3.6049248275156898
MINssCH2,0.13378788853368095
MINsssCH,-0.5108137807592179
NsssssAs,0
RotRatio,0.15625
SM1_Dzpe,2.0591340269277847
SM1_Dzse,2.0544699889691267
SMR_VSA1,26.309319876257973
SMR_VSA2,0.0
SMR_VSA3,4.414218784400288
SMR_VSA4,5.101407525739723
SMR_VSA5,12.462662452073971
SMR_VSA6,24.026575537574725
SMR_VSA7,53.59147246262526
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,237.97936583714954
SpAD_Dzi,256.2572939204937
SpAD_Dzm,238.00248368539098
SpAD_Dzp,324.10087530411494
SpAD_Dzv,307.4920935578183
SpAbs_Dt,564.9898603978285
SpDiam_A,4.873550192032216
SpDiam_D,247.69744242655815
SpMAD_Dt,19.48240897923547
SpMax_Dt,282.4949301989143
SsssssAs,0
VE1_Dzpe,5.299289541177095
VE1_Dzse,5.300594815908395
VE2_Dzpe,0.182734122109555
VE2_Dzse,0.18277913158304812
VE3_Dzpe,2.732283499730646
VE3_Dzse,2.732529780669933
VMcGowan,288.8000000000006
VR1_Dzpe,185.0771497767344
VR1_Dzse,184.82006700538201
VR2_Dzpe,6.381970681956358
VR2_Dzse,6.373105758806276
VR3_Dzpe,6.285483500959839
VR3_Dzse,6.284093477996256
mZagreb1,10.26388888888889
mZagreb2,5.9027777777777795
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,2
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,40
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.17953085937499993
AATSC1are,-0.006404756433823523
AATSC2are,0.04708247395833334
AATSC3are,-0.05351920396959454
AATSC4are,-0.018246954507743367
AATSC5are,-0.011417020089285738
AATSC6are,-0.0026236854619565465
AATSC7are,0.009080548391990283
AATSC8are,0.021845442708333312
AETA_beta,1.3362068965517242
BCUTdv-1h,6.020852478101547
BCUTdv-1l,0.6157405126559007
BCUTpe-1h,3.5405006526445937
BCUTpe-1l,2.239976363025099
BCUTse-1h,3.7719035502092444
BCUTse-1l,2.4358591374467564
ETA_alpha,13.866666666666667
ETA_dBeta,1.25
ETA_eta_B,0.8149273468937288
ETA_eta_F,31.653597513181676
ETA_eta_L,6.253057484707962
ETA_eta_R,55.605084718904436
ETA_psi_1,0.5206508135168963
LabuteASA,168.59028430863262
LogEE_DzZ,118.4018240562522
LogEE_Dzi,128.18177636994005
LogEE_Dzm,118.41256208569762
LogEE_Dzp,160.3694325049544
LogEE_Dzv,153.2224635025754
PEOE_VSA1,9.473725907600098
PEOE_VSA2,4.722094864452088
PEOE_VSA3,16.835593968657875
PEOE_VSA4,9.51562631014001
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,35.392371257240434
PEOE_VSA8,12.10820789760957
PEOE_VSA9,24.26506419894147
SM1_Dzare,2.222108643745852
SpAD_Dzpe,258.4684828790451
SpAD_Dzse,258.5503024514709
SpAbs_DzZ,235.4584298765584
SpAbs_Dzi,254.82279985877688
SpAbs_Dzm,235.48532290805292
SpAbs_Dzp,327.9389001884203
SpAbs_Dzv,309.48171000788636
SpDiam_Dt,391.7341001955636
SpMAD_DzZ,8.206185028867226
SpMAD_Dzi,8.836458411051506
SpMAD_Dzm,8.206982196047965
SpMAD_Dzp,11.175892251866033
SpMAD_Dzv,10.60317563992477
SpMax_DzZ,118.4018240562522
SpMax_Dzi,128.18177636994005
SpMax_Dzm,118.41256208569762
SpMax_Dzp,160.3694325049544
SpMax_Dzv,153.2224635025754
VE1_Dzare,5.298754848898296
VE2_Dzare,0.18271568444476885
VE3_Dzare,2.7321825957790167
VR1_Dzare,185.2030692544411
VR2_Dzare,6.386312732911762
VR3_Dzare,6.286163631715353
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4781609195402299
AETA_dBeta,0.04310344827586207
AETA_eta_B,0.028100942996335476
AETA_eta_F,1.091503362523506
AETA_eta_L,0.21562267188648143
AETA_eta_R,1.9174167144449805
BCUTare-1h,3.584265015804078
BCUTare-1l,2.1902610645909215
ETA_beta_s,18.75
ETA_dPsi_A,0.19334918648310362
ETA_dPsi_B,0.0
ETA_eta_BR,1.1589273468937287
ETA_eta_FL,7.346228730771405
ETA_eta_RL,13.599286215479367
LogEE_Dzpe,129.30524606114074
LogEE_Dzse,129.3459950184585
PEOE_VSA10,0.0
PEOE_VSA11,11.49902366656781
PEOE_VSA12,26.839524612914996
PEOE_VSA13,0.0
SlogP_VSA1,14.195820772052187
SlogP_VSA2,46.26597842895149
SlogP_VSA3,20.046582306815168
SlogP_VSA4,0.0
SlogP_VSA5,23.58956543546796
SlogP_VSA6,47.56597700497099
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,256.00864456358465
SpAbs_Dzpe,256.55135809535363
SpAbs_Dzse,256.6375200479478
SpDiam_DzZ,183.280144757401
SpDiam_Dzi,192.1196661870756
SpDiam_Dzm,183.29317323624053
SpDiam_Dzp,234.1424140133323
SpDiam_Dzv,225.01912340527014
SpMAD_Dzpe,8.91270630617397
SpMAD_Dzse,8.915527670740376
SpMax_Dzpe,129.30524606114074
SpMax_Dzse,129.3459950184585
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.646551724137931
AETA_eta_BR,0.039963011961852715
AETA_eta_FL,0.2533182320955657
AETA_eta_RL,0.46894090398204713
DetourIndex,3974
EState_VSA1,26.08842313596313
EState_VSA2,6.792942306099827
EState_VSA3,34.88236805864508
EState_VSA4,22.48920864312009
EState_VSA5,0.0
EState_VSA6,42.46456947923127
EState_VSA7,0.0
EState_VSA8,9.82350239019181
EState_VSA9,9.473725907600098
ETA_beta_ns,20.0
ETA_shape_p,0.16826923076923075
ETA_shape_x,0.1201923076923077
ETA_shape_y,0.28125
GhoseFilter,True
LogEE_Dzare,128.08094671778358
SlogP_VSA10,5.687386274683562
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,253.93978479182124
SpDiam_Dzpe,195.33534565751827
SpDiam_Dzse,195.7621303684719
SpMAD_Dzare,8.827884295296023
SpMax_Dzare,128.08094671778358
TopoPSA(NO),114.37
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,48.446237808134356
VSA_EState9,35.20228393861263
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6896551724137931
EState_VSA10,16.835593968657875
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.021839080459770097
FilterItLogS,-4.14145947511645
SpDiam_Dzare,193.2260123237657
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.673611111111111
ETA_epsilon_2,0.9183908045977007
ETA_epsilon_3,0.4432098765432096
ETA_epsilon_4,0.5988888888888882
ETA_epsilon_5,0.8977777777777775
AETA_beta_ns_d,0.017241379310344827
ETA_dEpsilon_A,0.23040123456790146
ETA_dEpsilon_B,0.0747222222222228
ETA_dEpsilon_C,-0.15567901234567866
ETA_dEpsilon_D,0.020613026819923275
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6896551724137931
MDEDescriptor,"0.09090909090909091,2.7310454305677543,2.235595188513238,0.0,8.657128609189627,19.261820362454085,0.0,5.969630593605459,0.0,0.0,0.9628222732707447,0.7962054266332667,0.4999999999999999,0.0,0.0,0.0,0.16666666666666669,0.7559289460184545,0.0"
APolDescriptor,58.26106699999996
BCUTDescriptor,"11.849999999999978,31.97307389286921,-0.31652281401720095,0.23076834616884398,5.7402167452952195,12.426414759006775"
BPolDescriptor,40.194932999999985
TPSADescriptor,131.13
ALOGPDescriptor,"1.4528000000000008,2.110627840000002,104.62240000000001"
XLogPDescriptor,2.346
VAdjMaDescriptor,6.0
WeightDescriptor,437.07152747999993
ChiPathDescriptor,"20.81119030894212,13.599286215479367,14.437642332863206,10.155664688909578,8.870202014087496,7.004056386854284,5.174453182613723,3.9602585727384714,16.100912772397407,9.580323154046146,7.7619142586167795,4.919947103322122,3.648825043294628,2.4546454618175853,1.5336027250413808,0.9885846653825138"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.4772650152875571,0.7976134731640501,0.0,0.0,0.07028761159582579,0.15166394854558246,0.21717065676974384"
AtomCountDescriptor,48
BondCountDescriptor,32
SmallRingDescriptor,"4,2,3,2,0,0,2,2,0,0,0"
ChiClusterDescriptor,"4.218076947815238,0.6422285251880866,0.6363739614363865,0.11785113019775793,1.3956753770610153,0.09661421773883982,0.16513135387267827,0.011777754222292887"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,11,2,0,2,0,0"
ZagrebIndexDescriptor,162.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.23
WeightedPathDescriptor,"59.06011531882304,2.03655570064907,31.77652137566126,15.680796719404029,9.572255551542327"
FractionalPSADescriptor,0.3000195431536098
WienerNumbersDescriptor,"2330.0,44.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.372627679778615,8.636454040817025,11.616148938138899,1.9125006079694495,2.6592940874237785,3.0551177632113675"
FractionalCSP3Descriptor,0.2777777777777778
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,2,0,0,7,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.203125,8.501457725947521,5.257777777777778"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1789.11
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.2777777777777778
AutocorrelationDescriptorMass,"46.982261193975134,51.97897276710734,63.30883432388237,57.60822243258265,59.16175912411223"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.7257621643231851,-0.39535175713842063,0.03854881955002981,0.06309109400187737,-0.05924834046504748"
EccentricConnectivityIndexDescriptor,686
AutocorrelationDescriptorPolarizability,"2366.9412615775327,2803.1111387941646,4157.248272703999,3881.9170072247566,3864.75956381529"
