DLiP-ID,T007R9
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.18261121090699942
RPCG,0.1356637293740996
SIC0,0.32815314491531117
SIC1,0.6924831564554582
SIC2,0.8285046361654895
SIC3,0.9524210193125868
SIC4,0.9776184710311199
SIC5,0.9776184710311199
SaaN,8.64735953373054
SaaO,0
SaaS,1.4580953153551213
Sare,48.544
SdNH,0
SdSe,0
SddC,0
SdsN,4.471767185269169
SsBr,0
SsCl,0
SsLi,0
SsOH,9.21543029980086
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,87.97070442459496
TIC1,185.63963813686826
TIC2,222.10403158357843
TIC3,255.32331253245204
TIC4,262.0782000346155
TIC5,262.0782000346155
Vabc,368.2143309064622
WPol,54
apol,60.816688
bpol,28.885311999999995
nRot,4
ABCGG,18.723224292161998
ATS0Z,1772.0
ATS0d,194.0
ATS0i,7549.583275218185
ATS0m,7054.411086
ATS0p,92.70242247758401
ATS0s,305.05289780521264
ATS0v,12847.086023657586
ATS1Z,1892.0
ATS1d,244.0
ATS1i,7437.892780766051
ATS1m,7385.390829999999
ATS1p,114.359040626
ATS1s,169.86265432098767
ATS1v,16173.646828332363
ATS2Z,2770.0
ATS2d,369.0
ATS2i,12583.332208676858
ATS2m,10681.90277
ATS2p,171.467086189698
ATS2s,366.81944444444446
ATS2v,24047.49166435757
ATS3Z,2899.0
ATS3d,406.0
ATS3i,17113.598925089093
ATS3m,10894.00368
ATS3p,188.56979488849
ATS3s,414.39197530864203
ATS3v,25939.38981014392
ATS4Z,2559.0
ATS4d,370.0
ATS4i,16862.30643032182
ATS4m,9427.596430999998
ATS4p,170.491496147396
ATS4s,414.0277777777778
ATS4v,23742.949648572343
ATS5Z,2287.0
ATS5d,337.0
ATS5i,16136.029882427072
ATS5m,8485.921998
ATS5p,153.524974509339
ATS5s,370.4953703703704
ATS5v,21206.967809272493
ATS6Z,2370.0
ATS6d,338.0
ATS6i,15451.566833716926
ATS6m,8879.095856
ATS6p,155.73548772473498
ATS6s,329.1296296296296
ATS6v,20872.98438977677
ATS7Z,2621.0
ATS7d,336.0
ATS7i,14689.351610956463
ATS7m,9866.477498
ATS7p,160.294168379641
ATS7s,364.7378257887517
ATS7v,21556.299619842648
ATS8Z,2598.0
ATS8d,328.0
ATS8i,14070.933313312755
ATS8m,9823.648863999999
ATS8p,158.51813187309398
ATS8s,350.58024691358025
ATS8v,21660.63499965583
C1SP1,0
C1SP2,1
C1SP3,1
C2SP1,0
C2SP2,16
C2SP3,1
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.09090909090909091
GGI10,0.21395980002040607
JGI10,0.00668624375063769
JGT10,0.4658838312688589
Kier1,23.728395061728396
Kier2,9.932360270558918
Kier3,5.1775441380678435
MAXdO,12.622445844499417
MID_C,46.82209002259432
MID_N,8.276284750778828
MID_O,6.922599008880443
MID_X,0.0
MID_h,19.525888329686254
MINdO,11.264818958977337
MPC10,249
MWC01,36.0
MWC02,5.187385805840755
MWC03,6.056784013228625
MWC04,6.959398512133975
MWC05,7.846589975291186
MWC06,8.751316246773456
MWC07,9.64529955531205
MWC08,10.551558912204982
MWC09,11.449314513506865
MWC10,12.35701962756499
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.050100000000002
SRW02,4.290459441148391
SRW03,0.0
SRW04,5.652489180268651
SRW05,2.3978952727983707
SRW06,7.208600337960199
SRW07,4.727387818712341
SRW08,8.853236764745898
SRW09,6.823286122355687
SRW10,10.54647237790301
SaaCH,17.280937919947363
SaaNH,0
SaaSe,0
SaaaC,1.8814722374966997
SaasC,2.2521440887351565
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.5416719156798513
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.9625400252438494
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.480524130396823
VE1_D,5.569072242719171
VE2_A,0.14001637907490072
VE2_D,0.1740335075849741
VE3_A,2.6628908427815294
VE3_D,2.8803792866255664
VR1_A,452.27684374110567
VR1_D,218.12896677721707
VR2_A,14.133651366909552
VR2_D,6.8165302117880335
VR3_A,7.277445288297711
VR3_D,6.548237288395143
WPath,3056
Xc-3d,2.841868187902927
Xc-4d,0.2041241452319315
Xc-5d,0.7340050343742038
Xc-6d,0.08333333333333333
Xp-0d,22.294317972067567
Xp-1d,15.403816668119676
Xp-2d,14.780994575094129
Xp-3d,12.358109762723988
Xp-4d,10.317622545138603
Xp-5d,8.714823108166472
Xp-6d,6.228287341388073
Xp-7d,4.673017107628799
ZMIC0,100.58584754115363
ZMIC1,57.545317380288516
ZMIC2,36.271547724152946
ZMIC3,29.968860160141237
ZMIC4,29.418546878906263
ZMIC5,29.418546878906263
nAcid,1
nAtom,48
nBase,0
nRing,5
piPC1,3.9512437185814275
piPC2,4.637153231841142
piPC3,5.2331119564227615
piPC4,5.843000791032649
piPC5,6.406467359696635
piPC6,6.741756035505609
piPC7,7.209218901236686
piPC8,7.6043399041291275
piPC9,7.958814528550932
AATS0Z,36.916666666666664
AATS0d,4.041666666666667
AATS0i,157.28298490037886
AATS0m,146.966897625
AATS0p,1.9313004682830002
AATS0s,6.355268704275264
AATS0v,267.6476254928664
AATS1Z,36.38461538461539
AATS1d,4.6923076923076925
AATS1i,143.03639963011636
AATS1m,142.02674673076922
AATS1p,2.199212319730769
AATS1s,3.26658950617284
AATS1v,311.0316697756224
AATS2Z,32.2093023255814
AATS2d,4.290697674418604
AATS2i,146.31781637996346
AATS2m,124.20817174418606
AATS2p,1.993803327787186
AATS2s,4.265342377260982
AATS2v,279.62199609718107
AATS3Z,26.117117117117118
AATS3d,3.6576576576576576
AATS3i,154.17656689269452
AATS3m,98.14417729729729
AATS3p,1.6988269809773875
AATS3s,3.733261038816595
AATS3v,233.68819648778305
AATS4Z,23.694444444444443
AATS4d,3.425925925925926
AATS4i,156.13246694742426
AATS4m,87.29255954629627
AATS4p,1.5786249643277406
AATS4s,3.8335905349794244
AATS4v,219.84212637566984
AATS5Z,22.42156862745098
AATS5d,3.303921568627451
AATS5i,158.19637139634384
AATS5m,83.19531370588236
AATS5p,1.5051468089150881
AATS5s,3.63230755265069
AATS5v,207.91144911051464
AATS6Z,24.183673469387756
AATS6d,3.4489795918367347
AATS6i,157.6690493236421
AATS6m,90.6030189387755
AATS6p,1.5891376298442346
AATS6s,3.3584656084656084
AATS6v,212.98963663037523
AATS7Z,27.882978723404257
AATS7d,3.574468085106383
AATS7i,156.26969798889854
AATS7m,104.96252657446809
AATS7p,1.705257110421713
AATS7s,3.88018963605055
AATS7v,229.32233638130478
AATS8Z,28.23913043478261
AATS8d,3.5652173913043477
AATS8i,152.9449273186169
AATS8m,106.77879199999998
AATS8p,1.7230231725336302
AATS8s,3.8106548577563073
AATS8v,235.44168477886774
AMID_C,1.4631903132060724
AMID_N,0.2586338984618384
AMID_O,0.21633121902751384
AMID_X,0.0
AMID_h,0.6101840103026954
ATS0dv,482.8888888888889
ATS0pe,318.1086
ATS0se,385.0878819999999
ATS1dv,439.3333333333333
ATS1pe,346.7125
ATS1se,412.730892
ATS2dv,709.6666666666666
ATS2pe,572.0097
ATS2se,684.23703
ATS3dv,703.0
ATS3pe,725.3154999999999
ATS3se,880.8031960000001
ATS4dv,633.6666666666666
ATS4pe,713.0422
ATS4se,865.3411880000001
ATS5dv,586.3333333333334
ATS5pe,659.7644
ATS5se,804.9523839999999
ATS6dv,548.0
ATS6pe,625.6880000000001
ATS6se,766.6941720000001
ATS7dv,582.1111111111111
ATS7pe,619.4968999999999
ATS7se,754.506731
ATS8dv,558.6666666666667
ATS8pe,605.2191
ATS8se,735.333576
ATSC0Z,572.0
ATSC0c,1.0416763696164777
ATSC0d,32.66666666666667
ATSC0i,83.78649071454095
ATSC0m,2559.13491525
ATSC0p,15.646807075722664
ATSC0s,116.48189407578874
ATSC0v,2284.3542901097544
ATSC1Z,77.0
ATSC1c,-0.6250473222238841
ATSC1d,6.27777777777778
ATSC1i,7.187916932267771
ATSC1m,339.5795750625001
ATSC1p,0.7662102274884459
ATSC1s,-20.465592581875857
ATSC1v,186.11290155358938
ATSC2Z,10.0
ATSC2c,0.0958020017064193
ATSC2d,-3.777777777777775
ATSC2i,-20.86043541883283
ATSC2m,48.46360359375012
ATSC2p,-2.1196073381221088
ATSC2s,42.906305593064126
ATSC2v,-281.02781363744396
ATSC3Z,-126.0
ATSC3c,0.19708688321392942
ATSC3d,-7.416666666666665
ATSC3i,-8.101556584640303
ATSC3m,-538.0669066406251
ATSC3p,-1.8454053985833325
ATSC3s,-5.493940021111968
ATSC3v,-117.13575615781332
ATSC4Z,-301.0
ATSC4c,-0.2689063760261996
ATSC4d,-9.5
ATSC4i,-28.647362866293484
ATSC4m,-1373.3266451874997
ATSC4p,-5.167367224894333
ATSC4s,-39.51989695859052
ATSC4v,-1006.9085806170376
ATSC5Z,-13.0
ATSC5c,-0.015647236441201653
ATSC5d,1.5000000000000002
ATSC5i,-12.326960905633882
ATSC5m,-68.13960215624999
ATSC5p,0.08340512628466612
ATSC5s,-12.218887308170439
ATSC5v,-189.1008016643101
ATSC6Z,55.0
ATSC6c,0.19376411473091193
ATSC6d,3.7222222222222228
ATSC6i,7.878939892561858
ATSC6m,277.9102782812498
ATSC6p,1.4449460961922218
ATSC6s,11.084673595036005
ATSC6v,388.37710948814725
ATSC7Z,-4.0
ATSC7c,-0.05218220453711318
ATSC7d,1.1111111111111116
ATSC7i,24.580733855818607
ATSC7m,-38.16823453124988
ATSC7p,3.294064229339111
ATSC7s,-10.91993058234739
ATSC7v,223.2110391266328
ATSC8Z,-7.0
ATSC8c,-0.15109957479380148
ATSC8d,-6.277777777777776
ATSC8i,-4.464880193404735
ATSC8m,-45.15912956249983
ATSC8p,-1.63691863378711
ATSC8s,-19.427261499056925
ATSC8v,-316.6668886637314
AXp-0d,0.6966974366271115
AXp-1d,0.4278837963366577
AXp-2d,0.2788866900961156
AXp-3d,0.17405788398202798
AXp-4d,0.1097619419695596
AXp-5d,0.07085222039159733
AXp-6d,0.04579623045138289
AXp-7d,0.02939004470206792
GATS1Z,0.7719035771920388
GATS1c,1.4638114490777587
GATS1d,0.8715659340659339
GATS1i,0.956359350168026
GATS1m,0.753713144770625
GATS1p,0.9417787887390798
GATS1s,0.739555405607244
GATS1v,0.7520939511679079
GATS2Z,0.8990689543015126
GATS2c,0.7322521010960815
GATS2d,1.129271476032273
GATS2i,1.1556675747659382
GATS2m,0.8845562537463867
GATS2p,1.0505646254744698
GATS2s,0.5243363959913583
GATS2v,0.933017189466297
GATS3Z,1.105934605934606
GATS3c,0.696973431299007
GATS3d,1.1471318257032541
GATS3i,1.0698602740228231
GATS3m,1.0945203453103234
GATS3p,1.0589225262779722
GATS3s,0.8882813158364021
GATS3v,0.973431827443918
GATS4Z,1.1305685055685057
GATS4c,1.0110974539294513
GATS4d,1.0857426303854874
GATS4i,1.17444489976114
GATS4m,1.136994206702829
GATS4p,1.0557065617496135
GATS4s,1.1458138316915838
GATS4v,1.1085919065076422
GATS5Z,0.836178527354998
GATS5c,0.9325656186869433
GATS5d,0.8886554621848738
GATS5i,1.0637925968263784
GATS5m,0.8519838746638948
GATS5p,0.8421310903987679
GATS5s,0.8938707177564776
GATS5v,1.0027797743049394
GATS6Z,0.9964945768517197
GATS6c,0.8632509840258351
GATS6d,0.9396084964598082
GATS6i,0.9859778316313184
GATS6m,0.9893726431369309
GATS6p,0.9671369056391423
GATS6s,0.6473556140993071
GATS6v,0.9368028022723605
GATS7Z,1.1315559440559442
GATS7c,1.0530075440130708
GATS7d,1.0331632653061222
GATS7i,0.8987879566562151
GATS7m,1.121701246540015
GATS7p,0.9799904915101696
GATS7s,1.0619510240834191
GATS7v,0.9130384417165266
GATS8Z,1.0632696108239588
GATS8c,1.001280988935285
GATS8d,1.1338176574977814
GATS8i,1.0289275133004918
GATS8m,1.0544180457599315
GATS8p,1.1056330121174431
GATS8s,1.1176395918382473
GATS8v,1.0209090617750436
MATS1Z,0.12426035502958581
MATS1c,-0.5538829292905237
MATS1d,0.17739403453689173
MATS1i,0.07918937991776712
MATS1m,0.12248594922469735
MATS1p,0.04520225601282541
MATS1s,-0.16218242654203635
MATS1v,0.07520572673635115
MATS2Z,0.009757684176288828
MATS2c,0.051331571141464125
MATS2d,-0.06454674893213093
MATS2i,-0.13896075158233873
MATS2m,0.010569764418208593
MATS2p,-0.0756088221776043
MATS2s,0.20559165557275424
MATS2v,-0.06866392567566908
MATS3Z,-0.09525609525609526
MATS3c,0.08181692778545495
MATS3d,-0.09817981246552673
MATS3i,-0.04181313467729462
MATS3m,-0.09092040433799088
MATS3p,-0.051001660688430005
MATS3s,-0.020395941067214745
MATS3v,-0.02217401222719344
MATS4Z,-0.23387723387723386
MATS4c,-0.11473231839226185
MATS4d,-0.12925170068027209
MATS4i,-0.15195959593637187
MATS4m,-0.23850536141096124
MATS4p,-0.14677803876498052
MATS4s,-0.15079080562369812
MATS4v,-0.19590434227134793
MATS5Z,-0.0106951871657754
MATS5c,-0.007068803324016978
MATS5d,0.02160864345738295
MATS5i,-0.06923458339943446
MATS5m,-0.012529896310378954
MATS5p,0.002508465209728502
MATS5s,-0.0493644498248659
MATS5v,-0.038955696554248194
MATS6Z,0.04709576138147566
MATS6c,0.09110782896630829
MATS6d,0.05581007913369429
MATS6i,0.046058410699957
MATS6m,0.05318958338747541
MATS6p,0.045231509326518295
MATS6s,0.04661005838169512
MATS6v,0.0832732137209168
MATS7Z,-0.003570897187918464
MATS7c,-0.025580144545151152
MATS7d,0.017368649587494577
MATS7i,0.14980773140806433
MATS7m,-0.0076159182533468515
MATS7p,0.10750278590459313
MATS7s,-0.047871257672251484
MATS7v,0.04989598398962179
MATS8Z,-0.00638491942839769
MATS8c,-0.07568047338062256
MATS8d,-0.10026619343389527
MATS8i,-0.0278028437488693
MATS8m,-0.009206738124171408
MATS8p,-0.05458266983490203
MATS8s,-0.08701749402059125
MATS8v,-0.07232569301715684
MAXaaN,4.489498341512178
MAXaaS,1.4580953153551213
MAXdsN,4.471767185269169
MAXsOH,9.21543029980086
MINaaN,4.157861192218363
MINaaS,1.4580953153551213
MINdsN,4.471767185269169
MINsOH,9.21543029980086
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,-3.4351364055850886
SdssSe,0
SdsssP,0
SpAD_A,41.923268702372525
SpAD_D,395.87597083260187
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.2140177343766807
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1355
TMWC10,146.80466716185688
TSRW10,82.49982731589256
VE1_Dt,5.601740834138408
VE2_Dt,0.17505440106682524
VE3_Dt,2.88622822247782
VR1_Dt,212.96256337408212
VR2_Dt,6.655080105440066
VR3_Dt,6.5242672012605905
Xc-3dv,1.564288832731592
Xc-4dv,0.07216878364870322
Xc-5dv,0.2843228983269064
Xc-6dv,0.020833333333333332
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.48694471607504414
Xch-7d,0.8136265381422387
Xp-0dv,18.150805250443955
Xp-1dv,12.135468907705384
Xp-2dv,10.258293671376753
Xp-3dv,7.786241997406004
Xp-4dv,5.8053590965302435
Xp-5dv,4.287485421975569
Xp-6dv,2.646680797460182
Xp-7dv,1.7094096032754287
Xpc-4d,6.0706169542649056
Xpc-5d,9.112382519010398
Xpc-6d,13.956717826608758
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,52
nFRing,2
nHBAcc,8
nHBDon,2
nHRing,3
nSpiro,0
naRing,4
piPC10,8.407624179671002
AATS0dv,10.060185185185185
AATS0pe,6.6272625000000005
AATS0se,8.022664208333332
AATS1dv,8.448717948717949
AATS1pe,6.667548076923077
AATS1se,7.9371325384615385
AATS2dv,8.251937984496124
AATS2pe,6.651275581395348
AATS2se,7.956244534883721
AATS3dv,6.333333333333333
AATS3pe,6.534373873873873
AATS3se,7.9351639279279285
AATS4dv,5.867283950617284
AATS4pe,6.602242592592592
AATS4se,8.012418407407408
AATS5dv,5.748366013071895
AATS5pe,6.468278431372549
AATS5se,7.8916900392156855
AATS6dv,5.591836734693878
AATS6pe,6.384571428571429
AATS6se,7.823409918367348
AATS7dv,6.192671394799054
AATS7pe,6.590392553191488
AATS7se,8.026667351063828
AATS8dv,6.072463768115943
AATS8pe,6.57846847826087
AATS8se,7.992756260869565
AATSC0Z,11.916666666666666
AATSC0c,0.02170159103367662
AATSC0d,0.6805555555555557
AATSC0i,1.7455518898862696
AATSC0m,53.315310734375004
AATSC0p,0.32597514741088884
AATSC0s,2.426706126578932
AATSC0v,47.59071437728655
AATSC1Z,1.4807692307692308
AATSC1c,-0.012020140811997771
AATSC1d,0.12072649572649577
AATSC1i,0.1382291717743802
AATSC1m,6.530376443509618
AATSC1p,0.014734812067085499
AATSC1s,-0.39356908811299723
AATSC1v,3.5790942606459497
AATSC2Z,0.11627906976744186
AATSC2c,0.0011139767640281314
AATSC2d,-0.04392764857881134
AATSC2i,-0.24256320254456779
AATSC2m,0.5635302743459316
AATSC2p,-0.024646596954908243
AATSC2s,0.49891053015190845
AATSC2v,-3.2677652748539994
AATSC3Z,-1.135135135135135
AATSC3c,0.0017755575064317965
AATSC3d,-0.06681681681681681
AATSC3i,-0.07298699625802074
AATSC3m,-4.847449609375001
AATSC3p,-0.016625273861111105
AATSC3s,-0.04949495514515287
AATSC3v,-1.0552770825028226
AATSC4Z,-2.787037037037037
AATSC4c,-0.0024898738520944407
