DLiP-ID,T007TA
DLiP-Mol-ID,26085
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H34N4O6/c1-14(31-15(2)29)12-26-21(30)11-18-22-23(34-24(3,4)33-22)19(32-18)13-25-10-9-20-27-16-7-5-6-8-17(16)28-20/h5-8,14,18-19,22-23,25H,9-13H2,1-4H3,(H,26,30)(H,27,28)/t14-,18-,19+,22+,23-/m1/s1"
Standard Inchi Key(RDKit),YTOMHMPXLBPXEF-FDIKESKOSA-N
Canonical SMILES(RDKit),CC(=O)O[C@H](C)CNC(=O)C[C@H]1O[C@@H](CNCCc2nc3ccccc3[nH]2)[C@H]2OC(C)(C)O[C@@H]12
SMILES(SDF),
MW(SDF),
MW(RDKit),474.558
MW Monoisotopic(RDKit),474.247834808
MolLogP(RDKit),1.4404
XLogP(SDF),
XLogP(CDK),0.99
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),123.8
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.349159188241476
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Neuropilin-1/VEGF-A
Common Target Pref Name,Neuropilin-1/VEGF-A
RDKit Descriptors
Ipc,41763016.529723026
qed,0.3491591882414762
Chi0,24.294317972067564
Chi1,16.19831041962792
TPSA,123.80000000000001
Chi0n,20.12838966692251
Chi0v,20.12838966692251
Chi1n,11.793557986374408
Chi1v,11.793557986374408
Chi2n,9.36077142486872
Chi2v,9.36077142486872
Chi3n,5.9089807756059205
Chi3v,5.9089807756059205
Chi4n,4.512751216984143
Chi4v,4.512751216984143
MolMR,124.00810000000004
MolWt,474.5580000000002
fr_SH,0
Kappa1,24.59003146995546
Kappa2,10.388817484577014
Kappa3,6.120854532794597
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,975.2645535907992
MolLogP,1.4404000000000023
NOCount,10
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.2643521707607208
SMR_VSA1,28.536526183343838
SMR_VSA2,0.0
SMR_VSA3,20.60153424990708
SMR_VSA4,0.0
SMR_VSA5,76.84353513592661
SMR_VSA6,19.634269217737724
SMR_VSA7,30.089872771846366
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,4
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,198.61117917620797
NHOHCount,3
PEOE_VSA1,34.56500754416007
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,32.903945735995094
PEOE_VSA8,26.434071634441786
