DLiP-ID,T002PN
MZ,0.869565217391304
Mi,1.107716056294739
Mm,0.8602657708694569
Mp,0.758499023691747
Mv,0.7288849857078384
SZ,39.999999999999986
Si,50.954938589558
Sm,39.57222545999502
Sp,34.890955089820366
Sv,33.52870934256057
nB,0
nC,23
nF,0
nH,15
nI,0
nN,4
nO,3
nP,0
nS,0
nX,1
ABC,24.805756482931987
AMW,10.305059835652184
IC0,1.7105147511526098
IC1,3.2592257790821333
IC2,4.131089177687224
IC3,4.9583445647526645
IC4,5.088779347361361
IC5,5.175735869100491
MID,64.47766541232777
Mpe,0.9982097186700765
Mse,1.0212087146521427
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,121.72539999999996
SdO,12.368731708598908
SdS,0
Spe,45.91764705882352
SsF,0
SsI,0
Sse,46.97560087399856
StN,0
fMF,0.6304347826086957
nBr,1
nCl,0
AMID,2.0799246907202504
BIC0,0.2861694237252721
BIC1,0.54526905562317
BIC2,0.6911319581078478
BIC3,0.8295319322855758
BIC4,0.8513536947390768
BIC5,0.8659015363747441
CIC0,3.8130472049044033
CIC1,2.2643361769748798
CIC2,1.3924727783697888
CIC3,0.5652173913043486
CIC4,0.43478260869565233
CIC5,0.3478260869565224
GGI1,6.0
GGI2,2.88888888888889
GGI3,1.4930555555555556
GGI4,1.8000000000000005
GGI5,0.9650000000000001
GGI6,0.6842630385487527
GGI7,0.307327097505669
GGI8,0.30863410178886364
GGI9,0.18812500000000004
JGI1,0.17142857142857143
JGI2,0.05895691609977327
JGI3,0.03245772946859903
JGI4,0.03829787234042553
JGI5,0.020104166666666666
JGI6,0.015205845301083395
JGI7,0.008087555197517603
JGI8,0.011022646492459416
JGI9,0.0072355769230769236
MIC0,24.53284462692344
MIC1,41.51421560620241
MIC2,50.06017102283391
MIC3,52.329218366039356
MIC4,53.591044452995874
MIC5,54.15708793125674
MPC2,49
MPC3,65
MPC4,88
MPC5,110
MPC6,128
MPC7,154
MPC8,179
MPC9,202
Mare,1.0088695652173916
NaaN,2
NaaO,2
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,1
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.17527216120040623
RPCG,0.12243739923733755
SIC0,0.30967603237923275
SIC1,0.590058698537479
SIC2,0.747903112258416
SIC3,0.8976715757330206
SIC4,0.921285827486939
SIC5,0.9370286619895511
SaaN,9.462918094125394
SaaO,11.084610194514825
SaaS,0
Sare,46.408000000000015
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,3.372299548572088
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,78.68367855302004
TIC1,149.92438583777812
TIC2,190.0301021736123
TIC3,228.08384997862257
TIC4,234.0838499786226
TIC5,238.08384997862257
Vabc,345.44920058896844
WPol,46
apol,58.267895
bpol,24.188104999999997
nRot,4
ABCGG,18.55761776140863
ATS0Z,2456.0
ATS0d,183.0
ATS0i,7230.914949521235
ATS0m,11270.653157999997
ATS0p,86.88600557273497
ATS0s,199.9116083676269
ATS0v,12532.982393207722
ATS1Z,1634.0
ATS1d,228.0
ATS1i,7257.567043025297
ATS1m,6481.628302000003
ATS1p,100.99612063000005
ATS1s,179.21913580246914
ATS1v,15186.900942656466
ATS2Z,2493.0
ATS2d,341.0
ATS2i,11711.559161043491
ATS2m,9857.806375000006
ATS2p,148.00161665200005
ATS2s,291.62037037037027
ATS2v,21850.43775798673
ATS3Z,2538.0
ATS3d,360.0
ATS3i,15289.394374435045
ATS3m,9722.821516
ATS3p,155.81681462994297
ATS3s,325.99999999999994
ATS3v,22153.552397117
ATS4Z,2385.0
ATS4d,344.0
ATS4i,14500.431696532189
ATS4m,9113.187262000001
ATS4p,145.28747249849
ATS4s,331.4598765432099
ATS4v,21228.589118483047
ATS5Z,2412.0
ATS5d,345.0
ATS5i,14498.902381382
ATS5m,9288.392023000002
ATS5p,144.80049579309403
ATS5s,357.1898148148147
ATS5v,21781.084857707174
ATS6Z,2302.0
ATS6d,330.0
ATS6i,14535.658382992942
ATS6m,8699.536960000003
ATS6p,150.78050956139592
ATS6s,342.33950617283955
ATS6v,21955.27085650403
ATS7Z,2261.0
ATS7d,303.0
ATS7i,14538.699213074538
ATS7m,8696.012048000002
ATS7p,147.67985096109396
ATS7s,301.1435185185184
ATS7v,20490.982373535426
ATS8Z,1618.0
ATS8d,260.0
ATS8i,14133.376853503833
ATS8m,5934.957318999999
ATS8p,124.531473814735
ATS8s,241.81172839506178
ATS8v,16375.310490181693
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,20
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.16447505356596265
JGI10,0.0065790021426385065
JGT10,0.36937588206081173
Kier1,22.775510204081634
Kier2,10.508121615993335
Kier3,5.566863905325444
MAXdO,12.368731708598908
MID_C,48.61000974558221
MID_N,8.284299547995873
MID_O,5.82440255606638
MID_X,1.7589535626833168
MID_h,15.867655666745568
MINdO,12.368731708598908
MPC10,209
MWC01,35.0
MWC02,5.1298987149230735
MWC03,5.983936280687191
MWC04,6.8658910748834385
MWC05,7.738488122494646
MWC06,8.627123250788433
MWC07,9.50933323557383
MWC08,10.402109007463212
MWC09,11.290394226154453
MWC10,12.186221917077152
NaaCH,13
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,6.556300000000003
SRW02,4.2626798770413155
SRW03,0.0
SRW04,5.58724865840025
SRW05,3.044522437723423
SRW06,7.094234845924755
SRW07,5.1298987149230735
SRW08,8.691986481789401
SRW09,6.985641817639208
SRW10,10.343386292962181
SaaCH,23.058851205537042
SaaNH,0
SaaSe,0
SaaaC,1.2812237761904068
SaasC,4.526803138976522
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.3536153779948872
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.614844378146371
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.394882699127383
VE1_D,5.477191825775238
VE2_A,0.1417704096492704
VE2_D,0.1766836072830722
VE3_A,2.6118429526537237
VE3_D,2.831994640556529
VR1_A,872.7183689898468
VR1_D,208.15953921662023
VR2_A,28.15220545128538
VR2_D,6.714823845697427
VR3_A,7.903015013897481
VR3_D,6.469706912650906
WPath,2922
Xc-3d,1.9244307532960647
Xc-4d,0.0
Xc-5d,0.27497165237684323
Xc-6d,0.0
Xp-0d,21.20853153444066
Xp-1d,15.152999680989849
Xp-2d,13.789898291497957
Xp-3d,11.565718962044675
Xp-4d,9.94001026076813
Xp-5d,7.727947817531753
Xp-6d,5.709009036047641
Xp-7d,4.46629624099488
ZMIC0,95.85421357446683
ZMIC1,66.72733316177667
ZMIC2,43.95757348776199
ZMIC3,37.55088983574311
ZMIC4,35.252914647010265
ZMIC5,34.18052622560161
nAcid,0
nAtom,46
nBase,0
nRing,5
piPC1,3.9219733362813143
piPC2,4.56954300834494
piPC3,5.185988181574117
piPC4,5.834079475604059
piPC5,6.372999772506705
piPC6,6.81806987542261
piPC7,7.341726855887908
piPC8,7.840770990382708
piPC9,8.281808024149504
AATS0Z,53.391304347826086
AATS0d,3.9782608695652173
AATS0i,157.19380325046163
AATS0m,245.01419908695647
AATS0p,1.8888262081029341
AATS0s,4.34590452973102
AATS0v,272.45613898277657
AATS1Z,32.68
AATS1d,4.56
AATS1i,145.15134086050594
AATS1m,129.63256604000006
AATS1p,2.019922412600001
AATS1s,3.5843827160493826
AATS1v,303.73801885312935
AATS2Z,31.556962025316455
AATS2d,4.3164556962025316
AATS2i,148.24758431700621
AATS2m,124.78235917721526
AATS2p,1.873438185468355
AATS2s,3.691397093295826
AATS2v,276.58781972135097
AATS3Z,26.164948453608247
AATS3d,3.711340206185567
AATS3i,157.62262241685613
AATS3m,100.23527336082475
AATS3p,1.6063589137107523
AATS3s,3.360824742268041
AATS3v,228.38713811460826
AATS4Z,25.92391304347826
AATS4d,3.739130434782609
AATS4i,157.61338800578466
AATS4m,99.0563832826087
AATS4p,1.5792116575922825
AATS4s,3.60282474503489
AATS4v,230.74553389655486
AATS5Z,26.217391304347824
AATS5d,3.75
AATS5i,157.59676501502173
AATS5m,100.96078285869568
AATS5p,1.5739184325336308
AATS5s,3.8824979871175516
AATS5v,236.75092236638233
AATS6Z,24.48936170212766
AATS6d,3.5106382978723403
AATS6i,154.63466364886108
AATS6m,92.54826553191492
AATS6p,1.6040479740574034
AATS6s,3.641909640136591
AATS6v,233.56671123940458
AATS7Z,23.8
AATS7d,3.1894736842105265
AATS7i,153.03893908499515
AATS7m,91.53696892631581
AATS7p,1.5545247469588839
AATS7s,3.1699317738791413
AATS7v,215.6945513003729
AATS8Z,17.977777777777778
AATS8d,2.888888888888889
AATS8i,157.03752059448703
AATS8m,65.94397021111111
AATS8p,1.3836830423859443
AATS8s,2.686796982167353
AATS8v,181.94789433535215
AMID_C,1.5680648305026519
AMID_N,0.2672354692901895
AMID_O,0.1878839534214961
AMID_X,0.05674043750591345
AMID_h,0.511859860217599
ATS0dv,467.06721536351165
ATS0pe,303.38629999999984
ATS0se,365.4324809999999
ATS1dv,500.03703703703707
ATS1pe,336.2825000000001
ATS1se,396.61233399999975
ATS2dv,708.5555555555555
ATS2pe,532.1898000000001
ATS2se,630.9635759999995
ATS3dv,696.5555555555555
ATS3pe,641.3222999999999
ATS3se,773.6477080000003
ATS4dv,726.0370370370371
ATS4pe,608.1392999999999
ATS4se,731.8383259999998
ATS5dv,710.0370370370371
ATS5pe,620.8640999999999
ATS5se,744.5233540000003
ATS6dv,624.0370370370371
ATS6pe,624.3366999999998
ATS6se,752.65607
ATS7dv,483.5925925925926
ATS7pe,605.6605999999998
ATS7se,737.7710479999996
ATS8dv,391.03703703703707
ATS8pe,547.1191
ATS8se,677.446618
ATSC0Z,1203.8260869565217
ATSC0c,1.1612365462094723
ATSC0d,25.93478260869565
ATSC0i,74.18457272273443
ATSC0m,6359.522914434783
ATSC0p,13.078449317712714
ATSC0s,47.49941290928611
ATSC0v,2182.833745090037
ATSC1Z,0.2759924385633208
ATSC1c,-0.6952045221338083
ATSC1d,5.1361058601134175
ATSC1i,-8.350672741732609
ATSC1m,0.8298255274105193
ATSC1p,-0.28516805391110595
ATSC1s,-4.7213361973960195
ATSC1v,41.75090819590315
ATSC2Z,-10.44045368620038
ATSC2c,0.19107080825215897
ATSC2d,-2.7358223062381843
ATSC2i,-25.149970388119748
ATSC2m,-50.90202192060455
ATSC2p,-2.2979025996367324
ATSC2s,4.633912555654097
ATSC2v,-498.597370391236
ATSC3Z,-247.63327032136095
ATSC3c,-0.21078487963818077
ATSC3d,1.963610586011342
ATSC3i,-0.7021393481434429
ATSC3m,-1240.2954001342157
ATSC3p,-0.25087579321936093
ATSC3s,-10.191087330898428
ATSC3v,-211.65584013971863
ATSC4Z,-129.78260869565213
ATSC4c,0.21764709518960396
ATSC4d,0.30434782608695704
ATSC4i,-9.834999916117038
ATSC4m,-699.8358340869567
ATSC4p,-1.9122089206051083
ATSC4s,10.977968256098288
ATSC4v,63.175124398156896
ATSC5Z,12.0
ATSC5c,0.09041313125718006
ATSC5d,-4.2391304347826075
ATSC5i,12.646811116152696
ATSC5m,83.33184817391289
ATSC5p,0.6180336460353043
ATSC5s,-14.933248717719335
ATSC5v,122.14051812958213
ATSC6Z,-215.73156899810962
ATSC6c,-0.26064790346928296
ATSC6d,-12.410207939508506
ATSC6i,13.055879085149156
ATSC6m,-1045.6594624971644
ATSC6p,-0.8893672900574882
ATSC6s,-13.263546520598172
ATSC6v,-398.74592975206315
ATSC7Z,52.228733459357244
ATSC7c,0.13109301029427856
ATSC7d,-6.430529300567107
ATSC7i,-8.815605451537596
ATSC7m,276.0470014064269
ATSC7p,-3.738253648018785
ATSC7s,-6.246735508218785
ATSC7v,-893.2616573591109
ATSC8Z,19.209829867674934
ATSC8c,-0.1828424660290325
ATSC8d,1.866729678638941
ATSC8i,-30.79399935638878
ATSC8m,81.71337080151125
ATSC8p,-2.9392465051473815
ATSC8s,1.8897877981075655
ATSC8v,-437.64958557619264
AXp-0d,0.6841461785303439
AXp-1d,0.43294284802828137
AXp-2d,0.2814264957448563
AXp-3d,0.1779341378776104
AXp-4d,0.1129546620541833
AXp-5d,0.07025407106847048
AXp-6d,0.0446016330941222
AXp-7d,0.029001923642823894
GATS1Z,0.47324111528459983
GATS1c,1.5298623731205698
GATS1d,0.7461022632020118
GATS1i,1.1322958851294105
GATS1m,0.4693270749013837
GATS1p,0.7476656676329019
GATS1s,0.6492291094650785
GATS1v,0.7284709911174005
GATS2Z,0.5957271623405835
GATS2c,0.974172932287717
GATS2d,1.0762146275213005
GATS2i,1.2183058062453478
GATS2m,0.5915805224259715
GATS2p,0.884631800680658
GATS2s,0.6350793244400497
GATS2v,0.9194833607120624
GATS3Z,1.0227699222857347
GATS3c,1.1807915965498825
GATS3d,1.010663578779997
GATS3i,1.0663100700071981
GATS3m,1.017099718308074
GATS3p,0.9346664076995452
GATS3s,1.070451592609619
GATS3v,0.9609363607741457
GATS4Z,0.8357862611961862
GATS4c,1.05739916058647
GATS4d,1.0561609388097235
GATS4i,1.1424810964352305
GATS4m,0.8317381305519613
GATS4p,0.9476960828574106
GATS4s,0.8772051488050567
GATS4v,0.8928767441243508
GATS5Z,0.4087510835018781
GATS5c,1.194111433226579
GATS5d,1.1221709974853313
GATS5i,0.9921344957428284
GATS5m,0.38961687813037305
GATS5p,0.7302711406145961
GATS5s,1.6908320016950795
GATS5v,0.8071477163147333
GATS6Z,0.6758371781000448
GATS6c,1.2551819570837854
GATS6d,1.1905887178755508
GATS6i,0.9003934513315804
GATS6m,0.6568933401571736
GATS6p,0.8720394469754789
GATS6s,1.3898815904823068
GATS6v,0.9715500167509113
GATS7Z,0.5872722745175566
GATS7c,0.816665135181746
GATS7d,0.9588829576035649
GATS7i,0.9828024072275373
GATS7m,0.5752332400904843
GATS7p,1.0174799285723513
GATS7s,0.8780305848536621
GATS7v,1.17486905336626
GATS8Z,0.6724393238948281
GATS8c,0.7498215695007605
GATS8d,0.886839899413244
GATS8i,1.139426785836585
GATS8m,0.6600248028390125
GATS8p,1.0554399207160625
GATS8s,0.659977653982015
GATS8v,1.2140027389039802
MATS1Z,0.00021092169893094007
MATS1c,-0.5507819767220193
MATS1d,0.18219614417435026
MATS1i,-0.10356087041314997
MATS1m,0.00012004666002300741
MATS1p,-0.020060070060668365
MATS1s,-0.09144595765635581
MATS1v,0.01759677557973914
MATS2Z,-0.005049941664624625
MATS2c,0.0958085760890777
MATS2d,-0.06142370579434888
MATS2i,-0.1974033955798447
MATS2m,-0.004660593633073951
MATS2p,-0.1023071774586745
MATS2s,0.05680549292692944
MATS2v,-0.13300257984436623
MATS3Z,-0.09755091341814678
MATS3c,-0.0860805149086172
MATS3d,0.0359053240120635
MATS3i,-0.004488443983684611
MATS3m,-0.09248827808135428
MATS3p,-0.009096799074588269
MATS3s,-0.10174624231056083
MATS3v,-0.04598282982813139
MATS4Z,-0.0539042184339786
MATS4c,0.09371350561608281
MATS4d,0.00586756077116514
MATS4i,-0.06628736646415317
MATS4m,-0.05502266785598618
MATS4p,-0.07310533818467761
MATS4s,0.11555898887701938
MATS4v,0.014470896956825052
MATS5Z,0.004984108639121641
MATS5c,0.03892967869135196
MATS5d,-0.08172673931265716
MATS5i,0.08523882157696235
MATS5m,0.006551737394071422
MATS5p,0.023627940554017915
MATS5s,-0.15719403465300405
MATS5v,0.027977512809740833
MATS6Z,-0.08769602931141533
MATS6c,-0.10984075734964477
MATS6d,-0.2341673949100248
MATS6i,0.08612366395585547
MATS6m,-0.080462905991272
MATS6p,-0.03327782065797019
MATS6s,-0.13664740896829897
MATS6v,-0.08939342601737955
MATS7Z,0.021007770799434285
MATS7c,0.0546629502129564
MATS7d,-0.12005999911766005
MATS7i,-0.057540386077781024
MATS7m,0.02101806466260389
MATS7p,-0.13840339343270586
MATS7s,-0.06367942050077033
MATS7v,-0.1981491711040635
MATS8Z,0.008155960062923401
MATS8c,-0.08047698487913132
MATS8d,0.036788674676352794
MATS8i,-0.2121621066070429
MATS8m,0.006567255485187061
MATS8p,-0.11486694718774669
MATS8s,0.020334810097540103
MATS8v,-0.10247576869485243
MAXaaN,4.742082996268603
MAXaaO,5.54950097777059
MAXsBr,3.372299548572088
MINaaN,4.720835097856791
MINaaO,5.535109216744235
MINsBr,3.372299548572088
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,41.29118167709669
SpAD_D,391.63909993437585
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1250
TMWC10,143.73339583004542
TSRW10,82.1395991264036
VE1_Dt,5.5078011734698595
VE2_Dt,0.17767100559580193
VE3_Dt,2.837567593933612
VR1_Dt,204.78133294761807
VR2_Dt,6.605849449923164
VR3_Dt,6.453344852785539
Xc-3dv,0.9037785122749661
Xc-4dv,0.0
Xc-5dv,0.05551898050140316
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.28867513459481287
Xch-6d,0.3735969372995327
Xch-7d,0.6433900908341113
Xp-0dv,17.588686573980574
Xp-1dv,10.18026933283017
Xp-2dv,7.580609456475304
Xp-3dv,5.061988671501071
Xp-4dv,3.3932721427818526
Xp-5dv,2.2620752113206493
Xp-6dv,1.2933533252209095
Xp-7dv,0.7627821509664928
Xpc-4d,4.197255322499695
Xpc-5d,6.881715800629818
Xpc-6d,10.565130390556018
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,50
nFRing,1
nHBAcc,5
nHBDon,2
nHRing,3
nSpiro,0
naRing,5
piPC10,8.560578896819566
AATS0dv,10.15363511659808
AATS0pe,6.595354347826083
AATS0se,7.944184369565215
AATS1dv,10.000740740740742
AATS1pe,6.725650000000002
AATS1se,7.932246679999995
AATS2dv,8.969057665260197
AATS2pe,6.736579746835444
AATS2se,7.986880708860753
AATS3dv,7.180985108820161
AATS3pe,6.611570103092783
AATS3se,7.975749567010312
AATS4dv,7.891706924315621
AATS4pe,6.6102097826086945
AATS4se,7.954764413043477
AATS5dv,7.71779388083736
AATS5pe,6.748522826086956
AATS5se,8.092645152173915
AATS6dv,6.638691883372735
AATS6pe,6.641879787234041
AATS6se,8.006979468085106
AATS7dv,5.090448343079922
AATS7pe,6.375374736842104
AATS7se,7.766011031578944
AATS8dv,4.34485596707819
AATS8pe,6.079101111111111
AATS8se,7.527184644444444
AATSC0Z,26.170132325141775
AATSC0c,0.02524427274368418
AATSC0d,0.5637996219281662
AATSC0i,1.6127081026681398
AATSC0m,138.2504981398866
AATSC0p,0.2843141156024503
AATSC0s,1.0325959328105676
AATSC0v,47.45290750195733
AATSC1Z,0.005519848771266416
AATSC1c,-0.013904090442676167
AATSC1d,0.10272211720226836
AATSC1i,-0.1670134548346522
AATSC1m,0.016596510548210385
AATSC1p,-0.0057033610782221186
AATSC1s,-0.09442672394792039
AATSC1v,0.835018163918063
AATSC2Z,-0.13215764159747317
AATSC2c,0.002418617825976696
AATSC2d,-0.03463066210428081
AATSC2i,-0.3183540555458196
AATSC2m,-0.6443293914000575
AATSC2p,-0.02908737467894598
AATSC2s,0.0586571209576468
AATSC2v,-6.311359118876405
AATSC3Z,-2.55292031259135
AATSC3c,-0.002173039996269905
AATSC3d,0.020243408103209713
AATSC3i,-0.007238549980860236
AATSC3m,-12.786550516847585
AATSC3p,-0.002586348383704752
AATSC3s,-0.10506275598864359
AATSC3v,-2.1820189705125634
AATSC4Z,-1.4106805293005666
AATSC4c,0.0023657292955391734
AATSC4d,0.003308128544423446
