DLiP-ID,T0009F
DLiP-Mol-ID,15649
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H25N3O2/c25-20(22-14-13-17-8-3-1-4-9-17)19-12-7-15-24(19)21(26)23-16-18-10-5-2-6-11-18/h1-6,8-11,19H,7,12-16H2,(H,22,25)(H,23,26)"
Standard Inchi Key(RDKit),ATOWVXQDPITWDC-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(NCCc1ccccc1)C1CCCN1C(=O)NCc1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),351.45
MW Monoisotopic(RDKit),351.19467704
MolLogP(RDKit),2.7195
XLogP(SDF),
XLogP(CDK),2.851
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),61.44
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.840558777823767
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,FKBP1A/FK506
Common Target Pref Name,FKBP1A/FK506
RDKit Descriptors
Ipc,1361073.9492860606
qed,0.8405587778237672
Chi0,18.192023676495612
Chi1,12.737183443017884
TPSA,61.440000000000005
Chi0n,14.857203824632858
Chi0v,14.857203824632858
Chi1n,9.138785936455532
Chi1v,9.138785936455532
Chi2n,6.522351152312189
Chi2v,6.522351152312189
Chi3n,4.658605540455785
Chi3v,4.658605540455785
Chi4n,3.249979398165067
Chi4v,3.249979398165067
