DLiP-ID,C001JK
GATS1i,0.75169661205374
GATS1m,0.7182915808710678
GATS1p,0.7149084159523367
GATS1s,0.7448262136686133
GATS1v,0.7431167136914997
GATS2Z,0.9804652776932162
GATS2c,0.6831239972245963
GATS2d,1.3736834811529937
GATS2i,1.0673685325119056
GATS2m,0.9708599368492246
GATS2p,1.060515390674276
GATS2s,0.6064504596622068
GATS2v,1.017246000659289
GATS3Z,1.0765726410384422
GATS3c,0.9028422646329546
GATS3d,1.144886363636364
GATS3i,1.1462174939262917
GATS3m,1.0805492006482929
GATS3p,1.1658836127432828
GATS3s,1.0767798582989625
GATS3v,1.1196635660882253
GATS4Z,0.912242746990625
GATS4c,1.0289268874133517
GATS4d,0.8617424242424244
GATS4i,1.0005056041575253
GATS4m,0.9278704049430235
GATS4p,0.904901875486261
GATS4s,1.2577247180280486
GATS4v,1.0336973129527147
GATS5Z,0.8379700186562261
GATS5c,0.6516549235285656
GATS5d,0.898998205741627
GATS5i,0.9011734139281473
GATS5m,0.8446402041941601
GATS5p,0.8542778644404614
GATS5s,0.9454148383976081
GATS5v,0.9068099607734968
GATS6Z,0.829602370637592
GATS6c,0.8797595703576713
GATS6d,1.0722140762463346
GATS6i,0.8290354822550874
GATS6m,0.8314711858100483
GATS6p,0.7509046075458365
GATS6s,1.3359378172836032
GATS6v,0.8382223856546254
GATS7Z,1.4921813708009413
GATS7c,1.259614550715182
GATS7d,1.022219967532468
GATS7i,0.9703107756825395
GATS7m,1.4586802539937354
GATS7p,1.1965009076965967
GATS7s,1.3109658899822842
GATS7v,1.001445581096196
GATS8Z,1.371380429355966
GATS8c,0.6531901713692596
GATS8d,0.8522727272727275
GATS8i,1.2402480951716128
GATS8m,1.360025222147372
GATS8p,1.3815275458967355
GATS8s,0.30640317658369726
GATS8v,1.2884829501949315
MATS1Z,0.026663708141491556
MATS1c,-0.4829158455010519
MATS1d,0.1599326599326599
MATS1i,0.12828946338410893
MATS1m,0.02910298454419136
MATS1p,0.1291317863830909
MATS1s,-0.11721410290622378
MATS1v,0.07888442518692207
MATS2Z,-0.07505814449058114
MATS2c,-0.010898559045246402
MATS2d,-0.28298226164079826
MATS2i,-0.16309665981055324
MATS2m,-0.07726817350946423
MATS2p,-0.11781675484923194
MATS2s,0.02131531303023271
MATS2v,-0.15014819535165086
MATS3Z,-0.11433849226160757
MATS3c,0.030548232550471753
MATS3d,-0.14909090909090908
MATS3i,-0.19365934416248595
MATS3m,-0.12031316106375468
MATS3p,-0.20900526296435842
MATS3s,-0.09076034721380051
MATS3v,-0.1766383067231419
MATS4Z,-0.07867088256504134
MATS4c,-0.06157643939479185
MATS4d,0.007828282828282811
MATS4i,-0.050485186360308715
MATS4m,-0.08032170385552093
MATS4p,-0.03815641640859797
MATS4s,-0.12739044688350373
MATS4v,-0.0718274505894407
MATS5Z,0.06013348398454946
MATS5c,0.08982361319923758
MATS5d,0.08462918660287079
MATS5i,0.06549508360944588
MATS5m,0.06615245079316354
MATS5p,0.06324470779283071
MATS5s,0.005670476160520808
MATS5v,0.1120090078773149
MATS6Z,0.0886895463256728
MATS6c,0.03982078037163079
MATS6d,0.024560117302052802
MATS6i,0.13586185713766694
MATS6m,0.09146393071060298
MATS6p,0.17745357754377653
MATS6s,-0.10572314436971342
MATS6v,0.10921025807910678
MATS7Z,-0.2125918265458954
MATS7c,-0.30407821156740666
MATS7d,-0.10836038961038962
MATS7i,0.04591006730906376
MATS7m,-0.2072807760472013
MATS7p,-0.014081918187892246
MATS7s,-0.17618394522850714
MATS7v,-0.0339903485283854
MATS8Z,-0.21642536195706444
MATS8c,0.22852952025650883
MATS8d,-0.12499999999999999
MATS8i,-0.25521882505352844
MATS8m,-0.21994044699594165
MATS8p,-0.28624842590891003
MATS8s,0.45078883244796214
MATS8v,-0.2886702407134833
MAXaaS,1.4278243365247332
MAXsOH,9.094942285581716
MINaaS,1.4278243365247332
MINsOH,9.094942285581716
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,20.59472048019812
SpAD_D,128.7411370761075
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,256
TMWC10,101.5462449194419
TSRW10,60.79050171438802
VE1_Dt,3.936762770140437
VE2_Dt,0.24604767313377732
VE3_Dt,1.840362382886998
VR1_Dt,72.86056414430153
VR2_Dt,4.553785259018846
VR3_Dt,4.758551163649616
Xc-3dv,0.4064629045104464
Xc-4dv,0.0
Xc-5dv,0.041666666666666664
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.16666666666666666
Xch-7d,0.2845177968644246
Xp-0dv,9.276359180062045
Xp-1dv,5.68460276869461
Xp-2dv,4.214111939717214
Xp-3dv,2.9686916358118647
Xp-4dv,1.9033142691254057
Xp-5dv,0.9344494975890233
Xp-6dv,0.48834356238774435
Xp-7dv,0.2366369509901735
Xpc-4d,1.8614810496160228
Xpc-5d,2.239557871592305
Xpc-6d,2.7899250351083102
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,27
nFRing,0
nHBAcc,3
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,6.055026028597727
AATS0dv,7.94017094017094
AATS0pe,6.279080769230769
AATS0se,7.7176395769230774
AATS1dv,7.172839506172839
AATS1pe,6.418240740740742
AATS1se,7.698673185185187
AATS2dv,5.943089430894308
AATS2pe,6.317524390243905
AATS2se,7.643535658536588
AATS3dv,4.06
AATS3pe,6.204964
AATS3se,7.669386880000002
AATS4dv,3.977777777777778
AATS4pe,6.146833333333333
AATS4se,7.642968311111112
AATS5dv,3.7807017543859645
AATS5pe,5.995447368421053
AATS5se,7.506989631578947
AATS6dv,4.419354838709677
AATS6pe,6.245338709677418
AATS6se,7.72338335483871
AATS7dv,4.214285714285714
AATS7pe,6.260196428571429
AATS7se,7.75171057142857
AATS8dv,3.871794871794872
AATS8pe,6.096119230769232
AATS8se,7.585453769230768
AATSC0Z,11.85207100591716
AATSC0c,0.02138686950025988
AATSC0d,0.5207100591715975
AATSC0i,1.4672793922244662
AATSC0m,53.29937903698225
AATSC0p,0.3389539093725442
AATSC0s,2.028831442114918
AATSC0v,52.910301344153226
AATSC1Z,0.3160201621740094
AATSC1c,-0.010328058167338658
AATSC1d,0.08327854481700633
AATSC1i,0.1882364858630383
AATSC1m,1.5511710043282914
AATSC1p,0.043769723818808934
AATSC1s,-0.23780765743544038
AATSC1v,4.173798708000358
AATSC2Z,-0.8895944580747576
AATSC2c,-0.00023308606004156173
AATSC2d,-0.14735171020349255
AATSC2i,-0.2393083678806691
AATSC2m,-4.118345667376245
AATSC2p,-0.039934449645733824
AATSC2s,0.04324517727425794
AATSC2v,-7.944386262336635
AATSC3Z,-1.3551479289940829
AATSC3c,0.0006533310630205305
AATSC3d,-0.07763313609467454
AATSC3i,-0.2841523648013211
AATSC3m,-6.4126167746745555
AATSC3p,-0.07084315096120591
AATSC3s,-0.18413744612462557
AATSC3v,-9.345986037642405
AATSC4Z,-0.9324128862590404
AATSC4c,-0.0013169272736270748
AATSC4d,0.004076265614727144
AATSC4i,-0.07407587355909269
AATSC4m,-4.281096938691649
AATSC4p,-0.012933266509340976
AATSC4s,-0.25845374406232274
AATSC4v,-3.8004120554695837
AATSC5Z,0.7127063220180626
AATSC5c,0.001921045893533915
AATSC5d,0.044067268763625024
AATSC5i,0.09609958647215837
AATSC5m,3.5258845490501405
AATSC5p,0.021437040953504183
AATSC5s,0.011504440326227695
AATSC5v,5.926430360048364
