DLiP-ID,T006VH
ATSC0Z,472.31746031746025
ATSC0c,1.3719026270577581
ATSC0d,37.555555555555536
ATSC0i,89.62924699919051
ATSC0m,2244.3159502222225
ATSC0p,13.773276953558858
ATSC0s,135.7757936507937
ATSC0v,3090.4614357508776
ATSC1Z,7.180398085160016
ATSC1c,-0.921508298972143
ATSC1d,10.395061728395051
ATSC1i,-5.801795489696847
ATSC1m,38.050763358024795
ATSC1p,0.38933794649553
ATSC1s,-6.575884983623081
ATSC1v,111.86564518859133
ATSC2Z,25.146384479717817
ATSC2c,0.4065537106936884
ATSC2d,-13.938271604938276
ATSC2i,7.12121154450297
ATSC2m,107.911213691358
ATSC2p,-0.17270406637506203
ATSC2s,42.15002204585538
ATSC2v,-80.95676424506436
ATSC3Z,-130.25774754346185
ATSC3c,-0.1226954847636433
ATSC3d,-17.185185185185187
ATSC3i,-15.638465026798176
ATSC3m,-619.4158227407403
ATSC3p,-3.37243424145408
ATSC3s,-9.395975056689341
ATSC3v,-784.269847972291
ATSC4Z,-210.0604686318972
ATSC4c,0.1180398147071182
ATSC4d,1.0370370370370383
ATSC4i,-54.22969255012884
ATSC4m,-1002.1082947407407
ATSC4p,-6.952606074030731
ATSC4s,-37.47019085411942
ATSC4v,-1572.5953514146397
ATSC5Z,32.57294028722595
ATSC5c,-0.2523567314946031
ATSC5d,12.296296296296296
ATSC5i,22.8149937919695
ATSC5m,179.12873429629605
ATSC5p,4.995083457366109
ATSC5s,-38.78122637944066
ATSC5v,960.8765691535036
ATSC6Z,83.3769211388259
ATSC6c,-0.45410904148776937
ATSC6d,-2.197530864197531
ATSC6i,13.989324600567485
ATSC6m,399.5449716543211
ATSC6p,1.6090588588266306
ATSC6s,-1.9408698664651025
ATSC6v,560.3211704874185
ATSC7Z,64.07155454774502
ATSC7c,0.9930139859911054
ATSC7d,-5.8271604938271615
ATSC7i,5.707690151371623
ATSC7m,278.7842151358025
ATSC7p,-1.0529532446958316
ATSC7s,71.4829302091207
ATSC7v,-291.59887609331616
ATSC8Z,-75.66439909297056
ATSC8c,-0.3453596042450639
ATSC8d,-6.000000000000003
ATSC8i,-8.153907480624065
ATSC8m,-357.4292871111112
ATSC8p,-0.8054888078417416
ATSC8s,-28.857851473922917
ATSC8v,-390.99172191754985
AXp-0d,0.7236293758871536
AXp-1d,0.44830701259038824
AXp-2d,0.2958356777226295
AXp-3d,0.19164838234081857
AXp-4d,0.12237502593173878
AXp-5d,0.07440381183503596
AXp-6d,0.0492240729308629
AXp-7d,0.033152848615911695
GATS1Z,0.8895907224916502
GATS1c,1.6639854659562108
GATS1d,0.9905325443786986
GATS1i,1.4030498463381171
GATS1m,0.8961213273507921
GATS1p,1.1902601963444428
GATS1s,0.6731465608816514
GATS1v,1.084056940333911
GATS2Z,0.8901931790326025
GATS2c,0.7241811298336793
GATS2d,1.6786335836109598
GATS2i,1.1653162017120684
GATS2m,0.8996401376942824
GATS2p,1.127749117605861
GATS2s,0.39379985163243
GATS2v,1.083013512054907
GATS3Z,1.039579383584186
GATS3c,0.847625730427436
GATS3d,1.3235564170577439
GATS3i,1.1396982410373409
GATS3m,1.0438714647404608
GATS3p,1.1481442416523504
GATS3s,0.7686217864895202
GATS3v,1.1260624027413426
GATS4Z,1.1082646319417835
GATS4c,0.7298625874844462
GATS4d,0.7925903029232538
GATS4i,1.1570705151987313
GATS4m,1.1099232063119773
GATS4p,1.1615716248764936
GATS4s,1.0479858747210302
GATS4v,1.1582118686400202
GATS5Z,0.9649854715790999
GATS5c,0.8342992338596575
GATS5d,0.7534820209376426
GATS5i,0.8081940943222554
GATS5m,0.9611818254737095
GATS5p,0.8055781366662426
GATS5s,0.9816354785973815
GATS5v,0.8554679908732835
GATS6Z,0.8808749761215785
GATS6c,0.9395286982653404
GATS6d,1.0372352849579576
GATS6i,0.8904155196179757
GATS6m,0.8831799005633487
GATS6p,0.9426474902625077
GATS6s,0.7143373482624447
GATS6v,0.9263404545677594
GATS7Z,0.9169571885397831
GATS7c,0.4372785001665844
GATS7d,1.1568263292014
GATS7i,0.9468382659030381
GATS7m,0.9224503662042748
GATS7p,1.0604810086587146
GATS7s,0.8395601110053099
GATS7v,1.0518345911941993
GATS8Z,1.0481964421741274
GATS8c,0.8567769789915028
GATS8d,1.0883629191321502
GATS8i,1.0193519212501525
GATS8m,1.0485158646571608
GATS8p,1.0415153740847718
GATS8s,1.0977330503773195
GATS8v,1.0624245366512868
MATS1Z,0.014734714136515508
MATS1c,-0.6510332292174447
MATS1d,0.26827492034592615
MATS1i,-0.06273932777153944
MATS1m,0.016432610852168406
MATS1p,0.02739786026556923
MATS1s,-0.04694172569112289
MATS1v,0.035083312829073184
MATS2Z,0.028186109771237446
MATS2c,0.1568874591979397
MATS2d,-0.19648451096414912
MATS2i,0.04206275626362529
MATS2m,0.025455179813804154
MATS2p,-0.006638330504773489
MATS2s,0.16434974860894655
MATS2v,-0.013868305531353186
MATS3Z,-0.09985294185814744
MATS3c,-0.032381472537364335
MATS3d,-0.16568047337278116
MATS3i,-0.06317360732241244
MATS3m,-0.09992855334942678
MATS3p,-0.08865383170580149
MATS3s,-0.025055946110328083
MATS3v,-0.09188264550296805
MATS4Z,-0.13939744749835983
MATS4c,0.026968061095393972
MATS4d,0.008654950101563204
MATS4i,-0.18964084705336956
MATS4m,-0.1399507251147647
MATS4p,-0.1582176155664946
MATS4s,-0.08649839461342143
MATS4v,-0.15949172343349094
MATS5Z,0.02228070356851104
MATS5c,-0.05942887980605427
MATS5d,0.10578060992262181
MATS5i,0.08223875845342289
MATS5m,0.025786191246994772
MATS5p,0.11716864471394331
MATS5s,-0.09227947747478364
MATS5v,0.10045006283775178
MATS6Z,0.07316591611775779
MATS6c,-0.13719359067225
MATS6d,-0.024252569293055134
MATS6i,0.06469101438358085
MATS6m,0.07378679298383085
MATS6p,0.048420761128827525
MATS6s,-0.005924763630518324
MATS6v,0.07514682991559436
MATS7Z,0.062380843512637583
MATS7c,0.3328526813815069
MATS7d,-0.07135144473718313
MATS7i,0.02928401518553977
MATS7m,0.057122100176763474
MATS7p,-0.035155379390873584
MATS7s,0.24210289292416345
MATS7v,-0.04338928558458251
MATS8Z,-0.07475915221579965
MATS8c,-0.11747759070919678
MATS8d,-0.07455621301775156
MATS8i,-0.04245441026996017
MATS8m,-0.07432123537181536
MATS8p,-0.02729160084853197
MATS8s,-0.09918555430531
MATS8v,-0.05904063433724452
MAXdNH,7.453621747516497
MAXsOH,8.684605366348073
MINdNH,7.453621747516497
MINsOH,8.684605366348073
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,12
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.313562053286404
SpAD_D,455.5263954110094
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,8.458754025012315
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0.2037249031014814
SssssN,0
TMPC10,890
TMWC10,140.49837167356765
TSRW10,66.69048303698327
VE1_Dt,5.506929445614185
VE2_Dt,0.17764288534239306
VE3_Dt,2.837409309925107
VR1_Dt,195.96958378399125
VR2_Dt,6.321599476902944
VR3_Dt,6.40936157390366
Xc-3dv,1.344292020584241
Xc-4dv,0.125
Xc-5dv,0.09436741115026609
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.22767090063073975
Xch-7d,0.38368252343020254
Xp-0dv,17.938418378078165
Xp-1dv,11.029466576213457
Xp-2dv,8.764858154359723
Xp-3dv,6.762261959169135
Xp-4dv,4.600118873134964
Xp-5dv,3.4659419943821907
Xp-6dv,2.2896255376116432
Xp-7dv,1.464017395049297
Xpc-4d,5.390854304180693
Xpc-5d,6.9907959312652395
Xpc-6d,9.275898566494053
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,65
nFRing,0
nHBAcc,4
nHBDon,3
nHRing,2
nSpiro,1
naRing,1
piPC10,5.856861151522124
AATS0dv,6.412698412698413
AATS0pe,6.170449206349204
AATS0se,7.660890857142855
AATS1dv,5.753846153846154
AATS1pe,6.436438461538462
AATS1se,7.726978030769227
AATS2dv,4.1344537815126055
AATS2pe,6.237927731092434
AATS2se,7.62268564705882
AATS3dv,2.5632183908045976
AATS3pe,6.0647758620689665
AATS3se,7.5395063448275845
AATS4dv,1.9502487562189055
AATS4pe,5.9801592039801
AATS4se,7.5229680000000005
AATS5dv,1.8256410256410256
AATS5pe,5.859405128205127
AATS5se,7.463653538461541
AATS6dv,2.4802631578947367
AATS6pe,5.885040131578949
AATS6se,7.436581105263158
AATS7dv,3.1386861313868613
AATS7pe,6.079045985401461
AATS7se,7.599073489051096
AATS8dv,2.2074074074074073
AATS8pe,6.019782962962963
AATS8se,7.553474696296298
AATSC0Z,7.497102544721591
AATSC0c,0.02177623217551997
AATSC0d,0.5961199294532624
AATSC0i,1.4226864603046114
AATSC0m,35.62406270194004
AATSC0p,0.21862344370728345
AATSC0s,2.1551713277903763
AATSC0v,49.05494342461711
AATSC1Z,0.11046766284861563
AATSC1c,-0.014177050753417585
AATSC1d,0.1599240265906931
AATSC1i,-0.08925839214918226
AATSC1m,0.5853963593542276
AATSC1p,0.005989814561469692
AATSC1s,-0.10116746128650894
AATSC1v,1.7210099259783282
AATSC2Z,0.21131415529174635
AATSC2c,0.003416417736921751
AATSC2d,-0.11712833281460736
AATSC2i,0.059842113819352685
AATSC2m,0.9068169217761176
AATSC2p,-0.0014512946754206893
AATSC2s,0.35420186593155784
AATSC2v,-0.680308943235835
AATSC3Z,-0.7486077445026543
AATSC3c,-0.0007051464641588695
AATSC3d,-0.09876543209876544
AATSC3i,-0.08987623578619641
AATSC3m,-3.5598610502341397
AATSC3p,-0.019381805985368275
AATSC3s,-0.05399985664763989
AATSC3v,-4.507297976852247
AATSC4Z,-1.0450769583676478
AATSC4c,0.0005872627597369065
AATSC4d,0.005159388243965364
AATSC4i,-0.26979946542352656
AATSC4m,-4.9856134066703515
AATSC4p,-0.03459007997030215
AATSC4s,-0.1864188599707434
AATSC4v,-7.823857469724576
