DLiP-ID,P0001T
DLiP-Mol-ID,22520
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H11N3O2/c1-12-7-4-3-6(9(11)14)5-8(7)13(2)10(12)15/h3-5H,1-2H3,(H2,11,14)"
Standard Inchi Key(RDKit),BRBLVCVSNVSPMT-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cn1c(=O)n(C)c2cc(C(N)=O)ccc21
SMILES(SDF),
MW(SDF),
MW(RDKit),205.217
MW Monoisotopic(RDKit),205.085126592
MolLogP(RDKit),-0.0241000000000001
XLogP(SDF),
XLogP(CDK),-0.369
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),70.02
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.710129288448287
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD4-1/H4
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,2837.613259910181
qed,0.7101292884482873
Chi0,11.162772227887025
Chi1,7.019744507803582
TPSA,70.02000000000001
Chi0n,8.520324848686146
Chi0v,8.520324848686146
Chi1n,4.473811678771094
Chi1v,4.473811678771094
Chi2n,3.4683524686802527
Chi2v,3.4683524686802527
Chi3n,2.5565016522520936
Chi3v,2.5565016522520936
Chi4n,1.660064760508514
Chi4v,1.660064760508514
MolMR,56.67790000000002
MolWt,205.21699999999998
fr_SH,0
Kappa1,9.512540619535145
Kappa2,2.9791173884625466
Kappa3,1.237792800913407
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,606.890405790094
MolLogP,-0.024100000000000787
NOCount,5
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,2.8865434236749623
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,9.13419929558271
SMR_VSA4,19.829011442516563
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,34.24683327935712
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,85.71958026667372
NHOHCount,2
PEOE_VSA1,5.733667477162185
PEOE_VSA2,13.928736479654532
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,18.19910120538483
PEOE_VSA8,19.658795457051376
PEOE_VSA9,11.033401435232523
RingCount,2
SMR_VSA10,16.94058116458403
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,205.085126592
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
PEOE_VSA14,5.689743398203474
SlogP_VSA1,11.423410875365658
SlogP_VSA2,15.041379024934216
SlogP_VSA3,14.09534396535438
SlogP_VSA4,0.0
SlogP_VSA5,10.357988675768818
SlogP_VSA6,22.993638389456653
SlogP_VSA7,0.0
SlogP_VSA8,11.033401435232523
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,5.907179729351506
EState_VSA2,5.689743398203474
EState_VSA3,11.080152209313258
EState_VSA4,5.516700717616262
EState_VSA5,9.13419929558271
EState_VSA6,32.29444517073921
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,5.733667477162185
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
