DLiP-ID,T00860
DLiP-Mol-ID,21646
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H23FN2O3/c22-18-11-14(17-10-15(17)12-20(25)26)4-6-19(18)27-9-7-16-5-3-13-2-1-8-23-21(13)24-16/h3-6,11,15,17H,1-2,7-10,12H2,(H,23,24)(H,25,26)"
Standard Inchi Key(RDKit),ZWPCJINLOLYZBQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CC1CC1c1ccc(OCCc2ccc3c(n2)NCCC3)c(F)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),370.424
MW Monoisotopic(RDKit),370.169270816
MolLogP(RDKit),3.7785
XLogP(SDF),
XLogP(CDK),3.649
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),71.45
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.776118332234671
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,2759298.51363572
qed,0.7761183322346709
Chi0,18.80275414050485
Chi1,13.09735678832402
TPSA,71.45
Chi0n,15.080087597570087
Chi0v,15.080087597570087
Chi1n,9.466410430741602
Chi1v,9.466410430741602
Chi2n,7.329108187257793
Chi2v,7.329108187257793
Chi3n,5.3110695874859175
Chi3v,5.3110695874859175
Chi4n,3.744128513279285
Chi4v,3.744128513279285
MolMR,99.74750000000006
MolWt,370.4240000000001
fr_SH,0
Kappa1,17.7673787001735
Kappa2,7.545010543569477
Kappa3,4.2065286871197225
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,855.3155185609578
MolLogP,3.778500000000002
NOCount,5
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,1.3166667340185652
SMR_VSA1,19.028342580387395
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,5.917906046161393
SMR_VSA5,38.02201416079144
SMR_VSA6,18.468426974431825
SMR_VSA7,52.9698871615964
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
