DLiP-ID,C000CT
DLiP-Mol-ID,30619
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H10O/c1-2-13(14)12-8-7-10-5-3-4-6-11(10)9-12/h2-9H,1H2"
Standard Inchi Key(RDKit),FOTCGZPFSUWZBN-UHFFFAOYSA-N
Canonical SMILES(RDKit),C=CC(=O)c1ccc2ccccc2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),182.222
MW Monoisotopic(RDKit),182.07316494
MolLogP(RDKit),3.2085
XLogP(SDF),
XLogP(CDK),3.417
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),1
HBA Lipinski(RDKit),1
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),17.07
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),14
QED Weighted(RDKit),0.514523239988398
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,2243.920685821139
qed,0.5145232399883984
Chi0,9.966255326250886
Chi1,6.808861750289881
TPSA,17.07
Chi0n,7.734157225167419
Chi0v,7.734157225167419
Chi1n,4.466431711192819
Chi1v,4.466431711192819
Chi2n,3.130304732551325
Chi2v,3.130304732551325
Chi3n,2.219378817078534
Chi3v,2.219378817078534
Chi4n,1.4604387539425459
Chi4v,1.4604387539425459
MolMR,58.47550000000003
MolWt,182.22199999999998
fr_SH,0
Kappa1,8.696948085233146
Kappa2,3.462417781878398
Kappa3,1.4434225598455577
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,497.3166518186401
MolLogP,3.2085000000000017
NOCount,1
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.617310666084741
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,60.68297676136064
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,82.67981306228151
NHOHCount,0
PEOE_VSA1,0.0
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,42.97713809436816
PEOE_VSA7,22.914835604225082
PEOE_VSA8,5.563451491696996
PEOE_VSA9,0.0
RingCount,2
SMR_VSA10,16.55569337529453
