DLiP-ID,C0013V
DLiP-Mol-ID,31793
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H11ClN2O2S/c1-6-2-3-7(4-8(6)11)13-9(14)5-16-10(12)15/h2-4H,5H2,1H3,(H2,12,15)(H,13,14)"
Standard Inchi Key(RDKit),YUTNYKCJOPVWMD-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(NC(=O)CSC(N)=O)cc1Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),258.73
MW Monoisotopic(RDKit),258.022976272
MolLogP(RDKit),2.39882
XLogP(SDF),
XLogP(CDK),1.029
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),72.19
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),16
QED Weighted(RDKit),0.874458273563154
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,2935.513977937486
qed,0.8744582735631538
Chi0,12.129392033067417
Chi1,7.486071002992367
TPSA,72.19
Chi0n,8.619217202345867
Chi0v,10.191642729292049
Chi1n,4.470292203695894
Chi1v,5.83385523635861
Chi2n,3.1198500979858204
Chi2v,4.506769420978235
Chi3n,1.8011125582455927
Chi3v,2.8993567466431944
Chi4n,1.0043617695049436
Chi4v,1.530426430562182
MolMR,66.86010000000002
MolWt,258.73
fr_SH,0
Kappa1,12.867567567567567
Kappa2,5.767248239975513
Kappa3,4.119526627218935
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,423.2800983436484
MolLogP,2.3988199999999997
NOCount,4
fr_Ar_N,0
fr_COO2,0
