DLiP-ID,P000HX
AATSC6c,-0.0004402581631527427
AATSC6d,-0.08362759124531977
AATSC6i,-0.08759253123754074
AATSC6m,-5.00383812539192
AATSC6p,-0.02295195907239016
AATSC6s,-0.07101191744543546
AATSC6v,-6.565245273877861
AATSC7Z,-0.6014356774789265
AATSC7c,9.278378722605249e-05
AATSC7d,0.004996574628421684
AATSC7i,-0.1516112197156533
AATSC7m,-2.913061890931697
AATSC7p,-0.025716212147517365
AATSC7s,-0.025111738268516034
AATSC7v,-5.626674886670412
AATSC8Z,0.6553554939981532
AATSC8c,0.00021793590012063622
AATSC8d,0.06590489381348114
AATSC8i,-0.0038709786165627025
AATSC8m,3.113743335853346
AATSC8p,0.007392608478406147
AATSC8s,0.03966017321569029
AATSC8v,3.191001827729493
ATS0are,219.88490000000002
ATS1are,242.525
ATS2are,427.1030000000001
ATS3are,552.1650000000001
ATS4are,561.158
ATS5are,534.9110000000001
ATS6are,519.424
ATS7are,515.12
ATS8are,389.53000000000003
ATSC0dv,121.26315789473679
ATSC0pe,2.628834210526314
ATSC0se,1.4109062105263153
ATSC1dv,49.091412742382275
ATSC1pe,0.17437714681440064
ATSC1se,0.040432936288089825
ATSC2dv,22.81717451523545
ATSC2pe,0.2688299168975026
ATSC2se,0.05474918005540302
ATSC3dv,-33.75623268698061
ATSC3pe,-0.1996477839335215
ATSC3se,-0.19270852077562137
ATSC4dv,-60.526315789473685
ATSC4pe,-0.7459697368421078
ATSC4se,-0.10723594736841843
ATSC5dv,-41.91412742382271
ATSC5pe,-0.4127872576177279
ATSC5se,-0.2051875734072025
ATSC6dv,-44.39335180055401
ATSC6pe,-0.9252135041551237
ATSC6se,-0.36240918836565084
ATSC7dv,-6.722991689750691
ATSC7pe,-0.2923810941828212
ATSC7se,-0.08992540997230108
ATSC8dv,24.290858725761776
ATSC8pe,0.46718518005540643
ATSC8se,0.13503528531855694
AXp-0dv,0.5976367056333851
AXp-1dv,0.33699617723909314
AXp-2dv,0.1792438233150513
AXp-3dv,0.09894859961149602
AXp-4dv,0.05489980886485214
AXp-5dv,0.031982738697705744
AXp-6dv,0.018474618508231268
AXp-7dv,0.010760072531861568
BertzCT,595.2246678086884
ECIndex,295
ETA_eta,15.3243031006514
GATS1dv,0.5072645399305558
GATS1pe,0.6755670414242052
GATS1se,0.6153461821364679
GATS2dv,0.9407913773148153
GATS2pe,0.8052280751045561
GATS2se,0.757569195853644
GATS3dv,1.2269780585106387
GATS3pe,1.1289690040329083
GATS3se,1.1847320811213145
GATS4dv,1.312022569444445
GATS4pe,1.3075748005169392
GATS4se,1.3076165978879268
GATS5dv,1.1344678080673765
GATS5pe,0.9632845675060361
GATS5se,0.9138056931357783
GATS6dv,1.062895871489622
GATS6pe,1.0979564982980545
GATS6se,1.1004630203668313
GATS7dv,0.8579492420848271
GATS7pe,0.9138704787372797
GATS7se,0.8700296957494847
GATS8dv,0.7458526234567905
GATS8pe,0.826584447022689
GATS8se,0.8449703515175154
LogEE_A,3.887721846083264
LogEE_D,73.92488529669954
MATS1dv,0.3845920138888891
MATS1pe,0.06301587555820588
MATS1se,0.02722455198447006
MATS2dv,0.09930796682098766
MATS2pe,0.05397162573897825
MATS2se,0.020480029338035933
MATS3dv,-0.11253324468085112
MATS3pe,-0.030701319348421387
MATS3se,-0.05521518297081393
MATS4dv,-0.19965277777777787
MATS4pe,-0.11350578653535684
MATS4se,-0.030402005907512686
MATS5dv,-0.13972924054373526
MATS5pe,-0.06347735581828863
MATS5se,-0.058790702992356926
MATS6dv,-0.15287316849816854
MATS6pe,-0.14696738588457647
MATS6se,-0.10726135011862833
MATS7dv,-0.022653449820788537
MATS7pe,-0.04544506587036883
MATS7se,-0.026042635313763357
MATS8dv,0.10572193287037042
MATS8pe,0.09379441090390712
MATS8se,0.050512657946576466
MAXaaCH,2.149286895313681
MAXaasC,1.2996504157218445
MAXaasN,2.348935185185185
MAXdssC,0.32200155370790307
MAXsCH3,2.1594784580498865
MDEC-12,2.2962818948914636
MDEC-13,1.3132639022018833
MDEC-22,14.893135601277896
MDEC-23,17.591593633062008
MDEC-33,4.329638385866451
MINaaCH,2.0405601746871587
MINaasC,0.971325113378685
MINaasN,2.348935185185185
MINdssC,0.32200155370790307
MINsCH3,2.1594784580498865
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.3928571428571429
SM1_Dzi,0.39838377133594904
SM1_Dzm,0.3917657575808813
SM1_Dzp,-1.60047608252097
SM1_Dzv,-0.7183191063014545
SddssSe,0
SpAD_Dt,334.66127245861037
SpAbs_A,25.128540060233064
SpAbs_D,147.84977059339906
SpMAD_A,1.3225547400122666
SpMAD_D,7.781566873336793
SpMax_A,2.4844469110237264
SpMax_D,73.92488529669954
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,22.0
TpiPC10,8.037300829420131
VAdjMat,5.392317422778761
VE1_DzZ,4.289221517941765
VE1_Dzi,4.286479975912426
VE1_Dzm,4.289231741344476
VE1_Dzp,4.3026652216201695
VE1_Dzv,4.300205268720202
VE2_DzZ,0.22574850094430343
VE2_Dzi,0.22560420925854877
VE2_Dzm,0.2257490390181303
VE2_Dzp,0.2264560642957984
VE2_Dzv,0.22632659309053693
VE3_DzZ,2.0979591382964347
VE3_Dzi,2.097319763867486
VE3_Dzm,2.097961521803671
VE3_Dzp,2.1010885358448976
VE3_Dzv,2.1005166446442165
VR1_DzZ,99.44216755088286
VR1_Dzi,99.71852083581199
VR1_Dzm,99.44138727068481
VR1_Dzp,98.36003270929278
VR1_Dzv,98.5229924784465
VR2_DzZ,5.23379829215173
VR2_Dzi,5.2483432018848415
VR2_Dzm,5.2337572247728845
VR2_Dzp,5.176843826804883
VR2_Dzv,5.185420656760342
VR3_DzZ,5.241430130712537
VR3_Dzi,5.24420531154297
VR3_Dzm,5.241422284109043
VR3_Dzp,5.2304884360670245
VR3_Dzv,5.232143833287909
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.032274861218395144
Xch-6dv,0.16087193907648178
Xch-7dv,0.2370164172218565
Xpc-4dv,1.2375852761123518
Xpc-5dv,1.899731645482009
Xpc-6dv,2.6657093723163587
Zagreb1,100.0
Zagreb2,119.0
fragCpx,99.02
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,1
nBondsM,12
nBondsO,21
nBondsS,28
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,2
naHRing,1
AATS0are,5.786444736842106
AATS1are,6.063125
AATS2are,5.9319861111111125
AATS3are,5.874095744680852
AATS4are,5.906926315789474
AATS5are,5.69054255319149
AATS6are,5.7079560439560435
AATS7are,5.538924731182796
AATS8are,5.4101388888888895
AATSC0dv,3.191135734072021
AATSC0pe,0.06917984764542932
AATSC0se,0.03712911080332409
AATSC1dv,1.227285318559557
AATSC1pe,0.004359428670360016
AATSC1se,0.0010108234072022456
AATSC2dv,0.31690520160049235
AATSC2pe,0.0037337488457986467
AATSC2se,0.0007604052785472642
AATSC3dv,-0.35910885837213413
AATSC3pe,-0.002123912595037463
AATSC3se,-0.0020500906465491637
AATSC4dv,-0.6371191135734072
AATSC4pe,-0.007852313019390609
AATSC4se,-0.001128799445983352
AATSC5dv,-0.44589497259385863
AATSC5pe,-0.004391353804443914
AATSC5se,-0.002182846525608537
AATSC6dv,-0.48783903077531876
AATSC6pe,-0.01016718136434202
AATSC6se,-0.00398251855346869
AATSC7dv,-0.07229023322312571
AATSC7pe,-0.0031438827331486154
AATSC7se,-0.0009669398921752805
AATSC8dv,0.3373730378578024
AATSC8pe,0.006488683056325089
AATSC8se,0.0018754900738688464
AETA_eta,0.8065422684553368
ATSC0are,2.586034210526314
ATSC1are,0.14752451523545435
ATSC2are,0.2166325484764513
ATSC3are,-0.26796357340720484
ATSC4are,-0.5501223684210552
ATSC5are,-0.4240556786703593
ATSC6are,-0.8312924515235451
ATSC7are,-0.22680214681440125
ATSC8are,0.4025088642659317
BCUTZ-1h,8.021954926018685
BCUTZ-1l,5.694833093292042
BCUTc-1h,0.3665722643513912
BCUTc-1l,-0.46381941336338195
BCUTd-1h,3.270289272098672
BCUTd-1l,0.9779823664994373
BCUTi-1h,14.550894798931433
BCUTi-1l,10.955267597132444
BCUTm-1h,16.01005240646586
BCUTm-1l,11.705928581447901
BCUTp-1h,1.9850097736718626
BCUTp-1l,0.752787716368858
BCUTs-1h,7.008268389709711
BCUTs-1l,1.3326645145551945
BCUTv-1h,20.891039353631687
BCUTv-1l,14.702717522112692
BalabanJ,1.661886713172789
Diameter,9
ETA_beta,23.0
GATS1are,0.6589911854465229
GATS2are,0.805628413734277
GATS3are,1.171170187109149
GATS4are,1.3304507104456835
GATS5are,0.9522559598546511
GATS6are,1.0806892805879265
GATS7are,0.8761495416222324
GATS8are,0.8117588323334166
HybRatio,0.35294117647058826
Lipinski,True
LogEE_Dt,167.3306362293052
MATS1are,0.054194290587191586
MATS2are,0.04421203886779548
MATS3are,-0.04188873428165993
MATS4are,-0.08509127469107897
MATS5are,-0.06628944157815908
MATS6are,-0.13423376620936794
MATS7are,-0.035835506180738386
MATS8are,0.08214710890266816
MAXssCH2,1.0356219293272864
MINssCH2,0.7137942491811539
NsssssAs,0
RotRatio,0.14285714285714285
SM1_Dzpe,0.419905140758874
SM1_Dzse,0.3887577933310232
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,4.567099647791355
SMR_VSA4,0.0
SMR_VSA5,39.15178009730724
SMR_VSA6,0.0
SMR_VSA7,58.91296138386057
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,116.52670385283324
SpAD_Dzi,114.06332918916345
SpAD_Dzm,116.53954268417758
SpAD_Dzp,140.72836359149468
SpAD_Dzv,132.76981726052173
SpAbs_Dt,334.66127245861026
SpDiam_A,4.804728789973975
SpDiam_D,107.00427194655549
SpMAD_Dt,17.613751182032125
SpMax_Dt,167.3306362293052
SsssssAs,0
VE1_Dzpe,4.288659837286637
VE1_Dzse,4.289300001197589
VE2_Dzpe,0.22571893880455987
VE2_Dzse,0.22575263164197834
VE3_Dzpe,2.097828178066823
VE3_Dzse,2.097977435914655
VMcGowan,207.85999999999967
VR1_Dzpe,99.49288630003318
VR1_Dzse,99.43514706468896
VR2_Dzpe,5.2364677000017466
VR2_Dzse,5.2334287928783665
VR3_Dzpe,5.241940033309062
VR3_Dzse,5.241359529536024
mZagreb1,5.416666666666666
mZagreb2,4.277777777777778
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,34
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.06805353185595563
AATSC1are,0.0036881128808863585
AATSC2are,0.0030087853955062683
AATSC3are,-0.0028506763128426046
AATSC4are,-0.005790761772853213
AATSC5are,-0.004511230624152759
AATSC6are,-0.009135081884874122
AATSC7are,-0.0024387327614451746
AATSC8are,0.0055904008925823844
AETA_beta,1.2105263157894737
BCUTdv-1h,6.021918390144964
BCUTdv-1l,0.9880040881173229
BCUTpe-1h,3.4883205165537943
BCUTpe-1l,2.244650977620072
BCUTse-1h,3.7014074500848637
BCUTse-1l,2.440619854749349
ETA_alpha,9.233333333333334
ETA_dBeta,0.0
ETA_eta_B,0.12218856448882143
ETA_eta_F,13.731204896373134
ETA_eta_L,5.030368352367728
ETA_eta_R,29.055507997024534
ETA_psi_1,0.6382488479262675
LabuteASA,113.61791498046145
LogEE_DzZ,58.28402861814593
LogEE_Dzi,57.05263216149415
LogEE_Dzm,58.29039059248778
LogEE_Dzp,70.11147504587562
LogEE_Dzv,66.27148982400273
PEOE_VSA1,4.567099647791355
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,37.255572541998674
PEOE_VSA7,30.892283428936633
PEOE_VSA8,29.916885510232504
PEOE_VSA9,0.0
SM1_Dzare,0.4713820381572824
SpAD_Dzpe,115.92604995278053
SpAD_Dzse,116.61228947994317
SpAbs_DzZ,116.1752000934348
SpAbs_Dzi,113.7068805516524
SpAbs_Dzm,116.18901542739474
SpAbs_Dzp,141.82342617427213
SpAbs_Dzv,133.26129875430695
SpDiam_Dt,236.41737315604942
SpMAD_DzZ,6.132984413307012
SpMAD_Dzi,6.003333115219129
SpMAD_Dzm,6.133660141272504
SpMAD_Dzp,7.40675597849972
SpMAD_Dzv,6.987885118974828
SpMax_DzZ,58.28402861814593
SpMax_Dzi,57.05263216149415
SpMax_Dzm,58.29039059248778
SpMax_Dzp,70.11147504587562
SpMax_Dzv,66.27148982400273
VE1_Dzare,4.28791198568635
VE2_Dzare,0.2256795781940184
VE3_Dzare,2.097653784004109
VR1_Dzare,99.55640333797685
VR2_Dzare,5.239810701998781
VR3_Dzare,5.24257823744649
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4859649122807018
AETA_dBeta,0.0
AETA_eta_B,0.0064309770783590224
AETA_eta_F,0.7226949945459544
AETA_eta_L,0.2647562290719857
AETA_eta_R,1.5292372630012914
BCUTare-1h,3.5432335443946856
BCUTare-1l,2.1946989387058102
ETA_beta_s,11.5
ETA_dPsi_A,0.07575115207373251
ETA_dPsi_B,0.0
ETA_eta_BR,0.38018856448882143
ETA_eta_FL,4.261656645516546
ETA_eta_RL,9.292024997884274
LogEE_Dzpe,57.98512524695653
LogEE_Dzse,58.32660567646269
PEOE_VSA10,0.0
PEOE_VSA11,5.783244946364939
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,10.350344594156294
SlogP_VSA3,19.386399651764595
SlogP_VSA4,0.0
SlogP_VSA5,47.074676602705374
SlogP_VSA6,36.39820241076966
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,115.09310086444324
SpAbs_Dzpe,115.55034535315417
SpAbs_Dzse,116.26445355959439
SpDiam_DzZ,84.25264468256071
SpDiam_Dzi,82.02265961089337
SpDiam_Dzm,84.26346598298824
SpDiam_Dzp,104.58039052343486
SpDiam_Dzv,98.10804810504742
SpMAD_Dzpe,6.101371050146343
SpMAD_Dzse,6.137488919997009
SpMax_Dzpe,57.98512524695653
SpMax_Dzse,58.32660567646269
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.6052631578947368
AETA_eta_BR,0.020009924446780077
AETA_eta_FL,0.22429771818508137
AETA_eta_RL,0.4890539472570671
DetourIndex,1565
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,12.204066569290948
EState_VSA4,31.3706727663876
EState_VSA5,16.95130748139392
EState_VSA6,0.0
EState_VSA7,6.06636706846161
EState_VSA8,41.822672189790026
EState_VSA9,0.0
ETA_beta_ns,11.5
ETA_shape_p,0.09025270758122741
ETA_shape_x,0.0
ETA_shape_y,0.31407942238267145
GhoseFilter,True
LogEE_Dzare,57.57136001317727
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,114.67133798819725
SpDiam_Dzpe,83.72799135324283
SpDiam_Dzse,84.32724379143565
SpMAD_Dzare,6.0575316244443815
SpMax_Dzare,57.57136001317727
TopoPSA(NO),22.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.348935185185185
VSA_EState9,36.484398148148145
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6052631578947368
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.014035087719298196
FilterItLogS,-4.590254548183123
SpDiam_Dzare,83.01186181902025
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5307017543859651
ETA_epsilon_2,0.7614035087719296
ETA_epsilon_3,0.4433962264150947
ETA_epsilon_4,0.48263888888888923
ETA_epsilon_5,0.7614035087719296
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.08730552797087043
ETA_dEpsilon_B,0.04806286549707589
ETA_dEpsilon_C,-0.03924266247379454
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.8421052631578947
MDEDescriptor,"0.0,2.2962818948914636,1.3132639022018833,0.0,14.893135601277896,17.591593633062008,0.0,4.329638385866451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,44.49106699999999
BCUTDescriptor,"11.98845148573699,16.005928302196477,-0.375430158090841,0.245759721119038,5.009683280183456,10.90860346021413"
BPolDescriptor,23.708932999999995
TPSADescriptor,22.0
ALOGPDescriptor,"2.352600000000001,5.534726760000005,74.9357"
XLogPDescriptor,3.4740000000000006
VAdjMaDescriptor,5.392317422778761
WeightDescriptor,253.14666438
ChiPathDescriptor,"13.242276208189782,9.292024997884276,8.043519686932958,7.062746758976996,5.982716801960706,4.933833864477714,3.336056087865639,2.2528229103674358,11.355097407034316,7.076919722020955,5.198070876136487,3.95794398445984,2.964589678702015,2.17482623144399,1.2932232955761886,0.7854852948258941"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.3821310421892611,0.6460327896478488,0.0,0.0,0.03227486121839514,0.16087193907648173,0.2370164172218564"
AtomCountDescriptor,38
BondCountDescriptor,21
SmallRingDescriptor,"3,2,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.014741362757977,0.0,0.27537753772002593,0.0,0.5115896734211111,0.0,0.10388081749985775,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,9,2,2,4,0,0"
ZagrebIndexDescriptor,100.0
LargestChainDescriptor,10
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"39.11606560940635,2.058740295231913,6.110620307712733,2.564595300964226,3.5460250067485095"
FractionalPSADescriptor,0.086906142152344
WienerNumbersDescriptor,"679.0,29.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.730197891406645,4.607037522825321,6.586050653026957,1.237585276112352,1.8997316454820095,2.4125998594598856"
FractionalCSP3Descriptor,0.35294117647058826
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,5,0,0,6,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,7
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"13.959183673469388,6.185493460166469,2.88"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1258.02
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.35294117647058826
AutocorrelationDescriptorMass,"20.134449336817426,21.8306377766739,30.495093620167356,30.827185597299923,26.716191350873082"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.19298873940645495,-0.0608666332456784,-0.041570338685288706,-0.027582061548479975,0.06578995287017578"
EccentricConnectivityIndexDescriptor,295
AutocorrelationDescriptorPolarizability,"1335.9286073303147,1577.8348308517068,2227.675518217168,2143.185803908791,1790.389381461716"
