DLiP-ID,J100AC
AATSC5v,3.872174693579206
AATSC6Z,1.0670415224913496
AATSC6c,0.011518004142609834
AATSC6d,-0.010813148788927335
AATSC6i,0.10285943609293795
AATSC6m,4.955049080161476
AATSC6p,0.012629520643053047
AATSC6s,0.14054690503652445
AATSC6v,3.927831577982458
AATSC7Z,-1.8689340872647482
AATSC7c,-0.0081002690575711
AATSC7d,-0.060849016794666214
AATSC7i,0.06557305541651175
AATSC7m,-8.61672382682083
AATSC7p,-0.006460067612043553
AATSC7s,-0.47052435273487675
AATSC7v,-3.0135789571778835
AATSC8Z,0.30440954662407954
AATSC8c,0.0005118889197003212
AATSC8d,-0.047200780764794614
AATSC8i,0.17975366523699038
AATSC8m,1.5164625726199978
AATSC8p,0.02592995918612545
AATSC8s,0.45110916412819546
AATSC8v,4.953739591852523
ATS0are,225.9298
ATS1are,238.524
ATS2are,374.015
ATS3are,438.1419
ATS4are,425.65599999999995
ATS5are,389.78400000000005
ATS6are,313.826
ATS7are,277.979
ATS8are,253.77300000000002
ATSC0dv,152.47058823529412
ATSC0pe,5.1152
ATSC0se,3.772608941176469
ATSC1dv,46.91349480968858
ATSC1pe,0.2323000000000009
ATSC1se,0.10113594463667822
ATSC2dv,8.799307958477517
ATSC2pe,0.46010000000000023
ATSC2se,-0.014482283737024353
ATSC3dv,-54.50173010380624
ATSC3pe,-0.7868999999999974
ATSC3se,-0.3210738269896185
ATSC4dv,0.5847750865051922
ATSC4pe,-0.013599999999998114
ATSC4se,0.1191066989619384
ATSC5dv,13.788927335640137
ATSC5pe,-0.8438000000000021
ATSC5se,-0.9244134809688586
ATSC6dv,9.394463667820071
ATSC6pe,1.3280999999999996
ATSC6se,0.9385097301038061
ATSC7dv,-44.50865051903114
ATSC7pe,-2.4007999999999976
ATSC7se,-1.6841479584775074
ATSC8dv,-12.363321799307958
ATSC8pe,-0.06910000000000008
ATSC8se,-0.029441550173010166
AXp-0dv,0.5317731323123827
AXp-1dv,0.27343496251688754
AXp-2dv,0.14064742384098206
AXp-3dv,0.07276461978353677
AXp-4dv,0.03726483196220964
AXp-5dv,0.01934870692849099
AXp-6dv,0.009780981370576687
AXp-7dv,0.005028846862730119
BertzCT,801.0556054152486
ECIndex,481
ETA_eta,12.678351224527368
GATS1dv,0.4028099279835391
GATS1pe,0.6177088220727764
GATS1se,0.6753994489567776
GATS2dv,0.7670159194282001
GATS2pe,0.7196719169286996
GATS2se,0.8009241977069113
GATS3dv,1.1379243827160495
GATS3pe,1.0929484673131058
GATS3se,1.0810325330799322
GATS4dv,0.9671947337962963
GATS4pe,1.0556593278366433
GATS4se,1.0562341106993647
GATS5dv,0.9791946684587814
GATS5pe,1.0463690758473163
GATS5se,1.0498577091878585
GATS6dv,0.9671947337962963
GATS6pe,0.8105462640756956
GATS6se,0.7800735633845651
GATS7dv,1.2405431345980127
GATS7pe,1.5272101512851224
GATS7se,1.5386822695687785
GATS8dv,1.1210232668566003
GATS8pe,1.084300034888477
GATS8se,1.1012673160291337
LogEE_A,4.023645404606274
LogEE_D,113.41789332717873
MATS1dv,0.29059499314128945
MATS1pe,0.04289068745004014
MATS1se,0.025318627648686285
MATS2dv,0.03442440978990689
MATS2pe,0.05365295863995305
MATS2se,-0.002289809345801024
MATS3dv,-0.18414468761690989
MATS3pe,-0.07924865641083945
MATS3se,-0.043842781223335
MATS4dv,0.0020375192901234632
MATS4pe,-0.0014124569909288
MATS4se,0.01677232780024045
MATS5dv,0.049594285145360406
MATS5pe,-0.09046157183650018
MATS5se,-0.13437290558118462
MATS6dv,0.043643904320987664
MATS6pe,0.1839102087894901
MATS6se,0.17621167098302226
MATS7dv,-0.2420769346582355
MATS7pe,-0.38921397346597764
MATS7se,-0.37019752747459517
MATS8dv,-0.07069088319088318
MATS8pe,-0.011776866132512064
MATS8se,-0.006803512597973529
MAXaaCH,1.7164426299320223
MAXaasC,0.5829080483075797
MAXdssC,-0.03012275671463649
MAXsCH3,1.485262358942082
MAXssNH,2.679621598639456
MDEC-12,1.2607554899506352
MDEC-13,1.4483456656381297
MDEC-22,6.3595681948379
MDEC-23,14.861848418544588
MDEC-33,5.569947655635898
MDEN-22,0.33333333333333337
MDEO-11,0.12499999999999997
MDEO-12,0.5460241725418135
MDEO-22,0.33333333333333337
MINaaCH,1.498119855967078
MINaasC,0.14078189300411514
MINdssC,-0.40543414588057414
MINsCH3,1.485262358942082
MINssNH,2.679621598639456
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.2857142857142856
SM1_Dzi,1.1430359144285005
SM1_Dzm,1.28206267335915
SM1_Dzp,-5.365540693720243
SM1_Dzv,-2.2346271687189603
SddssSe,0
SpAD_Dt,338.72693842567537
SpAbs_A,28.291320639081544
SpAbs_D,226.8357866543575
SpMAD_A,1.285969119958252
SpMAD_D,10.310717575198067
SpMax_A,2.3809369654531984
SpMax_D,113.41789332717873
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,85.34
TpiPC10,8.170128173864994
VAdjMat,5.584962500721156
VE1_DzZ,4.617721227784124
VE1_Dzi,4.614464020564869
VE1_Dzm,4.617735116256993
VE1_Dzp,4.6300460165200725
VE1_Dzv,4.628953909010102
VE2_DzZ,0.20989641944473292
VE2_Dzi,0.2097483645711304
VE2_Dzm,0.20989705073895423
VE2_Dzp,0.21045663711454876
VE2_Dzv,0.21040699586409553
VE3_DzZ,2.3183587030353228
VE3_Dzi,2.317653083018657
VE3_Dzm,2.3183617106772525
VE3_Dzp,2.3210241671862577
VE3_Dzv,2.3207882653558616
VR1_DzZ,119.68889127244225
VR1_Dzi,120.00312570778603
VR1_Dzm,119.68842380083514
VR1_Dzp,119.3998997889016
VR1_Dzv,119.22253865019746
VR2_DzZ,5.440404148747375
VR2_Dzi,5.454687532172092
VR2_Dzm,5.440382900037961
VR2_Dzp,5.4272681722228
VR2_Dzv,5.419206302281703
VR3_DzZ,5.5733531638800695
VR3_Dzi,5.575975150371968
VR3_Dzm,5.573349258149847
VR3_Dzp,5.5709357220334885
VR3_Dzv,5.569449179757536
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0656360239006558
Xch-6dv,0.07377194664547392
Xch-7dv,0.07867846354047939
Xpc-4dv,0.9043867171432969
Xpc-5dv,0.9425492734073817
Xpc-6dv,0.9382072645074606
Zagreb1,114.0
Zagreb2,132.0
fragCpx,114.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,2
nBondsM,18
nBondsO,24
nBondsS,18
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,2
AATS0are,6.644994117647059
AATS1are,6.625666666666667
AATS2are,6.5616666666666665
AATS3are,6.638513636363637
AATS4are,6.650874999999999
AATS5are,6.28683870967742
AATS6are,6.538041666666667
AATS7are,6.7799756097560975
AATS8are,6.507000000000001
AATSC0dv,4.484429065743945
AATSC0pe,0.1504470588235294
AATSC0se,0.11095908650519026
AATSC1dv,1.3031526336024606
AATSC1pe,0.006452777777777803
AATSC1se,0.0028093317954632838
AATSC2dv,0.15437382383293888
AATSC2pe,0.008071929824561407
AATSC2se,-0.000254075153281129
AATSC3dv,-0.8257837894516097
AATSC3pe,-0.011922727272727232
AATSC3se,-0.004864754954388159
AATSC4dv,0.009137110726643628
AATSC4pe,-0.00021249999999997052
AATSC4se,0.0018610421712802875
AATSC5dv,0.22240205380064737
AATSC5pe,-0.013609677419354873
AATSC5se,-0.014909894854336428
AATSC6dv,0.19571799307958482
AATSC6pe,0.027668749999999992
AATSC6se,0.019552286043829293
AATSC7dv,-1.0855768419275889
AATSC7pe,-0.05855609756097555
AATSC7se,-0.04107677947506116
AATSC8dv,-0.3170082512643066
AATSC8pe,-0.0017717948717948739
AATSC8se,-0.0007549115428976966
AETA_eta,0.5762886920239713
ATSC0are,5.660047058823526
ATSC1are,0.23506193771626363
ATSC2are,0.3448622837370243
ATSC3are,-0.6937560553633196
ATSC4are,0.07982906574394649
ATSC5are,-1.1267622837370257
ATSC6are,1.4525335640138408
ATSC7are,-2.6980685121107237
ATSC8are,-0.10361868512110692
BCUTZ-1h,8.03411717363813
BCUTZ-1l,5.692386299017126
BCUTc-1h,0.4539929563451611
BCUTc-1l,-0.5278677604736598
BCUTd-1h,3.154413482410875
BCUTd-1l,0.9727829416114215
BCUTi-1h,14.565004237189875
BCUTi-1l,10.953475440215804
BCUTm-1h,16.016910163617386
BCUTm-1l,11.704149759663581
BCUTp-1h,1.986583218143033
BCUTp-1l,0.7155629030271173
BCUTs-1h,7.009356667728227
BCUTs-1l,1.490087076159925
BCUTv-1h,20.89221376021418
BCUTv-1l,14.681697470129894
BalabanJ,1.3996661545276505
Diameter,13
ETA_beta,31.75
GATS1are,0.6402442351341915
GATS2are,0.7479354775682597
GATS3are,1.0890015464431808
GATS4are,1.0575235064819668
GATS5are,1.0502276467753202
GATS6are,0.8099921612582728
GATS7are,1.5547171003642843
GATS8are,1.0904754401415209
HybRatio,0.0625
Lipinski,True
LogEE_Dt,169.36346921283769
MATS1are,0.0392228083740731
MATS2are,0.0363437485595995
MATS3are,-0.06314249322517788
MATS4are,0.00749272766387327
MATS5are,-0.10916903889870523
MATS6are,0.18177904361634917
MATS7are,-0.3953010717625881
MATS8are,-0.01595998008000398
NsssssAs,0
RotRatio,0.16666666666666666
SM1_Dzpe,1.3572521419828645
SM1_Dzse,1.2745051870999227
SMR_VSA1,18.52932024217034
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,5.316788604006331
SMR_VSA7,59.98511196141578
SMR_VSA8,0.0
SMR_VSA9,11.520494837748885
SpAD_DzZ,171.75252245152905
SpAD_Dzi,169.05902460695182
SpAD_Dzm,171.77998738374316
SpAD_Dzp,221.32129011720457
SpAD_Dzv,204.3802559824361
SpAbs_Dt,338.72693842567554
SpDiam_A,4.667715065415183
SpDiam_D,175.70597555764095
SpMAD_Dt,15.39667901934888
SpMax_Dt,169.36346921283769
SsssssAs,0
VE1_Dzpe,4.6170131039373485
VE1_Dzse,4.617820473113845
VE2_Dzpe,0.2098642319971522
VE2_Dzse,0.20990093059608386
VE3_Dzpe,2.3182053420781523
VE3_Dzse,2.318380195078332
VMcGowan,208.45999999999978
VR1_Dzpe,119.73639153650248
VR1_Dzse,119.6824613402671
VR2_Dzpe,5.4425632516592035
VR2_Dzse,5.44011187910305
VR3_Dzpe,5.573749949583953
VR3_Dzse,5.57329944039055
mZagreb1,6.777777777777779
mZagreb2,4.833333333333334
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,27
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.166471972318339
AATSC1are,0.006529498269896212
AATSC2are,0.006050215504158321
AATSC3are,-0.010511455384292722
AATSC4are,0.001247329152249164
AATSC5are,-0.018173585221564932
AATSC6are,0.030261115916955017
AATSC7are,-0.06580654907587132
AATSC8are,-0.0026568893620796644
AETA_beta,1.4431818181818181
BCUTdv-1h,6.033949397148849
BCUTdv-1l,0.9959547876814405
BCUTpe-1h,3.5163548847016446
BCUTpe-1l,2.2410167118676343
BCUTse-1h,3.7247597091457
BCUTse-1l,2.436923272103705
ETA_alpha,10.133333333333335
ETA_dBeta,3.25
ETA_eta_B,0.2831832692378615
ETA_eta_F,22.264117735692672
ETA_eta_L,3.966670203166333
ETA_eta_R,34.94246896022004
ETA_psi_1,0.5259515570934258
LabuteASA,125.27298707337995
LogEE_DzZ,85.93470278420607
LogEE_Dzi,84.58146848140449
LogEE_Dzm,85.94826926793337
LogEE_Dzp,109.92898041854956
LogEE_Dzv,101.88540610457454
PEOE_VSA1,14.257034478033027
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,5.156663257125445
PEOE_VSA7,43.321939610460284
PEOE_VSA8,17.31720483484217
PEOE_VSA9,6.263162995639057
SM1_Dzare,1.5141926477431364
SpAD_Dzpe,170.77262901305537
SpAD_Dzse,171.8953456815144
SpAbs_DzZ,170.58369128269783
SpAbs_Dzi,168.01990104838052
SpAbs_Dzm,170.61447586250756
SpAbs_Dzp,225.22350153081942
SpAbs_Dzv,206.00543937786813
SpDiam_Dt,245.53814542002968
SpMAD_DzZ,7.806932838705865
SpMAD_Dzi,7.68450111849781
SpMAD_Dzm,7.808181244715598
SpMAD_Dzp,10.060058641691116
SpMAD_Dzv,9.290011635565277
SpMax_DzZ,85.93470278420607
SpMax_Dzi,84.58146848140449
SpMax_Dzm,85.94826926793337
SpMax_Dzp,109.92898041854956
SpMax_Dzv,101.88540610457454
VE1_Dzare,4.616030880073223
VE2_Dzare,0.20981958545787374
VE3_Dzare,2.3179925793382514
VR1_Dzare,119.78956054107239
VR2_Dzare,5.4449800245942
VR3_Dzare,5.5741939015230395
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4606060606060607
AETA_dBeta,0.14772727272727273
AETA_eta_B,0.012871966783539161
AETA_eta_F,1.0120053516223941
AETA_eta_L,0.18030319105301512
AETA_eta_R,1.5882940436463655
BCUTare-1h,3.57052205037774
BCUTare-1l,2.191311675788771
ETA_beta_s,14.25
ETA_dPsi_A,0.1880484429065742
ETA_dPsi_B,0.0
ETA_eta_BR,0.5411832692378615
ETA_eta_FL,6.664360089968902
ETA_eta_RL,10.631030293135234
LogEE_Dzpe,85.44800778570874
LogEE_Dzse,86.0056048947163
PEOE_VSA10,0.0
PEOE_VSA11,17.237420360087842
PEOE_VSA12,5.760247418874442
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,16.84708793284189
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,27.770191054379723
SlogP_VSA6,57.66797834889702
SlogP_VSA7,0.0
SlogP_VSA8,11.520494837748885
SlogP_VSA9,0.0
SpAD_Dzare,169.24040333035154
SpAbs_Dzpe,169.53876342943468
SpAbs_Dzse,170.73670460233262
SpDiam_DzZ,135.25666593635032
SpDiam_Dzi,132.4142004065675
SpDiam_Dzm,135.27732376832392
SpDiam_Dzp,172.7162633361931
SpDiam_Dzv,160.50574814646941
SpMAD_Dzpe,7.762392227866153
SpMAD_Dzse,7.8134248037052005
SpMax_Dzpe,85.44800778570874
SpMax_Dzse,86.0056048947163
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,22
AETA_beta_s,0.6477272727272727
AETA_eta_BR,0.024599239510811888
AETA_eta_FL,0.3029254586349501
AETA_eta_RL,0.4832286496879652
DetourIndex,1804
EState_VSA1,5.907179729351506
EState_VSA2,11.4771729412134
EState_VSA3,22.77133260412944
EState_VSA4,0.0
EState_VSA5,19.25326726379129
EState_VSA6,36.39820241076966
EState_VSA7,0.0
EState_VSA8,10.473451861131776
EState_VSA9,8.940245874026695
ETA_beta_ns,17.5
ETA_shape_p,0.11513157894736839
ETA_shape_x,0.0
ETA_shape_y,0.3453947368421052
GhoseFilter,True
LogEE_Dzare,84.68902860370954
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,167.86386455967602
SpDiam_Dzpe,134.4221100003894
SpDiam_Dzse,135.3770248197701
SpMAD_Dzare,7.69274560592507
SpMax_Dzare,84.68902860370954
TopoPSA(NO),85.34
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,10.238295077975156
VSA_EState9,45.92837158869152
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7954545454545454
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.039393939393939335
FilterItLogS,-4.603009798672164
SpDiam_Dzare,133.1914070760146
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6725490196078433
ETA_epsilon_2,0.8757575757575755
ETA_epsilon_3,0.44193548387096804
ETA_epsilon_4,0.57536231884058
ETA_epsilon_5,0.8507246376811592
AETA_beta_ns_d,0.022727272727272728
ETA_dEpsilon_A,0.23061353573687526
ETA_dEpsilon_B,0.09718670076726332
ETA_dEpsilon_C,-0.13342683496961194
ETA_dEpsilon_D,0.025032938076416267
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.8181818181818182
MDEDescriptor,"0.0,1.2607554899506352,1.4483456656381297,0.0,6.3595681948379,14.861848418544588,0.0,5.569947655635898,0.0,0.0,0.12499999999999997,0.5460241725418135,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337,0.0,0.0"
APolDescriptor,41.56951599999999
BCUTDescriptor,"11.849999999999987,15.997934811393147,-0.315164028441067,0.25605400221536184,4.515079952710707,9.035160084742122"
BPolDescriptor,19.526483999999996
TPSADescriptor,85.34
ALOGPDescriptor,"2.3454999999999995,5.501370249999997,79.22250000000001"
XLogPDescriptor,2.163
VAdjMaDescriptor,5.584962500721157
WeightDescriptor,296.07970696
ChiPathDescriptor,"15.526733258565956,10.631030293135234,9.615557224112905,7.924320522682321,6.235330268963171,4.203765604427522,3.1343739278435083,2.011009575975571,11.699008910872418,6.5624391004053,4.641364986752408,3.0561140309085433,1.9005064300726913,1.064178881067004,0.5966398636051774,0.30675965862653726"
ChiChainDescriptor,"0.0,0.0,0.2621886974951644,0.30274943015462097,0.47655187683640865,0.0,0.0,0.0656360239006558,0.07377194664547393,0.07867846354047939"
AtomCountDescriptor,34
BondCountDescriptor,24
SmallRingDescriptor,"3,3,3,3,0,0,2,1,0,0,0"
ChiClusterDescriptor,"1.4398264056274475,0.0,0.36785113019775795,0.0,0.5021606282251636,0.0,0.06108573667824572,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,12,1,1,0,0,0"
ZagrebIndexDescriptor,114.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.5599999999999996
WeightedPathDescriptor,"44.70047472160476,2.031839760072944,17.241014590992634,11.095272879324833,6.145741711667794"
FractionalPSADescriptor,0.28823319529808006
WienerNumbersDescriptor,"1204.0,29.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.3361594043101013,4.401394042050023,5.080917954251159,0.904386717143297,0.9425492734073815,0.8408877602461132"
FractionalCSP3Descriptor,0.0625
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"16.84375,7.7134986225895315,4.308390022675737"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,834.06
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.0625
AutocorrelationDescriptorMass,"25.817836744716743,26.712467282270772,37.53938099034236,33.67728250653377,32.20285577945647"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.5271359182767289,-0.15796192359630543,-0.16509957606865683,0.08480371755605619,0.019290578637816646"
EccentricConnectivityIndexDescriptor,481
AutocorrelationDescriptorPolarizability,"1194.1344182236944,1376.5122091041483,1853.6698361541949,1601.2568030774773,1423.0324733958996"
