DLiP-ID,T003SJ
Mpe,0.9701825557809333
Mse,1.0058643293065777
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,125.84820000000005
SdO,39.442359774998664
SdS,0
Spe,56.27058823529413
SsF,0
SsI,0
Sse,58.3401310997815
StN,0
fMF,0.5
nBr,0
nCl,0
AMID,2.0461769050803498
BIC0,0.2759622560973137
BIC1,0.5885898789667081
BIC2,0.7482427555770198
BIC3,0.8711973602890434
BIC4,0.9047304343014138
BIC5,0.9047304343014138
CIC0,4.15531457177833
CIC1,2.226425585294975
CIC2,1.2413793103448283
CIC3,0.48275862068965747
CIC4,0.2758620689655178
CIC5,0.2758620689655178
GGI1,6.0
GGI2,3.5555555555555567
GGI3,2.1875
GGI4,1.6433333333333335
GGI5,1.1636111111111107
GGI6,0.7607709750566893
GGI7,0.484375
GGI8,0.38877078609221466
GGI9,0.23782407407407408
JGI1,0.17142857142857143
JGI2,0.0740740740740741
JGI3,0.04654255319148936
JGI4,0.03572463768115942
JGI5,0.024757683215130024
JGI6,0.016906021667926426
JGI7,0.010091145833333332
JGI8,0.008639350802049216
JGI9,0.005800587172538393
MIC0,19.51349802758905
MIC1,37.49360811221124
MIC2,43.41891406770583
MIC3,46.52891406770582
MIC4,46.737465791843746
MIC5,46.737465791843746
MPC2,48
MPC3,61
MPC4,78
MPC5,92
MPC6,89
MPC7,99
MPC8,104
MPC9,106
Mare,0.9817931034482759
NaaN,2
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.14731905106774193
RPCG,0.10104780653256867
SIC0,0.2906575533047051
SIC1,0.6199329449605889
SIC2,0.7880875149002093
SIC3,0.9175895891278588
SIC4,0.9529083366444909
SIC5,0.9529083366444909
SaaN,8.240552235473217
SaaO,0
SaaS,0.9587415840304269
Sare,56.944
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,98.75465255425601
TIC1,210.63021377029062
TIC2,267.76289771739914
TIC3,311.762897717399
TIC4,323.76289771739914
TIC5,323.76289771739914
Vabc,407.885924969796
WPol,47
apol,68.35261799999999
bpol,39.487382000000025
nRot,9
ABCGG,19.838404207645993
ATS0Z,1754.0
ATS0d,192.0
ATS0i,9340.102865748177
ATS0m,6952.867846000001
ATS0p,99.294247526074
ATS0s,274.21956447187927
ATS0v,13365.049592751864
ATS1Z,1932.0
ATS1d,245.0
ATS1i,8808.671908544204
ATS1m,7428.359181000002
ATS1p,121.92564804000004
ATS1s,157.97067901234567
ATS1v,16940.90272593831
ATS2Z,2557.0
ATS2d,379.0
ATS2i,16334.593731582667
ATS2m,9566.356543000004
ATS2p,183.58730212394306
ATS2s,363.35493827160485
ATS2v,24707.266469899576
ATS3Z,2800.0
ATS3d,431.0
ATS3i,23227.21967346958
ATS3m,10218.43488
ATS3p,209.15501367462093
ATS3s,398.87808641975306
ATS3v,26868.177712501507
ATS4Z,3135.0
ATS4d,415.0
ATS4i,24539.378667027744
ATS4m,11453.116538
ATS4p,204.72005045916805
ATS4s,468.6066529492456
ATS4v,26075.948077208326
ATS5Z,2922.0
ATS5d,382.0
ATS5i,23832.868069955584
ATS5m,10707.109177
ATS5p,182.95622146286595
ATS5s,573.0046296296297
ATS5v,24528.70098890732
ATS6Z,2530.0
ATS6d,385.0
ATS6i,21982.122564599078
ATS6m,9178.902809000001
ATS6p,183.08602152631903
ATS6s,425.72993827160485
ATS6v,24298.3795267571
ATS7Z,2699.0
ATS7d,397.0
ATS7i,22241.86483800068
ATS7m,9760.452744
ATS7p,193.56201021552707
ATS7s,490.5740740740739
ATS7v,26038.989831013758
ATS8Z,2659.0
ATS8d,384.0
ATS8i,21803.724183844075
ATS8m,9556.263256000002
ATS8p,196.928279901584
ATS8s,451.6033950617283
ATS8v,26088.931103727882
C1SP1,0
C1SP2,1
C1SP3,1
C2SP1,0
C2SP2,12
C2SP3,7
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.34782608695652173
GGI10,0.13846138149168455
JGI10,0.0038461494858801257
JGT10,0.3978107745521518
Kier1,25.103673469387754
Kier2,12.109375
Kier3,7.014243482934695
MAXdO,13.206948841685945
MID_C,47.80087211365401
MID_N,8.114199812784847
MID_O,5.284196120452993
MID_X,0.0
MID_h,17.67678884891719
MINdO,13.028462091626775
MPC10,112
MWC01,35.0
MWC02,5.117993812416755
MWC03,5.953243334287785
MWC04,6.825460036255307
MWC05,7.68017564043659
MWC06,8.559294367434873
MWC07,9.42424134192346
MWC08,10.308185699938441
MWC09,11.180259973491848
MWC10,12.068229111831808
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,1
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.587600000000003
SRW02,4.2626798770413155
SRW03,0.0
SRW04,5.572154032177765
SRW05,2.3978952727983707
SRW06,7.074116816197362
SRW07,4.59511985013459
SRW08,8.66406026722579
SRW09,6.6052979209482015
SRW10,10.302632731899473
SaaCH,14.217412485235998
SaaNH,0
SaaSe,0
SaaaC,0.8294422151937555
SaasC,0.9035604826437263
SaasN,0
SdCH2,0
SddsN,0
SdsCH,2.252341155214671
SdssC,1.024875303510089
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.534606665196943
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.099192243723377
VE1_D,5.5668885176650615
VE2_A,0.12809975761635553
VE2_D,0.17396526617703317
VE3_A,2.573940750380184
VE3_D,2.8799870932389178
VR1_A,1516.3545083337247
VR1_D,211.44335491471796
VR2_A,47.386078385428895
VR2_D,6.607604841084936
VR3_A,8.487215193217935
VR3_D,6.517107946958043
WPath,3071
Xc-3d,2.281694593530374
Xc-4d,0.2041241452319315
Xc-5d,0.5185228312386285
Xc-6d,0.08333333333333333
Xp-0d,22.390694289244877
Xp-1d,15.526806570407933
Xp-2d,13.996981147871448
Xp-3d,11.278947419582734
Xp-4d,9.372910369491224
Xp-5d,7.3128489995269685
Xp-6d,4.441585296402624
Xp-7d,3.2000499004303458
ZMIC0,104.63113655159535
ZMIC1,55.70722069013902
ZMIC2,37.28784009693544
ZMIC3,28.097902354276147
ZMIC4,27.04342614905974
ZMIC5,27.04342614905974
nAcid,0
nAtom,58
nBase,0
nRing,4
piPC1,3.871201010907891
piPC2,4.4630304188269685
piPC3,4.961970122114975
piPC4,5.510147157961973
piPC5,5.95794007949958
piPC6,6.120057005438553
piPC7,6.487410484121638
piPC8,6.723686884855857
piPC9,6.709804405753485
AATS0Z,30.24137931034483
AATS0d,3.310344827586207
AATS0i,161.03625630600305
AATS0m,119.87703182758622
AATS0p,1.7119697849323103
AATS0s,4.7279235253772285
AATS0v,230.43188953020456
AATS1Z,31.672131147540984
AATS1d,4.016393442622951
AATS1i,144.4044575171181
AATS1m,121.77638001639347
AATS1p,1.9987811154098367
AATS1s,2.58968326249747
AATS1v,277.71971681866086
AATS2Z,23.675925925925927
AATS2d,3.509259259259259
AATS2i,151.24623825539507
AATS2m,88.57737539814818
AATS2p,1.6998824270735469
AATS2s,3.364397576588934
AATS2v,228.77098583240348
AATS3Z,19.047619047619047
AATS3d,2.931972789115646
AATS3i,158.0082970984325
AATS3m,69.5131624489796
AATS3p,1.4228232222763328
AATS3s,2.713456370202402
AATS3v,182.77671913266332
AATS4Z,20.625
AATS4d,2.7302631578947367
AATS4i,161.4432807041299
AATS4m,75.34945090789473
AATS4p,1.3468424372313688
AATS4s,3.082938506245037
AATS4v,171.55228998163372
AATS5Z,20.151724137931033
AATS5d,2.6344827586206896
AATS5i,164.36460737900404
AATS5m,73.84213225517242
AATS5p,1.2617670445714892
AATS5s,3.951756066411239
AATS5v,169.16345509591255
AATS6Z,18.602941176470587
AATS6d,2.8308823529411766
AATS6i,161.6332541514638
AATS6m,67.49193241911766
AATS6p,1.3462207465170517
AATS6s,3.1303671931735653
AATS6v,178.66455534380222
AATS7Z,19.41726618705036
AATS7d,2.856115107913669
AATS7i,160.01341610072433
AATS7m,70.21908448920864
AATS7p,1.39253244759372
AATS7s,3.529309885424992
AATS7v,187.33086209362415
AATS8Z,19.268115942028984
AATS8d,2.782608695652174
AATS8i,157.99800133220344
AATS8m,69.24828446376813
AATS8p,1.427016521025971
AATS8s,3.272488370012524
AATS8v,189.05022538933247
AMID_C,1.4937772535516878
AMID_N,0.25356874414952646
AMID_O,0.16513112876415603
AMID_X,0.0
AMID_h,0.5523996515286622
ATS0dv,404.8888888888889
ATS0pe,361.1775
ATS0se,446.4613219999999
ATS1dv,330.0
ATS1pe,392.96450000000004
ATS1se,472.76388799999984
ATS2dv,573.0
ATS2pe,685.0020000000002
ATS2se,832.5514779999995
ATS3dv,507.66666666666674
ATS3pe,896.6149000000003
ATS3se,1115.257718
ATS4dv,548.1111111111111
ATS4pe,946.9982999999999
ATS4se,1179.969755
ATS5dv,659.0
ATS5pe,923.1918000000002
ATS5se,1145.3748560000001
ATS6dv,526.3333333333334
ATS6pe,845.3794999999998
ATS6se,1051.1452279999999
ATS7dv,552.6666666666667
ATS7pe,884.3246999999999
ATS7se,1092.9812399999998
ATS8dv,492.6666666666667
ATS8pe,871.2570999999999
ATS8se,1076.026142
ATSC0Z,693.5862068965519
ATSC0c,0.7031487984201005
ATSC0d,33.10344827586208
ATSC0i,95.27016790624043
ATSC0m,3134.41944537931
ATSC0p,18.741137397558067
ATSC0s,105.8999470815004
ATSC0v,3044.9792258555062
ATSC1Z,148.22829964328176
ATSC1c,-0.39693558828773035
ATSC1d,6.598097502972654
ATSC1i,-14.083954592767544
ATSC1m,640.8063248941738
ATSC1p,-1.632927967835387
ATSC1s,-19.214492792849004
ATSC1v,99.1329137449867
ATSC2Z,24.804994054696827
ATSC2c,0.1136297467238521
ATSC2d,-2.089179548156954
ATSC2i,-8.4003705908664
ATSC2m,97.40541260404291
ATSC2p,-1.4053371765955815
ATSC2s,43.75331976678753
ATSC2v,-513.4617078395405
ATSC3Z,125.6694411414982
ATSC3c,0.031148493551609563
ATSC3d,-0.4863258026159315
ATSC3i,-15.706370980538445
ATSC3m,568.4705516420927
ATSC3p,0.22726404648816984
ATSC3s,-2.5515740526660866
ATSC3v,-46.0045035769775
ATSC4Z,218.5671819262783
ATSC4c,-0.3152435598630369
ATSC4d,-1.133174791914388
ATSC4i,-22.976935518464362
ATSC4m,938.3608044197384
ATSC4p,0.4630592139992007
ATSC4s,-13.04867375495239
ATSC4v,-60.97326383019134
ATSC5Z,185.4482758620689
ATSC5c,0.3085288628961674
ATSC5d,6.275862068965516
ATSC5i,3.655039696807898
ATSC5m,854.039468896552
ATSC5p,0.5641769077115552
ATSC5s,57.942814761600665
ATSC5v,521.5534971767005
ATSC6Z,9.453032104637341
ATSC6c,-0.0950398268340838
ATSC6d,1.171224732461356
ATSC6i,5.916845416706736
ATSC6m,97.26936986920339
ATSC6p,1.7045224351662178
ATSC6s,-1.0921560226166251
ATSC6v,722.4460977950183
ATSC7Z,-147.24970273483945
ATSC7c,0.012649319406746937
ATSC7d,-3.43757431629013
ATSC7i,12.880287809709102
ATSC7m,-632.908185374554
ATSC7p,1.2485990876524897
ATSC7s,-29.73870323578634
ATSC7v,175.63199818914552
ATSC8Z,-179.8775267538644
ATSC8c,0.005121190313961181
ATSC8d,-4.280618311533886
ATSC8i,-3.6986988125289257
ATSC8m,-846.103259178359
ATSC8p,-2.0630976410171655
ATSC8s,-43.203270039097106
ATSC8v,-732.309259856513
AXp-0d,0.6997091965389024
AXp-1d,0.4436230448687981
AXp-2d,0.2916037739139885
AXp-3d,0.18490077737020874
AXp-4d,0.1201655175575798
AXp-5d,0.07948748912529313
AXp-6d,0.04990545276856881
AXp-7d,0.03232373636798329
GATS1Z,0.7760095325497124
GATS1c,1.5907372849504477
GATS1d,0.9738473360655735
GATS1i,1.3065166453452874
GATS1m,0.7713742495357848
GATS1p,1.1702941194805643
GATS1s,0.7055849859112265
GATS1v,0.9513338392495753
GATS2Z,0.7921389745119485
GATS2c,0.9394567577090746
GATS2d,1.1877748842592588
GATS2i,1.1098975883016897
GATS2m,0.8005411707693314
GATS2p,0.9558040450177084
GATS2s,0.505283019403427
GATS2v,1.0478672819846138
GATS3Z,0.8553591467411265
GATS3c,1.0383247387623138
GATS3d,1.124489795918367
GATS3i,1.043632232527434
GATS3m,0.8590864147433188
GATS3p,0.9508143203822748
GATS3s,0.8673990940797378
GATS3v,0.9930538276250005
GATS4Z,0.9818534354181166
GATS4c,1.409321960940581
GATS4d,1.1271484374999996
GATS4i,1.0860929391879932
GATS4m,0.9793806907250127
GATS4p,1.0289790492274271
GATS4s,1.3517005196699703
GATS4v,0.9736649181258026
GATS5Z,0.9261012230287361
GATS5c,1.229490082151115
GATS5d,0.9321874999999997
GATS5i,0.9734041651520672
GATS5m,0.9222913502815357
GATS5p,0.940080722797775
GATS5s,1.343918098432657
GATS5v,0.8561174050129654
GATS6Z,0.9804381569173357
GATS6c,1.5610329789084378
GATS6d,1.1204848345588232
GATS6i,0.9629018077127337
GATS6m,0.9736490106301227
GATS6p,0.9175570350735934
GATS6s,1.2030321292968746
GATS6v,0.8540287829143964
GATS7Z,1.0606743003727672
GATS7c,1.4637501959908352
GATS7d,1.1768210431654673
GATS7i,0.9253621011629668
GATS7m,1.056402065472119
GATS7p,0.9208034912199013
GATS7s,1.7163097431767782
GATS7v,0.9085174415203257
GATS8Z,1.0201233404377654
GATS8c,1.1082227489694347
GATS8d,0.9919497282608694
GATS8i,1.0024484256414485
GATS8m,1.028066567832545
GATS8p,0.9710223152918336
GATS8s,1.5537087944211563
GATS8v,1.0406219627625715
MATS1Z,0.2032024020460424
MATS1c,-0.5367486466035821
MATS1d,0.18951502732240438
MATS1i,-0.14056132557028947
MATS1m,0.1943872766083197
MATS1p,-0.0828455606538228
MATS1s,-0.17251677872324903
MATS1v,0.030955063254308843
MATS2Z,0.01920626503006937
MATS2c,0.08678587325607247
MATS2d,-0.033892746913580206
MATS2i,-0.04735280971239323
MATS2m,0.01668899618822871
MATS2p,-0.040270667534576886
MATS2s,0.22188068885441684
MATS2v,-0.09055823825289003
MATS3Z,0.07148911070841778
MATS3c,0.01747835143442276
MATS3d,-0.0057964852607709505
MATS3i,-0.0650473456648099
MATS3m,0.07155854769202596
MATS3p,0.004784597943858041
MATS3s,-0.009506553416860783
MATS3v,-0.005961103652644577
MATS4Z,0.12024552157962771
MATS4c,-0.17107375566521738
MATS4d,-0.013061951754385966
MATS4i,-0.09202791452531306
MATS4m,0.11423446486401514
MATS4p,0.009428117605609479
MATS4s,-0.04701701306929615
MATS4v,-0.007640812006986573
MATS5Z,0.10695038281793769
MATS5c,0.17551270148759324
MATS5d,0.0758333333333333
MATS5i,0.015345998761773921
MATS5m,0.10898853631801673
MATS5p,0.01204146569642174
MATS5s,0.21885871091893175
MATS5v,0.06851324209348807
MATS6Z,0.005812457229088316
MATS6c,-0.05764312041317932
MATS6d,0.015088848039215688
MATS6i,0.026486366097764998
MATS6m,0.013234516346096613
MATS6p,0.03878786384012692
MATS6s,-0.004398230917448653
MATS6v,0.10118361717504691
MATS7Z,-0.088586424288033
MATS7c,0.007506424372045873
MATS7d,-0.04333033573141485
MATS7i,0.05641334218868845
MATS7m,-0.08425521531699263
MATS7p,0.027799709772534792
MATS7s,-0.11717621820404549
MATS7v,0.024067584299472675
MATS8Z,-0.10899971611092131
MATS8c,0.003061065225012722
MATS8d,-0.05434782608695648
MATS8i,-0.016317023702575536
MATS8m,-0.11345278523607998
MATS8p,-0.04626714964783448
MATS8s,-0.1714627495461764
MATS8v,-0.10107857225424706
MAXaaN,4.127029163236186
MAXaaS,0.9587415840304269
MINaaN,4.113523072237032
MINaaS,0.9587415840304269
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,-3.9846792395281736
SdssSe,0
SdsssP,0
SpAD_A,41.56723116760269
SpAD_D,397.9937873231861
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,6.104318401690718
SssNH2,0
SsssAs,0
SsssCH,-0.9401977303266988
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,856
TMWC10,144.11708331801688
TSRW10,81.47395676842287
VE1_Dt,5.52486993680293
VE2_Dt,0.17265218552509157
VE3_Dt,2.872410516082259
VR1_Dt,215.96413714093157
VR2_Dt,6.7488792856541115
VR3_Dt,6.538263171950102
Xc-3dv,1.1745285976128628
Xc-4dv,0.05103103630798288
Xc-5dv,0.17642712701332142
Xc-6dv,0.01473139127471974
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.42354024205321916
Xch-7d,0.4637546038701379
Xp-0dv,19.291911965376777
Xp-1dv,12.972963812598321
Xp-2dv,10.111733472585943
Xp-3dv,7.611280946481644
Xp-4dv,5.84965320333803
Xp-5dv,4.1511665716497275
Xp-6dv,2.4240591500898194
Xp-7dv,1.5745565039717244
Xpc-4d,4.595073393065294
Xpc-5d,7.369308131773263
Xpc-6d,11.208682361745957
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,61
nFRing,1
nHBAcc,6
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,6.975738787066532
AATS0dv,6.980842911877395
AATS0pe,6.227198275862069
AATS0se,7.697608999999998
AATS1dv,5.409836065573771
AATS1pe,6.442040983606558
AATS1se,7.750227672131145
AATS2dv,5.305555555555555
AATS2pe,6.342611111111113
AATS2se,7.708809981481477
AATS3dv,3.4535147392290253
AATS3pe,6.099421088435376
AATS3se,7.586787197278912
AATS4dv,3.6059941520467835
AATS4pe,6.23025197368421
AATS4se,7.762958914473685
AATS5dv,4.544827586206897
AATS5pe,6.366840000000002
AATS5se,7.899136937931035
AATS6dv,3.8700980392156867
AATS6pe,6.216025735294116
AATS6se,7.729009029411763
AATS7dv,3.9760191846522788
AATS7pe,6.362048201438848
AATS7se,7.863174388489208
AATS8dv,3.5700483091787443
AATS8pe,6.313457246376811
AATS8se,7.79729088405797
AATSC0Z,11.958382877526756
AATSC0c,0.012123255145174146
AATSC0d,0.5707491082045186
AATSC0i,1.6425891018317316
AATSC0m,54.041714575505345
AATSC0p,0.32312305857858736
AATSC0s,1.825861156577593
AATSC0v,52.49964182509493
AATSC1Z,2.429972125299701
AATSC1c,-0.006507140791602137
AATSC1d,0.10816553283561728
AATSC1i,-0.2308845015207794
AATSC1m,10.50502171957662
AATSC1p,-0.026769310948121097
AATSC1s,-0.3149916851286722
AATSC1v,1.625129733524372
AATSC2Z,0.22967587087682248
AATSC2c,0.001052127284480112
AATSC2d,-0.019344255075527353
AATSC2i,-0.07778120917468889
AATSC2m,0.9019019685559528
AATSC2p,-0.013012381264773902
AATSC2s,0.4051233311739586
AATSC2v,-4.754275072588338
AATSC3Z,0.8548941574251578
AATSC3c,0.00021189451395652763
AATSC3d,-0.0033083387933056565
AATSC3i,-0.10684606109209827
AATSC3m,3.8671466098101543
AATSC3p,0.0015460139216882302
AATSC3s,-0.0173576466167761
AATSC3v,-0.31295580664610545
AATSC4Z,1.4379419863570941
AATSC4c,-0.0020739707885726114
AATSC4d,-0.0074550973152262365
AATSC4i,-0.15116404946358133
AATSC4m,6.173426344866701
