DLiP-ID,T002Q1
DLiP-Mol-ID,19104
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H18N4O3S3/c25-20(21-13-15-7-4-10-28-15)19(11-14-5-2-1-3-6-14)24-30(26,27)16-8-9-17-18(12-16)23-29-22-17/h1-10,12,19,24H,11,13H2,(H,21,25)"
Standard Inchi Key(RDKit),JAWWTEWTINNUOD-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(NCc1cccs1)C(Cc1ccccc1)NS(=O)(=O)c1ccc2nsnc2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),458.59
MW Monoisotopic(RDKit),458.054103436
MolLogP(RDKit),2.9588
XLogP(SDF),
XLogP(CDK),2.973
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),101.05
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.42276822822515
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,10315810.160628138
qed,0.42276822822514953
Chi0,20.97648072687178
Chi1,14.509969818002327
TPSA,101.05000000000001
Chi0n,15.686333726431704
Chi0v,18.13582346921488
Chi1n,9.098212148756978
Chi1v,12.191324950946486
Chi2n,6.575508627764181
Chi2v,9.850181854554691
Chi3n,4.449027566262375
Chi3v,7.351462293985516
Chi4n,2.932690769323818
Chi4v,5.309627594642538
MolMR,117.83620000000003
MolWt,458.59000000000015
fr_SH,0
Kappa1,20.60624687294816
Kappa2,9.004325327962393
Kappa3,4.901956451748359
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
