DLiP-ID,C000E8
DLiP-Mol-ID,30694
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H23NO3/c1-2-21-16-10-6-7-11-17(16)23-19(15-8-4-3-5-9-15)18-14-20-12-13-22-18/h3-11,18-20H,2,12-14H2,1H3/t18-,19-/m0/s1"
Standard Inchi Key(RDKit),CBQGYUDMJHNJBX-OALUTQOASA-N
Canonical SMILES(RDKit),CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1
SMILES(SDF),
MW(SDF),
MW(RDKit),313.397
MW Monoisotopic(RDKit),313.167793596
MolLogP(RDKit),3.1938
XLogP(SDF),
XLogP(CDK),3.071
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),39.72
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.888873049425672
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,287746.9534358526
qed,0.8888730494256725
Chi0,15.907566626119443
Chi1,11.381341395361314
TPSA,39.72
Chi0n,13.404024957223667
Chi0v,13.404024957223667
Chi1n,8.139507272922211
Chi1v,8.139507272922211
Chi2n,5.442249695661326
Chi2v,5.442249695661326
Chi3n,3.8250019001519804
Chi3v,3.8250019001519804
Chi4n,2.7405118634783934
Chi4v,2.7405118634783934
MolMR,90.03170000000006
MolWt,313.39700000000005
fr_SH,0
Kappa1,15.840489018927025
Kappa2,7.993805643840208
Kappa3,4.032015959903848
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,596.5735373337268
MolLogP,3.1938000000000004
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.8648144587804325
SMR_VSA1,14.210588861400147
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,19.13166997518723
SMR_VSA6,26.303276740850986
SMR_VSA7,60.160755107851486
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,3
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,136.92775884493673
NHOHCount,1
PEOE_VSA1,19.527377465406477
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,42.46456947923127
PEOE_VSA7,24.619922828310838
PEOE_VSA8,13.08951281182515
PEOE_VSA9,13.213763929025836
RingCount,3
SMR_VSA10,0.0
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
