DLiP-ID,T000M1
DLiP-Mol-ID,16196
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H23ClN2O5/c1-4-28-21(27)18(13(2)3)24-19(25)16(12-14-7-9-15(22)10-8-14)23-20(26)17-6-5-11-29-17/h5-13,18H,4H2,1-3H3,(H,23,26)(H,24,25)/b16-12-"
Standard Inchi Key(RDKit),BTEPIFGYYQFFOE-VBKFSLOCSA-N
Canonical SMILES(RDKit),CCOC(=O)C(NC(=O)/C(=C/c1ccc(Cl)cc1)NC(=O)c1ccco1)C(C)C
SMILES(SDF),
MW(SDF),
MW(RDKit),418.877
MW Monoisotopic(RDKit),418.129549516
MolLogP(RDKit),3.4078
XLogP(SDF),
XLogP(CDK),3.624
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),97.64
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.505389152574738
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,2694380.1788920555
qed,0.505389152574738
Chi0,21.38854057813175
Chi1,13.811769505687858
TPSA,97.64
Chi0n,16.39981539841135
Chi0v,17.155744344429806
Chi1n,9.110530555240382
Chi1v,9.48849502824961
Chi2n,6.4881873355243025
Chi2v,6.924623115996288
Chi3n,3.912595584697129
Chi3v,4.164571900036613
Chi4n,2.4245213245453083
Chi4v,2.5505094822150514
MolMR,109.00490000000003
MolWt,418.8770000000001
fr_SH,0
Kappa1,22.23144476245433
Kappa2,10.47492589132526
Kappa3,6.498560105557349
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,0
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,872.9862317044771
MolLogP,3.4078000000000017
NOCount,7
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.2911136194559423
SMR_VSA1,23.53762544306886
SMR_VSA2,0.0
SMR_VSA3,10.633577208012662
SMR_VSA4,5.917906046161393
SMR_VSA5,26.813052428219834
SMR_VSA6,6.606881964512918
SMR_VSA7,64.7047369437773
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,1
fr_furan,1
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,173.60868893955222
NHOHCount,2
PEOE_VSA1,19.787591098866056
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,37.581148426536984
PEOE_VSA7,48.74658311822933
PEOE_VSA8,5.022633313741326
PEOE_VSA9,12.870044960151976
RingCount,2
SMR_VSA10,35.460624743721255
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,418.129549516
NumHDonors,2
PEOE_VSA10,11.738880142203794
PEOE_VSA11,5.760247418874442
PEOE_VSA12,0.0
PEOE_VSA13,11.814359458703011
PEOE_VSA14,5.969305287951849
SlogP_VSA1,10.633577208012662
SlogP_VSA2,30.432387540315737
SlogP_VSA3,14.325937321943691
SlogP_VSA4,5.917906046161393
SlogP_VSA5,36.88944769371513
