DLiP-ID,C003HZ
DLiP-Mol-ID,34037
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H8N6O6/c20-9-7(16-17-12(24)14-9)5-3-1-2-4-6(5)19-13(25)15-10(21)8(18-19)11(22)23/h1-4H,(H,22,23)(H,15,21,25)(H2,14,17,20,24)"
Standard Inchi Key(RDKit),IXKGNNQTJQVGKK-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)c1nn(-c2ccccc2-c2nnc(O)nc2O)c(=O)[nH]c1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),344.243
MW Monoisotopic(RDKit),344.050531976
MolLogP(RDKit),-1.1178
XLogP(SDF),
XLogP(CDK),1.136
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),10
HBA Lipinski(RDKit),12
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),184.18
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.453467713200492
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,390300.89981249755
qed,0.45346771320049156
Chi0,18.13746372257519
Chi1,11.879917853109722
TPSA,184.17999999999998
Chi0n,12.111854712149759
Chi0v,12.111854712149759
Chi1n,6.575790682385212
Chi1v,6.575790682385212
Chi2n,4.626005523482688
Chi2v,4.626005523482688
Chi3n,3.0749912220806
Chi3v,3.0749912220806
Chi4n,2.045634690855645
Chi4v,2.045634690855645
MolMR,79.56460000000001
MolWt,344.2430000000001
fr_SH,0
Kappa1,15.792335962120768
Kappa2,5.841906746168341
Kappa3,2.7823392993045433
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,5
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1104.6489683201637
MolLogP,-1.1178000000000003
NOCount,12
fr_Ar_N,6
fr_COO2,1
fr_urea,0
BalabanJ,2.305700999848759
SMR_VSA1,20.11411936859394
SMR_VSA2,0.0
SMR_VSA3,29.945805401942714
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,50.79748093009402
SMR_VSA8,0.0
SMR_VSA9,28.835218937251224
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,2
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,136.24256771182482
NHOHCount,4
PEOE_VSA1,15.319582184522117
PEOE_VSA2,9.77851570501903
PEOE_VSA3,9.589074368143644
PEOE_VSA4,14.76446326439343
PEOE_VSA5,5.098681808301038
PEOE_VSA6,23.29778301368587
PEOE_VSA7,6.06636706846161
PEOE_VSA8,5.563451491696996
PEOE_VSA9,5.687386274683562
RingCount,3
SMR_VSA10,5.969305287951849
fr_Al_COO,0
fr_Ar_COO,1
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,344.05053197599995
NumHDonors,4
PEOE_VSA10,0.0
PEOE_VSA11,5.693927994848461
PEOE_VSA12,11.573916331283833
