DLiP-ID,C002V3
DLiP-Mol-ID,33213
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H26N2OS/c20-15(18-16(21)19-4-2-1-3-5-19)17-9-12-6-13(10-17)8-14(7-12)11-17/h12-14H,1-11H2,(H,18,20,21)"
Standard Inchi Key(RDKit),NFAMOUTYHSSMOE-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(NC(=S)N1CCCCC1)C12CC3CC(CC(C3)C1)C2
SMILES(SDF),
MW(SDF),
MW(RDKit),306.475
MW Monoisotopic(RDKit),306.176584452
MolLogP(RDKit),3.0898
XLogP(SDF),
XLogP(CDK),4.238
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),32.34
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.755660371570008
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Importin subunit beta-1/Snurportin-1
Common Target Pref Name,Importin subunit beta-1/Snurportin-1
RDKit Descriptors
Ipc,94724.02557731359
qed,0.755660371570008
Chi0,14.44938298937633
Chi1,10.144596954117437
TPSA,32.34
Chi0n,12.773935577048588
Chi0v,13.590432157976315
Chi1n,8.749205406202107
Chi1v,9.15745369666597
Chi2n,8.004870554812578
Chi2v,8.391568885879565
Chi3n,6.383647849026959
Chi3v,6.743908811390086
Chi4n,5.79449838106033
Chi4v,6.069770269870036
MolMR,86.76970000000004
MolWt,306.4750000000001
fr_SH,0
Kappa1,13.984366672921752
Kappa2,5.219467455621301
Kappa3,2.494779750164365
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,1
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,420.4222485753698
MolLogP,3.089800000000001
NOCount,3
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.4343972822227344
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,10.216698334856808
SMR_VSA4,23.16870860788096
SMR_VSA5,57.787394606334104
SMR_VSA6,13.08951281182515
SMR_VSA7,0.0
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,132.3849984451184
NHOHCount,1
PEOE_VSA1,10.216698334856808
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,87.75898618786498
PEOE_VSA8,13.08951281182515
PEOE_VSA9,5.41499046939678
RingCount,5
SMR_VSA10,23.237490057122958
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,306.176584452
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,5.112436884724758
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,29.009039156751893
SlogP_VSA3,4.794537184071822
SlogP_VSA4,23.16870860788096
SlogP_VSA5,57.787394606334104
SlogP_VSA6,0.0
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,11.322170198748285
EState_VSA3,5.112436884724758
EState_VSA4,50.10569581908736
EState_VSA5,38.524929737556064
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,10.216698334856808
