DLiP-ID,T002DY
AATS0Z,24.11764705882353
AATS0d,3.372549019607843
AATS0i,163.0908866053623
AATS0m,95.30502252941179
AATS0p,1.4855137236603526
AATS0s,6.2745098039215685
AATS0v,223.8532767639324
AATS1Z,25.452830188679247
AATS1d,4.0
AATS1i,148.41596633881605
AATS1m,96.83001160377358
AATS1p,1.8079517446415092
AATS1s,3.589622641509434
AATS1v,268.56591397346534
AATS2Z,22.44943820224719
AATS2d,3.741573033707865
AATS2i,154.17900004570328
AATS2m,84.54483752808987
AATS2p,1.6163786813347416
AATS2s,3.690699126092383
AATS2v,234.3328853177279
AATS3Z,19.85123966942149
AATS3d,3.347107438016529
AATS3i,154.57567413782556
AATS3m,72.6948394214876
AATS3p,1.5097600647598595
AATS3s,3.5250229568411386
AATS3v,214.47867184770027
AATS4Z,16.244755244755243
AATS4d,2.7482517482517483
AATS4i,158.92116709216
AATS4m,57.2789118041958
AATS4p,1.3110409225785664
AATS4s,3.4504662004662006
AATS4v,180.38082094936823
AATS5Z,14.770833333333334
AATS5d,2.5347222222222223
AATS5i,161.4009918703956
AATS5m,52.444107083333336
AATS5p,1.1956239634146875
AATS5s,3.5806327160493825
AATS5v,161.1810987150059
AATS6Z,15.338842975206612
AATS6d,2.6198347107438016
AATS6i,162.89681022860015
AATS6m,55.01285295867768
AATS6p,1.1904810395964298
AATS6s,3.3420569329660235
AATS6v,163.91749680210702
AATS7Z,17.666666666666668
AATS7d,2.84375
AATS7i,158.98484750842485
AATS7m,63.48504859374999
AATS7p,1.3136068657014477
AATS7s,3.655092592592592
AATS7v,185.84665245899055
AATS8Z,16.387755102040817
AATS8d,2.561224489795918
AATS8i,164.45826045577888
AATS8m,58.40314112244897
AATS8p,1.2217294808003367
AATS8s,4.248866213151927
AATS8v,169.61603935164746
AMID_C,1.5055755412833804
AMID_N,0.26770586998490536
AMID_O,0.24015305931464612
AMID_X,0.0
AMID_h,0.5078589292995515
ATS0dv,432.0
ATS0pe,327.33329999999995
ATS0se,400.37045199999994
ATS1dv,412.0
ATS1pe,349.26349999999996
ATS1se,415.99621999999994
ATS2dv,563.0
ATS2pe,575.0004
ATS2se,693.5594879999999
ATS3dv,593.0
ATS3pe,776.8382
ATS3se,943.4333440000001
ATS4dv,564.0
ATS4pe,900.6339999999998
ATS4se,1108.7631600000002
ATS5dv,562.0
ATS5pe,878.8676999999999
ATS5se,1096.4930720000002
ATS6dv,487.0
ATS6pe,747.1889
ATS6se,931.3340720000001
ATS7dv,429.0
ATS7pe,614.2255000000001
ATS7se,753.357084
ATS8dv,427.0
ATS8pe,624.0184
ATS8se,769.465784
ATSC0Z,381.6862745098039
ATSC0c,1.3739714791050184
ATSC0d,33.64705882352941
ATSC0i,78.10707713823645
ATSC0m,1810.0499968235288
ATSC0p,11.276306519954153
ATSC0s,127.82352941176468
ATSC0v,2454.579885332899
ATSC1Z,-0.32103037293346315
ATSC1c,-0.9293037757408604
ATSC1d,11.54325259515571
ATSC1i,-3.9720728705661164
ATSC1m,3.6365128304497603
ATSC1p,0.5312613746558376
ATSC1s,-13.801903114186848
ATSC1v,121.20879102131013
ATSC2Z,60.665128796616706
ATSC2c,0.3269988632462163
ATSC2d,-8.619377162629752
ATSC2i,18.94105546537344
ATSC2m,283.15319307266424
ATSC2p,1.9069038036250994
ATSC2s,32.309592464436754
ATSC2v,354.4784486042319
ATSC3Z,-128.70665128796614
ATSC3c,0.1913321856882205
ATSC3d,-11.221453287197226
ATSC3i,-13.784228769476968
ATSC3m,-611.096955934256
ATSC3p,-2.3401398105530573
ATSC3s,-26.96530180699731
ATSC3v,-724.6221777621608
ATSC4Z,-237.3752402921953
ATSC4c,-0.50387244917416
ATSC4d,-8.01038062283737
ATSC4i,-26.229311492569117
ATSC4m,-1124.6664115051901
ATSC4p,-5.243043977535243
ATSC4s,-49.6179354094579
ATSC4v,-1326.3654159110527
ATSC5Z,84.90542099192615
ATSC5c,0.09590683362077489
ATSC5d,7.878892733564012
ATSC5i,-15.020281696781412
ATSC5m,392.18213091003463
ATSC5p,-0.9452516776577173
ATSC5s,32.63879277201076
ATSC5v,85.78415874992066
ATSC6Z,108.35217224144557
ATSC6c,0.5762625421898478
ATSC6d,-2.0449826989619373
ATSC6i,28.72151118639436
ATSC6m,522.0230927128027
ATSC6p,3.109374848624059
ATSC6s,-25.810073048827377
ATSC6v,787.0580892292611
ATSC7Z,-100.42906574394463
ATSC7c,-0.6556036907053033
ATSC7d,-8.453287197231832
ATSC7i,-29.009091100595104
ATSC7m,-472.7860947854671
ATSC7p,-3.0385569660077256
ATSC7s,-36.98481353325643
ATSC7v,-624.3083681246854
ATSC8Z,-42.965782391387926
ATSC8c,-0.0742786094401207
ATSC8d,-1.9688581314878895
ATSC8i,17.714960140880798
ATSC8m,-206.0953163079585
ATSC8p,0.5453581946939134
ATSC8s,24.404459823144943
ATSC8v,-88.5157081355623
AXp-0d,0.7285871570392383
AXp-1d,0.4437718693813376
AXp-2d,0.2934174312095355
AXp-3d,0.18631060901060081
AXp-4d,0.11725279846957422
AXp-5d,0.07398365177338936
AXp-6d,0.047340376541317224
AXp-7d,0.03134844403617836
GATS1Z,0.7798066876159496
GATS1c,1.6524582350058508
GATS1d,0.7990829924792189
GATS1i,1.2622321933601923
GATS1m,0.7834478030357316
GATS1p,1.0169017419383932
GATS1s,0.7140593388845957
GATS1v,0.9173099952581237
GATS2Z,0.7565481502175502
GATS2c,0.767085161850459
GATS2d,1.4192268405751551
GATS2i,1.0062242815661684
GATS2m,0.7632514834668466
GATS2p,0.9290861581907844
GATS2s,0.4470797834965842
GATS2v,0.8920422540982806
GATS3Z,1.0209154677832
GATS3c,0.8164588534912525
GATS3d,1.2772351615326822
GATS3i,1.1585153650925353
GATS3m,1.024162196303147
GATS3p,1.1138020508337896
GATS3s,0.913030970712015
GATS3v,1.0992600683535554
GATS4Z,1.167527889761528
GATS4c,0.9533196745408776
GATS4d,1.002799647904543
GATS4i,1.1227192939454798
GATS4m,1.168258420519096
GATS4p,1.1636620859049986
GATS4s,1.1056393879679662
GATS4v,1.172241899146066
GATS5Z,0.9124349292784
GATS5c,0.7374288219108581
GATS5d,0.815243783993784
GATS5i,0.9824848198251939
GATS5m,0.9163325604270499
GATS5p,1.038039918763037
GATS5s,0.8115300787441837
GATS5v,1.0122954803910331
GATS6Z,0.9007440818617416
GATS6c,0.6838768453129394
GATS6d,1.0377535687453043
GATS6i,0.7485669713419153
GATS6m,0.898052994153485
GATS6p,0.87880062926274
GATS6s,1.1184910012985987
GATS6v,0.8728305032872578
GATS7Z,1.1025634439535599
GATS7c,1.270924908334493
GATS7d,1.1686880827505828
GATS7i,1.1956548840050236
GATS7m,1.1001857869688914
GATS7p,1.1328119314763425
GATS7s,1.1964126495628165
GATS7v,1.097175808821469
GATS8Z,1.0626849116303254
GATS8c,1.06506239874256
GATS8d,1.0235300413871842
GATS8i,0.8825718290057747
GATS8m,1.0613219885423355
GATS8p,0.9142563070363875
GATS8s,0.9611132764196336
GATS8v,0.967524494936152
MATS1Z,-0.000809345370447493
MATS1c,-0.6508400809849861
MATS1d,0.33012270748119804
MATS1i,-0.04893517294874545
MATS1m,0.0019332537428957376
MATS1p,0.04533521456760645
MATS1s,-0.10390165756410144
MATS1v,0.04751724524263267
MATS2Z,0.09107784590129493
MATS2c,0.13637937462554287
MATS2d,-0.146794217018936
MATS2i,0.13896132900983144
MATS2m,0.08964190182869847
MATS2p,0.09690408425842673
MATS2s,0.14484411168046385
MATS2v,0.08275473166538502
MATS3Z,-0.14212787203456245
MATS3c,0.05869419096931744
MATS3d,-0.14056810957637397
MATS3i,-0.07438354833305287
MATS3m,-0.14229982143929829
MATS3p,-0.0874701231653352
MATS3s,-0.08891587083655027
MATS3v,-0.12442832552820733
MATS4Z,-0.22180075139080582
MATS4c,-0.13079075099188875
MATS4d,-0.08490635238886987
MATS4i,-0.11976519972189083
MATS4m,-0.22159874302209973
MATS4p,-0.16582529038812502
MATS4s,-0.1384401378648963
MATS4v,-0.19271705797508576
MATS5Z,0.07878373403198737
MATS5c,0.024721767584396998
MATS5d,0.08293269230769228
MATS5i,-0.06810756842851089
MATS5m,0.07673701736106196
MATS5p,-0.02968850086193554
MATS5s,0.09043383869373285
MATS5v,0.012377633231172296
MATS6Z,0.11965087675650611
MATS6c,0.17677769988406938
MATS6d,-0.025616945038432638
MATS6i,0.15498929619205296
MATS6m,0.12155811309296359
MATS6p,0.11622271445057981
MATS6s,-0.08510659876597208
MATS6v,0.13514949326926506
MATS7Z,-0.13978218432138087
MATS7c,-0.2534910411052071
MATS7d,-0.13346809440559437
MATS7i,-0.1973070842212687
MATS7m,-0.13876280395323634
MATS7p,-0.1431526701881608
MATS7s,-0.15371334432683947
MATS7v,-0.1351204018854973
MATS8Z,-0.05858147224779154
MATS8c,-0.028133913473817943
MATS8d,-0.03045169116597688
MATS8i,0.11803040399166109
MATS8m,-0.059254542805793946
MATS8p,0.025168600722242217
MATS8s,0.09935792080292771
MATS8v,-0.01876667260503868
MAXdNH,7.444236240209139
MAXsOH,9.042992111697174
MINdNH,7.444236240209139
MINsOH,9.042992111697174
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,36.50861065622304
SpAD_D,344.17342094523025
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.5640222238885382
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,904
TMWC10,136.31909570750778
TSRW10,72.39076372854588
VE1_Dt,5.337032178035772
VE2_Dt,0.1840355923460611
VE3_Dt,2.7393804635626675
VR1_Dt,175.45627318791628
VR2_Dt,6.0502163168247
VR3_Dt,6.232100593229521
Xc-3dv,0.9158449838796177
Xc-4dv,0.0
Xc-5dv,0.17330187744192926
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.15137471507731048
Xch-7d,0.2710175098617139
Xp-0dv,16.013614936154664
Xp-1dv,9.098758527955757
Xp-2dv,6.95174765149475
Xp-3dv,4.971694616660166
Xp-4dv,3.326399020713933
Xp-5dv,2.2655446601819267
Xp-6dv,1.4782528344414114
Xp-7dv,0.8836985179599122
Xpc-4d,5.2796824465813295
Xpc-5d,7.097391467095141
Xpc-6d,10.38088850265084
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,1
n8Ring,0
n9Ring,0
nARing,1
nBonds,53
nFRing,1
nHBAcc,4
nHBDon,3
nHRing,1
nSpiro,0
naRing,2
piPC10,7.001131772237281
AATS0dv,8.470588235294118
AATS0pe,6.4182999999999995
AATS0se,7.850401019607842
AATS1dv,7.773584905660377
AATS1pe,6.589877358490566
AATS1se,7.848985283018867
AATS2dv,6.325842696629214
AATS2pe,6.460678651685393
AATS2se,7.792803235955055
AATS3dv,4.900826446280992
AATS3pe,6.420150413223141
AATS3se,7.796969785123968
AATS4dv,3.944055944055944
AATS4pe,6.298139860139859
AATS4se,7.753588531468533
AATS5dv,3.9027777777777777
AATS5pe,6.103247916666666
AATS5se,7.614535222222224
AATS6dv,4.024793388429752
AATS6pe,6.175114876033057
AATS6se,7.6969758016528935
AATS7dv,4.46875
AATS7pe,6.398182291666668
AATS7se,7.847469625
AATS8dv,4.357142857142857
AATS8pe,6.367534693877552
AATS8se,7.851691673469388
AATSC0Z,7.484044598231449
AATSC0c,0.0269406172373533
AATSC0d,0.6597462514417533
AATSC0i,1.5315113164360088
AATSC0m,35.49117640830448
AATSC0p,0.22110404941086573
AATSC0s,2.5063437139561704
AATSC0v,48.129017359468605
AATSC1Z,-0.006057176847801191
AATSC1c,-0.017534033504544536
AATSC1d,0.21779721877652283
AATSC1i,-0.07494477114275691
AATSC1m,0.06861344963112755
AATSC1p,0.010023799521808256
AATSC1s,-0.2604132663054122
AATSC1v,2.2869583211567948
AATSC2Z,0.6816306606361427
AATSC2c,0.003674144530856363
AATSC2d,-0.09684693441157025
AATSC2i,0.2128208479255443
AATSC2m,3.18149655137825
AATSC2p,0.02142588543398988
AATSC2s,0.3630291288138961
AATSC2v,3.982903916901482
AATSC3Z,-1.063691332958398
AATSC3c,0.0015812577329605
AATSC3d,-0.09273928336526634
AATSC3i,-0.11391924602873528
AATSC3m,-5.050388065572363
AATSC3p,-0.019339998434322787
AATSC3s,-0.22285373394212654
AATSC3v,-5.988613039356701
AATSC4Z,-1.659966715330037
AATSC4c,-0.0035235835606584613
AATSC4d,-0.056016647712149446
AATSC4i,-0.18342175868929453
AATSC4m,-7.864800080455875
AATSC4p,-0.03666464319954715
AATSC4s,-0.3469785692969084
AATSC4v,-9.27528262874862
AATSC5Z,0.5896209791105983
AATSC5c,0.0006660196779220478
