DLiP-ID,C0007E
DLiP-Mol-ID,30145
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C9H11N5O/c10-8-7-9(12-4-11-8)14(5-13-7)6-2-1-3-15-6/h4-6H,1-3H2,(H2,10,11,12)"
Standard Inchi Key(RDKit),UKHMZCMKHPHFOT-UHFFFAOYSA-N
Canonical SMILES(RDKit),Nc1ncnc2c1ncn2C1CCCO1
SMILES(SDF),
MW(SDF),
MW(RDKit),205.221
MW Monoisotopic(RDKit),205.096359972
MolLogP(RDKit),0.7175
XLogP(SDF),
XLogP(CDK),0.457
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),78.85
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.741541809142024
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,6638.398901593223
qed,0.7415418091420238
Chi0,10.25071237662706
Chi1,7.360173345306137
TPSA,78.85000000000001
Chi0n,8.127824092781841
Chi0v,8.127824092781841
Chi1n,4.906722459784726
Chi1v,4.906722459784726
Chi2n,3.5506319820170265
Chi2v,3.5506319820170265
Chi3n,2.6029785784852675
Chi3v,2.6029785784852675
Chi4n,1.8608278436636436
Chi4v,1.8608278436636436
MolMR,53.95840000000002
MolWt,205.22099999999995
fr_SH,0
Kappa1,8.604859428121884
Kappa2,3.1636186143621092
Kappa3,1.2534339898773499
fr_ArN,1
fr_COO,0
