DLiP-ID,C1007P
DLiP-Mol-ID,34729
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H25N3O3/c1-17-9-10-20(18(2)15-17)22-21(23(29)19-7-4-3-5-8-19)24(30)25(31)28(22)13-6-12-27-14-11-26-16-27/h3-5,7-11,14-16,22,30H,6,12-13H2,1-2H3"
Standard Inchi Key(RDKit),QGZZOLYBKOPLFD-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(C2C(C(=O)c3ccccc3)=C(O)C(=O)N2CCCn2ccnc2)c(C)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),415.493
MW Monoisotopic(RDKit),415.18959166
MolLogP(RDKit),4.16854
XLogP(SDF),
XLogP(CDK),4.738
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),75.43
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.5879188871637
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Tumour suppressor p53/oncoprotein Mdm2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,14967163.646051623
qed,0.5879188871637002
Chi0,21.957454678884094
Chi1,14.969234250586762
TPSA,75.43
Chi0n,17.654874536762716
Chi0v,17.654874536762716
Chi1n,10.338312943491808
Chi1v,10.338312943491808
Chi2n,7.872620561773213
Chi2v,7.872620561773213
Chi3n,5.678682216232902
