DLiP-ID,T007BX
GGI9,0.25155864197530864
JGI1,0.1388888888888889
JGI2,0.0740740740740741
JGI3,0.04796810699588477
JGI4,0.041928721174004195
JGI5,0.021907051282051285
JGI6,0.01913454270597128
JGI7,0.00837733349153615
JGI8,0.007767564697836807
JGI9,0.009316986739826246
MIC0,18.274247558445058
MIC1,36.76175046787037
MIC2,44.065995020028325
MIC3,47.114505118074824
MIC4,47.26665606147106
MIC5,47.26665606147106
MPC2,51
MPC3,71
MPC4,95
MPC5,120
MPC6,133
MPC7,157
MPC8,182
MPC9,205
Mare,0.9947924528301889
NaaN,1
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,1
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.17454007660486473
RPCG,0.1098990069704448
SIC0,0.2916766376882131
SIC1,0.6162711886391217
SIC2,0.7588137129489466
SIC3,0.9011791905388425
SIC4,0.9275314063951513
SIC5,0.9275314063951513
SaaN,4.80948516984592
SaaO,5.235615796381974
SaaS,0
Sare,52.72400000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,6.445313108888351
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,88.54713069402436
TIC1,187.08747438909202
TIC2,230.3605031429759
TIC3,273.57978409184955
TIC4,281.57978409184955
TIC5,281.57978409184955
Vabc,374.8455524317056
WPol,54
apol,63.06865299999999
bpol,31.319346999999997
nRot,4
ABCGG,19.09245122836028
ATS0Z,1562.0
ATS0d,195.0
ATS0i,8495.80877513363
ATS0m,6293.066947000002
ATS0p,87.79248300182897
ATS0s,231.53307422648987
ATS0v,12943.564257226348
ATS1Z,1602.0
ATS1d,251.0
ATS1i,8311.0949300499
ATS1m,6184.596021000001
ATS1p,108.36739051
ATS1s,180.52057613168725
ATS1v,16083.835087382691
ATS2Z,2428.0
ATS2d,394.0
ATS2i,15176.630745563294
ATS2m,9220.999869
ATS2p,163.53492912024495
ATS2s,301.9897119341564
ATS2v,23835.40677817321
ATS3Z,2783.0
ATS3d,449.0
ATS3i,20551.281524583872
ATS3m,10394.405525
ATS3p,191.084408409584
ATS3s,392.1975308641975
ATS3v,26986.658730683164
ATS4Z,2799.0
ATS4d,439.0
ATS4i,21803.541076993217
ATS4m,10372.393715999997
ATS4p,190.749841387829
ATS4s,442.7572016460905
ATS4v,26835.555491809504
ATS5Z,2837.0
ATS5d,429.0
ATS5i,22193.039283389127
ATS5m,10486.284408000001
ATS5p,188.55301214728206
ATS5s,442.17489711934155
ATS5v,26788.180009415595
ATS6Z,2592.0
ATS6d,425.0
ATS6i,20873.04565876463
ATS6m,9401.076654999999
ATS6p,199.593133570792
ATS6s,367.42798353909467
ATS6v,27193.937084024892
ATS7Z,2446.0
ATS7d,412.0
ATS7i,22614.864262697578
ATS7m,8790.567627000002
ATS7p,201.392773903829
ATS7s,366.12654320987656
ATS7v,26405.863406754128
ATS8Z,2134.0
ATS8d,352.0
ATS8i,21694.812338828524
ATS8m,7455.624622
ATS8p,180.746602182376
ATS8s,341.4691358024692
ATS8v,22956.381782396147
C1SP1,0
C1SP2,4
C1SP3,5
C2SP1,0
C2SP2,14
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.20833333333333334
GGI10,0.2230384654627079
JGI10,0.008260683906026219
JGT10,0.37762395395609993
Kier1,23.728395061728396
Kier2,10.726643598615917
Kier3,5.1775441380678435
MAXdO,13.398861134987715
MID_C,50.18864368375742
MID_N,8.853798183676977
MID_O,5.596092535397503
MID_X,1.7779525309811517
MID_h,16.22784325005563
MINdO,12.534730825762711
MPC10,222
MWC01,36.0
MWC02,5.1647859739235145
MWC03,6.037870919922137
MWC04,6.928537818164665
MWC05,7.817222785508166
MWC06,8.714895850248494
MWC07,9.61025678115393
MWC08,10.511811868655796
MWC09,11.41097025578045
MWC10,12.315030184137246
NaaCH,11
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,4
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,3.5901000000000023
SRW02,4.290459441148391
SRW03,0.0
SRW04,5.6240175061873385
SRW05,2.3978952727983707
SRW06,7.1631723908466425
SRW07,4.442651256490317
SRW08,8.798001694924846
SRW09,6.293419278846481
SRW10,10.484389460685312
SaaCH,19.49129962793772
SaaNH,0
SaaSe,0
SaaaC,1.2013613228114697
SaasC,2.065428454224312
SaasN,1.6022247942386831
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.10513334098561278
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,3.9723283047787015
SsssP,0
VE1_A,4.465963730315893
VE1_D,5.569271863355956
VE2_A,0.13956136657237167
VE2_D,0.17403974572987363
VE3_A,2.659635841900005
VE3_D,2.880415130487976
VR1_A,583.238504424839
VR1_D,217.68325375583197
VR2_A,18.22620326327622
VR2_D,6.802601679869749
VR3_A,7.531747010997064
VR3_D,6.546191851595605
WPath,2988
Xc-3d,1.8746698898408847
Xc-4d,0.0
Xc-5d,0.6003504430987942
Xc-6d,0.0
Xp-0d,22.078775022443736
Xp-1d,15.614193540729632
Xp-2d,13.986397122843865
Xp-3d,12.486847102550495
Xp-4d,10.637472622382559
Xp-5d,8.416825532841655
Xp-6d,5.857140070331279
Xp-7d,4.366270954718197
ZMIC0,100.98600635491165
ZMIC1,59.61972973442659
ZMIC2,38.290564057839326
ZMIC3,29.197442538692584
ZMIC4,28.504328473508462
ZMIC5,28.504328473508462
nAcid,0
nAtom,53
nBase,1
nRing,5
piPC1,3.912023005428146
piPC2,4.54595082632812
piPC3,5.192262165207532
piPC4,5.8128237081536
piPC5,6.332391134078575
piPC6,6.698075372174895
piPC7,7.127718779289716
piPC8,7.564680059452405
piPC9,7.947858057667299
AATS0Z,29.471698113207548
AATS0d,3.6792452830188678
AATS0i,160.29827877610623
AATS0m,118.73711220754721
AATS0p,1.6564619434307353
AATS0s,4.3685485703111295
AATS0v,244.2181935325726
AATS1Z,28.105263157894736
AATS1d,4.4035087719298245
AATS1i,145.80868298333158
AATS1m,108.50168457894739
AATS1p,1.9011822896491228
AATS1s,3.1670276514331097
AATS1v,282.1725453926788
AATS2Z,24.775510204081634
AATS2d,4.020408163265306
AATS2i,154.86357903636014
AATS2m,94.09183539795917
AATS2p,1.6687237665331118
AATS2s,3.081527672797514
AATS2v,243.2184365119715
AATS3Z,21.573643410852714
AATS3d,3.4806201550387597
AATS3i,159.31225988049513
AATS3m,80.57678701550388
AATS3p,1.4812744837952248
AATS3s,3.040290936931764
AATS3v,209.19890488901677
AATS4Z,20.43065693430657
AATS4d,3.204379562043796
AATS4i,159.14993486856363
AATS4m,75.71090303649633
AATS4p,1.3923346086702848
AATS4s,3.231804391577303
AATS4v,195.87996709350003
AATS5Z,20.860294117647058
AATS5d,3.1544117647058822
AATS5i,163.18411237786123
AATS5m,77.10503241176471
AATS5p,1.3864192069653092
AATS5s,3.2512860082304527
AATS5v,196.9719118339382
AATS6Z,19.48872180451128
AATS6d,3.1954887218045114
AATS6i,156.94019292304233
AATS6m,70.68478687969925
AATS6p,1.50070025241197
AATS6s,2.762616417587178
AATS6v,204.46569236108942
AATS7Z,16.98611111111111
AATS7d,2.861111111111111
AATS7i,157.0476684909554
AATS7m,61.04560852083335
AATS7p,1.3985609298877015
AATS7s,2.542545438957476
AATS7v,183.37405143579255
AATS8Z,15.691176470588236
AATS8d,2.588235294117647
AATS8i,159.52067896197445
AATS8m,54.82076927941176
AATS8p,1.3290191336939412
AATS8s,2.510802469135803
AATS8v,168.7969248705599
AMID_C,1.5683951151174194
AMID_N,0.27668119323990553
AMID_O,0.17487789173117196
AMID_X,0.05556101659316099
AMID_h,0.5071201015642385
ATS0dv,455.60493827160496
ATS0pe,340.1527999999999
ATS0se,414.9974449999999
ATS1dv,475.1111111111111
ATS1pe,376.27799999999996
ATS1se,446.4364419999999
ATS2dv,689.4444444444445
ATS2pe,645.5367999999997
ATS2se,774.4499279999998
ATS3dv,733.5555555555555
ATS3pe,830.7653999999999
ATS3se,1011.4899099999999
ATS4dv,679.5555555555555
ATS4pe,875.4300999999999
ATS4se,1072.490002
ATS5dv,595.2222222222222
ATS5pe,890.6319999999998
ATS5se,1089.175876
ATS6dv,505.33333333333337
ATS6pe,845.4372
ATS6se,1033.469462
ATS7dv,431.77777777777777
ATS7pe,878.1089999999999
ATS7se,1089.1247879999999
ATS8dv,409.44444444444446
ATS8pe,826.1278000000001
ATS8se,1031.593546
ATSC0Z,528.867924528302
ATSC0c,1.0177258678942953
ATSC0d,31.81132075471698
ATSC0i,82.21714945403484
ATSC0m,2490.8500668301886
ATSC0p,12.742388827594871
ATSC0s,72.94738923254339
ATSC0v,2612.504976168687
ATSC1Z,24.311854752580963
ATSC1c,-0.5076547013336115
ATSC1d,10.636881452474185
ATSC1i,-26.673358503714606
ATSC1m,113.75370408828826
ATSC1p,-1.4102658699823258
ATSC1s,-0.6708761694140835
ATSC1v,-94.4015339004028
ATSC2Z,7.112139551441764
ATSC2c,-0.2396166802542192
ATSC2d,-0.8775364898540436
ATSC2i,0.27429022851115614
ATSC2m,34.33369803097246
ATSC2p,0.24456187507211474
ATSC2s,1.2854203254730958
ATSC2v,-3.009710693449186
ATSC3Z,34.81203275186898
ATSC3c,0.44467690481749705
ATSC3d,-6.597365610537562
ATSC3i,24.137969949413698
ATSC3m,159.06926973406934
ATSC3p,0.6700997759946428
ATSC3s,13.247016022757435
ATSC3v,100.5069854477565
ATSC4Z,21.32253470986116
ATSC4c,-0.11467255917664514
ATSC4d,-6.002847988608048
ATSC4i,-47.05429540119661
ATSC4m,105.13040862762563
ATSC4p,-2.5766983789628646
ATSC4s,-1.9381276536774628
ATSC4v,-176.8269305488156
ATSC5Z,-57.30259878960486
ATSC5c,-0.23079834583413641
ATSC5d,-5.044143823424708
ATSC5i,36.05713418279866
ATSC5m,-249.88295630010666
ATSC5p,5.472634800211885
ATSC5s,-41.83826131727938
ATSC5v,562.6747275816286
ATSC6Z,-268.0647917408331
ATSC6c,0.3284309809315636
ATSC6d,-20.035955856176574
ATSC6i,12.957225596385257
ATSC6m,-1271.8611435550015
ATSC6p,-3.344095918131724
ATSC6s,-21.485863177717846
ATSC6v,-1235.4876391401062
ATSC7Z,-89.26379494482025
ATSC7c,-0.3055302061222488
ATSC7d,-11.449626201495192
ATSC7i,-32.368661351373675
ATSC7m,-425.85856904806013
ATSC7p,-2.883506099669547
ATSC7s,-23.31595200535827
ATSC7v,-902.8421357653026
ATSC8Z,-243.73656105375576
ATSC8c,-0.0034383465291162006
ATSC8d,5.691705233179067
ATSC8i,-14.634341394631772
ATSC8m,-1153.9347642057676
ATSC8p,-4.297517633714248
ATSC8s,-0.2098467003175113
ATSC8v,-1011.5672608687049
AXp-0d,0.6899617194513668
AXp-1d,0.43372759835360086
AXp-2d,0.27424308084007576
AXp-3d,0.17587108595141543
AXp-4d,0.11197339602507957
AXp-5d,0.07014021277368046
AXp-6d,0.04403864714534796
AXp-7d,0.027810643023682784
GATS1Z,0.5804520219564251
GATS1c,1.5063240151787827
GATS1d,0.6739297829389607
GATS1i,1.4305589590628616
GATS1m,0.5858604103669943
GATS1p,1.0016956697607637
GATS1s,0.5123484653248294
GATS1v,0.8977662844831842
GATS2Z,0.7329093463999942
GATS2c,1.3616643093861205
GATS2d,1.1425787396809257
GATS2i,1.1386530516201654
GATS2m,0.7355246969245606
GATS2p,0.869948183283349
GATS2s,0.588289251710726
GATS2v,0.8703446432329742
GATS3Z,0.8719517018034386
GATS3c,0.9990385266134357
GATS3d,1.2038033233100682
GATS3i,0.9481215404001497
GATS3m,0.8735602130742861
GATS3p,0.9047030967532761
GATS3s,0.7639219169035392
GATS3v,0.9128686873530112
GATS4Z,0.9588308668241273
GATS4c,1.0937899602759114
GATS4d,1.193166567091808
GATS4i,1.2161561419132407
GATS4m,0.9570966923789991
GATS4p,1.039729731270912
GATS4s,1.3778033675116983
GATS4v,0.981859622132205
GATS5Z,1.043238337075822
GATS5c,1.28043375310554
GATS5d,1.1298234596329635
GATS5i,0.8678009172196571
GATS5m,1.0362300184788182
GATS5p,0.7609660177188035
GATS5s,1.7124644118888224
GATS5v,0.8257150023399866
GATS6Z,1.1321956335719783
GATS6c,0.8138372465071058
GATS6d,1.2229060194971415
GATS6i,0.9713551444768218
GATS6m,1.1341516443391517
GATS6p,1.0622387708126593
GATS6s,0.8666469566337677
GATS6v,1.1361166764960033
GATS7Z,1.0153238593570382
GATS7c,0.7582801943755215
GATS7d,1.0897587979438512
GATS7i,1.0910688590058761
GATS7m,1.019216793747112
GATS7p,1.0902996804221226
GATS7s,0.9992612443599818
GATS7v,1.1545261892316583
GATS8Z,1.4007444754569682
GATS8c,0.6491348442443603
GATS8d,0.7572221059242202
GATS8i,0.9777759879327551
GATS8m,1.3989252622046702
GATS8p,1.196362540603954
GATS8s,0.7402830347429251
GATS8v,1.210346272620553
MATS1Z,0.04274367688754524
MATS1c,-0.4638084035228445
MATS1d,0.3109092422634283
MATS1i,-0.30165900954448427
MATS1m,0.042463811620150796
MATS1p,-0.10290847828932262
MATS1s,-0.00855132920512016
MATS1v,-0.03359873594709387
MATS2Z,0.00727281993782169
MATS2c,-0.12733155054677914
MATS2d,-0.014918778899460191
MATS2i,0.0018042541583076716
MATS2m,0.007454573317193448
MATS2p,0.010379769184213813
MATS2s,0.009529831098602372
MATS2v,-0.0006230421361869175
MATS3Z,0.02704383730609783
MATS3c,0.1795146596892538
MATS3d,-0.08520694823765258
MATS3i,0.12062143372991962
MATS3m,0.026237645502565615
MATS3p,0.021606020251975916
MATS3s,0.07460955809009523
MATS3v,0.015806120195468613
MATS4Z,0.015597209454937488
MATS4c,-0.04358971144119613
MATS4d,-0.07300135941328764
MATS4i,-0.22140741515546936
MATS4m,0.016328115670560805
MATS4p,-0.07822904588894503
MATS4s,-0.010278457096751858
MATS4v,-0.02618463861446509
MATS5Z,-0.0422244548907683
MATS5c,-0.08837691548018435
MATS5d,-0.061793489637848045
MATS5i,0.17090932226593217
MATS5m,-0.03909543142185979
MATS5p,0.1673719113792367
MATS5s,-0.22351199562176313
MATS5v,0.08393386929026116
MATS6Z,-0.20198391090104853
MATS6c,0.12859898262101144
MATS6d,-0.25098778975909525
MATS6i,0.0628020519207104
MATS6m,-0.2034774758316878
MATS6p,-0.10458083406624913
MATS6s,-0.11737275031330573
MATS6v,-0.1884540638192338
MATS7Z,-0.062121437348872245
MATS7c,-0.11049349662890494
MATS7d,-0.13247166205351257
MATS7i,-0.144902440857913
MATS7m,-0.0629261529251906
MATS7p,-0.08328818511356219
MATS7s,-0.11764047704685213
MATS7v,-0.1271944233175718
MATS8Z,-0.17960168726784323
MATS8c,-0.0013166058859610053
MATS8d,0.06972646709929523
MATS8i,-0.06936617194491246
MATS8m,-0.18053883348941022
MATS8p,-0.13143280463605567
MATS8s,-0.0011210612794570836
MATS8v,-0.15089491333115548
MAXaaN,4.80948516984592
MAXaaO,5.235615796381974
MAXsCl,6.445313108888351
MINaaN,4.80948516984592
MINaaO,5.235615796381974
MINsCl,6.445313108888351
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,42.67946400477166
SpAD_D,387.02373343642284
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.9407689716833234
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1304
TMWC10,146.5113824374944
TSRW10,81.4940063019277
VE1_Dt,5.6026720740819
VE2_Dt,0.17508350231505937
VE3_Dt,2.8863944498300724
VR1_Dt,213.21935916105656
VR2_Dt,6.6631049737830175
VR3_Dt,6.5254723007942586
Xc-3dv,0.9116739636552427
Xc-4dv,0.0
Xc-5dv,0.15287381652202486
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.37869425449598476
Xch-7d,0.6447429926658351
Xp-0dv,18.033879539437727
Xp-1dv,10.801396752423218
Xp-2dv,8.090004681233484
Xp-3dv,6.0146318460669015
Xp-4dv,4.251676358623283
Xp-5dv,2.948154008238311
Xp-6dv,1.6922812680973156
Xp-7dv,1.0992625488393775
Xpc-4d,5.164036428849002
Xpc-5d,8.686696540069274
Xpc-6d,13.884804716761678
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,57
nFRing,1
nHBAcc,6
nHBDon,0
nHRing,3
nSpiro,0
naRing,4
piPC10,8.163966536361167
AATS0dv,8.596319590030282
AATS0pe,6.417977358490564
AATS0se,7.830140471698112
AATS1dv,8.335282651072124
AATS1pe,6.601368421052631
AATS1se,7.832218280701753
AATS2dv,7.035147392290249
AATS2pe,6.58711020408163
AATS2se,7.902550285714283
AATS3dv,5.6864771748492675
AATS3pe,6.440041860465115
AATS3se,7.8410070542635655
AATS4dv,4.960259529602595
AATS4pe,6.3900007299270065
AATS4se,7.828394175182482
AATS5dv,4.376633986928105
AATS5pe,6.548764705882352
AATS5se,8.008646147058824
AATS6dv,3.7994987468671684
AATS6pe,6.356670676691729
AATS6se,7.770447082706767
AATS7dv,2.998456790123457
AATS7pe,6.097979166666666
AATS7se,7.563366583333332
AATS8dv,3.0106209150326797
AATS8pe,6.07446911764706
AATS8se,7.585246661764707
AATSC0Z,9.97864008543966
AATSC0c,0.0192023748659301
AATSC0d,0.6002135991456035
AATSC0i,1.551266970830846
AATSC0m,46.99717107226771
AATSC0p,0.2404224307093372
AATSC0s,1.3763658345762904
AATSC0v,49.292546720163905
AATSC1Z,0.4265237675891397
AATSC1c,-0.008906222830414236
AATSC1d,0.18661195530656466
AATSC1i,-0.4679536579599054
AATSC1m,1.9956790190927765
AATSC1p,-0.024741506490917997
AATSC1s,-0.011769757358141815
AATSC1v,-1.6561672614105754
AATSC2Z,0.07257285256573229
AATSC2c,-0.0024450681658593795
AATSC2d,-0.008954453978102486
AATSC2i,0.0027988798827668993
AATSC2m,0.3503438574589026
AATSC2p,0.0024955293374705587
AATSC2s,0.013116533933398938
AATSC2v,-0.03071133360662435
AATSC3Z,0.2698607190067363
AATSC3c,0.003447107789282923
AATSC3d,-0.05114236907393459
AATSC3i,0.18711604611948604
AATSC3m,1.2330951142175917
AATSC3p,0.0051945719069352156
AATSC3s,0.10269004668804213
AATSC3v,0.7791239181996629
AATSC4Z,0.15563893948803767
