DLiP-ID,T006QO
ATSC4m,-1347.856530880165
ATSC4p,-2.5455922593184312
ATSC4s,-48.34473523109888
ATSC4v,-1163.8007818880446
ATSC5Z,6.65381083562901
ATSC5c,-0.10318201155737917
ATSC5d,-12.142332415059688
ATSC5i,-28.351396241630972
ATSC5m,19.381653975206707
ATSC5p,-4.749481633784721
ATSC5s,-0.174369962248751
ATSC5v,-535.3575158498828
ATSC6Z,-84.77318640955004
ATSC6c,0.08646328572441284
ATSC6d,-7.8730486685032135
ATSC6i,23.386553663387513
ATSC6m,-405.5972682541322
ATSC6p,0.7783946089554246
ATSC6s,22.25107769615345
ATSC6v,-245.65102254739813
ATSC7Z,-65.5739210284665
ATSC7c,-0.4437569401276831
ATSC7d,-1.6971992653810841
ATSC7i,-27.91091862951663
ATSC7m,-323.9331825061982
ATSC7p,-5.147176010859341
ATSC7s,-3.7498915926946212
ATSC7v,-916.4287313616244
ATSC8Z,161.00367309458218
ATSC8c,0.6653672102453592
ATSC8d,4.219237832874194
ATSC8i,16.864693826413244
ATSC8m,756.7385058739669
ATSC8p,3.461186473165902
ATSC8s,32.2571612590552
ATSC8v,816.8592494888766
AXp-0d,0.7210399385475019
AXp-1d,0.45492154152057357
AXp-2d,0.29226112505104485
AXp-3d,0.19423803118913974
AXp-4d,0.12011985526800793
AXp-5d,0.07889269079533427
AXp-6d,0.05300139342362533
AXp-7d,0.03507991880194349
GATS1Z,0.8596282824507049
GATS1c,1.6236902984987711
GATS1d,0.777727931958408
GATS1i,1.5353278244724087
GATS1m,0.8669649161553189
GATS1p,1.2879381833036856
GATS1s,0.6447235904002894
GATS1v,1.1164219828936968
GATS2Z,0.8941625098596869
GATS2c,1.0464608850919508
GATS2d,1.2815788473958132
GATS2i,1.1060039743491057
GATS2m,0.8955647938538237
GATS2p,0.9730077104965217
GATS2s,0.5812577142585023
GATS2v,0.9458359516095526
GATS3Z,0.9774867644566037
GATS3c,0.9802347126672302
GATS3d,1.3821360689106665
GATS3i,1.225949940501313
GATS3m,0.9795551147057641
GATS3p,1.0972006650809698
GATS3s,0.9585824542836571
GATS3v,1.0496498391132956
GATS4Z,1.205566523532808
GATS4c,0.9628423100803796
GATS4d,1.1642434110984623
GATS4i,1.0433054811241695
GATS4m,1.2036048626950815
GATS4p,1.0574540843061084
GATS4s,1.4288646340866071
GATS4v,1.1131545775577554
GATS5Z,0.9519976794414721
GATS5c,0.8897658440759625
GATS5d,1.1594278602445536
GATS5i,1.1131314981532814
GATS5m,0.9565205927217595
GATS5p,1.1294072820253092
GATS5s,1.0011522505485022
GATS5v,1.0669798267639132
GATS6Z,1.0887034702722191
GATS6c,1.0615144981124705
GATS6d,1.0201716331934993
GATS6i,0.8678715558561415
GATS6m,1.0850489117790538
GATS6p,0.9271175546023815
GATS6s,1.3182936126145215
GATS6v,0.978011838286168
GATS7Z,1.0206542188749714
GATS7c,1.0095252639671146
GATS7d,0.9017318476294379
GATS7i,1.0722342344099276
GATS7m,1.0240765815059825
GATS7p,1.153088076504194
GATS7s,0.9780178671731432
GATS7v,1.118811591130367
GATS8Z,0.8732456593876611
GATS8c,0.7187066523919832
GATS8d,0.822109357420682
GATS8i,0.8092574991314584
GATS8m,0.8735350678787234
GATS8p,0.8503804129167039
GATS8s,0.8702485522085239
GATS8v,0.8698907947376746
MATS1Z,0.04549065135036057
MATS1c,-0.5505235858621848
MATS1d,0.4224207861163689
MATS1i,-0.20688531193208892
MATS1m,0.04474644285809552
MATS1p,-0.09042618929509809
MATS1s,-0.027698700586317095
MATS1v,-0.019616821271901164
MATS2Z,0.07021208047726442
MATS2c,0.07863535628994466
MATS2d,-0.02305968164722861
MATS2i,0.038303459816455554
MATS2m,0.0704308183588786
MATS2p,0.09025059837976948
MATS2s,0.08808530227022822
MATS2v,0.07459257224957963
MATS3Z,-0.022721377521454762
MATS3c,-0.010167943399363456
MATS3d,-0.1281021258239758
MATS3i,-0.11764468760071306
MATS3m,-0.02217876122533719
MATS3p,-0.05291455690228646
MATS3s,-0.049407156202432335
MATS3v,-0.033216777373932686
MATS4Z,-0.2183416418394737
MATS4c,-0.008287582259901343
MATS4d,-0.1231321238670259
MATS4i,0.03135890598049313
MATS4m,-0.2169771059539737
MATS4p,-0.06753957513483408
MATS4s,-0.20561618804096712
MATS4v,-0.13730504667894275
MATS5Z,0.004812469116779745
MATS5c,-0.024652841947930576
MATS5d,-0.1201239121350315
MATS5i,-0.10635430143970467
MATS5m,0.0029504788511795443
MATS5p,-0.11916456185391663
MATS5s,-0.0007013119128846709
MATS5v,-0.059728716841321076
MATS6Z,-0.062329732236958035
MATS6c,0.021000710328038862
MATS6d,-0.07917891271272333
MATS6i,0.08918382254788743
MATS6m,-0.06276766020072319
MATS6p,0.019853632355422528
MATS6s,0.09097662905806553
MATS6v,-0.02786102597568892
MATS7Z,-0.05225525973593569
MATS7c,-0.11681793132073628
MATS7d,-0.018499565849496163
MATS7i,-0.11536022385021447
MATS7m,-0.05433234627402346
MATS7p,-0.14228898429357978
MATS7s,-0.01661726735061313
MATS7v,-0.11265210962203721
MATS8Z,0.12678398787499268
MATS8c,0.17308343844963156
MATS8d,0.04544566623064803
MATS8i,0.06887953191585863
MATS8m,0.12542341509626956
MATS8p,0.09454901832778397
MATS8s,0.14125271573034734
MATS8v,0.09922420550986809
MAXaaN,4.688635664200031
MAXssO,5.098848090635737
MINaaN,4.204493970403764
MINssO,4.829300430525247
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,8
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,42.58898407622213
SpAD_D,466.3260478430397
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,5.633243202573383
SssNH2,0
SsssAs,0
SsssCH,-0.46538197418046745
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,769
TMWC10,144.62046849879144
TSRW10,68.75732039805492
VE1_Dt,5.636787301420523
VE2_Dt,0.1708117364066825
VE3_Dt,2.9232367442753655
VR1_Dt,215.79041007129396
VR2_Dt,6.539103335493756
VR3_Dt,6.5682300813437555
Xc-3dv,0.8131455447521916
Xc-4dv,0.0
Xc-5dv,0.16251446412038797
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2222222222222222
Xch-7d,0.39829590348241917
Xp-0dv,19.595589812985462
Xp-1dv,11.271106246776904
Xp-2dv,8.204051063494274
Xp-3dv,5.9851640157403665
Xp-4dv,3.988204974014258
Xp-5dv,2.767689262869396
Xp-6dv,1.6000281779024612
Xp-7dv,0.9627703844547968
Xpc-4d,4.865332568059806
Xpc-5d,6.68704437149481
Xpc-6d,10.253295351650955
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,68
nFRing,1
nHBAcc,8
nHBDon,2
nHRing,3
nSpiro,0
naRing,2
piPC10,5.610958784306538
AATS0dv,6.848484848484849
AATS0pe,6.2018545454545455
AATS0se,7.683283939393937
AATS1dv,6.323529411764706
AATS1pe,6.500933823529412
AATS1se,7.787438999999999
AATS2dv,4.7272727272727275
AATS2pe,6.332594214876034
AATS2se,7.749113487603305
AATS3dv,3.432258064516129
AATS3pe,6.208184516129032
AATS3se,7.653937832258064
AATS4dv,2.9022988505747125
AATS4pe,6.239794827586207
AATS4se,7.723153241379311
AATS5dv,2.7010869565217392
AATS5pe,6.0225793478260865
AATS5se,7.531211565217391
AATS6dv,2.883977900552486
AATS6pe,6.185100000000001
AATS6se,7.730569635359116
AATS7dv,2.467065868263473
AATS7pe,5.991390419161677
AATS7se,7.527427784431137
AATS8dv,2.467455621301775
AATS8pe,5.941579881656805
AATS8se,7.529754272189351
AATSC0Z,7.514233241505969
AATSC0c,0.02274674064461565
AATSC0d,0.5493572084481176
AATSC0i,1.4487770888477867
AATSC0m,35.70101033264463
AATSC0p,0.21661137994411406
AATSC0s,1.3512715539230693
AATSC0v,48.712777880448044
AATSC1Z,0.34182736455463775
AATSC1c,-0.012522617226350913
AATSC1d,0.23205990385134778
AATSC1i,-0.29973069994633805
AATSC1m,1.5974932188259607
AATSC1p,-0.019587341646298873
AATSC1s,-0.03742846618292253
AATSC1v,-0.9555898573385697
AATSC2Z,0.5275899490775526
AATSC2c,0.0017886980550243172
AATSC2d,-0.0126680023374238
AATSC2i,0.05549317500568265
AATSC2m,2.514451373966942
AATSC2p,0.01954930665582389
AATSC2s,0.11902716327647456
AATSC2v,3.633611403525045
AATSC3Z,-0.17073373026452188
AATSC3c,-0.00023128757139445218
AATSC3d,-0.07037382623892886
AATSC3i,-0.17044092802056837
AATSC3m,-0.7918041836710211
AATSC3p,-0.011461895189735616
AATSC3s,-0.06676248473658056
AATSC3v,-1.6180814981206753
AATSC4Z,-1.6406700231151636
AATSC4c,-0.0001885154842368935
AATSC4d,-0.0676435198378772
AATSC4i,0.04543206451587028
AATSC4m,-7.746301901610145
AATSC4p,-0.014629840570795583
AATSC4s,-0.27784330592585565
