DLiP-ID,C004HT
AATSC4i,0.21138904986048182
AATSC4m,0.4976513452137257
AATSC4p,0.04085242611104964
AATSC4s,-0.17084454293931253
AATSC4v,4.993306928504776
AATSC5Z,-0.8454431865510581
AATSC5c,0.003674755021454371
AATSC5d,-0.06756654424292911
AATSC5i,0.03307927654232804
AATSC5m,-3.92865224164174
AATSC5p,-0.018874570686350664
AATSC5s,0.2589321100850934
AATSC5v,-3.3960704748560167
AATSC6Z,-0.6580591420241564
AATSC6c,-0.0011191612943721278
AATSC6d,-0.09835901707621825
AATSC6i,-0.05938147147226736
AATSC6m,-2.918040752503124
AATSC6p,-0.01093008435721143
AATSC6s,-0.06332112610448286
AATSC6v,-2.6373769263617053
AATSC7Z,-0.5472205208614057
AATSC7c,-0.00059865368387901
AATSC7d,-0.05658916627875637
AATSC7i,-0.16929211402927488
AATSC7m,-2.4308673040791824
AATSC7p,-0.026349432699582346
AATSC7s,-0.0461679135228273
AATSC7v,-4.006521859050587
AATSC8Z,0.24777176176593113
AATSC8c,0.0013922465313581794
AATSC8d,-0.022178259058725478
AATSC8i,-0.19743443456724602
AATSC8m,1.063686201811746
AATSC8p,-0.027819654536792825
AATSC8s,-0.10347137119173977
AATSC8v,-0.9653073235613748
ATS0are,301.0363
ATS1are,324.57500000000005
ATS2are,564.3372
ATS3are,770.4848
ATS4are,857.906
ATS5are,942.0151
ATS6are,1040.9071000000001
ATS7are,1007.8402000000001
ATS8are,835.292
ATSC0dv,170.81431090954896
ATSC0pe,5.757599999999997
ATSC0se,4.226831959183673
ATSC1dv,28.0053218566338
ATSC1pe,-0.18669999999999887
ATSC1se,-0.20268905872553103
ATSC2dv,-6.835284680765734
ATSC2pe,1.229900000000001
ATSC2se,1.2538796888796335
ATSC3dv,-25.269532756413223
ATSC3pe,-1.114
ATSC3se,-0.9546946280716361
ATSC4dv,-37.785650012083444
ATSC4pe,-2.139
ATSC4se,-1.6720946376509782
ATSC5dv,4.642551200374324
ATSC5pe,1.7051000000000014
ATSC5se,1.7520190670553932
ATSC6dv,-39.46506856710938
ATSC6pe,-0.8600000000000011
ATSC6se,-0.8056709766763832
ATSC7dv,-3.8317110668908505
ATSC7pe,-0.5119000000000017
ATSC7se,-0.5852417767596824
ATSC8dv,-2.562682215743434
ATSC8pe,0.3184999999999978
ATSC8se,-0.321618250728864
AXp-0dv,0.6254461456858426
AXp-1dv,0.3555799842003288
AXp-2dv,0.21990607609567212
AXp-3dv,0.12054504556980687
AXp-4dv,0.06880057648021005
AXp-5dv,0.03893859477946429
AXp-6dv,0.023182538655850255
AXp-7dv,0.014005832420280643
BertzCT,895.280784996242
ECIndex,471
ETA_eta,30.306513264443403
GATS1dv,0.6484441038560592
GATS1pe,0.6276814057139194
GATS1se,0.6365478800809847
GATS2dv,0.9058814762351053
GATS2pe,0.5533963426790147
GATS2se,0.467035075364091
GATS3dv,1.0318357629188657
GATS3pe,0.9260694560233431
GATS3se,0.8930697473786102
GATS4dv,1.152175038744091
GATS4pe,1.0745050390381334
GATS4se,1.0286339391997827
GATS5dv,0.9817106938951528
GATS5pe,0.8007665531633851
GATS5se,0.7477825963144772
GATS6dv,0.9971631448370264
GATS6pe,0.886288334425058
GATS6se,0.8774092779073027
GATS7dv,0.9347917990197959
GATS7pe,0.9760733639016257
GATS7se,0.9967342513064924
GATS8dv,1.00743699499382
GATS8pe,1.1705502292621928
GATS8se,1.263682559455949
LogEE_A,4.294306177830241
LogEE_D,135.10193468778638
MATS1dv,0.154493087087023
MATS1pe,-0.030555934096471647
MATS1se,-0.045186433013665483
MATS2dv,-0.02131280475768619
MATS2pe,0.11377230699989746
MATS2se,0.1579971080108689
MATS3dv,-0.056631630902616976
MATS3pe,-0.07406786247742118
MATS3se,-0.08646405649380397
MATS4dv,-0.07687402342117505
MATS4pe,-0.1291059513568006
MATS4se,-0.13747471848016943
MATS5dv,0.008647843228542434
MATS5pe,0.09422881377341581
MATS5se,0.1318861543652566
MATS6dv,-0.06469141338305097
MATS6pe,-0.04182298179797145
MATS6se,-0.053370438107729984
MATS7dv,-0.0064657016174947835
MATS7pe,-0.025626588693001266
MATS7se,-0.039908692203330445
MATS8dv,-0.005250958018295998
MATS8pe,0.019361365846880516
MATS8se,-0.026631384649803382
MAXaaCH,2.0155635865457295
MAXaasC,1.0395838057445204
MAXdssC,-0.053610638699923996
MAXsssN,1.9191537540942303
MDEC-22,12.292249806396649
MDEC-23,29.92189524668499
MDEC-33,13.235103431200315
MDEO-11,0.814325284978472
MINaaCH,1.8261399019484337
MINaasC,0.6397124940511187
MINdssC,-0.9377925187564735
MINsssN,1.9191537540942303
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.811974789915966
SM1_Dzi,0.9210734730136381
SM1_Dzm,2.838025152766919
SM1_Dzp,-2.8730367719079104
SM1_Dzv,-1.192151927770819
SddssSe,0
SpAD_Dt,469.7814805645488
SpAbs_A,35.877462840898524
SpAbs_D,270.2038693755728
SpMAD_A,1.2813379586035187
SpMAD_D,9.650138191984741
SpMax_A,2.520353359176799
SpMax_D,135.10193468778638
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,85.85
TpiPC10,8.19598880571362
VAdjMat,5.954196310386875
VE1_DzZ,5.208058434595947
VE1_Dzi,5.201764752845804
VE1_Dzm,5.208095745628576
VE1_Dzp,5.196310331349314
VE1_Dzv,5.203628163596728
VE2_DzZ,0.18600208694985526
VE2_Dzi,0.18577731260163585
VE2_Dzm,0.18600341948673485
VE2_Dzp,0.18558251183390406
VE2_Dzv,0.18584386298559744
VE3_DzZ,2.679826542184993
VE3_Dzi,2.678617360740955
VE3_Dzm,2.679833706255721
VE3_Dzp,2.6775682392540237
VE3_Dzv,2.6789755232410752
VR1_DzZ,177.43003774978
VR1_Dzi,178.8830748248223
VR1_Dzm,177.4079074672612
VR1_Dzp,179.1787598997095
VR1_Dzv,178.5463431098255
VR2_DzZ,6.336787062492143
VR2_Dzi,6.388681243743654
VR2_Dzm,6.335996695259328
VR2_Dzp,6.399241424989625
VR2_Dzv,6.376655111065197
VR3_DzZ,6.208195794875346
VR3_Dzi,6.216351796316025
VR3_Dzm,6.208071060286805
VR3_Dzp,6.2180033833516966
VR3_Dzv,6.214467609969174
Xch-3dv,0.28867513459481287
Xch-4dv,0.2041241452319315
Xch-5dv,0.19334916553349343
Xch-6dv,0.3312080604489717
Xch-7dv,0.38872751350767504
Xpc-4dv,2.7126268507621774
Xpc-5dv,4.311493886252437
Xpc-6dv,6.377149302237841
Zagreb1,152.0
Zagreb2,181.0
fragCpx,205.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,1
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,11
nBondsD,2
nBondsM,13
nBondsO,31
nBondsS,39
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.143597959183673
AATS1are,6.241826923076924
AATS2are,6.134100000000001
AATS3are,6.0194125
AATS4are,6.0844397163120565
AATS5are,6.116981168831169
AATS6are,5.948040571428572
AATS7are,5.928471764705883
AATS8are,5.966371428571429
AATSC0dv,3.486006345092836
AATSC0pe,0.11750204081632648
AATSC0se,0.08626187671803413
AATSC1dv,0.5385638818583423
AATSC1pe,-0.0035903846153845934
AATSC1se,-0.0038978665139525197
AATSC2dv,-0.07429657261701884
AATSC2pe,0.013368478260869577
AATSC2se,0.013629127053039494
AATSC3dv,-0.1974182246594783
AATSC3pe,-0.008703125
AATSC3se,-0.007458551781809657
AATSC4dv,-0.2679833334190315
AATSC4pe,-0.015170212765957446
AATSC4se,-0.011858827217382824
AATSC5dv,0.03014643636606704
AATSC5pe,0.011072077922077931
AATSC5se,0.011376747188671385
AATSC6dv,-0.2255146775263393
AATSC6pe,-0.004914285714285721
AATSC6se,-0.004603834152436475
AATSC7dv,-0.022539476864063827
AATSC7pe,-0.0030111764705882454
AATSC7se,-0.003442598686821661
AATSC8dv,-0.018304872969595955
AATSC8pe,0.002274999999999984
AATSC8se,-0.002297273219491886
AETA_eta,1.0823754737301214
ATSC0are,5.343710204081631
ATSC1are,-0.20391491045397636
ATSC2are,1.4497808413161195
ATSC3are,-1.0477960433152853
ATSC4are,-2.270753852561431
ATSC5are,2.332482215743441
ATSC6are,-0.8513833819241995
ATSC7are,-0.5896802998750537
ATSC8are,0.1312504373177823
BCUTZ-1h,17.00213199154131
BCUTZ-1l,5.692639917946663
BCUTc-1h,0.4311801828090851
BCUTc-1l,-0.40842410695167247
BCUTd-1h,3.215730599379648
BCUTd-1l,0.9726488815458079
BCUTi-1h,14.543336766878
BCUTi-1l,10.311301683478383
BCUTm-1h,35.45152903152199
BCUTm-1l,11.703747104635685
BCUTp-1h,2.9366627351636714
BCUTp-1l,0.7415243716270419
BCUTs-1h,7.009373751205617
BCUTs-1l,0.6046989305815739
BCUTv-1h,24.440734444257817
BCUTv-1l,14.700682908390327
BalabanJ,1.608016757556827
Diameter,10
ETA_beta,31.5
GATS1are,0.6641625709757687
GATS2are,0.5382093475824946
GATS3are,0.9463123105249046
GATS4are,1.1750254981800523
GATS5are,0.8126179450895366
GATS6are,0.8824866923462945
GATS7are,0.9498753917554078
GATS8are,1.1197966100141383
HybRatio,0.42857142857142855
Lipinski,False
LogEE_Dt,234.89074028227438
MATS1are,-0.035958272690432905
MATS2are,0.14449995478517794
MATS3are,-0.07506197146043911
MATS4are,-0.1476740308176661
MATS5are,0.1388835479355023
MATS6are,-0.044610829898053025
MATS7are,-0.03180686604974284
MATS8are,0.008596583891494662
MAXssCH2,1.118180228367067
MAXsssCH,0.5050681146944371
MINssCH2,-0.14386670305982463
MINsssCH,-0.5213742441421017
NsssssAs,0
RotRatio,0.1935483870967742
SM1_Dzpe,1.3350508575678235
SM1_Dzse,1.3766718432522618
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,11.835812092322787
SMR_VSA5,37.64303336701339
SMR_VSA6,6.544756405912575
SMR_VSA7,56.19776342565491
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,220.5879242839165
SpAD_Dzi,230.2729502041773
SpAD_Dzm,220.49394713237012
SpAD_Dzp,264.94163007038674
SpAD_Dzv,255.13263078936893
SpAbs_Dt,469.7814805645488
SpDiam_A,5.011209912548594
SpDiam_D,171.41264272881233
SpMAD_Dt,16.77791002016246
SpMax_Dt,234.89074028227438
SsssssAs,0
VE1_Dzpe,5.205265437295026
VE1_Dzse,5.206064830459959
VE2_Dzpe,0.18590233704625092
VE2_Dzse,0.1859308868021414
VE3_Dzpe,2.6792901145462764
VE3_Dzse,2.679443676703262
VMcGowan,301.63000000000056
VR1_Dzpe,178.3602220208058
VR1_Dzse,178.2492200981115
VR2_Dzpe,6.370007929314492
VR2_Dzse,6.3660435749325535
VR3_Dzpe,6.213424641730004
VR3_Dzse,6.212802101139829
mZagreb1,9.222222222222221
mZagreb2,6.0
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,45
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.10905531028738023
AATSC1are,-0.003921440585653391
AATSC2are,0.015758487405609995
AATSC3are,-0.008185906588400666
AATSC4are,-0.016104637252208728
AATSC5are,0.015145988413918449
AATSC6are,-0.004865047896709712
AATSC7are,-0.0034687076463238453
AATSC8are,0.000937503123698445
AETA_beta,1.125
BCUTdv-1h,6.023252052051767
BCUTdv-1l,0.6530487735014283
BCUTpe-1h,3.50120232293908
BCUTpe-1l,2.240727185528945
BCUTse-1h,3.714129030705508
BCUTse-1l,2.437015052419141
ETA_alpha,14.161904761904761
ETA_dBeta,-3.5
ETA_eta_B,0.49548956900315666
ETA_eta_F,22.980331845043644
ETA_eta_L,7.955604712566087
ETA_eta_R,53.28684510948705
ETA_psi_1,0.5916053312114584
LabuteASA,177.61520562352698
LogEE_DzZ,110.21281218754267
LogEE_Dzi,115.16300641543988
LogEE_Dzm,110.16531165429306
LogEE_Dzp,131.97805750215372
LogEE_Dzv,127.43858483099474
PEOE_VSA1,10.006437125691184
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,35.33461391738825
PEOE_VSA7,55.00929068048286
PEOE_VSA8,28.280349005677987
PEOE_VSA9,16.7989914678196
SM1_Dzare,1.251435993354608
SpAD_Dzpe,230.81707469923413
SpAD_Dzse,231.04620101267608
SpAbs_DzZ,218.20763113735808
SpAbs_Dzi,229.4834586558799
SpAbs_Dzm,218.09117415376232
SpAbs_Dzp,266.8844597803302
SpAbs_Dzv,256.0693215897602
SpDiam_Dt,307.93001758221544
SpMAD_DzZ,7.878140152997018
SpMAD_Dzi,8.224033935863476
SpMAD_Dzm,7.874783826156076
SpMAD_Dzp,9.462201073942383
SpMAD_Dzv,9.111879671048891
SpMax_DzZ,110.21281218754267
SpMax_Dzi,115.16300641543988
SpMax_Dzm,110.16531165429306
SpMax_Dzp,131.97805750215372
SpMax_Dzv,127.43858483099474
VE1_Dzare,5.2037919387642955
VE2_Dzare,0.18584971209872483
VE3_Dzare,2.6790069960106897
VR1_Dzare,178.56274104642702
VR2_Dzare,6.377240751658108
VR3_Dzare,6.214559447098726
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5057823129251701
AETA_dBeta,-0.125
AETA_eta_B,0.017696056035827024
AETA_eta_F,0.8207261373229873
AETA_eta_L,0.2841287397345031
AETA_eta_R,1.9031016110531087
BCUTare-1h,3.555132277641662
BCUTare-1l,2.1896834399732246
ETA_beta_s,17.5
ETA_dPsi_A,0.12239466878854155
ETA_dPsi_B,0.0
ETA_eta_BR,0.8394895690031566
ETA_eta_FL,5.463119280803852
ETA_eta_RL,13.41872399336994
LogEE_Dzpe,115.45621773738735
LogEE_Dzse,115.57226735788277
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,28.427678548907114
SlogP_VSA3,9.589074368143644
SlogP_VSA4,11.835812092322787
SlogP_VSA5,48.08363205241169
SlogP_VSA6,36.39820241076966
SlogP_VSA7,9.358962329486957
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,230.54140468169058
SpAbs_Dzpe,229.61600184743844
SpAbs_Dzse,229.79669814659889
SpDiam_DzZ,142.62417017269573
SpDiam_Dzi,147.22371348656682
SpDiam_Dzm,142.5771099928761
SpDiam_Dzp,169.21030303024096
SpDiam_Dzv,162.98009712571343
SpMAD_Dzpe,8.243466953544075
SpMAD_Dzse,8.251650036167003
SpMax_Dzpe,115.45621773738735
SpMax_Dzse,115.57226735788277
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.625
AETA_eta_BR,0.02998177032154131
AETA_eta_FL,0.19511140288585185
AETA_eta_RL,0.47924014262035497
DetourIndex,3194
EState_VSA1,11.887211334113243
EState_VSA2,24.287748227586867
EState_VSA3,28.242446404486934
EState_VSA4,23.282241931250315
EState_VSA5,11.336785877934737
EState_VSA6,0.0
EState_VSA7,41.29811214162014
EState_VSA8,0.0
EState_VSA9,23.20187978046503
ETA_beta_ns,14.0
ETA_shape_p,0.17148621385339613
ETA_shape_x,0.0
ETA_shape_y,0.38130464021519844
GhoseFilter,False
LogEE_Dzare,115.3153964834651
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,229.43144884038716
SpDiam_Dzpe,147.8407549176683
SpDiam_Dzse,148.09911329547228
SpMAD_Dzare,8.233621595774663
SpMax_Dzare,115.3153964834651
TopoPSA(NO),57.61
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.6864115208840742
VSA_EState9,52.25158671053106
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5
EState_VSA10,14.69560176298435
ETA_dAlpha_A,0.005782312925170048
ETA_dAlpha_B,0.0
FilterItLogS,-5.098532178592549
SpDiam_Dzare,147.55478244768597
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6171039844509233
ETA_epsilon_2,0.8549319727891153
ETA_epsilon_3,0.4435897435897435
ETA_epsilon_4,0.5633575464083938
ETA_epsilon_5,0.8357963875205251
AETA_beta_ns_d,0.03571428571428571
ETA_dEpsilon_A,0.17351424086117978
ETA_dEpsilon_B,0.05374643804252954
ETA_dEpsilon_C,-0.11976780281865024
ETA_dEpsilon_D,0.01913558526859016
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.0,0.0,0.0,0.0,12.292249806396649,29.92189524668499,0.0,13.235103431200315,0.0,0.0,0.814325284978472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,61.728652999999966
BCUTDescriptor,"11.988405709314392,34.969855593089214,-0.3580679886263493,0.2851858172788421,4.157223923920527,13.837774285220995"
BPolDescriptor,29.973346999999993
TPSADescriptor,85.85
ALOGPDescriptor,"3.363299999999999,11.311786889999992,109.95540000000001"
XLogPDescriptor,3.4600000000000004
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,437.06192006
ChiPathDescriptor,"19.836134335324456,13.418723993369941,12.77874639787212,9.632669599012821,8.324243077156403,6.986537211352834,5.177705419830151,3.977893492556721,17.512492079203593,11.022979510210194,9.895773424305244,6.871067597478997,5.504046118416806,4.16642964140268,2.990547486604683,2.15689819272322"
ChiChainDescriptor,"0.2886751345948129,0.20412414523193154,0.11785113019775793,0.4506695299256742,0.6651201108097746,0.2886751345948129,0.20412414523193154,0.10206207261596577,0.3312080604489718,0.388727513507675"
AtomCountDescriptor,49
BondCountDescriptor,31
SmallRingDescriptor,"4,2,4,2,1,0,1,2,0,0,0"
ChiClusterDescriptor,"2.265449432702315,0.0,0.38911124462161184,0.0,1.6396131744709992,0.0,0.19256185338519852,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,8,1,1,5,3,0"
ZagrebIndexDescriptor,152.0
LargestChainDescriptor,11
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"56.76985265619738,2.027494737721335,19.013430366660817,7.407177257440797,3.504018217806508"
FractionalPSADescriptor,0.19642525706246494
WienerNumbersDescriptor,"1821.0,44.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.225589366632857,7.157120296490384,11.152618674311361,2.712626850762178,4.311493886252436,5.9193500152869"
FractionalCSP3Descriptor,0.42857142857142855
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,4,0,0,6,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,6
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"21.240374609781476,9.013333333333334,5.023781212841855"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1948.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.42857142857142855
AutocorrelationDescriptorMass,"52.23704026204689,39.73793341892117,62.73419540910596,58.57996649520555,66.02209821948892"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.4523323861440123,-0.23059079910450925,0.09443458743590866,-0.002644967917897107,-0.2889081625453422"
EccentricConnectivityIndexDescriptor,471
AutocorrelationDescriptorPolarizability,"2491.6996475217748,3024.980881007983,4261.795928374189,4557.90577354616,4818.6043896056835"
