DLiP-ID,T006F7
DLiP-Mol-ID,23937
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H31N5O3/c1-14(2)19(26-21(29)15(3)24-4)23(31)28-13-7-10-18(28)22(30)27-20-17-9-6-5-8-16(17)11-12-25-20/h5-6,8-9,11-12,14-15,18-19,24H,7,10,13H2,1-4H3,(H,26,29)(H,25,27,30)/t15-,18-,19-/m0/s1"
Standard Inchi Key(RDKit),UQGNXMYJQXQLFG-SNRMKQJTSA-N
Canonical SMILES(RDKit),CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1nccc2ccccc12)C(C)C
SMILES(SDF),
MW(SDF),
MW(RDKit),425.533
MW Monoisotopic(RDKit),425.242689852
MolLogP(RDKit),1.913
XLogP(SDF),
XLogP(CDK),2.106
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),103.43
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.628823299269061
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,XIAP/Caspase9 or SMAC (BIR3 domanin)
Common Target Pref Name,XIAP/SMAC
RDKit Descriptors
Ipc,9681040.15651662
qed,0.6288232992690609
Chi0,22.543241116511002
Chi1,14.828606258093465
TPSA,103.43
Chi0n,18.51399509784741
Chi0v,18.51399509784741
Chi1n,10.758578418164825
Chi1v,10.758578418164825
Chi2n,8.30024275211269
Chi2v,8.30024275211269
Chi3n,5.810544960539205
Chi3v,5.810544960539205
Chi4n,3.8238918964404487
Chi4v,3.8238918964404487
MolMR,120.39810000000004
MolWt,425.53300000000013
fr_SH,0
Kappa1,22.68
Kappa2,9.871281773931855
Kappa3,5.0163495838287755
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,955.8824156817403
MolLogP,1.9130000000000005
NOCount,8
fr_Ar_N,1
fr_COO2,0
fr_urea,0
