DLiP-ID,C0007I
DLiP-Mol-ID,30148
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H12N2O2/c19-14-10-12-6-2-1-5-11(12)9-13(14)16(20)18-15-7-3-4-8-17-15/h1-10,19H,(H,17,18,20)"
Standard Inchi Key(RDKit),PHRLXUJXDQNSFA-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1ccccn1)c1cc2ccccc2cc1O
SMILES(SDF),
MW(SDF),
MW(RDKit),264.284
MW Monoisotopic(RDKit),264.089877624
MolLogP(RDKit),3.1927
XLogP(SDF),
XLogP(CDK),3.758
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),62.22
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.746804629139898
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,52509.54495691641
qed,0.7468046291398981
Chi0,13.94938298937633
Chi1,9.737183443017884
TPSA,62.22
Chi0n,10.57617817336004
Chi0v,10.57617817336004
Chi1n,6.180262572642743
Chi1v,6.180262572642743
Chi2n,4.385609841329538
Chi2v,4.385609841329538
Chi3n,3.0151443473024413
Chi3v,3.0151443473024413
Chi4n,2.0304990500460023
Chi4v,2.0304990500460023
MolMR,77.80300000000004
MolWt,264.284
fr_SH,0
Kappa1,12.169088776456997
Kappa2,5.010594408332682
Kappa3,2.310604960210153
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,769.7887004901557
MolLogP,3.1927000000000016
NOCount,4
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.9685991734099682
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.316788604006331
SMR_VSA7,66.35759867946456
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,115.26036998848716
NHOHCount,2
PEOE_VSA1,10.423315998847038
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,35.03791670277604
PEOE_VSA8,6.196843571613076
PEOE_VSA9,5.563451491696996
RingCount,3
SMR_VSA10,22.497490936116126
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,1
ExactMolWt,264.089877624
NumHDonors,2
PEOE_VSA10,11.567374611118932
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,15.99768564513942
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,10.357988675768818
SlogP_VSA6,60.794147187767564
SlogP_VSA7,0.0
SlogP_VSA8,10.772448428929591
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,17.220143054332407
EState_VSA3,5.817862777835028
EState_VSA4,10.772448428929591
EState_VSA5,0.0
EState_VSA6,36.52867891392113
EState_VSA7,24.26546827384644
EState_VSA8,10.30076712495354
EState_VSA9,0.0
SlogP_VSA10,5.817862777835028
SlogP_VSA11,5.749511833283905
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
