DLiP-ID,T002AS
AATSC4p,-0.0005616499000187358
AATSC4s,-0.3135758694800729
AATSC4v,-5.8587949310016505
AATSC5Z,0.5033593295309043
AATSC5c,0.0007718794025874776
AATSC5d,-0.009144453497846579
AATSC5i,0.13702066642916771
AATSC5m,2.3832064370224635
AATSC5p,0.02200877542701145
AATSC5s,0.2028971721131583
AATSC5v,3.6834030152109793
AATSC6Z,0.05874182804983347
AATSC6c,-0.0019102575563835808
AATSC6d,-0.047837671148390264
AATSC6i,-0.23243516399905081
AATSC6m,0.04531110625632267
AATSC6p,-0.04621092610478751
AATSC6s,-0.19265804179794832
AATSC6v,-5.001010778369627
AATSC7Z,0.1548069569507833
AATSC7c,0.002243270415223891
AATSC7d,0.036558529665720964
AATSC7i,0.07284495903814041
AATSC7m,0.7210492059849487
AATSC7p,0.021356963043059785
AATSC7s,0.23788287967028113
AATSC7v,1.3267429113581595
AATSC8Z,-0.4342460626851706
AATSC8c,-0.0020734674583311585
AATSC8d,0.017483237174489324
AATSC8i,0.03395115512162926
AATSC8m,-1.8327236243598968
AATSC8p,0.01631978899944565
AATSC8s,-0.2787178548075252
AATSC8v,1.8034781496055632
ATS0are,347.37849999999986
ATS1are,360.58400000000006
ATS2are,634.4100000000001
ATS3are,870.3697999999999
ATS4are,993.9220000000001
ATS5are,862.9519999999999
ATS6are,815.1489999999999
ATS7are,837.2129999999997
ATS8are,640.5859999999999
ATSC0dv,233.260606060606
ATSC0pe,7.904243636363632
ATSC0se,5.692289927272723
ATSC1dv,36.5339577594123
ATSC1pe,-0.2743234049586689
ATSC1se,0.04045332991735383
ATSC2dv,50.05880624426077
ATSC2pe,2.1533525950413304
ATSC2se,1.5366218971900811
ATSC3dv,-62.05054178145086
ATSC3pe,-0.34567391735536146
ATSC3se,-0.5217888343801702
ATSC4dv,-131.52231404958678
ATSC4pe,-4.334066611570222
ATSC4se,-2.214360467768613
ATSC5dv,18.26251606978879
ATSC5pe,0.6191018842975123
ATSC5se,0.4211087877686016
ATSC6dv,-30.1561432506887
ATSC6pe,-0.5875063140495915
ATSC6se,-0.5686109682644581
ATSC7dv,-2.649072543617989
ATSC7pe,0.7487155041322359
ATSC7se,0.8199705226446211
ATSC8dv,-22.538622589531673
ATSC8pe,-1.8344550082644686
ATSC8se,-1.4914606598347069
AXp-0dv,0.5912593155554562
AXp-1dv,0.3535640055770453
AXp-2dv,0.21612100568567288
AXp-3dv,0.13285959100592862
AXp-4dv,0.07579016484750659
AXp-5dv,0.039759802893504684
AXp-6dv,0.02136413462856557
AXp-7dv,0.010783945318738025
BertzCT,1047.552370998555
ECIndex,715
ETA_eta,27.637203950296634
GATS1dv,0.5965769234976863
GATS1pe,0.6581514580030695
GATS1se,0.6341073616216535
GATS2dv,0.776635278888521
GATS2pe,0.6180725524613887
GATS2se,0.6258079024988683
GATS3dv,1.0706214699826089
GATS3pe,0.9225474193126015
GATS3se,0.9502676270599344
GATS4dv,1.3127501827130035
GATS4pe,1.4167158316397608
GATS4se,1.394059391500469
GATS5dv,0.9107868997397398
GATS5pe,0.8777673921923218
GATS5se,0.8496301183846952
GATS6dv,0.9624748322407917
GATS6pe,0.920826161642288
GATS6se,0.9230758557022184
GATS7dv,1.0878230702649716
GATS7pe,1.1595252589494052
GATS7se,1.1730675719604247
GATS8dv,1.006567104473632
GATS8pe,1.0688019174727177
GATS8se,1.0748365925846888
LogEE_A,4.323458651497533
LogEE_D,183.6995875716434
MATS1dv,0.1511273810869584
MATS1pe,-0.0334880900065873
MATS1se,0.006857330763409698
MATS2dv,0.11686390786241375
MATS2pe,0.14835293593182405
MATS2se,0.14700134939383833
MATS3dv,-0.10525726166105155
MATS3pe,-0.017304305839463893
MATS3se,-0.036270676737505704
MATS4dv,-0.20007325282786095
MATS4pe,-0.1945656883639628
MATS4se,-0.13803597869797254
MATS5dv,0.030324493555945242
MATS5pe,0.030337245963863998
MATS5se,0.02865376122319086
MATS6dv,-0.053063059779051125
MATS6pe,-0.03050774525466789
MATS6se,-0.041000212901371895
MATS7dv,-0.004661335289877763
MATS7pe,0.038878938527217986
MATS7se,0.05912472301385969
MATS8dv,-0.05013520509210418
MATS8pe,-0.12042137193238518
MATS8se,-0.1359507521527143
MAXaaCH,1.9274301006889945
MAXaasC,0.9135839745805476
MAXdssC,-0.7518128954979597
MAXsCH3,1.5956192498548059
MAXssNH,2.4299150412511703
MDEC-11,0.07692307692307693
MDEC-12,3.72856796956427
MDEC-13,2.4502725744796825
MDEC-14,0.5773502691896258
MDEC-22,13.933440455007108
MDEC-23,20.622237521229433
MDEC-24,2.298612766237738
MDEC-33,5.765813461259545
MDEC-34,1.5236530178054943
MDEO-11,2.1955775717433688
MDEO-12,0.44168650100261464
MINaaCH,1.7895789635298565
MINaasC,0.7090556500377934
MINdssC,-1.2118981108411118
MINsCH3,1.366684258918275
MINssNH,2.4299150412511703
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.267857142857143
SM1_Dzi,1.1771542054576627
SM1_Dzm,2.2634523555072885
SM1_Dzp,-6.587809473182247
SM1_Dzv,-2.5557126214201147
SddssSe,0
SpAD_Dt,533.4860388733198
SpAbs_A,37.46615227052022
SpAbs_D,367.39917514328687
SpMAD_A,1.2488717423506739
SpMAD_D,12.246639171442894
SpMax_A,2.510478369862868
SpMax_D,183.6995875716434
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,118.14999999999999
TpiPC10,8.321959252473352
VAdjMat,6.0
VE1_DzZ,5.413704722420712
VE1_Dzi,5.4065367376716384
VE1_Dzm,5.41369953980678
VE1_Dzp,5.390644430104937
VE1_Dzv,5.404029043161802
VE2_DzZ,0.1804568240806904
VE2_Dzi,0.18021789125572127
VE2_Dzm,0.18045665132689268
VE2_Dzp,0.17968814767016458
VE2_Dzv,0.18013430143872672
VE3_DzZ,2.787545938738729
VE3_Dzi,2.7862210171417248
VE3_Dzm,2.787544981424528
VE3_Dzp,2.7832772267585653
VE3_Dzv,2.785757083133893
VR1_DzZ,185.15028519867104
VR1_Dzi,186.46826474382144
VR1_Dzm,185.15164327132592
VR1_Dzp,188.75215790270283
VR1_Dzv,187.1524856911451
VR2_DzZ,6.171676173289034
VR2_Dzi,6.215608824794048
VR2_Dzm,6.171721442377531
VR2_Dzp,6.291738596756761
VR2_Dzv,6.238416189704837
VR3_DzZ,6.319780136392038
VR3_Dzi,6.3268733510412245
VR3_Dzm,6.319787471339822
VR3_Dzp,6.339047109328993
VR3_Dzv,6.330536004742502
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.21650635094610968
Xch-6dv,0.557091777271357
Xch-7dv,0.5665832349044487
Xpc-4dv,5.208099072487894
Xpc-5dv,6.393313622052821
Xpc-6dv,6.632596544042145
Zagreb1,158.0
Zagreb2,188.0
fragCpx,154.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,4
nBondsM,16
nBondsO,32
nBondsS,41
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,0
AATS0are,6.315972727272725
AATS1are,6.3260350877192995
AATS2are,6.281287128712872
AATS3are,6.261653237410072
AATS4are,6.412400000000001
AATS5are,6.077126760563379
AATS6are,6.083201492537313
AATS7are,6.247858208955222
AATS8are,6.043264150943395
AATSC0dv,4.241101928374654
AATSC0pe,0.14371352066115695
AATSC0se,0.1034961804958677
AATSC1dv,0.6409466273581106
AATSC1pe,-0.004812691315064367
AATSC1se,0.0007097075424097163
AATSC2dv,0.4956317449926809
AATSC2pe,0.02132032272318149
AATSC2se,0.015214078190000804
AATSC3dv,-0.4464067754061213
AATSC3pe,-0.002486862714786773
AATSC3se,-0.00375387650633216
AATSC4dv,-0.8485310583844309
AATSC4pe,-0.027961720074646593
AATSC4se,-0.014286196566249115
AATSC5dv,0.12860926809710416
AATSC5pe,0.004359872424630369
AATSC5se,0.0029655548434408562
AATSC6dv,-0.2250458451543933
AATSC6pe,-0.004384375477982027
AATSC6se,-0.004243365434809389
AATSC7dv,-0.01976919808670141
AATSC7pe,0.005587429135315193
AATSC7se,0.006119183004810605
AATSC8dv,-0.21262851499558183
AATSC8pe,-0.017306179323249703
AATSC8se,-0.014070383583346292
AETA_eta,0.9212401316765545
ATSC0are,8.560679999999994
ATSC1are,-0.5370719999999969
ATSC2are,2.472944000000003
ATSC3are,-0.37040399999999596
ATSC4are,-4.115019999999986
ATSC5are,0.6158479999999957
ATSC6are,-0.987204000000003
ATSC7are,1.0222360000000035
ATSC8are,-2.0236560000000026
BCUTZ-1h,16.01301255121476
BCUTZ-1l,5.6753600886833535
BCUTc-1h,0.45890539181833384
BCUTc-1l,-0.5286430928610046
BCUTd-1h,4.1260590613745824
BCUTd-1l,0.9706246878899958
BCUTi-1h,14.540290878009742
BCUTi-1l,10.311902012083324
BCUTm-1h,32.066489171586234
BCUTm-1l,11.686517953755374
BCUTp-1h,2.956887861439909
BCUTp-1l,0.7413740598829611
BCUTs-1h,7.015035104336849
BCUTs-1l,0.2919946676880196
BCUTv-1h,24.443290165968712
BCUTv-1l,14.699969345622733
BalabanJ,1.526085764197095
Diameter,14
ETA_beta,36.75
GATS1are,0.6872910735325258
GATS2are,0.6100592221854126
GATS3are,0.9269451229971885
GATS4are,1.416878701375396
GATS5are,0.8719130973339161
GATS6are,0.9307627361726534
GATS7are,1.1610720664608947
GATS8are,1.0640789776795196
HybRatio,0.36363636363636365
Lipinski,True
LogEE_Dt,266.7430194366599
MATS1are,-0.060535771506591764
MATS2are,0.15730674120132154
MATS3are,-0.017120454661656334
MATS4are,-0.17056686934878657
MATS5are,0.027863753353277603
MATS6are,-0.047332182915585275
MATS7are,0.04901181653933356
MATS8are,-0.1226549980467962
MAXddssS,-3.589761546375384
MAXssCH2,0.3972241913876322
MAXsssCH,-1.2201514865205347
MAXssssC,-1.5749799092614958
MINddssS,-3.589761546375384
MINssCH2,-0.05647951231607151
MINsssCH,-1.2201514865205347
MINssssC,-1.5749799092614958
NsssssAs,0
RotRatio,0.21875
SM1_Dzpe,1.725137698898409
SM1_Dzse,1.7025878985853353
SMR_VSA1,27.850261701113332
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,36.97506535083417
SMR_VSA6,12.862651148024323
SMR_VSA7,54.09438803938988
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
SpAD_DzZ,289.5603970862356
SpAD_Dzi,302.48282531014786
SpAD_Dzm,289.58716004263067
SpAD_Dzp,365.8603504568354
SpAD_Dzv,342.0493292031523
SpAbs_Dt,533.4860388733199
SpDiam_A,4.92916172505236
SpDiam_D,281.11937278175344
SpMAD_Dt,17.782867962443994
SpMax_Dt,266.7430194366599
SsssssAs,0
VE1_Dzpe,5.409868300650504
VE1_Dzse,5.410538325105211
VE2_Dzpe,0.18032894335501679
VE2_Dzse,0.18035127750350705
VE3_Dzpe,2.786837037542665
VE3_Dzse,2.7869608821408836
VMcGowan,315.4100000000009
VR1_Dzpe,185.89468148044725
VR1_Dzse,185.8119068338641
VR2_Dzpe,6.196489382681575
VR2_Dzse,6.19373022779547
VR3_Dzpe,6.323792573413612
VR3_Dzse,6.323347197138056
mZagreb1,11.402777777777779
mZagreb2,6.562499999999998
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,47
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15564872727272716
AATSC1are,-0.00942231578947363
AATSC2are,0.02448459405940597
AATSC3are,-0.002664776978417237
AATSC4are,-0.026548516129032168
AATSC5are,0.004336957746478843
AATSC6are,-0.007367194029850768
AATSC7are,0.0076286268656716675
AATSC8are,-0.019091094339622666
AETA_beta,1.225
BCUTdv-1h,6.024356289212555
BCUTdv-1l,0.6398504185161582
BCUTpe-1h,3.5362123821879514
BCUTpe-1l,2.225030988561273
BCUTse-1h,3.7673995288474553
BCUTse-1l,2.4210404681754643
ETA_alpha,14.233333333333336
ETA_dBeta,0.25
ETA_eta_B,0.7385428627338193
ETA_eta_F,31.598622002534494
ETA_eta_L,7.190637720419116
ETA_eta_R,59.23582595283113
ETA_psi_1,0.5418781725888329
LabuteASA,175.5381710631829
LogEE_DzZ,144.47684517003302
LogEE_Dzi,151.28065112858917
LogEE_Dzm,144.48976355208953
LogEE_Dzp,181.43393287280057
LogEE_Dzv,170.59871249800617
PEOE_VSA1,15.160178952647085
PEOE_VSA2,4.794537184071822
PEOE_VSA3,13.212334168400758
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,42.46456947923127
PEOE_VSA7,36.958650497398246
PEOE_VSA8,11.984273114623004
PEOE_VSA9,12.862651148024323
SM1_Dzare,1.8753633027942844
SpAD_Dzpe,301.5769852328563
SpAD_Dzse,301.6655083068722
SpAbs_DzZ,287.5949208957594
SpAbs_Dzi,301.3841480517207
SpAbs_Dzm,287.6255013345244
SpAbs_Dzp,369.51742306558936
SpAbs_Dzv,343.7531376174323
SpDiam_Dt,385.1430231838836
SpMAD_DzZ,9.652013236207853
SpMAD_Dzi,10.082760843671595
SpMAD_Dzm,9.652905334754356
SpMAD_Dzp,12.195345015227847
SpMAD_Dzv,11.401644306771743
SpMax_DzZ,144.47684517003302
SpMax_Dzi,151.28065112858917
SpMax_Dzm,144.48976355208953
SpMax_Dzp,181.43393287280057
SpMax_Dzv,170.59871249800617
VE1_Dzare,5.409606647053134
VE2_Dzare,0.1803202215684378
VE3_Dzare,2.786788670390158
VR1_Dzare,185.8936490411041
VR2_Dzare,6.196454968036804
VR3_Dzare,6.323787019504259
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47444444444444456
AETA_dBeta,0.008333333333333333
AETA_eta_B,0.024618095424460643
AETA_eta_F,1.0532874000844832
AETA_eta_L,0.23968792401397054
AETA_eta_R,1.9745275317610376
BCUTare-1h,3.5805547378433147
BCUTare-1l,2.1750903069056196
ETA_beta_s,18.25
ETA_dPsi_A,0.1721218274111671
ETA_dPsi_B,0.0
ETA_eta_BR,0.9965428627338193
ETA_eta_FL,6.98503297922016
ETA_eta_RL,14.175670699639277
LogEE_Dzpe,150.84599720639144
LogEE_Dzse,150.88950708338896
PEOE_VSA10,16.538375115649423
PEOE_VSA11,9.837253136417502
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
SlogP_VSA1,10.05365155780638
SlogP_VSA2,49.05232382686283
SlogP_VSA3,25.847149127487153
SlogP_VSA4,0.0
SlogP_VSA5,25.328831937239638
SlogP_VSA6,48.53093654769288
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
SpAD_Dzare,300.35158428312127
SpAbs_Dzpe,299.96685671388434
SpAbs_Dzse,300.0764262681927
SpDiam_DzZ,225.16510362382303
SpDiam_Dzi,232.20658976915763
SpDiam_Dzm,225.18410979318278
SpDiam_Dzp,276.89169908989817
SpDiam_Dzv,262.0553559479197
SpMAD_Dzpe,10.052566174428543
SpMAD_Dzse,10.055516943562406
SpMax_Dzpe,150.84599720639144
SpMax_Dzse,150.88950708338896
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.6083333333333333
AETA_eta_BR,0.03321809542446064
AETA_eta_FL,0.23283443264067202
AETA_eta_RL,0.47252235665464254
DetourIndex,3857
EState_VSA1,32.50260143608637
EState_VSA2,18.59449685259881
EState_VSA3,11.984273114623004
EState_VSA4,16.876414816677897
EState_VSA5,6.923737199690624
EState_VSA6,19.242531678200752
EState_VSA7,36.39820241076966
EState_VSA8,5.316788604006331
EState_VSA9,4.736862953800049
ETA_beta_ns,18.5
ETA_shape_p,0.18735362997658075
ETA_shape_x,0.09367681498829039
ETA_shape_y,0.24590163934426224
GhoseFilter,True
LogEE_Dzare,150.2383042516538
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,298.60124520051335
SpDiam_Dzpe,232.64283541811892
SpDiam_Dzse,232.94492691366213
SpMAD_Dzare,10.011719476104043
SpMax_Dzare,150.2383042516538
TopoPSA(NO),109.77
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,24.481315569228073
VSA_EState9,58.60844597714731
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6166666666666667
EState_VSA10,23.113398747313283
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.025555555555555463
FilterItLogS,-4.962133579131677
SpDiam_Dzare,231.6409862678771
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6139393939393937
ETA_epsilon_2,0.8755555555555551
ETA_epsilon_3,0.4395348837209298
ETA_epsilon_4,0.5577114427860689
ETA_epsilon_5,0.8395833333333329
AETA_beta_ns_d,0.016666666666666666
ETA_dEpsilon_A,0.17440451021846387
ETA_dEpsilon_B,0.056227951153324796
ETA_dEpsilon_C,-0.11817655906513908
ETA_dEpsilon_D,0.03597222222222218
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7
MDEDescriptor,"0.07692307692307693,3.72856796956427,2.4502725744796825,0.5773502691896258,13.933440455007108,20.622237521229433,2.298612766237738,5.765813461259545,1.5236530178054943,0.0,2.1955775717433688,0.44168650100261464,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,64.20182499999997
BCUTDescriptor,"11.85000000000001,31.972072535751476,-0.34817670983231225,0.2769453390025654,4.5869569907872565,12.819952696305535"
BPolDescriptor,38.29817499999999
TPSADescriptor,118.14999999999999
ALOGPDescriptor,"2.0428999999999995,4.173440409999998,108.7231"
XLogPDescriptor,3.575
VAdjMaDescriptor,6.0
WeightDescriptor,431.14025871999996
ChiPathDescriptor,"21.94094682093905,14.17567069963928,13.428897686710622,11.355972598441594,8.433782238422674,6.213783951479883,3.9141461862691123,2.672745452936524,17.125024656634203,10.074075484738096,8.252404613455862,6.294713969525109,4.127333983891554,2.488611320581338,1.3187279597212773,0.7478176780043276"
ChiChainDescriptor,"0.0,0.0,0.08838834764831843,0.4828627459196048,0.719449755063934,0.0,0.0,0.10818558060197887,0.30616708312572055,0.3125130028208084"
AtomCountDescriptor,55
BondCountDescriptor,32
SmallRingDescriptor,"3,2,3,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"2.9620716489136387,0.27883876791260265,1.6429559014560438,0.6177992798267444,1.4921967068310826,0.1442474408026385,0.5044071296046111,0.15885550228557876"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,9,3,2,4,1,0"
ZagrebIndexDescriptor,158.0
LargestChainDescriptor,15
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"60.08577802573952,2.002859267524651,21.48792089503162,15.07084440798526,3.025866194744791"
FractionalPSADescriptor,0.27404075033672837
WienerNumbersDescriptor,"2675.0,51.0"
AminoAcidCountDescriptor,"1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"7.536560640457317,10.36188646569993,13.412238426304809,3.3017675871894308,4.005684158159339,4.007466372036392"
FractionalCSP3Descriptor,0.36363636363636365
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,4,0,0,8,1,0,0,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,13
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"24.638671875,10.29244001810774,5.506763787721124"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2379.08
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.36363636363636365
AutocorrelationDescriptorMass,"41.134547552972165,42.44519306443418,59.26891408009484,62.58879535046999,51.64338595094808"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.707916155169773,-0.25956705655738915,-0.04252930555186848,-0.08898222559700063,0.032228008441269766"
EccentricConnectivityIndexDescriptor,715
AutocorrelationDescriptorPolarizability,"2232.2474777852663,2627.5728715960095,3775.927094404772,3734.888971921482,3018.2414383358273"
