DLiP-ID,T002Y0
DLiP-Mol-ID,19448
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H23N3O6/c1-23-20-4-2-3-16(24-20)7-8-28-21-12-17(31-25-21)9-15(11-22(26)27)14-5-6-18-19(10-14)30-13-29-18/h2-6,10,12,15H,7-9,11,13H2,1H3,(H,23,24)(H,26,27)"
Standard Inchi Key(RDKit),JRVUMBDCNCWNEP-UHFFFAOYSA-N
Canonical SMILES(RDKit),CNc1cccc(CCOc2cc(CC(CC(=O)O)c3ccc4c(c3)OCO4)on2)n1
SMILES(SDF),
MW(SDF),
MW(RDKit),425.441
MW Monoisotopic(RDKit),425.158685456
MolLogP(RDKit),3.2625
XLogP(SDF),
XLogP(CDK),2.896
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),115.94
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.50471389992317
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,17103603.289272387
qed,0.5047138999231702
Chi0,21.63118126525103
Chi1,15.101688085973594
TPSA,115.94000000000001
Chi0n,17.037218298268932
Chi0v,17.037218298268932
Chi1n,9.93888047083993
Chi1v,9.93888047083993
Chi2n,7.105697646867334
Chi2v,7.105697646867334
Chi3n,4.9450205583471805
Chi3v,4.9450205583471805
Chi4n,3.4050431631783677
Chi4v,3.4050431631783677
MolMR,110.74850000000004
MolWt,425.44100000000014
fr_SH,0
Kappa1,20.51985861621474
Kappa2,9.37559084065684
Kappa3,5.245094395718746
fr_ArN,0
fr_COO,1
