DLiP-ID,T005Y0
DLiP-Mol-ID,23194
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C28H38N4O3/c1-19(2)18-23(30-26(33)20(3)29-4)28(35)32-17-11-16-24(32)27(34)31-25(21-12-7-5-8-13-21)22-14-9-6-10-15-22/h5-10,12-15,19-20,23-25,29H,11,16-18H2,1-4H3,(H,30,33)(H,31,34)/t20-,23-,24-/m0/s1"
Standard Inchi Key(RDKit),SNCOENIEQCFFEY-OYDLWJJNSA-N
Canonical SMILES(RDKit),CN[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)NC(c1ccccc1)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),478.637
MW Monoisotopic(RDKit),478.294391076
MolLogP(RDKit),3.022
XLogP(SDF),
XLogP(CDK),3.863
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),90.54
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),35
QED Weighted(RDKit),0.489681640059036
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,XIAP/Caspase9 or SMAC (BIR3 domanin)
Common Target Pref Name,XIAP/SMAC
RDKit Descriptors
Ipc,69810626.80730493
qed,0.48968164005903636
Chi0,25.371668241257183
Chi1,16.81176950568786
TPSA,90.54
Chi0n,21.16063962948213
Chi0v,21.16063962948213
Chi1n,12.497969849974668
