DLiP-ID,C002H8
DLiP-Mol-ID,31186
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H10F2N2O3/c1-18-10-6-7(2-4-9(10)19-12(13)14)8-3-5-11(17)16-15-8/h2-6,12H,1H3,(H,16,17)"
Standard Inchi Key(RDKit),HJMQDJPMQIHLPB-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F
SMILES(SDF),
MW(SDF),
MW(RDKit),268.219
MW Monoisotopic(RDKit),268.06594862
MolLogP(RDKit),2.0469
XLogP(SDF),
XLogP(CDK),2.291
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),64.21
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),19
QED Weighted(RDKit),0.921252798485879
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Importin subunit beta-1/Snurportin-1
Common Target Pref Name,Importin subunit beta-1/Snurportin-1
RDKit Descriptors
Ipc,20136.82802953276
qed,0.9212527984858792
Chi0,13.828062645816686
Chi1,9.096555450524587
TPSA,64.21000000000001
Chi0n,9.891989028047757
Chi0v,9.891989028047757
Chi1n,5.288689836762662
Chi1v,5.288689836762662
Chi2n,3.55057360094377
Chi2v,3.55057360094377
Chi3n,2.3545707355718974
Chi3v,2.3545707355718974
Chi4n,1.5255090985374242
Chi4v,1.5255090985374242
MolMR,63.47770000000001
MolWt,268.219
fr_SH,0
Kappa1,13.002608745284638
Kappa2,5.468593194622756
Kappa3,3.063530947616569
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,608.116715104304
MolLogP,2.0469
NOCount,5
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,2.3792432817383764
SMR_VSA1,18.254556002949737
SMR_VSA2,0.0
SMR_VSA3,10.197363616602075
SMR_VSA4,0.0
SMR_VSA5,6.611505086446101
SMR_VSA6,7.109797541277533
SMR_VSA7,40.68563942143188
SMR_VSA8,0.0
SMR_VSA9,22.756403153113265
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,106.34581444956196
NHOHCount,1
PEOE_VSA1,9.473725907600098
PEOE_VSA2,4.794537184071822
PEOE_VSA3,5.098681808301038
PEOE_VSA4,13.879511903650677
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,24.26546827384644
PEOE_VSA8,11.629818560158606
PEOE_VSA9,12.803725536125995
RingCount,2
SMR_VSA10,0.0
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,268.06594862000003
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,11.49902366656781
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052007
PEOE_VSA14,6.611505086446101
SlogP_VSA1,15.032992802652105
SlogP_VSA2,23.91866624432571
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,35.126372526379875
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,2
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,6.611505086446101
EState_VSA2,17.058290561619817
EState_VSA3,11.257379486545457
EState_VSA4,0.0
EState_VSA5,31.37526581512397
EState_VSA6,6.06636706846161
EState_VSA7,0.0
