DLiP-ID,C000WE
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,290.1782987040006
MZ,0.5909090909090909
Mi,1.11703778681821
Mm,0.549515217111587
Mp,0.6841241970604247
Mv,0.6244552948577984
SZ,26.000000000000004
Si,49.14966262000124
Sm,24.17866955290983
Sp,30.10146467065869
Sv,27.47603297374313
nB,0
nC,20
nF,0
nH,22
nI,0
nN,2
nO,0
nP,0
nS,0
nX,0
ABC,17.625298871325352
AMW,6.594961334181832
IC0,1.2197484934607565
IC1,3.0762360768646233
IC2,4.078638720860854
IC3,4.624093266315399
IC4,4.9877296299517635
IC5,5.124093266315398
MID,46.195032365487364
Mpe,0.9401069518716575
Mse,0.9793749586174936
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,92.45170000000006
SdO,0
SdS,0
Spe,41.36470588235293
SsF,0
SsI,0
Sse,43.092498179169716
StN,0
fMF,0.4772727272727273
nBr,0
nCl,0
AMID,2.099774198431244
BIC0,0.21195001518313075
BIC1,0.5345432166498747
BIC2,0.7087260557791178
BIC3,0.8035071518908123
BIC4,0.8666945492986088
BIC5,0.8903898233265322
CIC0,4.239683125176541
CIC1,2.383195541772674
CIC2,1.380792897776443
CIC3,0.835338352321898
CIC4,0.4717019886855338
CIC5,0.3353383523218989
GGI1,3.5
GGI2,2.4444444444444455
GGI3,1.5138888888888888
GGI4,0.9294444444444445
GGI5,0.7886111111111112
GGI6,0.5372335600907029
GGI7,0.13197987528344668
GGI8,0.059216742252456545
GGI9,0.006558641975308643
JGI1,0.14
JGI2,0.06984126984126987
JGI3,0.04091591591591591
JGI4,0.025817901234567904
JGI5,0.022531746031746035
JGI6,0.01733011484163557
JGI7,0.006598993764172335
JGI8,0.005921674225245654
JGI9,0.0032793209876543217
MIC0,9.553491223629877
MIC1,25.440273193487528
MIC2,31.140695676506283
MIC3,34.19119567650629
MIC4,35.55801385832447
MIC5,35.69546840377902
MPC2,35
MPC3,48
MPC4,65
MPC5,84
MPC6,95
MPC7,114
MPC8,136
MPC9,147
Mare,0.9503636363636366
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.2846267364832395
RPCG,0.13220197042899326
SIC0,0.2234204178502399
SIC1,0.5634718578327881
SIC2,0.7470811992474234
SIC3,0.8469916997457689
SIC4,0.9135987000779995
SIC5,0.9385763252025856
SaaN,0
SaaO,0
SaaS,0
Sare,41.81600000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,53.66893371227329
TIC1,135.35438738204343
TIC2,179.4601037178776
TIC3,203.46010371787756
TIC4,219.4601037178776
TIC5,225.46010371787753
Vabc,275.888636195168
WPol,37
apol,50.26944599999998
bpol,24.350553999999995
nRot,0
ABCGG,12.988261632655627
ATS0Z,840.0
ATS0d,142.0
ATS0i,7026.555591953478
ATS0m,3300.0279259999998
ATS0p,67.97948390667798
ATS0s,96.16666666666667
ATS0v,9640.808758910429
ATS1Z,1063.0
ATS1d,184.0
ATS1i,6767.3933853271965
ATS1m,3994.8407089999982
ATS1p,89.08090281000004
ATS1s,120.77777777777779
ATS1v,12571.825059328385
ATS2Z,1557.0
ATS2d,307.0
ATS2i,12727.982035266688
ATS2m,5711.690866999999
ATS2p,138.45181587879202
ATS2s,193.27777777777783
ATS2v,18966.530573872333
ATS3Z,1761.0
ATS3d,359.0
ATS3i,17306.65016156309
ATS3m,6260.564341
ATS3p,170.08172381788592
ATS3s,240.80555555555554
ATS3v,22409.53578773747
ATS4Z,1837.0
ATS4d,397.0
ATS4i,21820.79568968163
ATS4m,6353.027379999998
ATS4p,189.012372260923
ATS4s,274.33333333333337
ATS4v,23989.455092323144
ATS5Z,1792.0
ATS5d,394.0
ATS5i,24264.543177475454
ATS5m,6197.262755
ATS5p,184.91733527305405
ATS5s,285.8055555555556
ATS5v,23145.399850170317
ATS6Z,1598.0
ATS6d,342.0
ATS6i,21143.405552152763
ATS6m,5481.872238999999
ATS6p,166.66808743486604
ATS6s,264.4166666666667
ATS6v,20980.481023303
ATS7Z,1172.0
ATS7d,260.0
ATS7i,17791.98012492843
ATS7m,3786.1226319999996
ATS7p,138.46610611152698
ATS7s,224.33333333333337
ATS7v,16749.650192617446
ATS8Z,678.0
ATS8d,169.0
ATS8i,14981.339706948414
ATS8m,2049.248554
ATS8p,95.406962229715
ATS8s,161.66666666666669
ATS8v,10687.95060052034
C1SP1,0
C1SP2,0
C1SP3,2
C2SP1,0
C2SP2,10
C2SP3,3
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.3
GGI10,0.0
JGI10,0.0
JGT10,0.33223693684220756
Kier1,15.5232
Kier2,6.857142857142857
Kier3,3.298611111111111
MID_C,41.969137690863946
MID_N,4.22589467462341
MID_O,0.0
MID_X,0.0
MID_h,4.22589467462341
MPC10,156
MWC01,25.0
MWC02,4.795790545596741
MWC03,5.659482215759621
MWC04,6.543911845564792
MWC05,7.427144133408616
MWC06,8.31996102188653
MWC07,9.211239967219019
MWC08,10.108263446492153
MWC09,11.003815036082822
MWC10,11.903297239630737
NaaCH,8
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.789100000000002
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.25227342804663
SRW05,2.3978952727983707
SRW06,6.7650389767805414
SRW07,4.844187086458591
SRW08,8.365206834418355
SRW09,7.034387929915503
SRW10,10.01283510937141
SaaCH,17.601342120181403
SaaNH,3.669195956160242
SaaSe,0
SaaaC,2.6628108465608467
SaasC,5.842190098261528
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,2.234858276643991
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.4520370370370372
SsssP,0
VE1_A,4.026885804471231
VE1_D,4.641129191071726
VE2_A,0.1830402638396014
VE2_D,0.21096041777598754
VE3_A,2.181450684362232
VE3_D,2.323415057139926
VR1_A,177.21309456913627
VR1_D,123.52445745735997
VR2_A,8.055140662233468
VR2_D,5.614748066243635
VR3_A,5.965810292922015
VR3_D,5.604896532917728
WPath,949
Xc-3d,1.227507328237388
Xc-4d,0.0
Xc-5d,0.2749716523768432
Xc-6d,0.0
Xp-0d,14.940946820939052
Xp-1d,10.809663088089318
Xp-2d,9.668218718030365
Xp-3d,8.423863800832933
Xp-4d,7.210257372439244
Xp-5d,6.1286964681570675
Xp-6d,4.494974902339901
Xp-7d,3.4827388179201666
ZMIC0,75.88346687094746
ZMIC1,47.00098793713882
ZMIC2,31.44216516485997
ZMIC3,24.262883711489525
ZMIC4,21.16708845648859
ZMIC5,20.56267217952557
nAcid,0
nAtom,44
nBase,1
nRing,4
piPC1,3.5263605246161616
piPC2,4.154969184038536
piPC3,4.786449533203602
piPC4,5.413597271986301
piPC5,5.945747780210999
piPC6,6.231434487386227
piPC7,6.67868600205916
piPC8,7.12005588242912
piPC9,7.29844245857502
AATS0Z,19.09090909090909
AATS0d,3.227272727272727
AATS0i,159.69444527166996
AATS0m,75.00063468181817
AATS0p,1.5449882706063178
AATS0s,2.1856060606060606
AATS0v,219.10928997523703
AATS1Z,22.617021276595743
AATS1d,3.9148936170212765
AATS1i,143.98709330483396
AATS1m,84.9966108297872
AATS1p,1.8953383576595753
AATS1s,2.569739952718676
AATS1v,267.4856395601784
AATS2Z,18.535714285714285
AATS2d,3.6547619047619047
AATS2i,151.52359565793677
AATS2m,67.99631984523809
AATS2p,1.6482359033189526
AATS2s,2.3009259259259265
AATS2v,225.7920306413373
AATS3Z,15.584070796460177
AATS3d,3.1769911504424777
AATS3i,153.15619612002735
AATS3m,55.40322425663717
AATS3p,1.5051479983883709
AATS3s,2.1310226155358896
AATS3v,198.31447599767674
AATS4Z,13.121428571428572
AATS4d,2.835714285714286
AATS4i,155.8628263548688
AATS4m,45.37876699999998
AATS4p,1.3500883732923072
AATS4s,1.95952380952381
AATS4v,171.35325065945102
AATS5Z,11.867549668874172
AATS5d,2.609271523178808
AATS5i,160.6923389236785
AATS5m,41.04147519867549
AATS5p,1.2246181143910864
AATS5s,1.892752023546726
AATS5v,153.2807937097372
AATS6Z,12.106060606060606
AATS6d,2.590909090909091
AATS6i,160.17731478903607
AATS6m,41.52933514393939
AATS6p,1.2626370260217123
AATS6s,2.0031565656565657
AATS6v,158.94303805532576
AATS7Z,10.464285714285714
AATS7d,2.3214285714285716
AATS7i,158.85696540114668
AATS7m,33.80466635714286
AATS7p,1.2363045188529196
AATS7s,2.0029761904761907
AATS7v,149.55044814837007
AATS8Z,7.369565217391305
AATS8d,1.8369565217391304
AATS8i,162.8406489885697
AATS8m,22.274440804347822
AATS8p,1.0370321981490762
AATS8s,1.7572463768115945
AATS8v,116.1733760926124
AMID_C,1.907688076857452
AMID_N,0.19208612157379135
AMID_O,0.0
AMID_X,0.0
AMID_h,0.19208612157379135
ATS0dv,230.0
ATS0pe,255.0132
ATS0se,319.0197999999999
ATS1dv,263.0
ATS1pe,293.3080000000001
ATS1se,352.41305999999975
ATS2dv,356.0
ATS2pe,511.3605
ATS2se,624.9984439999996
ATS3dv,350.0
ATS3pe,671.2155000000002
ATS3se,829.8605319999999
ATS4dv,357.0
ATS4pe,811.0479999999998
ATS4se,1015.401296
ATS5dv,346.0
ATS5pe,861.0525999999999
ATS5se,1089.5105079999998
ATS6dv,270.0
ATS6pe,760.2844999999999
ATS6se,958.058524
ATS7dv,162.0
ATS7pe,639.4114999999999
ATS7se,808.1327520000001
ATS8dv,75.0
ATS8pe,499.17299999999994
ATS8se,646.2413200000001
ATSC0Z,286.90909090909093
ATSC0c,0.333323629286151
ATSC0d,24.181818181818187
ATSC0i,65.28800494250258
ATSC0m,1383.2559237272721
ATSC0p,10.547274789702634
ATSC0s,8.803030303030305
ATSC0v,2374.2945319771407
ATSC1Z,22.892561983471047
ATSC1c,-0.0866769579818893
ATSC1d,10.396694214876028
ATSC1i,-4.392869604988091
ATSC1m,109.06700597314037
ATSC1p,0.20390788343014138
ATSC1s,0.6207529843893472
ATSC1v,99.94358143542541
ATSC2Z,3.446280991735538
ATSC2c,-0.07920245072651562
ATSC2d,-1.5289256198347168
ATSC2i,11.48194244703932
ATSC2m,20.935911111570285
ATSC2p,1.3553162739121052
ATSC2s,-0.194674012855832
ATSC2v,231.298580687411
ATSC3Z,-76.83471074380164
ATSC3c,-0.033139722946574725
ATSC3d,-7.6942148760330635
ATSC3i,-7.035091306823211
ATSC3m,-368.2968177086775
ATSC3p,-2.0000642285413597
ATSC3s,-2.4120752984389355
ATSC3v,-512.4673226935115
ATSC4Z,-79.801652892562
ATSC4c,0.014628870738002432
ATSC4d,-0.4876033057851252
ATSC4i,-34.057861154773974
ATSC4m,-389.8122034504131
ATSC4p,-4.515450187673978
ATSC4s,-1.4641873278236917
ATSC4v,-913.2006158784752
ATSC5Z,84.38016528925618
ATSC5c,0.1336523684206792
ATSC5d,-0.21487603305785008
ATSC5i,-1.175863378122252
ATSC5m,401.3280773450411
ATSC5p,1.256923515814088
ATSC5s,3.4322773186409563
ATSC5v,410.52674739920485
ATSC6Z,-22.272727272727284
ATSC6c,-0.0922239410884188
ATSC6d,-14.727272727272732
ATSC6i,6.66024594165733
ATSC6m,-103.2730803181818
ATSC6p,0.4147854753027722
ATSC6s,0.2121212121212117
ATSC6v,15.439753188277287
ATSC7Z,-182.0413223140496
ATSC7c,-0.10190242830498693
ATSC7d,-12.826446280991735
ATSC7i,-8.351860782071368
ATSC7m,-872.6711892603306
ATSC7p,-4.404920782716845
ATSC7s,-5.134986225895318
ATSC7v,-1180.1113397655765
ATSC8Z,-9.173553719008275
ATSC8c,0.02540071079312904
ATSC8d,2.9834710743801707
ATSC8i,-6.054483236057523
ATSC8m,-45.98099329338848
ATSC8p,-0.8201130120939227
ATSC8s,-1.1260330578512385
ATSC8v,-156.53476144669736
AXp-0d,0.6791339464063205
AXp-1d,0.4323865235235727
AXp-2d,0.2762348205151533
AXp-3d,0.17549716251735278
AXp-4d,0.1109270364990653
AXp-5d,0.0729606722399651
AXp-6d,0.04731552528778843
AXp-7d,0.030550340508071636
GATS1Z,0.9024283364344846
GATS1c,1.395631930902454
GATS1d,0.6620940649496079
GATS1i,1.1860030180823995
GATS1m,0.9032424305785326
GATS1p,0.9952398070763232
GATS1s,0.9454688053124349
GATS1v,0.9541212209373954
GATS2Z,0.9884498159212987
GATS2c,1.4115771398624852
GATS2d,1.333646616541353
GATS2i,1.0048263188269901
GATS2m,0.9849413277348927
GATS2p,0.9095695651606701
GATS2s,0.946568587274267
GATS2v,0.9170079137078624
GATS3Z,1.0829337573045301
GATS3c,1.141045356133067
GATS3d,1.2825038259365225
GATS3i,1.081521350611588
GATS3m,1.0818714849924547
GATS3p,1.0573992547136182
GATS3s,1.0308503292563427
GATS3v,1.060524666894517
GATS4Z,1.058212248777838
GATS4c,0.9237296801246383
GATS4d,1.0161117078410309
GATS4i,1.148653826479935
GATS4m,1.0597673030665538
GATS4p,1.1185050317452558
GATS4s,0.9391381853946396
GATS4v,1.1018156674121113
GATS5Z,0.8997358127901022
GATS5c,0.9062548096119263
GATS5d,1.0127470995369214
GATS5i,0.9715056601035253
GATS5m,0.9002643891783418
GATS5p,0.9308672916896474
GATS5s,0.8262444289931723
GATS5v,0.9195704160807058
GATS6Z,1.0167538022813687
GATS6c,1.2867281654846126
GATS6d,1.2528195488721803
GATS6i,0.9596774198383136
GATS6m,1.0143488882498135
GATS6p,0.9449760740705565
GATS6s,1.0222676419965575
GATS6v,0.9594373751586354
GATS7Z,1.2210656006699256
GATS7c,1.164553765387159
GATS7d,1.0637419441460791
GATS7i,1.0191313235747839
GATS7m,1.2196720194870174
GATS7p,1.1356915489620212
GATS7s,1.3289919883616097
GATS7v,1.1672184104835914
GATS8Z,0.9660308866479307
GATS8c,0.46758658653840873
GATS8d,0.5798463550179795
GATS8i,0.9032884562991469
GATS8m,0.9694143094654962
GATS8p,1.0299265493325669
GATS8s,1.0891719050113495
GATS8v,1.02918910352577
MATS1Z,0.07469730064989338
MATS1c,-0.24344024565432354
MATS1d,0.4024956007038871
MATS1i,-0.06298972799638394
MATS1m,0.07381517796973644
MATS1p,0.018098749717018935
MATS1s,0.06601481915503953
MATS1v,0.03940715974234271
MATS2Z,0.006291870360311425
MATS2c,-0.12446461743037047
MATS2d,-0.03311851056211971
MATS2i,0.09212030312288917
MATS2m,0.007927983131509315
MATS2p,0.06730909985793718
MATS2s,-0.011583749965849847
MATS2v,0.051028378230227905
MATS3Z,-0.1042767253272317
MATS3c,-0.03871301577054583
MATS3d,-0.12389380530973457
MATS3i,-0.04195759375569811
MATS3m,-0.10367395358685051
MATS3p,-0.073837658240475
MATS3s,-0.10669225574865836
MATS3v,-0.08404382671545643
MATS4Z,-0.08741625927937717
MATS4c,0.01379333682083337
MATS4d,-0.0063372717508056
MATS4i,-0.16394894023026835
MATS4m,-0.08856814180024163
MATS4p,-0.13455053706765988
MATS4s,-0.05227440373739857
MATS4v,-0.12088049902070197
MATS5Z,0.08569821804782647
MATS5c,0.11683858441167018
MATS5d,-0.002589254593437221
MATS5i,-0.00524806488790719
MATS5m,0.08454204230021467
MATS5p,0.034725165146004544
MATS5s,0.11361244409995709
MATS5v,0.0503828342999469
MATS6Z,-0.025876637093367145
MATS6c,-0.09222662600300942
MATS6d,-0.20300751879699247
MATS6i,0.03400443898550141
MATS6m,-0.024886472210653505
MATS6p,0.013108772441949641
MATS6s,0.008032128514056207
MATS6v,0.0021676267736702092
MATS7Z,-0.24926443961615063
MATS7c,-0.12010278695163995
MATS7d,-0.20837808807733613
MATS7i,-0.05025560464398856
MATS7m,-0.24784647886615746
MATS7p,-0.16407125325867974
MATS7s,-0.22916154413572662
MATS7v,-0.1952643882002096
MATS8Z,-0.015291783765911737
MATS8c,0.03644555910276485
MATS8d,0.05900621118012432
MATS8i,-0.044351522454928745
MATS8m,-0.015897932883390427
MATS8p,-0.03718761197809349
MATS8s,-0.06117638254882878
MATS8v,-0.031531240171934205
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.578001705720013
SpAD_D,176.60631416458068
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,5.5375656651549505
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,927
TMWC10,121.97290545164103
TSRW10,70.60365027051374
VE1_Dt,4.687757663934114
VE2_Dt,0.21307989381518702
VE3_Dt,2.3334117184560417
VR1_Dt,117.95484684297939
VR2_Dt,5.361583947408154
VR3_Dt,5.558759257726204
Xc-3dv,0.748845205575954
Xc-4dv,0.0
Xc-5dv,0.11926551815399142
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.3888888888888889
Xch-7d,0.6105176232773585
Xp-0dv,13.101549654949705
Xp-1dv,8.14858322828598
Xp-2dv,6.376453512194541
Xp-3dv,4.8940189139052395
Xp-4dv,3.582352809145662
Xp-5dv,2.6317756167405078
Xp-6dv,1.7608535043860898
Xp-7dv,1.1876399734069658
Xpc-4d,3.091045060814245
Xpc-5d,5.087947946678899
Xpc-6d,7.79612946535286
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,47
nFRing,1
nHBAcc,1
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.646189471021496
AATS0dv,5.2272727272727275
AATS0pe,5.795754545454546
AATS0se,7.250449999999998
AATS1dv,5.595744680851064
AATS1pe,6.240595744680854
AATS1se,7.498150212765952
AATS2dv,4.238095238095238
AATS2pe,6.087625
AATS2se,7.440457666666662
AATS3dv,3.0973451327433628
AATS3pe,5.9399601769911525
AATS3se,7.343898513274335
AATS4dv,2.55
AATS4pe,5.793199999999999
AATS4se,7.2528664
AATS5dv,2.2913907284768213
AATS5pe,5.7023350993377475
AATS5se,7.215301377483443
AATS6dv,2.0454545454545454
AATS6pe,5.759731060606059
AATS6se,7.258019121212121
AATS7dv,1.4464285714285714
AATS7pe,5.70903125
AATS7se,7.215471000000001
AATS8dv,0.8152173913043478
AATS8pe,5.425793478260869
AATS8se,7.024362173913045
AATSC0Z,6.520661157024794
AATSC0c,0.007575537029230705
AATSC0d,0.5495867768595043
AATSC0i,1.483818294147786
AATSC0m,31.437634630165277
AATSC0p,0.23971079067505985
AATSC0s,0.20006887052341601
AATSC0v,53.96123936311683
AATSC1Z,0.4870757868823627
AATSC1c,-0.001844190595359347
AATSC1d,0.22120625989097933
AATSC1i,-0.09346531074442746
AATSC1m,2.3205745951731993
AATSC1p,0.004338465604896625
AATSC1s,0.013207510306156325
AATSC1v,2.1264591794771364
AATSC2Z,0.041027154663518306
AATSC2c,-0.000942886318172805
AATSC2d,-0.01820149547422282
AATSC2i,0.13668979103618237
AATSC2m,0.24923703704250338
AATSC2p,0.01613471754657268
AATSC2s,-0.002317547772093238
AATSC2v,2.753554531992988
AATSC3Z,-0.6799531924230233
AATSC3c,-0.0002932718844829622
AATSC3d,-0.06809039713303595
AATSC3i,-0.06225744519312576
AATSC3m,-3.2592638735281194
AATSC3p,-0.01769968343841911
AATSC3s,-0.021345799101229516
AATSC3v,-4.535109050385057
AATSC4Z,-0.5700118063754429
AATSC4c,0.00010449193384287452
AATSC4d,-0.003482880755608037
AATSC4i,-0.2432704368198141
AATSC4m,-2.784372881788665
AATSC4p,-0.0322532156262427
AATSC4s,-0.010458480913026369
AATSC4v,-6.5228615419891085
AATSC5Z,0.5588090416507032
AATSC5c,0.0008851150226535047
AATSC5d,-0.0014230200864758283
AATSC5i,-0.007787174689551338
AATSC5m,2.6578018367221263
AATSC5p,0.00832399679347078
AATSC5s,0.022730313368483156
AATSC5v,2.7187201814516877
AATSC6Z,-0.1687327823691461
AATSC6c,-0.0006986662203668091
AATSC6d,-0.11157024793388433
AATSC6i,0.05045640864891916
AATSC6m,-0.7823718205922864
