DLiP-ID,T0023Q
DLiP-Mol-ID,18150
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H23N3O3/c1-15(20(24)25)14-23-11-8-16-13-17(6-7-18(16)23)26-12-4-10-22-19-5-2-3-9-21-19/h2-3,5-9,11,13,15H,4,10,12,14H2,1H3,(H,21,22)(H,24,25)"
Standard Inchi Key(RDKit),HEKMCUFRMXWTPN-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(Cn1ccc2cc(OCCCNc3ccccn3)ccc21)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),353.422
MW Monoisotopic(RDKit),353.173941596
MolLogP(RDKit),3.638
XLogP(SDF),
XLogP(CDK),3.519
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),76.38
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.574500899519589
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,1083339.8708307869
qed,0.5745008995195886
Chi0,18.355160383312146
Chi1,12.631030293135238
TPSA,76.38
Chi0n,14.760067184070053
Chi0v,14.760067184070053
Chi1n,8.726913922896891
Chi1v,8.726913922896891
Chi2n,6.271776541963824
Chi2v,6.271776541963824
Chi3n,4.195446958032441
Chi3v,4.195446958032441
Chi4n,2.7463351593377214
Chi4v,2.7463351593377214
MolMR,101.57650000000007
MolWt,353.422
fr_SH,0
Kappa1,17.791826402675383
Kappa2,8.378994526780804
Kappa3,4.5338132705787375
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
