DLiP-ID,C0018P
DLiP-Mol-ID,31995
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H20N4O3/c1-10-5-6-14(23-2)13(7-10)21-18-20-12-9-16(25-4)15(24-3)8-11(12)17(19)22-18/h5-9H,1-4H3,(H3,19,20,21,22)"
Standard Inchi Key(RDKit),HYONBFODMUSDNV-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(C)cc1Nc1nc(N)c2cc(OC)c(OC)cc2n1
SMILES(SDF),
MW(SDF),
MW(RDKit),340.383
MW Monoisotopic(RDKit),340.1535405
MolLogP(RDKit),3.28982
XLogP(SDF),
XLogP(CDK),2.849
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),91.52
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.736081196123432
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,466369.14321589237
qed,0.7360811961234316
Chi0,17.974327015758657
Chi1,12.049575153157901
TPSA,91.52000000000001
Chi0n,14.583273677529261
Chi0v,14.583273677529261
Chi1n,7.6629540427739515
Chi1v,7.6629540427739515
Chi2n,5.48553240389257
Chi2v,5.48553240389257
Chi3n,3.831987958636183
Chi3v,3.831987958636183
Chi4n,2.575187106534314
Chi4v,2.575187106534314
MolMR,98.06810000000003
MolWt,340.38300000000004
fr_SH,0
Kappa1,16.631264146178772
Kappa2,6.721078415843811
Kappa3,3.21029119967144
fr_ArN,1
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,927.8285077339082
MolLogP,3.2898200000000015
NOCount,7
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,2.075724772379905
SMR_VSA1,14.210588861400147
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,32.379848705001116
SMR_VSA7,35.89528683400505
SMR_VSA8,0.0
SMR_VSA9,17.248535499851716
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,3
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,145.29961484591703
NHOHCount,3
