DLiP-ID,C001A2
AATS7v,177.34923322426144
AATS8Z,19.90909090909091
AATS8d,2.6545454545454548
AATS8i,162.31101296056625
AATS8m,72.91829485454545
AATS8p,1.2452065585444183
AATS8s,4.68989898989899
AATS8v,186.18133477366197
AMID_C,1.304752241177569
AMID_N,0.2545765972484553
AMID_O,0.42830987151066324
AMID_X,0.0
AMID_h,0.6828864687591185
ATS0dv,444.0
ATS0pe,259.1839
ATS0se,311.1629759999999
ATS1dv,367.0
ATS1pe,263.8859
ATS1se,310.9858759999999
ATS2dv,532.0
ATS2pe,412.46930000000003
ATS2se,491.5511280000001
ATS3dv,505.0
ATS3pe,545.1403
ATS3se,660.8659320000002
ATS4dv,542.0
ATS4pe,605.2968
ATS4se,739.9037320000001
ATS5dv,574.0
ATS5pe,562.318
ATS5se,684.471132
ATS6dv,641.0
ATS6pe,570.1522999999999
ATS6se,689.633288
ATS7dv,465.0
ATS7pe,488.9394000000001
ATS7se,596.9009040000001
ATS8dv,321.0
ATS8pe,367.7772
ATS8se,448.22051600000003
ATSC0Z,284.43243243243245
ATSC0c,1.1886705398500286
ATSC0d,23.729729729729737
ATSC0i,56.70090457429424
ATSC0m,1335.3752147027021
ATSC0p,7.811482275591564
ATSC0s,171.64114114114116
ATSC0v,1582.6469556203583
ATSC1Z,5.636961285609965
ATSC1c,-0.4068780245946629
ATSC1d,2.8451424397370357
ATSC1i,13.876187065787526
ATSC1m,24.15379098100824
ATSC1p,1.399492812471503
ATSC1s,-11.162973784595405
ATSC1v,86.69813863218144
ATSC2Z,-1.1994156318480353
ATSC2c,-0.05051178922909819
ATSC2d,-6.608473338203066
ATSC2i,-19.567436291697902
ATSC2m,-23.674946996347472
ATSC2p,-1.9493968501473342
ATSC2s,76.17646700754807
ATSC2v,-465.69460477658924
ATSC3Z,-18.294375456537622
ATSC3c,0.22820363715432754
ATSC3d,-2.8802045288531763
ATSC3i,-14.580869907370907
ATSC3m,-96.35532738714386
ATSC3p,-2.99432223856208
ATSC3s,8.022725428130824
ATSC3v,-470.7813145867875
ATSC4Z,-41.65814463111761
ATSC4c,-0.426891517243444
ATSC4d,1.0971512052593133
ATSC4i,-5.188412330585622
ATSC4m,-187.7509249985393
ATSC4p,-0.757996711776316
ATSC4s,-53.264548332115886
ATSC4v,-87.64221487387273
ATSC5Z,108.74799123447772
ATSC5c,-0.17653649600490004
ATSC5d,-6.845872899926954
ATSC5i,-1.7178032068562983
ATSC5m,510.96364681008026
ATSC5p,-0.8213093827501805
ATSC5s,-36.921029137245355
ATSC5v,275.65951514961864
ATSC6Z,19.89116143170198
ATSC6c,0.2559956857186698
ATSC6d,-0.6785975164353552
ATSC6i,4.721008734083346
ATSC6m,84.9471654886779
ATSC6p,-0.2618880675648392
ATSC6s,52.16699131563996
ATSC6v,-68.65248625843921
ATSC7Z,-40.424397370343314
ATSC7c,-0.04134431126866678
ATSC7d,2.0321402483564635
ATSC7i,3.777974530922437
ATSC7m,-183.9677995105918
ATSC7p,1.681247837127584
ATSC7s,7.035467900332762
ATSC7v,97.49492568380548
ATSC8Z,-22.183345507669838
ATSC8c,-0.25728406798088854
ATSC8d,-4.436084733382031
ATSC8i,-3.4350631584317726
ATSC8m,-102.87539826077433
ATSC8p,-0.8957910121926276
ATSC8s,-38.80890349809268
ATSC8v,-119.04924826596805
AXp-0d,0.7370779152242702
AXp-1d,0.45519671412438883
AXp-2d,0.30778344939345237
AXp-3d,0.19016857040261784
AXp-4d,0.12035046382278354
AXp-5d,0.0790867770303237
AXp-6d,0.05342729506902429
AXp-7d,0.03441078961963764
GATS1Z,0.6261777591070036
GATS1c,1.2743085253451876
GATS1d,0.9781201294808773
GATS1i,0.988768722765906
GATS1m,0.6346105622686531
GATS1p,0.8755297903296249
GATS1s,0.6156510725169628
GATS1v,0.8474970473857766
GATS2Z,0.7189468568330935
GATS2c,0.9623474339219487
GATS2d,1.2932521752119193
GATS2i,1.3356243495657538
GATS2m,0.7342761188808931
GATS2p,1.2264928352582085
GATS2s,0.37153383727995587
GATS2v,1.1436418430174566
GATS3Z,0.9050363369097828
GATS3c,0.7834945403264023
GATS3d,1.0327139995059964
GATS3i,1.1742810619626565
GATS3m,0.9152883631872241
GATS3p,1.1761968068037874
GATS3s,0.5876999727760779
GATS3v,1.1444362388393676
GATS4Z,1.0674815492375356
GATS4c,1.115436297588471
GATS4d,0.975268467295802
GATS4i,0.9961700293589498
GATS4m,1.0668063012369138
GATS4p,1.0049517156848697
GATS4s,1.005996164569555
GATS4v,1.030653709500573
GATS5Z,0.8302247923114513
GATS5c,1.058895684213049
GATS5d,1.1558737390172467
GATS5i,0.9779264780587624
GATS5m,0.831921403852806
GATS5p,1.0209501952152369
GATS5s,0.9880109873767636
GATS5v,0.9329238990031363
GATS6Z,0.9961358165463068
GATS6c,1.110232116472448
GATS6d,0.955201214882308
GATS6i,0.8891525953674169
GATS6m,0.9941936550403377
GATS6p,0.9568105552203758
GATS6s,1.0090676961986436
GATS6v,0.9520723609912675
GATS7Z,1.1408932500361346
GATS7c,1.2011360019260628
GATS7d,0.9187975231800825
GATS7i,0.8422808562707798
GATS7m,1.1344494093058302
GATS7p,0.8523173768093495
GATS7s,1.1152485583503555
GATS7v,0.9445940687054122
GATS8Z,1.0355550948481391
GATS8c,1.001169688971658
GATS8d,0.9930006212466346
GATS8i,1.0086137121893808
GATS8m,1.0365674910866198
GATS8p,1.0536631121159559
GATS8s,1.0646949404466046
GATS8v,1.0507550626038047
MATS1Z,0.01929674528396258
MATS1c,-0.3332889096485432
MATS1d,0.11674259681093398
MATS1i,0.2382858677424367
MATS1m,0.017611652997316235
MATS1p,0.17444372350513643
MATS1s,-0.06332521005346813
MATS1v,0.053338875336911416
MATS2Z,-0.002557775825435632
MATS2c,-0.0257752651872136
MATS2d,-0.1689196758654168
MATS2i,-0.20932246005207494
MATS2m,-0.010753691991415269
MATS2p,-0.15136961187865672
MATS2s,0.2691976860196758
MATS2v,-0.1784797910716109
MATS3Z,-0.028672271755207833
MATS3c,0.08558244594692996
MATS3d,-0.05410708894804728
MATS3i,-0.11463495884453224
MATS3m,-0.03216592550594041
MATS3p,-0.17087900864624583
MATS3s,0.02083647107566319
MATS3v,-0.13260466486720904
MATS4Z,-0.05954991416793013
MATS4c,-0.14602134941759295
MATS4d,0.01879896868507346
MATS4i,-0.037205301399378984
MATS4m,-0.05716617123466279
MATS4p,-0.039454287208811875
MATS4s,-0.12617612545004875
MATS4v,-0.022515916503305883
MATS5Z,0.1684087165843152
MATS5c,-0.0654177256298994
MATS5d,-0.12707452001301658
MATS5i,-0.013344609194945347
MATS5m,0.16854238280050235
MATS5p,-0.046312238235060754
MATS5s,-0.09474904533209362
MATS5v,0.0767204920026043
MATS6Z,0.0319446204090826
MATS6c,0.09837570374932517
MATS6d,-0.013062797041536614
MATS6i,0.03803308216462186
MATS6m,0.029057770268348413
MATS6p,-0.015314363970152341
MATS6s,0.13883248645990703
MATS6v,-0.019814765107430913
MATS7Z,-0.07406411100582973
MATS7c,-0.01812581895222433
MATS7d,0.044627674933427404
MATS7i,0.03472261410240599
MATS7m,-0.0717929630199644
MATS7p,0.11216094566381603
MATS7s,0.021360674786781966
MATS7v,0.03210268380610121
MATS8Z,-0.05246708821395253
MATS8c,-0.14560974093864454
MATS8d,-0.12576102712776968
MATS8i,-0.04075526991266702
MATS8m,-0.051825947749157886
MATS8p,-0.07714579938931153
MATS8s,-0.15210693446939538
MATS8v,-0.050603626931316655
MAXsOH,9.327615425799952
MINsOH,9.327615425799952
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.519707482696447
SpAD_D,238.27589798751416
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.1015031336608716
SssNH2,0
SsssAs,0
SsssCH,-1.11800359032502
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,516
TMWC10,122.45582199576779
TSRW10,58.056055165001176
VE1_Dt,4.82522731552532
VE2_Dt,0.20105113814688833
VE3_Dt,2.4493265830610857
VR1_Dt,132.07717102802894
VR2_Dt,5.503215459501206
VR3_Dt,5.758855118111534
Xc-3dv,0.5774404060949823
Xc-4dv,0.0
Xc-5dv,0.06346173072235692
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.17010345435994292
Xch-7d,0.19884872621301064
Xp-0dv,12.331146616803183
Xp-1dv,6.951813130937309
Xp-2dv,5.032656500713444
Xp-3dv,3.3687654262543947
Xp-4dv,2.192579223012212
Xp-5dv,1.49013773850563
Xp-6dv,0.76363584937104
Xp-7dv,0.42020333506518265
Xpc-4d,3.822015974922275
Xpc-5d,4.655674877203977
Xpc-6d,7.121297998192654
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,38
nFRing,0
nHBAcc,6
nHBDon,2
nHRing,0
nSpiro,0
naRing,2
piPC10,6.090036447169141
AATS0dv,12.0
AATS0pe,7.00497027027027
AATS0se,8.40981016216216
AATS1dv,9.657894736842104
AATS1pe,6.944365789473684
AATS1se,8.18383884210526
AATS2dv,8.721311475409836
AATS2pe,6.7617918032786894
AATS2se,8.058215213114757
AATS3dv,6.0843373493975905
AATS3pe,6.567955421686747
AATS3se,7.962240144578315
AATS4dv,5.956043956043956
AATS4pe,6.6516131868131865
AATS4se,8.130810241758242
AATS5dv,6.833333333333333
AATS5pe,6.6942619047619045
AATS5se,8.148465857142858
AATS6dv,7.91358024691358
AATS6pe,7.0389172839506156
AATS6se,8.513991209876544
AATS7dv,6.549295774647887
AATS7pe,6.886470422535212
AATS7se,8.407054985915494
AATS8dv,5.836363636363636
AATS8pe,6.686858181818182
AATS8se,8.149463927272729
AATSC0Z,7.68736303871439
AATSC0c,0.03212623080675753
AATSC0d,0.6413440467494523
AATSC0i,1.5324568803863308
AATSC0m,36.09122201899195
AATSC0p,0.21112114258355577
AATSC0s,4.638949760571383
AATSC0v,42.77424204379347
AATSC1Z,0.14834108646342015
AATSC1c,-0.010707316436701655
AATSC1d,0.0748721694667641
AATSC1i,0.3651628175207244
AATSC1m,0.6356260784475852
AATSC1p,0.036828758222934285
AATSC1s,-0.2937624680156685
AATSC1v,2.2815299640047746
AATSC2Z,-0.01966255134177107
AATSC2c,-0.0008280621185098064
AATSC2d,-0.10833562849513222
AATSC2i,-0.32077764412619514
AATSC2m,-0.38811388518602413
AATSC2p,-0.03195732541225138
AATSC2s,1.2487945411073453
AATSC2v,-7.634337783222774
AATSC3Z,-0.2204141621269593
AATSC3c,0.002749441411497922
AATSC3d,-0.034701259383773206
AATSC3i,-0.17567313141410731
AATSC3m,-1.1609075588812514
AATSC3p,-0.03607617154894072
AATSC3s,0.09665934250760029
AATSC3v,-5.672064031166115
AATSC4Z,-0.4577818091331605
AATSC4c,-0.00469111557410378
AATSC4d,0.012056606651201245
AATSC4i,-0.05701552011632551
AATSC4m,-2.063196978005926
AATSC4p,-0.008329634195344132
AATSC4s,-0.5853247069463284
AATSC4v,-0.9631012623502498
AATSC5Z,1.2946189432675919
AATSC5c,-0.002101624952439286
AATSC5d,-0.08149848690389232
AATSC5i,-0.020450038176860693
AATSC5m,6.08290055726286
