DLiP-ID,J1005L
DLiP-Mol-ID,36903
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H25N3O2/c1-5-25(6-2)19-14-12-18(13-15-19)24(4)22(26)20-16(3)27-23-21(20)17-10-8-7-9-11-17/h7-15H,5-6H2,1-4H3"
Standard Inchi Key(RDKit),KCNRDDNMMNLUTG-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCN(CC)c1ccc(N(C)C(=O)c2c(-c3ccccc3)noc2C)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),363.461
MW Monoisotopic(RDKit),363.19467704
MolLogP(RDKit),4.77282
XLogP(SDF),
XLogP(CDK),4.924
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),49.58
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.632719075562201
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,GATA4/NKX2-5
Common Target Pref Name,GATA4/NKX2-5
RDKit Descriptors
Ipc,1733034.0138729177
qed,0.6327190755622005
Chi0,19.388540578131753
Chi1,13.062080607913936
TPSA,49.58
Chi0n,16.26850335250733
Chi0v,16.26850335250733
Chi1n,9.211183164774441
Chi1v,9.211183164774441
Chi2n,6.381250039295616
Chi2v,6.381250039295616
Chi3n,4.794051350876934
Chi3v,4.794051350876934
Chi4n,3.177847239006179
Chi4v,3.177847239006179
MolMR,109.41250000000004
MolWt,363.46100000000007
fr_SH,0
Kappa1,18.703393347050756
Kappa2,8.079273836199967
Kappa3,3.7210765643956223
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,897.0671423465955
MolLogP,4.772820000000005
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.8950119914564134
SMR_VSA1,9.31763212104517
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,20.771211599071872
SMR_VSA6,29.9370042562033
SMR_VSA7,65.92100252672593
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,159.74670932364447
NHOHCount,0
PEOE_VSA1,14.322914398674303
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
